subject,run,channel,correlation_with_64_channel_mean_trace,leave_one_out_reference_std_change_fraction,stored_total_power_1_45_hz_uV2,average_reference_total_power_1_45_hz_uV2,average_to_stored_power_ratio,average_to_stored_power_change_db
1,10,Fz,0.9021855180311702,0.0097481333309777,1811.2612432104063,404.53540589108803,0.22334459339176338,-6.510245562368842
1,10,F2,0.9061752966038793,0.00878127151107438,1631.3046053308508,344.3789205338668,0.21110644781390908,-6.754985018546521
1,10,F4,0.9085174024964007,0.00848640933243577,1573.4368404363177,312.02244179898304,0.19830630234414653,-7.026634833247418
1,10,F6,0.7963638124317762,0.01122042799850731,1315.4296615878122,506.22344651542966,0.38483505526580863,-4.147253742249796
1,10,F8,0.5817780238764074,0.014777041914343123,1006.1291356674303,681.6244068439361,0.6774720885026062,-1.6910859279156767
1,10,FT7,0.8453780180122256,0.010331029413517425,1408.7764727053693,398.3034407808272,0.2827300487322435,-5.486280319593809
1,10,FT8,0.6768842247833404,0.01181593827650457,584.3346706477879,461.47028213834506,0.7897362681334028,-1.025179168324203
1,10,T7,0.8182055648361068,0.010268111081024087,1290.5240068598491,414.5843487209215,0.3212527210010634,-4.931531851836295
1,10,T8,0.6579683085102096,0.01224078727419461,767.4099826695306,680.2998235378626,0.8864881079229064,-0.5232708600564823
1,10,T9,0.7008414003780544,0.01251208301946799,1189.4466156787973,589.1909177638065,0.495348769753374,-3.050889112824824
1,10,T10,0.33063914551721196,0.01549028584465587,291.1006126632032,845.8212892034713,2.9055977638290558,4.632354926046628
1,10,TP7,0.8245827413325711,0.009903578037406914,1277.9800406754957,396.65810047431603,0.3103789479095905,-5.0810774333123065
1,10,TP8,0.6103283279818992,0.013273249566144313,617.4659540580805,512.1229098741038,0.8293945706777093,-0.8123881190958103
1,10,P7,0.8211172797002225,0.009818389417412905,1405.4345496136748,479.3558500342606,0.3410730511541969,-4.6715259368958675
1,10,P5,0.8661442143798543,0.00880748867512279,1520.2315232614962,387.1406786841467,0.2546590257867941,-5.940409266743972
1,10,P3,0.8562636101289666,0.009474604828129306,1547.9114298890406,365.0916275965597,0.23586079962128756,-6.273442334375623
1,10,P1,0.864678651378687,0.009223570172612161,1603.2139112199834,409.32669169558716,0.2553163297991255,-5.9292140722924405
1,10,Pz,0.8707130685194459,0.009083913131809562,1597.701379679128,400.6618839834759,0.25077394879883136,-6.007175814001564
1,10,P2,0.852804849593254,0.009163345989135761,1448.8886800974894,403.21238279664635,0.2782907951006394,-5.555011583914765
1,10,P4,0.8507455829839614,0.008810604454599665,1280.3841140758288,364.53854064410297,0.28471029641540346,-5.455968265111619
1,10,P6,0.8190335020287226,0.0092881226206044,1024.6683260157124,379.3264039217387,0.3701943295121645,-4.315702378803529
1,10,P8,0.7588722013390811,0.010397230252812957,802.8447847335937,473.75304350168636,0.5900929451249919,-2.290795775514799
1,10,PO7,0.7746430544273817,0.011257039129310125,1572.290103706057,627.2460118289633,0.3989378361858775,-3.990947722449571
1,10,PO3,0.8068286902357359,0.010793906532704562,1624.9182951943492,568.6426811164386,0.3499515531323535,-4.55992074688603
1,10,POz,0.8045857910442823,0.011094149717094557,1658.4103417308565,604.5863375785715,0.3645577468767919,-4.382336685434487
1,10,PO4,0.7755926464385964,0.0110537299132832,1405.9457790675042,592.0220598114113,0.4210845600347909,-3.7563068262301487
1,10,PO8,0.6752271729202668,0.01322951829486783,1354.2914033309544,827.6862488438517,0.6111581649326812,-2.138463817895601
1,10,O1,0.7438983495340072,0.012298850076903553,1709.679549184356,752.2455772899218,0.43999214803078085,-3.5655507373502004
1,10,Oz,0.7312796892289632,0.012448879486817752,1658.4687039814912,787.4232598574605,0.4747893390855618,-3.2349904125134037
1,10,O2,0.5170648195316189,0.019663919908429493,1798.4640659916304,1045.4566813255583,0.581305293274858,-2.3559572240814726
1,10,Iz,0.5256806806409955,0.01731433609154818,1604.3300115936024,999.8978403482485,0.6232494768049851,-2.053380773982817
1,14,FC5,0.8705397460962293,0.00976360226745827,1255.0777144141668,304.43466688113267,0.24256240341518115,-6.151765128456175
1,14,FC3,0.91046554006258,0.008597127835743632,1485.7111656236598,287.88949425380724,0.19377218191192588,-7.127085704705091
1,14,FC1,0.8873951328461701,0.010164649402684049,1619.681441598399,335.33128111014094,0.2070353296011195,-6.839555379170152
1,14,FCz,0.8475130112533381,0.011852225294443311,1694.7344575709542,435.64097894480625,0.2570555977065611,-5.899729343894351
1,14,FC2,0.8857456825414801,0.0098568414762254,1551.0042353248853,337.60973148647616,0.21767170185435233,-6.621980272167095
1,14,FC4,0.8925880763448159,0.008222906985588361,1289.0016147646327,280.1268315441176,0.21732077627790078,-6.6289875231949384
1,14,FC6,0.8294007621589474,0.009580808450524815,937.8363519339555,311.3337129553107,0.33197019108215964,-4.7890091156627
1,14,C5,0.8325654667122799,0.011568417722865926,1213.5620867051384,276.56710701952306,0.22789695727098067,-6.4226147319279026
1,14,C3,0.9073972807271152,0.008021717279267331,1415.1986362989883,234.76541073283093,0.16588866376156694,-7.801832910944602
1,14,C1,0.9118804349143845,0.008346153186408545,1529.0877842210214,252.4308978468232,0.16508594238454505,-7.822899067780912
1,14,Cz,0.8841616030874662,0.010538839545075394,1640.6413285423876,340.25455620514816,0.20739118921711192,-6.832096980707489
1,14,C2,0.8778419696913106,0.00992496762962882,1477.54685973149,292.27273078623654,0.19780944940003484,-7.037529659022842
1,14,C4,0.9038741901686101,0.0072281539502920865,1160.9568109235033,212.39073538304427,0.1829445620927917,-7.376804951043626
1,14,C6,0.8442980987237985,0.008676253933635285,803.8476201047979,262.63563706307286,0.32672316306520005,-4.858200750905126
1,14,CP5,0.8640834876126344,0.008895004624038031,1296.4332411301502,300.25914462593147,0.2316040156176373,-6.352539149555575
1,14,CP3,0.8958346121089967,0.008096450279101908,1386.454595524347,245.58722683900362,0.17713326323977044,-7.516998765004297
1,14,CP1,0.9021821873964752,0.008219539258357493,1478.5302984392288,251.50738198875254,0.17010634293679988,-7.692794920835401
1,14,CPz,0.8842641150078698,0.009309317824351002,1505.2266472810022,292.2991535116762,0.19418946245715016,-7.117743404469511
1,14,CP2,0.8874846266749326,0.00836638177456273,1356.5322005305663,244.19282374807864,0.1800125523393916,-7.446972103318945
1,14,CP4,0.883711563948894,0.008107825681910957,1230.8570573020409,246.52070946509576,0.20028378437822278,-6.983542111664171
1,14,CP6,0.8551458319500993,0.008492967599832445,909.8500039590053,261.15169076333956,0.28702719088530787,-5.4207695939114044
1,14,Fp1,0.7122119575780266,0.028701645734234983,3134.169605854006,1683.7522232532456,0.5372243480723988,-2.6984431247044522
1,14,Fpz,0.7437062758816283,0.022899758147961302,2313.6257605007813,1122.31314161137,0.48508845327190975,-3.141790629125393
1,14,Fp2,0.6988197710266018,0.026947455224708795,2646.3378048551745,1415.0945074011618,0.534736912575908,-2.718598357711496
1,14,AF7,0.7597958773492941,0.02237619830386886,2636.4962447850403,1208.0934022755098,0.45821927668780293,-3.3892664455944272
1,14,AF3,0.7728126148750143,0.021357307470140464,2486.5587353934206,1090.1140986822777,0.4384027142273802,-3.581267657227638
1,14,AFz,0.8573760089926699,0.013065969090840722,1684.1532550417123,493.66851630838306,0.2931256492427443,-5.329461780227894
1,14,AF4,0.812769622921327,0.01515293953711708,1676.8095711480914,598.0011914983694,0.356630354327549,-4.477816949354204
1,14,AF8,0.688951909679281,0.023278970300165534,2230.4870197312634,1208.3775372466548,0.5417550187726464,-2.661970567221817
1,14,F7,0.8178021229423363,0.012089734765226226,1369.1663526515242,504.7476473295515,0.368653265800798,-4.333819144450458
1,14,F5,0.8343321884087432,0.013462486556157179,1772.364598265925,551.3077135198249,0.311057732736945,-5.07158997847297
1,14,F3,0.9011075146988051,0.009847631321372152,1470.4287572556627,300.5133569297083,0.20437124576546772,-6.895802077733336
1,14,F1,0.8827367913309455,0.011085195735520654,1653.1550427921939,404.44465197926223,0.24465016378388293,-6.114544891604796
1,14,Fz,0.8637383513617081,0.011632036418342883,1684.141448256431,431.015731724639,0.25592608754500035,-5.9188544252476705
1,14,F2,0.8808308242617345,0.010318792737628075,1514.5437695924163,364.7099923181882,0.24080518479590488,-6.1833416648393875
1,14,F4,0.8834205552449501,0.010025031182176163,1436.5451612299637,320.90264855258874,0.22338500536790176,-6.509459820911983
1,14,F6,0.7818367603920032,0.012358603150599364,1229.5652436468838,537.0446394546486,0.43677604114912777,-3.5974119237773294
1,14,F8,0.6804003051501555,0.014179268266116188,952.8534890974915,590.5789332301332,0.6198003575444828,-2.077481775650302
1,14,FT7,0.8428065246215763,0.009594901362866202,1131.2402271443514,365.1726090218097,0.3228073049909425,-4.910566459407972
1,14,FT8,0.7451600819560371,0.010855966952468425,570.308608086694,407.0071310994014,0.7136612096122023,-1.465079082720747
1,14,T7,0.7818777119166196,0.010851161125286633,1065.3470836005076,403.43244380990336,0.37868639246323377,-4.217203003302073
1,14,T8,0.646399956086769,0.012976286957666705,767.8738876621571,636.6980203714884,0.8291700376867321,-0.813563996587595
1,14,T9,0.6699814652784261,0.012792103082900949,1052.9235830923226,593.7667965479585,0.5639220225309511,-2.4878094482127038
1,14,T10,0.43118689789370906,0.01457512154845507,319.70263025637337,754.4917706025623,2.359979866282383,3.729082978854626
1,14,TP7,0.784899362032264,0.010746270042588142,1106.6817515132743,397.9512543452851,0.35958960541377627,-4.441928708228054
1,14,TP8,0.6389255634808736,0.013149943256466333,645.1201825480258,457.5880613507802,0.7093066900239401,-1.4916594396257976
1,14,P7,0.7706169282454033,0.011059329971621137,1276.0876355035466,488.87209941303047,0.38310229314315125,-4.166852484438703
1,14,P5,0.8253569624740181,0.010013486062000596,1385.9393270083942,394.66738092804854,0.28476526586481526,-5.45512984709307
1,14,P3,0.8294024926672625,0.010158834149510399,1422.1907267924796,362.45472955715303,0.25485662557694416,-5.9370407145685835
1,14,P1,0.8295230425650205,0.010497911851576381,1491.5731504500338,394.65727703146695,0.2645912987320749,-5.774244419882035
1,14,Pz,0.8412056424697559,0.010308599149110004,1513.1046837539384,378.14944385187584,0.2499162469801532,-6.0220550960196215
1,14,P2,0.8099499307397258,0.010821279068114606,1424.7062912193687,413.6643019511411,0.2903505827836955,-5.370772979258556
1,14,P4,0.8159819499687311,0.010129517267555566,1277.5295622033234,375.1694482576555,0.2936679192069811,-5.321434939687263
1,14,P6,0.7851745419258601,0.010334782347020666,1025.7773191058584,377.5903821391677,0.36810170697506034,-4.3403216862198155
1,14,P8,0.7203471420090549,0.011250555574401043,779.3164228623684,437.4250800205377,0.5612932913872256,-2.5081014846431184
1,14,PO7,0.7116825520648677,0.01300320126561017,1485.4590233798444,646.3931280895865,0.4351470608855013,-3.6136394548767137
1,14,PO3,0.7497620954327412,0.012457221110766619,1513.595432338205,579.5261728300953,0.38288049795105566,-4.169367539133189
1,14,POz,0.7418063878845234,0.013275471205290972,1609.1538608434867,611.6880044842867,0.38013021586615214,-4.200676077387096
1,14,PO4,0.7055200693549019,0.013192059090506974,1428.1140122279223,624.8754774894645,0.4375529349471409,-3.5896939872220193
1,14,PO8,0.5998688964726909,0.015009963654378216,1313.4134977861372,790.9379150327142,0.6022002334877042,-2.2025908043667384
1,14,O1,0.6642525473100668,0.014530322439935156,1685.4159611735204,802.4080076664653,0.476089004822148,-3.223118483515947
1,14,Oz,0.6561992613494094,0.014604189429108794,1616.800214738376,776.8663128459272,0.48049617124255295,-3.183100685882698
1,14,O2,0.5396729707781831,0.01847447724858985,1703.8558737276728,981.5067001702519,0.5760503076019715,-2.3953958713255497
1,14,Iz,0.5068961287978361,0.016945739441647963,1427.5872578118694,848.6610623272281,0.5944722871987602,-2.2586838628866204
