subject,run,run_trial_index,semantic_condition,task_annotation,task_event_sample,task_event_time_seconds,rest_annotation,rest_event_sample,rest_event_time_seconds,task_quality_status,task_quality_evidence,strong_task_review_candidate,paired_task_metric_status,paired_task_metric_evidence,paired_rest_quality_status,paired_rest_quality_evidence,pair_quality_driver,task_max_p2p_uV,task_median_channel_p2p_uV,task_frontal_max_p2p_uV,task_max_abs_step_uV,task_minimum_channel_std_uV,task_median_channel_std_uV,task_max_p2p_uV_robust_z,task_median_channel_p2p_uV_robust_z,task_frontal_max_p2p_uV_robust_z,task_max_abs_step_uV_robust_z,task_minimum_channel_std_uV_robust_z,task_median_channel_std_uV_robust_z,rest_max_p2p_uV,rest_median_channel_p2p_uV,rest_frontal_max_p2p_uV,rest_max_abs_step_uV,rest_minimum_channel_std_uV,rest_median_channel_std_uV,rest_max_p2p_uV_robust_z,rest_median_channel_p2p_uV_robust_z,rest_frontal_max_p2p_uV_robust_z,rest_max_abs_step_uV_robust_z,rest_minimum_channel_std_uV_robust_z,rest_median_channel_std_uV_robust_z,primary_retained,source_file,source_sha256
1,6,10,both_feet_imagery,T2,13952,87.2,T0,13280,83.0,not flagged,,False,not flagged,,not flagged,,neither,221.906748375225,123.21768913436084,167.2602265746727,79.53364558920318,14.356060689248011,21.921739423828853,-0.6120743795876702,-0.755316146451767,-0.8900409737797607,0.07821548576257382,0.246256527329863,0.150335743959117,288.6365798711527,124.06926702575754,288.6365798711527,91.27423578854477,15.767677033876966,20.40653875532096,-0.21219849253307424,-0.4193402440708702,-0.19371827634556985,0.6826416583971473,0.6261445401102783,-0.29742000227862125,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3
1,6,11,both_fists_imagery,T1,15280,95.5,T0,14608,91.3,not flagged,,False,not flagged,,not flagged,,neither,363.2154755246355,153.5973770796101,363.2154755246355,86.95649056023683,15.4387718218531,24.795513659720747,0.6401910649607849,1.4408626439577399,0.7525660494240287,0.5648178394231669,1.107923016100315,2.1278651865542537,235.87102671507336,121.33163793468694,235.87102671507336,76.42372215357801,13.211085480320902,19.742714244211328,-0.6092339586391531,-0.5822111755710416,-0.582017055876803,-0.195021741692527,-1.1624638927877835,-0.6222265583160713,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3
1,6,12,both_fists_imagery,T1,16608,103.8,T0,15936,99.6,statistical candidate,high max_precontext_p2p_uV (robust_z=3.70),False,not flagged,,statistical candidate,high median_channel_std_uV,both,181.83376902194868,113.215755727014,181.83376902194868,55.83463838009182,12.697321901943866,18.965917186970223,-0.9671975790992792,-1.4783661676333848,-0.7678773506814747,-1.4753657532872135,-1.073836693846093,-1.883653366062692,688.745297460591,178.105831593924,688.745297460591,53.69731440212025,15.518198442786026,29.25857825907521,2.7984276011862788,2.795480067049011,2.750659588134105,-1.5381494468517565,0.45160766063411895,4.033845892552184,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3
1,6,13,both_feet_imagery,T2,17936,112.1,T0,17264,107.9,not flagged,,False,not flagged,,not flagged,,neither,201.15198794349644,119.66256926390162,164.15810156318472,64.51288722976659,13.234179517347012,20.176060401357933,-0.7960012312608484,-1.0123194070164265,-0.9160447290148526,-0.9064657786301876,-0.6465831056049958,-1.0509178622364133,199.45262475695716,117.71323109677148,199.45262475695716,67.03656973581442,15.051163842097258,20.901969997968656,-0.8832649567319545,-0.7974825920533273,-0.8500180562829764,-0.7498012133422858,0.1248671517385157,-0.055007567991185086,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3
1,6,14,both_feet_imagery,T2,19264,120.4,T0,18592,116.2,not flagged,,False,not flagged,,not flagged,,neither,352.52151927563494,136.22436485893505,352.52151927563494,65.87834625982786,15.375256411840217,21.02968085008857,0.5454221703122828,0.1849497776592483,0.662923298160306,-0.8169535255186423,1.057374814756034,-0.4635162671204321,399.6707599271542,144.72448416020845,399.6707599271542,107.42062853039435,14.43978044604735,23.212650111860345,0.62328042875938,0.8095093710940218,0.6233760972216892,1.636891343042931,-0.30286073322132295,1.07559854452314,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3
1,10,0,both_fists_imagery,T1,672,4.2,T0,0,0.0,not flagged,,False,not flagged,,not flagged,,neither,196.97889417723673,108.50194222396972,172.33253612157802,84.89741245490332,12.198547823206155,19.436091906609306,-0.8329828192049686,-1.8191325789273056,-0.8475220245285578,0.42983559793271087,-1.4707818218430337,-1.5601121707809982,164.2980195805328,112.09376369910979,150.6149183447154,67.18378327063029,13.459894336190619,18.04052913707071,-1.1477864905195463,-1.1318039552275034,-1.209412029447328,-0.7411009128219397,-0.9883955645210739,-1.4550986097930518,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,1,both_feet_imagery,T2,2000,12.5,T0,1328,8.3,not flagged,,False,not flagged,,statistical candidate,high max_abs_step_uV,rest_candidate,348.9420730380467,122.23663338224158,192.97324531822545,67.06145047877177,14.192976722357336,20.797978037329827,0.5137014342730195,-0.8262376726668017,-0.6745,-0.7393954868137445,0.11646753293083784,-0.6229578573608427,406.6179386250935,157.69248431362752,406.6179386250935,168.48714994872248,17.932153480895465,24.761799621812003,0.6755546146150577,1.5810201179555512,0.6745,5.245914716716885,2.1404266398698732,1.8335909185519468,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,2,both_feet_imagery,T2,3328,20.8,T0,2656,16.6,not flagged,,False,not flagged,,not flagged,,neither,284.2672500335332,124.33561692824708,284.2672500335332,74.63491515091847,15.257238112586224,20.907768694353532,-0.05944112821858278,-0.6745,0.0907776545937623,-0.24291930427011924,0.9634509504246783,-0.5474076439604298,307.3234245057417,123.52337635502847,307.3234245057417,79.53688603992794,13.363678843288998,20.649312654343415,-0.07158895419279264,-0.4518171498463441,-0.05620282296943744,-0.011034165997043384,-1.0557085624615987,-0.17863174918224714,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,3,both_fists_imagery,T1,4656,29.1,T0,3984,24.9,not flagged,,False,not flagged,,not flagged,,neither,269.40220507216844,132.8837414100247,235.31696836763751,83.18341753324304,12.32527554862498,20.76448175418625,-0.19117384220088285,-0.05654731666455476,-0.3195511163019619,0.31747518002059455,-1.3699266344314411,-0.6460076450952539,227.19724548215817,124.50278125682492,180.42463443535473,97.95014031838292,13.211545669807021,19.635880218774197,-0.6745,-0.3935489976004025,-0.990043981851409,1.0771867369280235,-1.1621419411665088,-0.6745,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,4,both_feet_imagery,T2,5984,37.4,T0,5312,33.2,not flagged,,False,not flagged,,not flagged,,neither,410.9864616350062,156.6693407401337,410.9864616350062,73.96702558231966,14.838150564212647,24.40992012122124,1.0635333196452366,1.6629380467172883,1.1530093022113153,-0.28670260263264474,0.6299236730006358,1.8625268152466825,381.5286659894208,136.20591385905453,381.5286659894208,82.87014669491181,15.111956102425522,21.84491793684819,0.48676987799529003,0.30271044624184074,0.4898694340142508,0.18596109973908548,0.16739782087368668,0.40637291348291926,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,5,both_fists_imagery,T1,7312,45.7,T0,6640,41.5,not flagged,,False,not flagged,,not flagged,,neither,423.4375907503838,122.07881439222302,423.4375907503838,76.24228540349947,14.046631592153647,20.72307625413074,1.173874124854758,-0.8376465692699282,1.2573816639690698,-0.13754863424236896,0.0,-0.6745,433.33576939804965,185.9043235953636,433.33576939804965,78.4881257339128,16.588377266498156,27.687899784382218,0.8765934696973872,3.2594390674534046,0.8711150350053823,-0.07301576196615785,1.2003118743118977,3.2653194861463612,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,6,both_fists_imagery,T1,8640,54.0,T0,7968,49.8,not flagged,,False,not flagged,,not flagged,,neither,421.91349249074483,134.5630180490013,421.91349249074483,94.86922704423893,13.076226554936715,23.061315797160688,1.1603677008486577,0.06484931335999097,1.2446058158162352,1.0835348828259055,-0.7722886335268319,0.9345121076427759,363.7641292701138,136.9812160810709,363.7641292701138,114.33401663303454,15.694550927235285,22.285691848640628,0.3531002641158424,0.34883583097925097,0.35914119343955814,2.045471669451033,0.5749850301672894,0.6220417444532362,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,7,both_feet_imagery,T2,9968,62.3,T0,9296,58.1,not flagged,,False,not flagged,,statistical candidate,high max_abs_step_uV,rest_candidate,325.2189095742188,132.78797505985187,325.2189095742188,83.57663052959582,15.022961005908371,21.799917435963863,0.30346885741515023,-0.06347036430953144,0.43405747962441227,0.34325213889038875,0.7770034984393146,0.06650641430973375,312.65927141546524,155.61757736713355,312.65927141546524,167.15972804750209,15.767532696405139,23.2288822982372,-0.0314392667896068,1.457576796778872,-0.016936621463267014,5.16746425716945,0.6260435606562338,1.0835408854065924,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,8,both_feet_imagery,T2,11296,70.6,T0,10624,66.4,statistical candidate,high max_precontext_p2p_uV (robust_z=4.34); high max_task_abs_step_uV (robust_z=6.92); channel-specific high task p2p: C5/CP5/F5/FT7/TP7,True,statistical candidate,high max_abs_step_uV,not flagged,,task_candidate,470.5621623903323,156.83725838935317,470.5621623903323,183.91289443142114,15.08484674257265,23.51027056985665,1.5914879116625589,1.6750769857483887,1.6524063073814819,6.920765526636614,0.8262547380457438,1.2434512269067264,762.9156283349316,167.9776327010004,762.9156283349316,80.12553897402957,15.017510397391694,23.958666252295583,3.3565237477921643,2.1929188240048094,3.2964749398796593,0.023755144885775594,0.10132297828119673,1.440621120923761,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,9,both_fists_imagery,T1,12624,78.9,T0,11952,74.7,not flagged,,False,not flagged,,not flagged,,neither,613.3548285118045,146.0164117552936,613.3548285118045,89.01180725244183,13.915857120633667,24.606037664949127,2.8569038921617538,0.89282688776106,2.849374684038833,0.6995535026153332,-0.10407575603688984,1.997481124491845,317.0067331764494,122.69808760675707,317.0067331764494,82.60634686681246,12.70970022243566,19.130288286423124,0.0012732966804462865,-0.5009164042435161,0.015056108544801996,0.17037056463950498,-1.5132363496305443,-0.9218840172499305,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,10,both_fists_imagery,T1,13952,87.2,T0,13280,83.0,not flagged,,False,not flagged,,not flagged,,neither,232.97705612236763,123.09056650045602,216.4462052478885,77.37383859606243,13.995421455198445,20.903549193560256,-0.5139702912421146,-0.7645059719978985,-0.4777364581073755,-0.0633700074568199,-0.04075515395641318,-0.5503112078338693,469.9519361393021,137.99256758830842,469.9519361393021,82.41381850913264,13.998261867062277,21.556961164124527,1.1521125528789513,0.409004596205756,1.1405713754834947,0.15899216405562985,-0.6117500638441352,0.2654768693165334,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,11,both_feet_imagery,T2,15280,95.5,T0,14608,91.3,not flagged,,False,not flagged,,not flagged,,neither,649.2039032253997,138.9628153976741,649.2039032253997,128.12305308115356,15.878980762845796,21.703269357888196,3.174595222262015,0.382915174887914,3.1498817754051145,3.263479375931662,1.4582595750288971,0.0,453.56351584923607,145.61842380223442,453.56351584923607,112.69827725121394,15.806792700383715,24.309021147943383,1.028797554752015,0.8626929023023203,1.0199698993982513,1.9487996874039646,0.6535101202222388,1.6120483055813468,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,12,both_feet_imagery,T2,16608,103.8,T0,15936,99.6,not flagged,,False,not flagged,,not flagged,,neither,510.3900461593557,156.27031334757976,510.3900461593557,103.88150170423597,17.30551075391182,26.309702578583305,1.9444390957794866,1.6340919473795104,1.9862660123340523,1.6743318183005804,2.5935513915728605,3.169823573996158,300.2544869334198,114.53040745819085,300.2544869334198,88.4013039649718,13.587694281003138,20.005059640560532,-0.12477931714795157,-0.9868396720563257,-0.10822274255212107,0.5128517659744449,-0.8989858742255582,-0.49386205345916634,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,13,both_fists_imagery,T1,17936,112.1,T0,17264,107.9,not flagged,,False,not flagged,,not flagged,,neither,199.17551718164992,122.53968454790851,199.17551718164992,61.94842152853022,12.34082550084702,21.612648549883883,-0.8135165403797522,-0.8043297931768589,-0.6225090715748994,-1.074578550885717,-1.357551336599715,-0.06235887068027587,212.55213377276291,111.22585320774294,193.6099095380402,84.44858376554923,13.562242374492923,18.763012289962866,-0.7846974376448929,-1.1834389231085647,-0.893014273567825,0.27924652274164985,-0.9167921970831077,-1.101590625742092,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,14,both_feet_imagery,T2,19264,120.4,T0,18592,116.2,not flagged,,False,not flagged,,not flagged,,neither,263.75278533489694,137.12511365850057,263.75278533489694,71.4920031698041,15.037336984878056,22.351995660254495,-0.24123850035363043,0.2500658319339917,-0.08118611760327983,-0.44895194718888526,0.7884444995968827,0.4464078448100789,192.81350890561833,130.8534012162853,192.81350890561833,58.77544787033695,14.44437041526202,20.644062681701755,-0.9332211175016794,-0.01572886419569802,-0.8988749416569585,-1.2380324276444128,-0.29964956027010087,-0.18120053883145457,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,14,0,both_feet_imagery,T2,672,4.2,T0,0,0.0,not flagged,,False,not flagged,,not flagged,,neither,396.7542815231572,135.34318543847593,396.7542815231572,65.80628118657096,13.346611791446776,22.168138551111362,0.9374089979972611,0.1212484138649475,1.03370717005361,-0.8216777295671408,-0.5571048321019596,0.3198903049073198,628.377175289892,135.90166355131828,628.377175289892,91.13647476418654,15.093418076457251,20.632344114028506,2.344186451603434,0.2846095533225452,2.30641392482916,0.6745,0.15442849476838358,-0.18693438496689985,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,1,both_fists_imagery,T1,2000,12.5,T0,1328,8.3,not flagged,,False,not flagged,,not flagged,,neither,219.43037145029393,112.91505270107382,197.26814753089883,77.59636147683662,12.530955994188174,19.540267971308975,-0.6340198129188291,-1.5001042976948904,-0.6384977159258834,-0.048782587410920786,-1.206237593097992,-1.4884255251898724,291.98450120626046,136.03123166770223,291.98450120626046,80.31518390803262,15.29726312558241,21.353562776726058,-0.1870069911033609,0.2923180043603459,-0.16908110890143144,0.03496313551008617,0.2970398451667853,0.16595488932209929,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,2,both_feet_imagery,T2,3328,20.8,T0,2656,16.6,not flagged,,False,not flagged,,not flagged,,neither,249.8833320367536,120.37821033939981,249.8833320367536,59.609786376023166,13.365388598271212,19.716298789505437,-0.36414836905324366,-0.960584979908831,-0.19744766975667297,-1.2278870699244573,-0.5421614693531129,-1.3672934886367019,332.1351023274173,119.78039384091102,332.1351023274173,71.58391580066865,13.818835509906584,20.7174085121131,0.11510701466521317,-0.6745,0.1263849381742889,-0.48105365977167197,-0.737277935140771,-0.14531273086878452,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,3,both_fists_imagery,T1,4656,29.1,T0,3984,24.9,not flagged,,False,not flagged,,not flagged,,neither,338.8935533385473,134.62940116083092,338.8935533385473,77.72407001492283,13.223600027640819,22.155798568345933,0.42465234125244006,0.06964821657796819,0.5486860287827539,-0.04041069288021097,-0.6550027029228743,0.31139879609811133,428.1034267776039,140.38822810426677,428.1034267776039,68.61486770493732,16.88467503359634,22.47484790998295,0.8372226024008687,0.5515306458685794,0.8326105158241167,-0.6565240112209105,1.4076037603167373,0.7145950138941445,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,4,both_fists_imagery,T1,5984,37.4,T0,5312,33.2,not flagged,,False,not flagged,,not flagged,,neither,268.40811439663264,130.56872003907642,268.40811439663264,70.44260888222583,13.162403406532492,21.460808389937988,-0.19998338586342734,-0.22390258520398673,-0.04216253312106778,-0.5177446718444909,-0.7037055157480755,-0.166844596493797,414.64346885988414,168.24668957071844,414.64346885988414,68.82801729389601,16.8059698942857,25.8681135812836,0.7359428783008978,2.2089259387525417,0.7335594319373904,-0.6439268985841654,1.3525411220601,2.374905710425878,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
