analysis_set,run,semantic_condition,channel,frequency_band,trial_count,mean_change_percent,standard_deviation_change_percent,median_change_percent,q25_change_percent,q75_change_percent,iqr_change_percentage_points,minimum_change_percent,maximum_change_percent
all_trials,10,both_feet_imagery,C4,central_12_13,8,50.980879818756094,119.96018266143301,-6.9229511472418475,-25.842586937236074,99.71930048012965,125.56188741736572,-52.62493656505364,289.0238457941884
all_trials,10,both_feet_imagery,C4,mu,8,16.868147540648007,68.24978346535012,-9.972234047054247,-25.73794717523262,30.026839837317233,55.76478701254985,-38.998236281539626,132.89362134766688
all_trials,10,both_feet_imagery,C5,beta,8,-6.2237888376413615,38.0111546192484,-16.664046448347108,-31.572022932875054,6.027926200754134,37.59994913362919,-47.9518230187124,53.67566443517891
all_trials,10,both_feet_imagery,C5,central_12_13,8,33.52895451702817,105.96908430583812,0.46069033026793793,-31.152737064679588,54.910355157922226,86.06309222260181,-63.300068742486864,236.88281041556246
all_trials,10,both_feet_imagery,C5,mu,8,13.471514527650786,74.70245204659413,-16.74148014018723,-36.31403478512555,39.47990259594392,75.79393738106947,-52.86285434704411,169.45536060970093
all_trials,10,both_feet_imagery,C6,beta,8,0.36049802792297303,29.525963032133955,0.6421495427120747,-30.229967591400587,29.174262995584396,59.40423058698498,-33.15043401894796,35.896008139447666
all_trials,10,both_feet_imagery,C6,central_12_13,8,20.458794395981613,122.41265778333748,-35.57525709890157,-45.54160438715941,23.939188749271985,69.4807931364314,-64.7834027504515,275.43539446566643
all_trials,10,both_feet_imagery,C6,mu,8,-0.01539270465518694,65.38996816534846,-25.540963942492887,-46.634438186249774,21.126565611741448,67.76100379799122,-55.070652036231294,113.39193776810083
all_trials,10,both_feet_imagery,CP1,beta,8,-7.321713522622693,47.98544673490335,-14.325930127700284,-41.688208277360815,3.0999778692266915,44.788186146587506,-51.646551291202044,97.60091678032578
all_trials,10,both_feet_imagery,CP1,central_12_13,8,-15.780091394097893,48.76718714647824,-22.6967091474853,-57.667921116611716,6.116219632617949,63.784140749229664,-64.49238875116359,69.13712413739441
all_trials,10,both_feet_imagery,CP1,mu,8,-17.534216210968843,29.899909682271673,-26.105599776426605,-32.81643892052247,0.3240243312965836,33.14046325181906,-62.40059397440528,25.36478658254811
all_trials,10,both_feet_imagery,CP2,beta,8,-6.007665035567436,17.392890202639226,-6.72825297570145,-20.606060706670277,6.157321791658841,26.76338249832912,-28.835285187284896,18.559481951912197
all_trials,10,both_feet_imagery,CP2,central_12_13,8,-21.960134107330244,63.04040569658247,-42.4558359944445,-61.95060100481076,-13.349661075883576,48.60093992892718,-73.93939686945508,114.9895146396285
all_trials,10,both_feet_imagery,CP2,mu,8,-22.265893965434724,46.60099706846666,-33.52463587058129,-60.06044052309516,11.948373020137687,72.00881354323285,-73.69612498121946,51.43775465271509
all_trials,10,both_feet_imagery,CP3,beta,8,-22.929839384419104,37.18304860736697,-35.22224621802619,-48.23748923195548,-0.09729854745371291,48.14019068450177,-64.26764588034555,34.96265218993236
all_trials,10,both_feet_imagery,CP3,central_12_13,8,-4.901289909627012,52.16743977708227,-4.563934317875548,-38.70076735801711,21.212161435775762,59.91292879379287,-78.17018230728286,67.13977134935364
all_trials,10,both_feet_imagery,CP3,mu,8,-12.40493682037179,35.68484001697008,-5.33431329766653,-38.23473490019704,14.104202345131796,52.338937245328836,-64.58419782269964,28.047460726956487
all_trials,10,both_feet_imagery,CP4,beta,8,-13.58885717044733,17.65414363059374,-19.460940174022564,-25.30233683790594,-8.853513296809904,16.448823541096036,-28.035727057656008,24.19006952539048
all_trials,10,both_feet_imagery,CP4,central_12_13,8,-31.375172991216466,50.34034427130875,-42.383787886269616,-66.79573418452696,-22.507701736431688,44.28803244809528,-75.7605432808654,76.55665618391424
all_trials,10,both_feet_imagery,CP4,mu,8,-27.24343174802508,40.08311431252046,-25.09930597733444,-59.36622621435204,-4.883139635891968,54.483086578460075,-79.14209824733359,38.60163275210147
all_trials,10,both_feet_imagery,CP5,beta,8,-21.48372244762211,29.47581659016085,-23.735797712423675,-40.01936538372585,-6.9550997271246,33.06426565660125,-58.66558815154523,30.036963385112834
all_trials,10,both_feet_imagery,CP5,central_12_13,8,17.392813572033095,88.70377955695193,-4.595611814079561,-44.95361460441219,55.52777520114479,100.48138980555697,-79.99231073297696,158.36018009113198
all_trials,10,both_feet_imagery,CP5,mu,8,-2.194303447882632,52.47351783118488,-12.815003307090835,-45.99416743822968,36.56289776195881,82.55706520018849,-62.403274898096896,84.06354441928559
all_trials,10,both_feet_imagery,CP6,beta,8,-2.3763579717732726,19.521087346460497,-0.5241382726857648,-14.310174051574839,7.830585713372198,22.140759764947035,-35.75726668269061,25.89083559764929
all_trials,10,both_feet_imagery,CP6,central_12_13,8,-24.315608957447814,60.500753738400434,-50.801112056755436,-67.82487390441129,7.384443513567371,75.20931741797867,-81.02081552840046,85.60532986770806
all_trials,10,both_feet_imagery,CP6,mu,8,-16.848836953566668,61.38115867750685,-34.25167629001349,-54.25266186231067,-9.902459756919425,44.35020210539124,-69.92045406363665,114.65490105349956
all_trials,10,both_feet_imagery,CPz,beta,8,5.007142108620144,51.86159344833205,-11.657053863234808,-23.2795160953452,20.69577151836873,43.97528761371393,-44.358804924116306,116.17063644653683
all_trials,10,both_feet_imagery,CPz,central_12_13,8,-11.074791161170682,66.30042313551692,-36.22536900536902,-59.862492681123015,32.97170566460609,92.8341983457291,-78.44369676366837,97.89986821011924
all_trials,10,both_feet_imagery,CPz,mu,8,-18.10793880897001,41.99578001763672,-28.644756503624137,-51.31723626460986,2.6835912750010458,54.00082753961091,-60.27358458130145,61.4129111893439
all_trials,10,both_feet_imagery,Cz,beta,8,20.343527378272306,47.53320426361938,27.567860060968687,-13.763816172877142,54.498785021793694,68.26260119467084,-44.55337107316173,77.4732358741283
all_trials,10,both_feet_imagery,Cz,central_12_13,8,49.58393307832152,77.27158375337498,30.30859138417069,1.9857645194711895,68.7288320212303,66.74306750175911,-39.37408494535632,173.82466137738945
all_trials,10,both_feet_imagery,Cz,mu,8,15.961481174077605,43.242499080798964,3.7019718019921672,-9.295604544499565,44.05385001860233,53.3494545631019,-43.93793259093566,84.25204618362345
all_trials,10,both_feet_imagery,F1,beta,8,6.163017436947612,62.24016432987718,-11.373111890690739,-29.532846672703666,14.83934529654244,44.3721919692461,-48.09583379628056,147.7324295193872
all_trials,10,both_feet_imagery,F1,central_12_13,8,-7.303680455679928,46.39550181802447,-18.20419870875167,-33.45093826116958,27.135246521763428,60.58618478293301,-74.21506863125958,61.36246121090542
all_trials,10,both_feet_imagery,F1,mu,8,-13.236983486186613,27.425704142814144,-14.870741013992667,-34.38294443562394,2.140071305776176,36.523015741400116,-44.31281144664891,36.67032476499455
all_trials,10,both_feet_imagery,F2,beta,8,23.17692339235673,59.63208457436486,8.644413948628607,-10.44807607966883,30.00192356028481,40.44999963995364,-37.347724473862606,143.3743271020633
all_trials,10,both_feet_imagery,F2,central_12_13,8,30.761564245573126,84.88241055580907,3.8625320660708873,-26.907237663229196,48.06339752941555,74.97063519264475,-34.37726023150744,222.4629685753987
all_trials,10,both_feet_imagery,F2,mu,8,-2.0439951620618384,28.080731242198738,-9.547337842956098,-21.824492362483635,2.7641330632628036,24.58862542574644,-25.303543030909,57.57474640373929
all_trials,10,both_feet_imagery,F3,beta,8,9.470032665722456,45.936087871569974,-11.742015425494554,-21.694854045462346,29.09608764154224,50.79094168700459,-30.887015168446855,88.0104239979849
all_trials,10,both_feet_imagery,F3,central_12_13,8,13.82037618002888,70.96668054377315,-8.95249439122227,-18.50020149178608,9.26528036134049,27.76548185312657,-49.687752231910544,178.03978101186308
all_trials,10,both_feet_imagery,F3,mu,8,-6.204184299500366,32.9064178881646,-15.959467861958018,-29.70435409176808,5.1103195807156965,34.81467367248378,-35.38292116881452,64.40643384873776
all_trials,10,both_feet_imagery,F4,beta,8,16.10249593093801,53.113912318773494,-3.5786391976153853,-13.769181417210437,28.884781776806072,42.65396319401651,-34.43232616919844,118.52159403348895
all_trials,10,both_feet_imagery,F4,central_12_13,8,22.431807703823274,76.10952352861437,-2.248535857503782,-21.58020336005655,42.67582543515558,64.25602879521213,-49.86836158761333,188.76524764529094
all_trials,10,both_feet_imagery,F4,mu,8,-5.7263446149407295,27.52035612066154,-13.778586247292592,-18.091940482418494,1.203209689252208,19.295150171670702,-35.19307438479122,53.99703924103343
all_trials,10,both_feet_imagery,F5,beta,8,-9.1144017672274,34.27656638684061,-4.193956324843143,-33.104384261467295,10.465918431107958,43.570302692575254,-63.05428006146841,34.19333699713256
all_trials,10,both_feet_imagery,F5,central_12_13,8,-7.16061302059237,72.46600658908025,-16.56893005483881,-57.377993061624245,7.372004302640652,64.7499973642649,-77.17922359201236,151.9161230536509
all_trials,10,both_feet_imagery,F5,mu,8,-14.940261154906775,34.960468131794,-28.059404596369536,-35.329837725795535,1.120883345354966,36.450721071150504,-55.93103359305518,46.6504824760476
all_trials,10,both_feet_imagery,F6,beta,8,33.903102415978694,66.90546951449831,20.368329677352982,-24.887583079981344,74.60063175483317,99.48821483481451,-28.596912163473036,142.68479474494956
all_trials,10,both_feet_imagery,F6,central_12_13,8,17.555725625765692,52.80889713542091,2.3796741835565474,-17.208857074515908,57.33565512719199,74.5445122017079,-49.395727930344,105.5250874537639
all_trials,10,both_feet_imagery,F6,mu,8,1.0886456783096161,35.4705034359457,-3.5386066846919677,-14.95471144663448,7.240701193523356,22.195412640157837,-40.26802226935025,77.95427268196218
all_trials,10,both_feet_imagery,F7,beta,8,-5.131326825083625,41.49059306140348,-14.764600376878509,-34.55217885466785,21.057659704702814,55.609838559370665,-55.41492997841888,65.45700066098279
all_trials,10,both_feet_imagery,F7,central_12_13,8,-9.38840950486026,53.36779224745397,-13.498747109271555,-45.77494289004506,6.612527465740406,52.38747035578547,-78.24624830728561,89.47963174422057
all_trials,10,both_feet_imagery,F7,mu,8,-13.441550093672056,35.06095395380568,-15.540343592799886,-39.393181349826925,15.234540243144375,54.6277215929713,-62.21945258668404,32.00964880166847
all_trials,10,both_feet_imagery,F8,beta,8,18.011633237568063,49.982651353806155,12.520898870688544,-19.888738814021163,41.06748652478217,60.956225338803335,-41.37231197825623,92.90451681327305
all_trials,10,both_feet_imagery,F8,central_12_13,8,16.39155986165415,62.87521375765269,10.367137867547036,-35.097103956040286,61.56895471785623,96.66605867389652,-60.10115521937085,99.70115557069487
all_trials,10,both_feet_imagery,F8,mu,8,1.7762214757844061,54.98006572101403,-11.224697089904515,-28.411602490794763,11.957097800226768,40.36870029102153,-55.317304209060175,118.81798646856178
all_trials,10,both_feet_imagery,FC1,beta,8,0.5358498689062632,46.17709445809838,-15.291672961288889,-19.815339600531033,-3.1581177168414696,16.657221883689562,-35.56664301068076,110.43440368527727
all_trials,10,both_feet_imagery,FC1,central_12_13,8,14.156828959544466,55.743099067656,8.356492485676487,-31.445429482702732,61.0277795208133,92.47320900351603,-52.494294905799215,97.63301038369673
all_trials,10,both_feet_imagery,FC1,mu,8,-2.1869112692309978,21.12659580670358,-3.354594553101062,-18.579562137691624,17.555224808811097,36.13478694650272,-31.60560452253686,23.81366372333636
all_trials,10,both_feet_imagery,FC2,beta,8,16.266061816419953,40.24975166095447,-3.701073252468595,-11.9406760356298,38.632907192881866,50.573583228511666,-17.235137543519016,79.57948077697563
all_trials,10,both_feet_imagery,FC2,central_12_13,8,48.899650918434254,41.814282140781124,47.57202316928618,26.661788680098006,72.6151847815656,45.9533961014676,-21.989175067903336,107.07507507631823
all_trials,10,both_feet_imagery,FC2,mu,8,18.12653119440624,19.308701597561175,16.99799800989019,4.054922488921999,32.22046169802981,28.16553920910781,-6.862925883168122,46.5292986480697
all_trials,10,both_feet_imagery,FC3,beta,8,-3.0402632077913783,46.53093346908814,-16.67876418874826,-25.25196215500354,-5.742344268211976,19.509617886791563,-39.242973068530084,107.27577848086737
all_trials,10,both_feet_imagery,FC3,central_12_13,8,47.840718271719126,123.04155782820396,-5.756553090939287,-45.0143063072728,101.89447085831193,146.90877716558472,-53.00481011473817,261.4060324126639
all_trials,10,both_feet_imagery,FC3,mu,8,20.12774490757127,73.59068124882522,-20.359980528137505,-25.903210339388853,57.8473091312597,83.75051947064856,-44.743687394326585,154.6839317399671
all_trials,10,both_feet_imagery,FC4,beta,8,21.31183738939518,44.337521309975976,0.7188503377473907,-6.882183747951961,43.666588610247715,50.54877235819968,-17.564343429873624,109.52377679486052
all_trials,10,both_feet_imagery,FC4,central_12_13,8,56.374146580323654,66.2935127163596,40.92577167481226,4.415932302049288,85.99696978701647,81.58103748496718,-11.277349230862276,179.89482811423875
all_trials,10,both_feet_imagery,FC4,mu,8,28.470899043184346,34.945482141535834,24.94919831826249,13.714725265345814,36.420315307108574,22.70559004176276,-17.950199415786745,101.50081979053188
all_trials,10,both_feet_imagery,FC5,beta,8,-11.874668620224394,18.62900861450487,-11.538965404332874,-21.252309721102662,-3.509395884736823,17.74291383636584,-43.986670332397054,20.205994564055317
all_trials,10,both_feet_imagery,FC5,central_12_13,8,3.2445103847433465,66.84261047409694,-14.17403325055419,-36.785773195183204,20.62274370159866,57.40851689678186,-69.09325803811281,136.88784236986817
all_trials,10,both_feet_imagery,FC5,mu,8,-0.8136871129460843,53.21123955272514,-22.75558384875579,-35.53365848842921,16.658288369142685,52.19194685757189,-45.7869593645374,111.97904235852168
all_trials,10,both_feet_imagery,FC6,beta,8,22.83442150303653,52.41439851715258,13.647277419339453,-17.359534792772912,56.52330822791747,73.88284302069039,-38.129364338473835,119.534108152434
all_trials,10,both_feet_imagery,FC6,central_12_13,8,45.645275673498645,119.77554838867687,3.96247943382864,-5.8193814579248375,35.55694947479514,41.37633093271998,-42.93872901176236,333.39868424955375
all_trials,10,both_feet_imagery,FC6,mu,8,12.275043313503168,43.26184731252561,3.2973700544647517,-2.4970203443509225,22.623514913775143,25.120535258126065,-49.276444772721035,102.72025869879234
all_trials,10,both_feet_imagery,FCz,beta,8,10.073521089045586,37.95809152911991,0.6975202870665242,-17.53933627281616,21.963382073321633,39.5027183461378,-23.096042896728427,90.14620792675862
all_trials,10,both_feet_imagery,FCz,central_12_13,8,37.681912020178075,40.680982057916395,26.301127661617645,13.453882111295206,80.12942723231946,66.67554512102426,-25.45949951932405,86.93968831665576
all_trials,10,both_feet_imagery,FCz,mu,8,16.705307257304675,34.99761341227843,5.152373393171326,-1.5452527992896306,21.573517036047864,23.118769835337496,-18.21368722594192,80.3560124906527
all_trials,10,both_feet_imagery,FT7,beta,8,8.725997690611216,43.21224490701486,9.394676662282365,-12.028330924899674,38.39887854443185,50.42720946933153,-62.14831446317977,62.76229508264745
all_trials,10,both_feet_imagery,FT7,central_12_13,8,14.284055594180845,73.11543568803803,-14.743131778616384,-21.515112465770343,30.400162114128136,51.91527457989848,-68.29912511970805,140.43675662875958
all_trials,10,both_feet_imagery,FT7,mu,8,-4.372110911834604,38.29324230597252,-3.862484973315014,-32.207752916774545,17.977989204656154,50.1857421214307,-61.91897440588463,54.606363922739675
all_trials,10,both_feet_imagery,FT8,beta,8,7.670191301243292,35.98684208297752,1.0872002086473422,-13.703371402792895,27.966806435246966,41.67017783803986,-41.436702757343056,70.06352866491373
all_trials,10,both_feet_imagery,FT8,central_12_13,8,21.367333228716234,61.77962182710906,27.56693202159159,-33.32958397577751,66.26917945738333,99.59876343316084,-60.88313310289639,105.55752281675727
all_trials,10,both_feet_imagery,FT8,mu,8,3.094845586688436,44.38184511793296,-5.181419983046277,-17.012542649049145,15.704613717152414,32.71715636620156,-64.11284756427166,84.80268294028262
all_trials,10,both_feet_imagery,Fp1,beta,8,-2.5063149403068135,38.89632955383245,-8.396951387064183,-36.25541589885128,24.631939752696972,60.887355651548255,-46.37158249621682,66.59210166054352
all_trials,10,both_feet_imagery,Fp1,central_12_13,8,-18.079750002205092,42.22174775864725,-34.25726395201529,-40.31506858005663,-8.221045348888516,32.094023231168116,-57.837308154819304,72.23403075935494
all_trials,10,both_feet_imagery,Fp1,mu,8,-11.394444455638215,52.55025702842511,-22.344533386089047,-40.341331252297486,-7.172695295595985,33.1686359567015,-60.490899176580584,105.37227970914769
all_trials,10,both_feet_imagery,Fp2,beta,8,-5.415449001479086,18.595425672128297,-13.181533093263365,-18.7127461520991,5.411569680218039,24.12431583231714,-23.406758553687652,30.209281283619408
all_trials,10,both_feet_imagery,Fp2,central_12_13,8,1.787408652904551,60.83961099290515,-7.861178827767942,-25.684836488536654,9.071301042154593,34.75613753069125,-61.592329428881364,135.7540811181823
all_trials,10,both_feet_imagery,Fp2,mu,8,-9.228850310406104,39.10110948767937,-30.178590253387227,-37.09573013611421,21.919600117303254,59.01533025341747,-42.96537428682712,61.257512339195905
all_trials,10,both_feet_imagery,Fpz,beta,8,-7.589928258991263,27.668705042256875,-15.182411462101369,-21.14747095321329,-2.9348871186210523,18.212583834592238,-36.31485205907628,54.06617959388646
all_trials,10,both_feet_imagery,Fpz,central_12_13,8,-8.633442789638956,54.619063648004065,-20.46813716076051,-43.45699298937821,3.7340515181415834,47.19104450751979,-60.735088698216956,109.99531229051169
all_trials,10,both_feet_imagery,Fpz,mu,8,-14.265187472072084,38.37605293456224,-34.14631410029499,-36.87458272932048,3.6343110979181144,40.508893827238595,-46.09272555170124,64.14886659602078
all_trials,10,both_feet_imagery,Fz,beta,8,16.166668343623645,50.60080335742692,1.0213415736455378,-19.92981645573721,31.399956884611356,51.32977334034857,-30.536086496335948,100.55217508691167
all_trials,10,both_feet_imagery,Fz,central_12_13,8,16.56748429956428,81.46836269952956,-10.735512241544612,-24.734547282570045,23.677843277604193,48.41239056017424,-52.946831601038504,206.90121596363568
all_trials,10,both_feet_imagery,Fz,mu,8,-6.0454685331023,33.723208884865,-14.243186854517084,-26.291824549231755,-5.569902579611776,20.721921969619977,-30.91076458865586,72.46888210608597
all_trials,10,both_feet_imagery,Iz,beta,8,26.752854028288564,54.996973458633384,1.8445395566007992,-5.083773972092056,28.980828618290136,34.064602590382194,-10.55327968542605,128.56107906464624
all_trials,10,both_feet_imagery,Iz,central_12_13,8,66.46271154763976,103.2214851467995,32.9342992353172,18.063564944157232,62.99482884167067,44.93126389751343,-7.232817778511026,312.25300745199894
all_trials,10,both_feet_imagery,Iz,mu,8,20.435474391366277,25.82663138321996,22.36274783016635,-3.113342676211425,45.08979129433011,48.203133970541536,-11.052577991623863,48.13686487288172
all_trials,10,both_feet_imagery,O1,beta,8,27.704611922305617,53.33351000433798,1.6833715786621066,-15.427253882805415,71.65451332817997,87.08176721098539,-18.614275529244665,113.2134319593377
all_trials,10,both_feet_imagery,O1,central_12_13,8,103.29129429668997,228.97205288648968,3.41476428195093,-35.0343012241094,112.5510805254558,147.58538174956522,-41.70666648891574,612.9577685209503
all_trials,10,both_feet_imagery,O1,mu,8,19.659384410002023,77.04799817584977,-24.53497509728966,-33.3210311066465,82.61771372771551,115.93874483436201,-50.526623136553354,152.40090400787136
all_trials,10,both_feet_imagery,O2,beta,8,30.88759775562318,54.738500888635095,13.633291386600874,-14.017892973220574,82.46676137366978,96.48465434689035,-30.03599964580975,104.39266820749216
all_trials,10,both_feet_imagery,O2,central_12_13,8,31.178906977470444,58.907642783473726,18.58377313007089,-7.767993167128855,73.95980345654796,81.72779662367681,-46.38276480096487,127.9658535483959
all_trials,10,both_feet_imagery,O2,mu,8,2.2068461221543467,35.65584524400897,0.9685354110471938,-30.699763864401767,29.47260284406968,60.17236670847144,-38.36859086770862,54.04899298701623
all_trials,10,both_feet_imagery,Oz,beta,8,30.11149803033007,64.8843806789157,6.6742829438802715,-8.196400329271334,50.27392964604494,58.470329975316275,-33.31984988478093,168.81885968291337
all_trials,10,both_feet_imagery,Oz,central_12_13,8,48.627867232784304,122.84130870739293,14.8582100112584,-16.848935552094876,51.038370114683616,67.88730566677849,-48.05372451784473,338.703750182606
all_trials,10,both_feet_imagery,Oz,mu,8,3.6868917255460145,39.32677097429473,2.1230554990925734,-17.789647522665867,16.94748676803797,34.737134290703835,-51.37369336040952,69.06011012824617
all_trials,10,both_feet_imagery,P1,beta,8,-14.123174912076143,29.38754784343404,-12.89415261840915,-34.146029357734754,-1.2532838560941284,32.892745501640626,-49.54111207085136,40.345247891717435
all_trials,10,both_feet_imagery,P1,central_12_13,8,-8.631601341049535,71.06582385942298,-21.52959380255448,-51.22268830221176,-2.347724927842423,48.87496337436934,-81.35508536112265,142.08294638118076
all_trials,10,both_feet_imagery,P1,mu,8,-23.05106661127324,41.789041884861625,-36.559744581473296,-49.43000942492089,-1.3521702733288006,48.07783915159209,-74.5146997734661,49.42112444011552
all_trials,10,both_feet_imagery,P2,beta,8,-2.2239658154305744,29.23483777247234,-9.386104999226225,-21.55750209308218,16.964949848091386,38.52245194117357,-38.130502219279215,41.93485752648825
all_trials,10,both_feet_imagery,P2,central_12_13,8,-20.411711397293384,45.93001793805826,-24.534682361008386,-52.80468195210227,23.001940767403074,75.80662271950534,-88.0062568768252,37.47325310373466
all_trials,10,both_feet_imagery,P2,mu,8,-26.999011836951833,40.62932660355524,-21.348641566276406,-59.211686170024265,-6.334191810185928,52.87749435983834,-84.77236297043211,33.19661979315068
all_trials,10,both_feet_imagery,P3,beta,8,-17.495824748893643,36.138106390590536,-26.41565211310285,-38.766788040406894,-6.2922100630056335,32.47457797740126,-52.85772808126732,58.771999851510806
all_trials,10,both_feet_imagery,P3,central_12_13,8,-8.395175164886748,77.06751642683446,-20.79718500942402,-60.653218557114116,2.642121869878378,63.295340426992496,-73.23521851665087,165.33828890913702
all_trials,10,both_feet_imagery,P3,mu,8,-20.43780927570777,42.05752305359784,-27.97179187235848,-44.71453207682882,-11.781255215203167,32.93327686162565,-65.50085722090479,66.05897237360402
all_trials,10,both_feet_imagery,P4,beta,8,0.2120886250037426,26.734141950637813,7.84364893724242,-23.45912927489774,12.417769161797132,35.87689843669487,-35.684885990312694,43.42855444193159
all_trials,10,both_feet_imagery,P4,central_12_13,8,-27.898971954570143,38.57502152582389,-32.33763923426684,-52.71431040096378,-4.286979795212773,48.42733060575101,-78.56182035306799,40.51484495579549
all_trials,10,both_feet_imagery,P4,mu,8,-32.574966955147715,31.039816541842104,-29.032359520974293,-61.58275441597697,-10.681779518022164,50.90097489795481,-72.72748283186442,10.346196118563833
all_trials,10,both_feet_imagery,P5,beta,8,-10.28715533503902,44.12849701243772,-23.406346327316395,-40.4551253084432,2.591246113485976,43.04637142192918,-49.75840495113735,80.40413026255158
all_trials,10,both_feet_imagery,P5,central_12_13,8,26.37144316020562,138.5360680912289,-19.572155706912852,-59.252145467511696,34.60766763603974,93.85981310355143,-69.87420601837846,346.9465230925214
all_trials,10,both_feet_imagery,P5,mu,8,-6.648098880062678,58.9116976034317,-38.53851894913987,-45.65876068348133,23.2382740964892,68.89703477997054,-55.783112216447364,108.9537119421402
