subject,run,run_trial_index,task_epoch_array_index,rest_epoch_array_index,task_annotation_index,rest_annotation_index,annotation,semantic_condition,task_event_sample,task_event_time_seconds,rest_event_sample,rest_event_time_seconds,source_file,source_sha256,quality_status,quality_evidence,confirmed_exclusion,channel,frequency_band,band_lower_hz,band_upper_hz,frequency_center_count,task_interval_start_seconds,task_interval_stop_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,reference_mean_wavelet_power_v2,task_mean_wavelet_power_v2,change_percent,primary_retained,change_db,reference_log_power_robust_z,task_log_power_robust_z,low_reference_power_candidate
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.201166204425296e-10,1.1771915627193768e-09,27.939386873938563,True,1.0700426510982868,-0.19953472068272132,0.7358183676381793,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0377842441356414e-09,1.3511331426157548e-09,30.19403120164905,True,1.145910742812737,-0.1327495202173828,0.3741851160832235,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,5.241535336656728e-10,1.25667522942071e-09,139.7532685952033,True,3.797645366901839,-1.9130502186001277,0.27290120278464575,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,6.169674132417851e-10,8.408081104687544e-10,36.28079740076123,True,1.3443466602980894,-1.6538039154476647,-0.28178517844551,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0757945126955009e-09,1.0197984913969979e-09,-5.2050852312120375,True,-0.23214959572167992,-0.3317529820401502,-0.30751631131539947,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,7.570692252436159e-10,7.90147052493663e-10,4.3691945395618355,True,0.18572331849224322,-0.7543419763549899,-0.3625990921676093,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,8.650973740122055e-10,6.99922969285939e-10,-19.09315756678462,True,-0.9201474779036458,0.10859758178701978,-0.3211497162209747,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CPz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.135428963539415e-09,7.062230291287534e-10,-37.801214183643836,True,-2.062180930970165,0.7577411386586759,-0.6245500140771962,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.514324245352807e-10,7.217592299224959e-10,-24.13972749824736,True,-1.199856015779301,0.0438212796235911,-0.558511682277196,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0593954709032659e-09,8.723712197066328e-10,-17.65386546698862,True,-0.8435678253410815,-0.1351603331983054,-0.32434655904672727,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.879570981626349e-10,1.0875785569626487e-09,10.08358146171388,True,0.4172255046772022,-0.5112004574017369,0.3021517348862447,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fp1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.362682521592304e-09,3.054973129598136e-09,29.301042424407928,True,1.1160202617461867,0.22207584369022812,0.7387725560903893,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fpz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.0638608669991197e-09,2.8945081374854232e-09,40.24725134180558,True,1.4689435842171685,0.07995584763603923,1.084019441087963,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fp2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.019662424267757e-09,3.0342006091073523e-09,50.233057398561215,True,1.7676550567841325,0.006139090738611727,1.0558562350877867,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.4327118269263656e-09,2.2900693639502595e-09,-5.863516648263645,True,-0.26242029626851343,0.3781982468091746,0.24264742825137922,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.236888729124622e-09,2.1644356225644385e-09,-3.2390125452747567,True,-0.1429970827264151,0.3500036371530536,0.29402943824637434,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AFz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.3445809842868917e-09,1.984471032548042e-09,-15.359245603042279,True,-0.7242047445615052,0.8763414889727412,0.500298885617975,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.931094902265056e-09,1.9042237287779347e-09,-1.391499374557048,True,-0.06085644738384968,0.19501432034245766,0.75374916152246,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.6346094568459958e-09,2.5367839851601305e-09,55.19205364533339,True,1.9086948015455154,-0.6739583921972474,0.8311712061035338,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8984874541506485e-09,1.6949772400276512e-09,-10.719597523705755,True,-0.492438606013923,0.3723043713783084,0.11443220688445487,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.871193067168984e-09,2.3004607408532498e-09,-19.877880482571666,True,-0.9624757057980782,1.3223726776963471,1.0790536169945895,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.6212932723574614e-09,1.595017300914483e-09,-1.6206797308651937,True,-0.07096182431126928,0.23615775014489884,0.5849234642805085,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7022974097390113e-09,2.024300177907915e-09,18.91577619320186,True,0.7523947496476562,-0.4650111625457248,0.6682152851932779,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.1317442019449006e-09,1.9954190845217875e-09,-6.3950035514925565,True,-0.28700968867647014,0.25513315871681225,0.5268010153784589,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.9508339088288618e-09,1.8867672752661855e-09,-3.284063972475093,True,-0.14501960678111273,0.3090448365228308,0.7841050195722001,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.651002173278848e-09,1.634476034607174e-09,-1.0009761912580348,True,-0.04369087792014362,0.16863276051963344,0.9199915224745896,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8023363377294782e-09,2.074631186302908e-09,15.10788207912723,True,0.6110506321508579,-0.08594387016705737,0.44394561174993435,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2742277846343971e-09,2.065288259830404e-09,62.08155910075206,True,2.097336056173695,-1.1933350602193264,0.22742671197011463,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,FT7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2956910532760772e-09,1.3017089243957393e-09,0.4644526258359434,True,0.020124223600383778,-0.015767755070712895,0.05949702366494591,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,FT8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.844291197382876e-10,1.6008831955994222e-09,62.62046332244013,True,2.1117519407994187,-0.9974193356977246,0.22160697433976762,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2792449591816837e-09,1.3482356569387642e-09,5.393079508494838,True,0.22812094463362448,-0.15933396383445833,0.13639753544935082,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1492835018449704e-09,1.5386294441581698e-09,33.877275858234604,True,1.2670686672896305,-1.1649366658825835,0.14221209578096775,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T9,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.5419406830243697e-09,2.3383165151399926e-09,51.64763086434736,True,1.8083562987531492,-0.9064548179078766,0.36115190313094736,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T10,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8009217664301751e-09,3.0850424633623545e-09,71.30352472098721,True,2.337662990491441,-0.5982361656974063,0.9793865437402147,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,TP7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.3495273700348614e-09,1.8041683296911678e-09,33.688902481804575,True,1.2609535796544937,-0.5946898630318026,0.6745,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,TP8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7542474174563773e-09,1.875847013331929e-09,6.931724377389627,True,0.29106570298215373,0.3740260204509715,1.2405156388002034,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.548271213018929e-09,2.6826315088445947e-09,73.26625246837793,True,2.3871398225229816,-1.3162706585816535,1.2564450657189374,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.174228264766023e-09,1.8171793006791218e-09,54.75520009231027,True,1.8964525112318857,-0.9618084429844506,0.25087877322599494,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1667117134713656e-09,1.5033613391491552e-09,28.854568081445084,True,1.1009981952951675,-0.6745,0.06223898345895352,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.4403020861647573e-09,1.3853669109968104e-09,-3.814142581312826,True,-0.16888779277637184,-0.1856315900096348,-0.3434394320636792,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Pz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7212903301668493e-09,1.28593449056831e-09,-25.292411859209086,True,-1.2663528412430158,0.40019960591484766,-0.40000941799056694,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.9136313940481114e-09,2.003186350169814e-09,4.67984358953567,True,0.19863065054466184,-0.017769916790632,0.11866758362361354,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8179297764235541e-09,1.8197322621783165e-09,0.09915046104302214,True,0.004303916486812305,0.17075511619078013,0.24258938128254912,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.178071780907686e-09,2.2064939961571066e-09,1.304925553811445,True,0.05630561735760501,0.5866915945896405,0.9897860678814715,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.670826010593158e-09,2.6686951292166857e-09,-0.07978360881692935,True,-0.0034663410755001573,1.1261450358134872,1.0642081144732358,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.1593768541090924e-09,3.6081204205172273e-09,67.09081667015701,True,2.2295258167632275,-0.9145966181952555,0.8559739075031441,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8584213362678422e-09,2.907067830087023e-09,56.42673560373105,True,1.9431098230988515,-0.9465303167099893,0.32665697176783465,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,POz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.3812760619742966e-09,2.9298958213023706e-09,23.038897845099818,True,0.9004243216204368,-0.1334342928822802,0.054375242349815056,False
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,3.1612945917158806e-09,4.129155701467468e-09,30.615973351166048,True,1.159962911356225,0.21278291044056394,0.7038771369666824,False
