analysis_set,semantic_condition,channel,frequency_band,trial_count,mean_change_percent,standard_deviation_change_percent,median_change_percent,q25_change_percent,q75_change_percent,iqr_change_percentage_points,minimum_change_percent,maximum_change_percent
all_trials,both_feet_imagery,CP4,mu,24,-9.082226133916103,47.13189219680156,-18.366790879631747,-44.47990825117971,9.749997528305851,54.22990577948556,-79.14209824733359,110.26589726930118
all_trials,both_feet_imagery,CP5,beta,24,-9.355130490458018,27.128288929027082,-9.547669301299809,-27.356852385606736,13.657143937285927,41.013996322892666,-60.7555529368765,33.11836125857801
all_trials,both_feet_imagery,CP5,central_12_13,24,7.237004028611878,64.49344011167842,-6.1868746028733215,-42.908779905744964,30.95193380276276,73.86071370850772,-79.99231073297696,158.36018009113198
all_trials,both_feet_imagery,CP5,mu,24,-4.660195099206918,39.280147951989825,-11.647895928737395,-27.81263719350654,20.85406531716105,48.66670251066759,-62.403274898096896,84.06354441928559
all_trials,both_feet_imagery,CP6,beta,24,-0.6681696279050433,24.950592878211957,-1.5902178781531426,-17.50463398737226,19.6044462443377,37.10908023170996,-48.235789932694566,36.53851038467224
all_trials,both_feet_imagery,CP6,central_12_13,24,-4.857982142626523,65.36574193542137,-28.727072964607725,-47.846914507440566,35.68086210472025,83.5277766121608,-81.02081552840046,150.47501163740387
all_trials,both_feet_imagery,CP6,mu,24,-8.153734211954335,49.71697082297154,-24.428002529529174,-41.713826581727155,17.184990506531797,58.89881708825895,-69.92045406363665,118.4228015671337
all_trials,both_feet_imagery,CPz,beta,24,9.911804108783564,47.90808711888557,-2.075712687455133,-22.635208389045246,28.619683511603565,51.254891900648815,-58.16426066761183,127.78934167488325
all_trials,both_feet_imagery,CPz,central_12_13,24,4.3551947735207355,82.79973234218772,-20.440677732739836,-47.72868845909685,13.061170343615208,60.78985880271206,-78.44369676366837,242.58811437765485
all_trials,both_feet_imagery,CPz,mu,24,-3.072624999709186,37.05757403872068,-3.1617838165419503,-27.19472659354148,21.638986167732583,48.83371276127406,-68.46916569947733,61.4129111893439
all_trials,both_feet_imagery,Cz,beta,24,21.34658190568122,50.56455137167006,15.178388352704314,-18.477054925305904,52.512711951207535,70.98976687651344,-44.55337107316173,125.6893395554582
all_trials,both_feet_imagery,Cz,central_12_13,24,19.975190339827158,59.4354291386557,5.609364916038535,-8.286022034009351,34.93443012453176,43.22045215854111,-72.7773976999046,173.82466137738945
all_trials,both_feet_imagery,Cz,mu,24,14.342579718285668,50.61291183126432,2.245470772282591,-16.06448428615898,37.21122034717933,53.27570463333831,-70.92715203937553,166.0407362795964
all_trials,both_feet_imagery,F1,beta,24,8.00183191642624,57.21682708770955,-13.816351749621042,-27.193461019059562,32.189187161554955,59.38264818061452,-48.09583379628056,147.7324295193872
all_trials,both_feet_imagery,F1,central_12_13,24,12.786392622087654,66.26046406422915,-0.5688474273068684,-33.45093826116958,45.84014542253594,79.29108368370552,-74.21506863125958,170.64141132061445
all_trials,both_feet_imagery,F1,mu,24,2.7178448636339216,46.18720414893699,-3.839724593170346,-34.38294443562394,22.33178712693432,56.714731562558256,-51.710095843206474,107.51744571772133
all_trials,both_feet_imagery,F2,beta,24,25.698504611968612,64.21583230312692,2.7498095940671003,-15.216186941293165,46.957566166322124,62.17375310761529,-37.71710976517571,200.428533762732
all_trials,both_feet_imagery,F2,central_12_13,24,32.29812776671351,81.03721024918582,15.187024858094219,-26.907237663229196,53.71597157382549,80.62320923705468,-61.93318875390269,276.865440936663
all_trials,both_feet_imagery,F2,mu,24,11.016613369961895,47.70485704330331,-1.1076527027688834,-21.824492362483635,30.84660096715094,52.67109332963457,-54.34394403310265,137.4214141722169
all_trials,both_feet_imagery,F3,beta,24,17.704211580830542,57.36903258388547,-5.254122834038332,-16.625634548296418,52.25892647997769,68.8845610282741,-47.42193345857637,190.69995481941868
all_trials,both_feet_imagery,F3,central_12_13,24,29.694425283213448,92.70683359425236,-0.33101206617089896,-26.385740420334677,46.89818685369972,73.2839272740344,-64.96659617274847,313.79184416959885
all_trials,both_feet_imagery,F3,mu,24,13.014746965695238,62.01284907637841,-5.805742725212619,-32.612558569205554,33.66005272944689,66.27261129865244,-48.53184179727778,180.45971958255075
all_trials,both_feet_imagery,F4,beta,24,20.212044177214466,57.4650608292552,1.2452107546840603,-15.379596311850438,33.43992680722573,48.819523119076166,-35.808709998925636,187.22453936533725
all_trials,both_feet_imagery,F4,central_12_13,24,30.115576697733697,83.6312452073303,11.033981217627977,-21.58020336005655,53.81701489341869,75.39721825347524,-63.03557924210541,298.0070990336328
all_trials,both_feet_imagery,F4,mu,24,9.837201304325333,51.970439181284604,-5.867903421549869,-18.091940482418494,32.56979692089572,50.66173740331421,-51.162353202987234,152.2114918009816
all_trials,both_feet_imagery,F5,beta,24,-7.469881922793576,36.265009927764105,-4.976389918331536,-29.96075083763079,3.6661286326097464,33.62687947024054,-63.05428006146841,111.25841789038927
all_trials,both_feet_imagery,F5,central_12_13,24,11.118257549948543,85.95271573780681,-15.7585000806104,-45.6536638915605,16.59695597363477,62.25061986519527,-77.17922359201236,267.5867177509398
all_trials,both_feet_imagery,F5,mu,24,2.864754401204628,50.50446576332972,-7.112314493141437,-32.83251333581723,25.501017194867963,58.333530530685195,-55.93103359305518,136.63107143851454
all_trials,both_feet_imagery,F6,beta,24,15.926207871394126,56.09518779969272,-13.747737999027288,-26.74935405644755,58.55452985898005,85.3038839154276,-55.63596064276778,142.68479474494956
all_trials,both_feet_imagery,F6,central_12_13,24,28.386547606096766,109.06238002552786,2.8609527484736894,-23.04712690480933,41.613551969828606,64.66067887463794,-49.395727930344,500.2908363020599
all_trials,both_feet_imagery,F6,mu,24,8.583246755946314,50.54758215610925,-6.467172052752199,-20.320518909270643,13.728919006734138,34.04943791600478,-40.26802226935025,172.04719153698485
all_trials,both_feet_imagery,F7,beta,24,4.737315849885955,55.67382973696259,-2.182692411299452,-33.336291155714726,25.699029310597624,59.03532046631235,-58.76531587071162,217.25060120969763
all_trials,both_feet_imagery,F7,central_12_13,24,24.141722213071432,119.73688807745091,-4.84069585729193,-36.14238695425511,35.68316201421073,71.82554896846584,-81.44103183795865,473.7943832716283
all_trials,both_feet_imagery,F7,mu,24,17.276395954182785,85.0329047003969,-2.1709327858504257,-32.70590633062159,28.598534045374713,61.3044403759963,-65.98478723997374,345.57869267913
all_trials,both_feet_imagery,F8,beta,24,3.4994395120090096,36.34408777459958,3.7079608650352225,-21.015733066429974,17.406725636947403,38.42245870337737,-56.200323707089964,92.90451681327305
all_trials,both_feet_imagery,F8,central_12_13,24,24.478289698881607,115.08095521810976,-13.168830109282974,-33.68930933602313,38.51526051483111,72.20456985085424,-60.10115521937085,503.9392539411487
all_trials,both_feet_imagery,F8,mu,24,9.904950130873376,55.49729479229747,-8.427697468587269,-24.01814084187379,19.68470632285726,43.702847164731054,-55.317304209060175,188.98001774706148
all_trials,both_feet_imagery,FC1,beta,24,3.9875224739467043,38.154394106653605,-2.7433785612297563,-23.258442709144486,12.986868080193457,36.24531078933794,-36.26033671452075,110.43440368527727
all_trials,both_feet_imagery,FC1,central_12_13,24,29.742505447729698,67.31103075919509,19.92279273320296,-26.066972463396798,64.24470602462353,90.31167848802032,-52.494294905799215,191.72770892365045
all_trials,both_feet_imagery,FC1,mu,24,16.68971300114307,50.75365219745371,9.203315908736384,-18.579562137691624,33.62589066247059,52.20545280016221,-55.20279348150858,169.24516498760013
all_trials,both_feet_imagery,FC2,beta,24,18.926510296491774,42.82328080390042,1.06687078745722,-10.44774558635979,45.05024249374817,55.49798808010796,-43.09575562356827,104.50359239552841
all_trials,both_feet_imagery,FC2,central_12_13,24,39.27413437418408,60.28389583534366,35.107556809131495,-13.16575381283667,90.7694914925874,103.93524530542408,-62.43337934805388,165.30356430064066
all_trials,both_feet_imagery,FC2,mu,24,20.28365843177102,45.37991984202014,16.99799800989019,-4.4520702172689255,45.53990928650941,49.99197950377834,-60.83852934307376,154.13494381272596
all_trials,both_feet_imagery,FC3,beta,24,0.30954523909820936,39.798376669674774,-7.706310757468533,-24.47068155234451,12.132824648189029,36.60350620053354,-62.7111613903417,107.27577848086737
all_trials,both_feet_imagery,FC3,central_12_13,24,49.600395240510544,88.77163486317188,24.164480580941717,-17.430181244585235,88.43816012631815,105.86834137090338,-53.00481011473817,261.4060324126639
all_trials,both_feet_imagery,FC3,mu,24,34.7617662425673,68.6199983265142,21.62491986455162,-22.373051772361396,73.69492849592112,96.06798026828251,-47.09311220743787,199.0187567268066
all_trials,both_feet_imagery,FC4,beta,24,20.78503857673522,46.84329979393206,2.317964341577616,-5.44969825718447,43.159440314833695,48.60913857201817,-59.5484611502879,131.9692984759905
all_trials,both_feet_imagery,FC4,central_12_13,24,51.40301018632899,72.45897009399062,28.827160088132544,-1.3112315546723605,85.99696978701647,87.30820134168883,-45.54627315176879,234.6120738436641
all_trials,both_feet_imagery,FC4,mu,24,28.976825820902178,43.95017289703282,24.94919831826249,-2.665169807663071,45.5598351445928,48.22500495225587,-45.143238965092905,126.46317522986133
all_trials,both_feet_imagery,FC5,beta,24,-4.146292895337287,35.555886054055996,-11.538965404332874,-22.162215641745213,3.7442003399234016,25.906415981668616,-71.17104103623652,75.7944325697982
all_trials,both_feet_imagery,FC5,central_12_13,24,25.03015721975675,71.99130111389879,10.18143981333642,-32.92120470747239,64.92332081456057,97.84452552203297,-69.09325803811281,193.49780675604185
all_trials,both_feet_imagery,FC5,mu,24,20.97106495493568,79.53542132906774,2.55770956918261,-20.241811739369545,33.40958189718294,53.651393636552484,-58.633193315749324,339.5661333573939
all_trials,both_feet_imagery,FC6,beta,24,7.435609564625395,43.548379145907774,-2.9846005523674424,-16.122982989220958,25.23813928887003,41.36112227809099,-82.46644478684553,119.534108152434
all_trials,both_feet_imagery,FC6,central_12_13,24,32.10200039482538,81.14349511284344,2.020390095820521,-12.086161836705443,48.727070158605535,60.81323199531098,-42.93872901176236,333.39868424955375
all_trials,both_feet_imagery,FC6,mu,24,10.555353293587904,40.264754232545826,-0.8468386392950328,-14.293872412108449,21.284956214200836,35.57882862630929,-49.276444772721035,123.35988319340603
all_trials,both_feet_imagery,FCz,beta,24,11.027032385684434,36.19329830286569,8.24507464299408,-20.59660942540763,24.503739784797197,45.100349210204826,-42.72735966825029,96.23133945902754
all_trials,both_feet_imagery,FCz,central_12_13,24,36.02416370829669,64.6024251677599,29.352686884999436,-10.382777141186962,80.12942723231946,90.51220437350642,-65.7234582462743,176.66415707408856
all_trials,both_feet_imagery,FCz,mu,24,16.219583650232817,44.085849709580884,7.806514680699577,-18.705489014181246,52.10627703679202,70.81176605097326,-48.15710490903709,123.06221488622029
all_trials,both_feet_imagery,FT7,beta,24,4.619898482501846,51.66155615239308,1.8381370663194285,-31.40026732946291,25.770436184880136,57.170703514343046,-85.40699431268828,131.32767967175778
all_trials,both_feet_imagery,FT7,central_12_13,24,36.25213161648245,141.10506584236748,-14.743131778616384,-35.26066550264953,47.09891402016249,82.35957952281203,-72.81437280152633,507.98438434925805
all_trials,both_feet_imagery,FT7,mu,24,17.102432308995848,105.00393339835594,-5.699555309848929,-30.85606430432928,16.461096485060995,47.31716078939027,-61.91897440588463,480.3137219034824
all_trials,both_feet_imagery,FT8,beta,24,0.5825082665686084,32.35021583885881,-11.04719171029642,-18.99137212082107,19.027473932414054,38.01884605323512,-60.839026419639275,70.06352866491373
all_trials,both_feet_imagery,FT8,central_12_13,24,12.816405341458696,62.76476185758654,-9.038179789381646,-29.958867633331796,47.2013840410892,77.16025167442099,-67.24980662084897,159.17241762879618
all_trials,both_feet_imagery,FT8,mu,24,5.2594679165708085,48.44173983043135,-7.538578855524104,-19.9896026643125,22.234905800907573,42.22450846522007,-64.11284756427166,160.64242691690995
all_trials,both_feet_imagery,Fp1,beta,24,7.28762065144397,42.0297783039929,-4.992254546820236,-29.78552595896994,32.47870728258118,62.264233241551125,-46.37158249621682,91.95209095891792
all_trials,both_feet_imagery,Fp1,central_12_13,24,25.435536610268542,111.93862754319252,2.9998197503744866,-35.42595683134438,64.05229883450089,99.47825566584527,-65.0558293258609,490.45326709336183
all_trials,both_feet_imagery,Fp1,mu,24,11.239691542358294,65.04122558544273,-17.4801985978933,-36.76411600395359,57.18488497090964,93.94900097486322,-60.490899176580584,176.83729337596682
all_trials,both_feet_imagery,Fp2,beta,24,2.3241694450945745,23.916666325783144,2.067662286526651,-18.7127461520991,16.51437352393068,35.22711967602978,-28.005194235962694,54.78831395962486
all_trials,both_feet_imagery,Fp2,central_12_13,24,27.566048418421886,116.06412499829756,-5.469381296355246,-28.320139551545807,24.26593942830338,52.58607897984919,-61.76049694800719,513.3389172070009
all_trials,both_feet_imagery,Fp2,mu,24,8.791740153495127,62.65104639464824,-12.610604810054072,-35.74892288358443,46.38427995743706,82.13320284102149,-59.089941218066954,175.93589376938914
all_trials,both_feet_imagery,Fpz,beta,24,5.689622561826799,33.79973012253448,-0.5345735247158568,-20.180360270680904,24.831216052494813,45.01157632317572,-36.31485205907628,93.90820582900717
all_trials,both_feet_imagery,Fpz,central_12_13,24,24.945989619991437,102.63935252523959,10.916604596240816,-35.801464295104445,44.43728962260201,80.23875391770645,-62.31917831736023,449.67782315622475
all_trials,both_feet_imagery,Fpz,mu,24,10.07955079218595,61.5344311063104,-6.863146928119344,-36.5165103918239,45.761810074069366,82.27832046589327,-54.18281812916606,165.42734097250752
all_trials,both_feet_imagery,Fz,beta,24,18.798225409308817,60.40600907268759,1.0213415736455378,-20.527120344675296,23.61667506402517,44.14379540870047,-38.91214778367856,201.48726617170558
all_trials,both_feet_imagery,Fz,central_12_13,24,21.08921666722465,74.48541709249389,0.3314032190418543,-24.734547282570045,43.71857875524704,68.45312603781709,-63.571980213267764,206.90121596363568
all_trials,both_feet_imagery,Fz,mu,24,5.567640472850923,48.320977163769655,-8.288882475753141,-26.291824549231755,17.677829223632415,43.96965377286417,-54.97297360159166,113.71859826626621
all_trials,both_feet_imagery,Iz,beta,24,24.85543943736594,46.66265592131458,6.861224129638133,-8.888553394346934,46.569835724773775,55.45838911912071,-43.60071181404857,137.86208713731747
all_trials,both_feet_imagery,Iz,central_12_13,24,110.14274533348664,187.2958218136633,37.16993682036058,0.9135334341601262,95.19240423321385,94.27887079905372,-18.811172648630805,786.7941174367669
all_trials,both_feet_imagery,Iz,mu,24,66.68671804209953,146.21736471471448,31.082848846295757,-6.912767723537824,47.42722165823773,54.33998938177555,-33.62385393523979,616.6646793312622
all_trials,both_feet_imagery,O1,beta,24,28.943647058860098,49.95286768890862,20.48132158191387,-15.427253882805415,63.37944102690141,78.80669490970682,-36.55556135177283,147.5310989321584
all_trials,both_feet_imagery,O1,central_12_13,24,125.82570384962719,244.75882207772705,28.360631648806923,-32.57178049092079,151.14173452427377,183.71351501519456,-48.83840444835774,795.7348453707004
all_trials,both_feet_imagery,O1,mu,24,85.97502836528366,228.32643943659912,2.6949828969700054,-30.299653623290787,92.35344686007473,122.6531004833655,-50.526623136553354,939.2276119755575
all_trials,both_feet_imagery,O2,beta,24,48.61665790466054,63.37389504543747,39.22258799924096,-2.6439536376205965,77.89369281858109,80.53764645620168,-30.03599964580975,241.40965170542705
all_trials,both_feet_imagery,O2,central_12_13,24,124.19101579656926,327.8738324019819,40.48841115572325,-23.689861525917294,89.49202679686482,113.18188832278211,-57.87620696670514,1337.0648457681448
all_trials,both_feet_imagery,O2,mu,24,91.42991772352883,287.83595417014305,19.318518176672775,-31.148192974722107,54.961139874909996,86.1093328496321,-53.406248182562486,1163.8151014896787
all_trials,both_feet_imagery,Oz,beta,24,34.59045944499762,53.57924533529865,24.69088848495246,-0.5971402106194477,65.29635788844969,65.89349809906913,-33.31984988478093,168.81885968291337
all_trials,both_feet_imagery,Oz,central_12_13,24,104.16137332189267,227.71687276073533,25.411429686544132,-6.089391351890386,77.41801472917065,83.50740608106103,-51.1179055825041,826.8314893720953
all_trials,both_feet_imagery,Oz,mu,24,77.01921558677374,245.8154839222919,5.0929539935673045,-13.525662228646347,49.28858715241944,62.814249381065785,-51.37369336040952,1082.6417216119153
all_trials,both_feet_imagery,P1,beta,24,-2.9322784082751667,29.940533427947912,-7.30676129001707,-17.010532136381887,2.6569444571751397,19.667476593557026,-49.54111207085136,69.59843460910461
all_trials,both_feet_imagery,P1,central_12_13,24,14.101870124933292,61.15311496887156,13.229866448715653,-31.45140990050106,47.14284089164112,78.59425079214218,-81.35508536112265,142.08294638118076
all_trials,both_feet_imagery,P1,mu,24,9.476484030422647,56.59260728105537,0.7267117895098236,-38.283483654829986,38.90071735676007,77.18420101159006,-74.5146997734661,151.4558683209933
all_trials,both_feet_imagery,P2,beta,24,12.218516654528303,42.87421067736198,8.349243044624135,-18.923742711092828,35.10916522141892,54.03290793251175,-38.130502219279215,160.0627628602488
all_trials,both_feet_imagery,P2,central_12_13,24,47.088124904061765,176.3982576587134,20.529363700032498,-40.43869743477471,44.643026799506444,85.08172423428115,-88.0062568768252,795.653631925274
all_trials,both_feet_imagery,P2,mu,24,24.972157582563984,120.25087872834771,-2.6079110108177135,-29.89995244918338,31.543663724417716,61.4436161736011,-84.77236297043211,485.6097181656815
all_trials,both_feet_imagery,P3,beta,24,-3.261793864904982,32.77678568655768,-7.02439445826232,-26.066665365197846,12.16193776807076,38.22860313326861,-52.85772808126732,76.99453420088592
all_trials,both_feet_imagery,P3,central_12_13,24,14.40718307686703,70.96904914728678,-0.876037443513807,-35.26118099247996,50.03000653690355,85.2911875293835,-73.23521851665087,165.33828890913702
all_trials,both_feet_imagery,P3,mu,24,2.9501004026894777,49.49131164214313,-14.693371042342669,-30.99984173263484,33.991629489208044,64.99147122184289,-65.50085722090479,93.53171803607835
all_trials,both_feet_imagery,P4,beta,24,15.250777057713217,41.853020934135806,9.815764679241177,-20.037853887340788,38.48604598497775,58.52389987231854,-41.86290916121519,134.88437501852172
all_trials,both_feet_imagery,P4,central_12_13,24,49.172462679992485,200.28730554923484,13.345508563386334,-46.95980596268894,46.9334007077716,93.89320667046053,-78.56182035306799,924.9706436464469
all_trials,both_feet_imagery,P4,mu,24,21.741081859468185,116.45551135675446,-2.749056429242081,-38.49022293932976,18.754556871238307,57.24477981056807,-72.72748283186442,410.5389541478141
all_trials,both_feet_imagery,P5,beta,24,1.204917206431369,35.23424272440809,-2.466853245958938,-24.32747878871096,27.35994951977186,51.68742830848282,-50.262467348088784,80.40413026255158
all_trials,both_feet_imagery,P5,central_12_13,24,29.862151124426642,96.17483512662768,9.957340589799113,-38.46216836818184,66.95998253650092,105.42215090468275,-69.87420601837846,346.9465230925214
all_trials,both_feet_imagery,P5,mu,24,4.270881174456776,47.02132879381852,-5.045091151923114,-35.12042576985432,34.37286539136516,69.49329116121947,-55.783112216447364,108.9537119421402
all_trials,both_feet_imagery,P6,beta,24,29.345631439919867,43.878845089113184,22.71920494718473,0.7351401552947294,41.436572390795654,40.701432235500924,-36.93566271406644,122.10281323105981
all_trials,both_feet_imagery,P6,central_12_13,24,55.77712423382374,187.001907188256,14.583304747738154,-29.02729266453886,67.33957959129981,96.36687225583867,-68.98132656787462,862.3810644530339
all_trials,both_feet_imagery,P6,mu,24,30.01450560653858,111.7604790025359,0.976200185249699,-44.20054542840393,36.07787285300012,80.27841828140404,-68.77591412025365,374.11786152820935
all_trials,both_feet_imagery,P7,beta,24,6.132616539628581,33.25274565772156,8.204595549588225,-19.7377278764166,23.025370450741377,42.76309832715798,-47.34858168626663,75.28671782125821
all_trials,both_feet_imagery,P7,central_12_13,24,33.37800967745202,90.52507057962042,14.093505135122847,-33.86998794012861,91.57465006250732,125.44463800263593,-69.1761840257976,307.91255089246584
