development_fold,subject,method,calibration_run,test_runs,training_subjects,calibration_trial_keys,calibration_trial_count,calibration_fists_count,calibration_feet_count,test_trial_keys,same_test_trial_count,source_CSP_fit_target_EEG,target_CSP_fit_trial_keys,target_scaler_fit_trial_keys,target_LDA_fit_trial_keys,test_EEG_used_for_CSP_fit,test_EEG_used_for_scaler_fit,test_EEG_used_for_LDA_fit,test_labels_used_for_fitting,unlabeled_test_EEG_used_for_adaptation,test_covariance_alignment
1,1,target_csp_empirical,10,6/14,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,14,7,7,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13/S001_R06_T14/S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13/S001_R14_T14,30,False,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,False,False,False,False,False,False
1,1,target_csp_empirical,14,6/10,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,14,7,7,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13/S001_R06_T14/S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13/S001_R10_T14,30,False,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,False,False,False,False,False,False
1,1,target_csp_ledoit_wolf,6,10/14,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13,14,7,7,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13/S001_R10_T14/S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13/S001_R14_T14,30,False,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13,False,False,False,False,False,False
1,1,target_csp_ledoit_wolf,10,6/14,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,14,7,7,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13/S001_R06_T14/S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13/S001_R14_T14,30,False,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,False,False,False,False,False,False
1,1,target_csp_ledoit_wolf,14,6/10,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,14,7,7,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13/S001_R06_T14/S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13/S001_R10_T14,30,False,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,False,False,False,False,False,False
2,2,source_zero_shot,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13,14,7,7,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,30,False,not_applicable,not_applicable,not_applicable,False,False,False,False,False,False
2,2,source_zero_shot,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13,14,7,7,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,30,False,not_applicable,not_applicable,not_applicable,False,False,False,False,False,False
2,2,source_zero_shot,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13,14,7,7,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,30,False,not_applicable,not_applicable,not_applicable,False,False,False,False,False,False
2,2,source_csp_target_lda_source_scaler,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13,14,7,7,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,30,False,not_applicable,not_applicable,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13,False,False,False,False,False,False
2,2,source_csp_target_lda_source_scaler,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13,14,7,7,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,30,False,not_applicable,not_applicable,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13,False,False,False,False,False,False
