subject,run,run_trial_index,task_epoch_array_index,rest_epoch_array_index,task_annotation_index,rest_annotation_index,annotation,semantic_condition,task_event_sample,task_event_time_seconds,rest_event_sample,rest_event_time_seconds,source_file,source_sha256,quality_status,quality_evidence,confirmed_exclusion,channel,frequency_band,band_lower_hz,band_upper_hz,frequency_center_count,task_interval_start_seconds,task_interval_stop_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,reference_mean_wavelet_power_v2,task_mean_wavelet_power_v2,change_percent,primary_retained,change_db,reference_log_power_robust_z,task_log_power_robust_z,low_reference_power_candidate,subject_role
1,6,3,3,3,7,6,T2,both_feet_imagery,4656,29.1,3984,24.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1506996012037503e-09,1.0465456087352575e-09,-9.051362524114628,True,-0.41203802825202374,0.6535567697137763,0.2873123335376776,False,development
1,6,3,3,3,7,6,T2,both_feet_imagery,4656,29.1,3984,24.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.55865607032545e-09,1.6574859597397926e-09,6.3407118026818265,True,0.2669956298344769,0.5839560407444241,0.7224334621735876,False,development
1,6,4,4,4,9,8,T1,both_fists_imagery,5984,37.4,5312,33.2,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.55464840909129e-09,9.687728501359087e-10,-37.68540562157281,True,-2.0541022756660094,0.1791196034338853,-0.2385677347392707,False,development
1,6,4,4,4,9,8,T1,both_fists_imagery,5984,37.4,5312,33.2,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1291327880157023e-09,1.1730183325596094e-09,3.8866593025812337,True,0.16559780827002143,0.5813793523151274,0.7222782792186186,False,development
1,6,4,4,4,9,8,T1,both_fists_imagery,5984,37.4,5312,33.2,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7312386423676362e-09,9.142180147079723e-10,-47.19283683168655,True,-2.773071624384014,0.8245688634951416,-0.24373356454740272,False,development
1,6,5,5,5,11,10,T2,both_feet_imagery,7312,45.7,6640,41.5,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.1762507003191437e-09,1.802860924017361e-09,-17.157479891771004,True,-0.8174669813625824,0.7879898658084423,0.6088431769685403,False,development
1,6,5,5,5,11,10,T2,both_feet_imagery,7312,45.7,6640,41.5,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.645674035289476e-09,9.705784191452585e-10,-41.0224383242133,True,-2.293131865594133,2.0184268686710287,0.0,False,development
1,6,5,5,5,11,10,T2,both_feet_imagery,7312,45.7,6640,41.5,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7398223914577228e-09,1.6262933152690038e-09,-6.525325616346264,True,-0.2930603902347485,0.8359012304264515,0.6915827517221416,False,development
1,6,6,6,6,13,12,T2,both_feet_imagery,8640,54.0,7968,49.8,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.4081820902567782e-09,2.040849985781767e-09,44.927989064938586,True,1.6115226623461265,0.0,0.7780137260655146,False,development
1,6,6,6,6,13,12,T2,both_feet_imagery,8640,54.0,7968,49.8,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.983624051747652e-10,1.5779559322831408e-09,58.054422332431145,True,1.9880665182193071,0.11181623467639462,1.852915900909583,False,development
1,6,6,6,6,13,12,T2,both_feet_imagery,8640,54.0,7968,49.8,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0226912935962776e-09,1.491219981300791e-09,45.81330560241104,True,1.6379715557350876,-0.3815508445207874,0.5507812925006323,False,development
1,6,7,7,7,15,14,T1,both_fists_imagery,9968,62.3,9296,58.1,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high median_task_channel_std_uV (robust_z=3.64); channel-specific high task p2p: PO7/PO3/PO4/PO8/O1/Iz,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.6860667235562252e-09,8.507383674349836e-10,-49.5430189357738,True,-2.9707873769418742,0.3260160464815888,-0.41583439807400785,False,development
1,6,7,7,7,15,14,T1,both_fists_imagery,9968,62.3,9296,58.1,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high median_task_channel_std_uV (robust_z=3.64); channel-specific high task p2p: PO7/PO3/PO4/PO8/O1/Iz,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.17501400537872e-09,7.781351526520973e-10,-33.776521038036826,True,-1.7898800790445386,0.7333247410574408,-0.842561992882342,False,development
1,6,7,7,7,15,14,T1,both_fists_imagery,9968,62.3,9296,58.1,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high median_task_channel_std_uV (robust_z=3.64); channel-specific high task p2p: PO7/PO3/PO4/PO8/O1/Iz,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.08022584211609e-10,6.20685469405301e-10,-31.64426962527463,True,-1.6522507194027203,-0.6540363526639742,-0.8725577731908365,False,development
1,6,8,8,8,17,16,T1,both_fists_imagery,11296,70.6,10624,66.4,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_task_abs_step_uV (robust_z=6.16),False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.5346881477120162e-09,1.1538801650928917e-09,-54.47644452298941,True,-3.41763826056194,1.0639866928121589,0.0,False,development
1,6,8,8,8,17,16,T1,both_fists_imagery,11296,70.6,10624,66.4,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_task_abs_step_uV (robust_z=6.16),False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.695241811180456e-10,9.088964934079687e-10,-6.253344567451805,True,-0.28044217499966434,0.0,-0.25034143789618396,False,development
1,6,8,8,8,17,16,T1,both_fists_imagery,11296,70.6,10624,66.4,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_task_abs_step_uV (robust_z=6.16),False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.5309179715434e-09,7.767123037077206e-10,-49.26493005208663,True,-2.9469173653173124,0.5428131568096424,-0.5084183388392857,False,development
1,6,9,9,9,19,18,T2,both_feet_imagery,12624,78.9,11952,74.7,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.372498868457152e-09,1.891740312980618e-09,37.83183042672768,True,1.3934952368447149,-0.046461662739393124,0.6745,False,development
1,6,9,9,9,19,18,T2,both_feet_imagery,12624,78.9,11952,74.7,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,8.144753223828511e-10,1.1263380874556396e-09,38.29002015191747,True,1.4079083991162755,-0.6647773994442404,0.567453002751578,False,development
1,6,9,9,9,19,18,T2,both_feet_imagery,12624,78.9,11952,74.7,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1226871795872696e-09,1.136656511438587e-09,1.2442764204765395,True,0.05370480881627112,-0.1678048483383119,0.10990240750959902,False,development
1,6,10,10,10,21,20,T2,both_feet_imagery,13952,87.2,13280,83.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7909841576660744e-09,2.356462627321343e-09,31.573616507706763,True,1.1916881212098815,0.43529247285298844,0.9742038094928483,False,development
1,6,10,10,10,21,20,T2,both_feet_imagery,13952,87.2,13280,83.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0845823287158352e-09,1.0426917909916177e-09,-3.862365872567433,True,-0.1710656972602833,0.42781358224734717,0.27324670220944025,False,development
1,6,10,10,10,21,20,T2,both_feet_imagery,13952,87.2,13280,83.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.3342907447739947e-09,1.7197999374514953e-09,28.892442984216245,True,1.1022745523963826,0.22783855595397579,0.7823629833485614,False,development
1,6,11,11,11,23,22,T1,both_fists_imagery,15280,95.5,14608,91.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.349426714519226e-09,6.484960219850327e-10,-51.94284987784024,True,-3.182419872341147,-0.0771504909098816,-0.7861913146200318,False,development
1,6,11,11,11,23,22,T1,both_fists_imagery,15280,95.5,14608,91.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0143206343901244e-09,7.629852368090866e-10,-24.778693152797484,True,-1.2365912569162378,0.17231182777405787,-0.9175243098517762,False,development
1,6,11,11,11,23,22,T1,both_fists_imagery,15280,95.5,14608,91.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1093242585688043e-09,5.183255153117923e-10,-53.27556291065785,True,-3.3045592206181333,-0.19524049198315602,-1.165208288759564,False,development
1,6,12,12,12,25,24,T1,both_fists_imagery,16608,103.8,15936,99.6,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_precontext_p2p_uV (robust_z=3.70),False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.9710094087543577e-09,5.172821680144169e-10,-73.75546936930505,True,-5.809611899494497,0.6086749585176277,-1.0946311424511954,False,development
1,6,12,12,12,25,24,T1,both_fists_imagery,16608,103.8,15936,99.6,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_precontext_p2p_uV (robust_z=3.70),False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.093830506216247e-10,6.625381646413904e-10,-27.144214510210983,True,-1.3753595512906864,-0.24429802719957563,-1.4557180076436578,False,development
1,6,12,12,12,25,24,T1,both_fists_imagery,16608,103.8,15936,99.6,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_precontext_p2p_uV (robust_z=3.70),False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.598658426107807e-09,8.01543649597982e-10,-49.861481570552264,True,-2.9982850339379654,0.6420185690157589,-0.45731697024956475,False,development
1,6,13,13,13,27,26,T2,both_feet_imagery,17936,112.1,17264,107.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.28820331768128e-09,1.5176493033240987e-09,-33.67506761322292,True,-1.783231840755931,0.8787959535210528,0.3738818200017768,False,development
1,6,13,13,13,27,26,T2,both_feet_imagery,17936,112.1,17264,107.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,8.128992900105896e-10,1.0120156956031705e-09,24.49459706010902,True,0.9515050389844492,-0.6721663550794617,0.15939547828230463,False,development
1,6,13,13,13,27,26,T2,both_feet_imagery,17936,112.1,17264,107.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.868960760975263e-09,1.6763483940210542e-09,-41.56949035959617,True,-2.333603256861405,1.981915080408854,0.740808668557467,False,development
1,6,14,14,14,29,28,T2,both_feet_imagery,19264,120.4,18592,116.2,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.182822326507901e-09,4.030417245961368e-09,84.64247854791121,True,2.663316212658036,0.7934479099879251,1.7064732167904941,False,development
1,6,14,14,14,29,28,T2,both_feet_imagery,19264,120.4,18592,116.2,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.3765521576874039e-09,8.47131501709356e-10,-38.45990528012176,True,-2.1084183964057877,1.3372196576300692,-0.5186567767953837,False,development
1,6,14,14,14,29,28,T2,both_feet_imagery,19264,120.4,18592,116.2,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.585990425762733e-09,2.0062877804931425e-09,26.5006237051072,True,1.0209266678471127,0.6237899493746543,1.0325616475167159,False,development
1,10,0,15,15,1,0,T1,both_fists_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,5.041791105536017e-10,7.967048740792275e-10,58.02020698644673,True,1.9871262633151092,-1.8593047719425957,-0.5053648884143006,False,development
1,10,0,15,15,1,0,T1,both_fists_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,6.064928036776068e-10,7.512860978825457e-10,23.8738684658667,True,0.9297970041947001,-1.789585222501689,-0.9764377244927119,False,development
1,10,0,15,15,1,0,T1,both_fists_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,5.594415486032146e-10,7.913654781738812e-10,41.456329110650174,True,1.5062238365117855,-1.7637643226160924,-0.47806890245964195,False,development
1,10,1,16,16,3,2,T2,both_feet_imagery,2000,12.5,1328,8.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.2266415615932173e-09,1.6683458301141023e-09,-25.073444289777854,True,-1.2536423097356617,0.8294270939968725,0.5030468360481058,False,development
1,10,1,16,16,3,2,T2,both_feet_imagery,2000,12.5,1328,8.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1456275098289037e-09,1.275546317810291e-09,11.340405748530802,True,0.4665279963686977,0.6367044632670734,1.0417557351531588,False,development
1,10,1,16,16,3,2,T2,both_feet_imagery,2000,12.5,1328,8.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.9110776984531516e-09,1.1657911020865822e-09,-38.998236281539626,True,-2.1465760823313893,1.0510148479655872,0.15099998405227907,False,development
1,10,2,17,17,5,4,T2,both_feet_imagery,3328,20.8,2656,16.6,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,7.260456192078072e-10,2.622233653961572e-09,261.1665141403521,True,5.577074775268045,-1.1991565329091287,1.120007195339052,False,development
1,10,2,17,17,5,4,T2,both_feet_imagery,3328,20.8,2656,16.6,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.682578094148014e-10,8.209243946123329e-10,-15.21634149189195,True,-0.7168784707893139,-0.004986107874462772,-0.6384685728435459,False,development
1,10,2,17,17,5,4,T2,both_feet_imagery,3328,20.8,2656,16.6,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,8.999489926320097e-10,1.9553394759991236e-09,117.27225565090046,True,3.3700427309000824,-0.6745,0.9907926609208237,False,development
1,10,3,18,18,7,6,T1,both_fists_imagery,4656,29.1,3984,24.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,C3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,6.440177981108072e-10,8.926805118289247e-10,38.61115553755761,True,1.4179818405242912,-1.4161757779412552,-0.35017524629399144,False,development
1,10,3,18,18,7,6,T1,both_fists_imagery,4656,29.1,3984,24.9,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1,not flagged,,False,Cz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,8.085259170380701e-10,9.643264285743465e-10,19.269699121956574,True,0.7653012367370962,-0.6927454360261442,-0.024638574082748756,False,development
