analysis_set,channel,frequency_band,fists_trial_count,feet_trial_count,fists_median_change_percent,feet_median_change_percent,feet_minus_fists_median_percentage_points,fists_iqr_percentage_points,feet_iqr_percentage_points
all_trials,F6,beta,21,24,-14.427721464878488,-13.747737999027288,0.6799834658511994,25.332623849424795,85.3038839154276
all_trials,F6,central_12_13,21,24,-22.103440444248463,2.8609527484736894,24.964393192722152,67.73714898966418,64.66067887463794
all_trials,F6,mu,21,24,-29.564774075747792,-6.467172052752199,23.097602022995595,33.07168271509468,34.04943791600478
all_trials,F7,beta,21,24,-7.991756801236949,-2.182692411299452,5.809064389937497,44.40153486188045,59.03532046631235
all_trials,F7,central_12_13,21,24,-4.965155789167851,-4.84069585729193,0.12445993187592119,81.70178523404486,71.82554896846584
all_trials,F7,mu,21,24,-11.474271847441285,-2.1709327858504257,9.30333906159086,55.29353205405649,61.3044403759963
all_trials,F8,beta,21,24,-7.2332632105590715,3.7079608650352225,10.941224075594294,46.33437468011793,38.42245870337737
all_trials,F8,central_12_13,21,24,41.105809630691255,-13.168830109282974,-54.274639739974226,113.68277653355338,72.20456985085424
all_trials,F8,mu,21,24,2.266036230378575,-8.427697468587269,-10.693733698965843,95.25908097955244,43.702847164731054
all_trials,FC1,beta,21,24,-29.43159733596339,-2.7433785612297563,26.68821877473363,47.719439703000006,36.24531078933794
all_trials,FC1,central_12_13,21,24,-45.832678089552644,19.92279273320296,65.7554708227556,39.72128957974671,90.31167848802032
all_trials,FC1,mu,21,24,-29.506897475235615,9.203315908736384,38.710213383972,44.09676270788063,52.20545280016221
all_trials,FC2,beta,21,24,-21.712922323437095,1.06687078745722,22.779793110894314,30.407623440605736,55.49798808010796
all_trials,FC2,central_12_13,21,24,-50.507159810327884,35.107556809131495,85.61471661945939,29.215754965247,103.93524530542408
all_trials,FC2,mu,21,24,-29.977590335646852,16.99799800989019,46.97558834553704,36.63318457037319,49.99197950377834
all_trials,FC3,beta,21,24,-22.114885900734862,-7.706310757468533,14.40857514326633,40.08914110033455,36.60350620053354
all_trials,FC3,central_12_13,21,24,-59.018937502359975,24.164480580941717,83.18341808330169,41.03813791937108,105.86834137090338
all_trials,FC3,mu,21,24,-39.23936286109908,21.62491986455162,60.8642827256507,42.41756343812678,96.06798026828251
all_trials,FC4,beta,21,24,-16.37173561413352,2.317964341577616,18.689699955711134,36.876206622155806,48.60913857201817
all_trials,FC4,central_12_13,21,24,-56.16468021563852,28.827160088132544,84.99184030377106,33.37009463903713,87.30820134168883
all_trials,FC4,mu,21,24,-42.78966345571037,24.94919831826249,67.73886177397286,32.39073971397754,48.22500495225587
all_trials,FC5,beta,21,24,-13.881055480410549,-11.538965404332874,2.3420900760776746,32.84968275914781,25.906415981668616
all_trials,FC5,central_12_13,21,24,-26.20406048237085,10.18143981333642,36.38550029570727,59.12848521645965,97.84452552203297
all_trials,FC5,mu,21,24,-3.1994755824422465,2.55770956918261,5.7571851516248564,49.05082471101333,53.651393636552484
all_trials,FC6,beta,21,24,-3.1603624306839215,-2.9846005523674424,0.17576187831647916,40.41070956001431,41.36112227809099
all_trials,FC6,central_12_13,21,24,-17.03471378484633,2.020390095820521,19.05510388066685,63.55689178274156,60.81323199531098
all_trials,FC6,mu,21,24,-7.138184027617319,-0.8468386392950328,6.291345388322286,60.631321273117,35.57882862630929
all_trials,FCz,beta,21,24,-28.076087772717827,8.24507464299408,36.32116241571191,38.94819242416748,45.100349210204826
all_trials,FCz,central_12_13,21,24,-30.856895254441515,29.352686884999436,60.209582139440954,40.845729007408536,90.51220437350642
all_trials,FCz,mu,21,24,-18.364090430806602,7.806514680699577,26.170605111506177,37.81415270922749,70.81176605097326
all_trials,FT7,beta,21,24,-5.597708962046363,1.8381370663194285,7.435846028365792,37.583364571884545,57.170703514343046
all_trials,FT7,central_12_13,21,24,-0.12397980888662907,-14.743131778616384,-14.619151969729755,74.90759568367685,82.35957952281203
all_trials,FT7,mu,21,24,5.639155942004455,-5.699555309848929,-11.338711251853383,48.52084205716291,47.31716078939027
all_trials,FT8,beta,21,24,1.580153048638572,-11.04719171029642,-12.627344758934992,56.42591337721771,38.01884605323512
all_trials,FT8,central_12_13,21,24,42.39496202991074,-9.038179789381646,-51.43314181929238,77.06169933313093,77.16025167442099
all_trials,FT8,mu,21,24,28.214094663545044,-7.538578855524104,-35.75267351906915,62.89728115644513,42.22450846522007
all_trials,Fp1,beta,21,24,-7.292090762767606,-4.992254546820236,2.29983621594737,53.82676804688707,62.264233241551125
all_trials,Fp1,central_12_13,21,24,-2.7579038759764116,2.9998197503744866,5.757723626350899,72.25501063260498,99.47825566584527
all_trials,Fp1,mu,21,24,-4.788016057249446,-17.4801985978933,-12.692182540643852,61.67412500809704,93.94900097486322
all_trials,Fp2,beta,21,24,-7.05685949761253,2.067662286526651,9.124521784139182,31.564357349448805,35.22711967602978
all_trials,Fp2,central_12_13,21,24,-3.9264331523807248,-5.469381296355246,-1.5429481439745216,51.89821850256864,52.58607897984919
all_trials,Fp2,mu,21,24,-6.605834261743351,-12.610604810054072,-6.004770548310721,46.28045009782213,82.13320284102149
all_trials,Fpz,beta,21,24,-12.191522259386026,-0.5345735247158568,11.65694873467017,31.221821480616292,45.01157632317572
all_trials,Fpz,central_12_13,21,24,-4.069743636905584,10.916604596240816,14.986348233146401,62.03674459358608,80.23875391770645
all_trials,Fpz,mu,21,24,-10.13075314036153,-6.863146928119344,3.267606212242187,41.86505376122558,82.27832046589327
all_trials,Fz,beta,21,24,-29.342650871526814,1.0213415736455378,30.36399244517235,49.31873085379703,44.14379540870047
all_trials,Fz,central_12_13,21,24,-35.35305005656896,0.3314032190418543,35.684453275610814,51.83424792533841,68.45312603781709
all_trials,Fz,mu,21,24,-26.62486056386163,-8.288882475753141,18.33597808810849,56.425193513682515,43.96965377286417
all_trials,Iz,beta,21,24,-3.4189554972453915,6.861224129638133,10.280179626883525,39.401022502696506,55.45838911912071
all_trials,Iz,central_12_13,21,24,-12.71186269838522,37.16993682036058,49.8817995187458,87.710693184255,94.27887079905372
all_trials,Iz,mu,21,24,-20.424126548000572,31.082848846295757,51.50697539429633,41.334027585880094,54.33998938177555
all_trials,O1,beta,21,24,-8.642139701227007,20.48132158191387,29.123461283140877,67.386686625938,78.80669490970682
all_trials,O1,central_12_13,21,24,-14.298900400005465,28.360631648806923,42.65953204881239,148.79298113982776,183.71351501519456
all_trials,O1,mu,21,24,-17.683217197185872,2.6949828969700054,20.37820009415588,86.33730844804913,122.6531004833655
all_trials,O2,beta,21,24,25.080850276430592,39.22258799924096,14.141737722810365,68.91588266483413,80.53764645620168
all_trials,O2,central_12_13,21,24,44.01616558358823,40.48841115572325,-3.527754427864984,147.79010649172307,113.18188832278211
all_trials,O2,mu,21,24,12.904681870364222,19.318518176672775,6.4138363063085535,117.3202469780383,86.1093328496321
all_trials,Oz,beta,21,24,12.885841667036889,24.69088848495246,11.80504681791557,61.39723463721976,65.89349809906913
all_trials,Oz,central_12_13,21,24,14.179327959151818,25.411429686544132,11.232101727392314,170.74503042065908,83.50740608106103
all_trials,Oz,mu,21,24,-2.899648678826948,5.0929539935673045,7.992602672394252,106.51122925490613,62.814249381065785
all_trials,P1,beta,21,24,5.858861676785159,-7.30676129001707,-13.165622966802228,47.658115655180644,19.667476593557026
all_trials,P1,central_12_13,21,24,19.01596760447824,13.229866448715653,-5.786101155762589,100.191684620943,78.59425079214218
all_trials,P1,mu,21,24,2.669369029378509,0.7267117895098236,-1.9426572398686854,129.83748439755658,77.18420101159006
all_trials,P2,beta,21,24,10.921085871304596,8.349243044624135,-2.571842826680461,49.05658851317058,54.03290793251175
all_trials,P2,central_12_13,21,24,49.72487755873977,20.529363700032498,-29.195513858707272,162.16104388199136,85.08172423428115
all_trials,P2,mu,21,24,59.158278866994955,-2.6079110108177135,-61.76618987781267,175.04922713531343,61.4436161736011
all_trials,P3,beta,21,24,7.029044154833412,-7.02439445826232,-14.053438613095732,53.086247249515836,38.22860313326861
all_trials,P3,central_12_13,21,24,0.8276247328460272,-0.876037443513807,-1.7036621763598343,86.45105192355378,85.2911875293835
all_trials,P3,mu,21,24,-23.529896277237167,-14.693371042342669,8.836525234894498,80.43996807883701,64.99147122184289
all_trials,P4,beta,21,24,14.410665609767594,9.815764679241177,-4.594900930526418,42.42709482662719,58.52389987231854
all_trials,P4,central_12_13,21,24,17.4090535476118,13.345508563386334,-4.063544984225468,132.64710852319624,93.89320667046053
all_trials,P4,mu,21,24,54.174761436251366,-2.749056429242081,-56.92381786549345,122.40988097186786,57.24477981056807
all_trials,P5,beta,21,24,-5.23412385623849,-2.466853245958938,2.767270610279552,53.40473940293801,51.68742830848282
all_trials,P5,central_12_13,21,24,-10.936196856925928,9.957340589799113,20.89353744672504,74.31827420049508,105.42215090468275
all_trials,P5,mu,21,24,-17.873108696200585,-5.045091151923114,12.828017544277472,49.33225606630295,69.49329116121947
all_trials,P6,beta,21,24,17.720925555383715,22.71920494718473,4.998279391801013,44.48418370592754,40.701432235500924
all_trials,P6,central_12_13,21,24,-8.084866178151847,14.583304747738154,22.668170925890003,80.10254474591105,96.36687225583867
all_trials,P6,mu,21,24,8.015411119918344,0.976200185249699,-7.039210934668645,51.43567740780815,80.27841828140404
all_trials,P7,beta,21,24,-4.1631675306515525,8.204595549588225,12.367763080239778,35.285502582584556,42.76309832715798
all_trials,P7,central_12_13,21,24,-31.790275709949352,14.093505135122847,45.883780845072195,70.74236432613829,125.44463800263593
all_trials,P7,mu,21,24,-21.614158563318213,-8.288962161948454,13.325196401369759,41.32870426848584,50.527610593166656
all_trials,P8,beta,21,24,13.267021579567626,28.432857962607216,15.16583638303959,33.251255075890185,48.638104287560424
all_trials,P8,central_12_13,21,24,-12.277975962229496,21.67959007889018,33.95756604111968,72.12913303101287,101.34606158550825
all_trials,P8,mu,21,24,1.473471947673131,12.83364991074832,11.36017796307519,23.529150113762263,57.11300736924424
all_trials,PO3,beta,21,24,3.5107248552344243,10.120905602351629,6.610180747117204,51.98809865982949,58.18819215541845
all_trials,PO3,central_12_13,21,24,-12.27147709814397,22.962990390283416,35.234467488427384,94.91904992531083,155.10519619800334
all_trials,PO3,mu,21,24,-0.6833898995121717,10.080930804600467,10.764320704112638,67.61935895881831,97.04375157602314
all_trials,PO4,beta,21,24,52.70447061746712,28.693509818673206,-24.010960798793917,87.39612903292773,53.21165496444627
all_trials,PO4,central_12_13,21,24,35.3286224781793,27.26591195727534,-8.06271052090396,166.56963960013493,133.93495001530803
all_trials,PO4,mu,21,24,32.96267696339841,19.10808888704789,-13.854588076350517,165.6672399229699,95.25153049682683
all_trials,PO7,beta,21,24,6.162322617522325,18.277098987603196,12.114776370080872,51.76068132349769,63.312240752926726
all_trials,PO7,central_12_13,21,24,-32.538067458540546,40.24126830305354,72.77933576159408,92.44751652853276,157.80181645737355
all_trials,PO7,mu,21,24,-17.157605793581364,-2.13839430208781,15.019211491493554,35.90028829218144,98.156854239036
all_trials,PO8,beta,21,24,66.89941766909755,44.16843033065548,-22.730987338442063,96.36646220751906,51.9509732439027
all_trials,PO8,central_12_13,21,24,47.379121319129595,41.656898876141284,-5.722222442988311,126.46183321529338,104.91188516503104
all_trials,PO8,mu,21,24,29.980580010223232,8.550832567456052,-21.42974744276718,63.723850442549704,93.82492557156411
all_trials,POz,beta,21,24,9.731008316141958,-0.4296828085944686,-10.160691124736427,41.750516078919254,47.344533740818775
all_trials,POz,central_12_13,21,24,17.152381025943708,17.65217108178509,0.4997900558413839,195.79107370515678,104.80392241423837
all_trials,POz,mu,21,24,32.61172868421925,17.77607512652216,-14.835653557697093,139.9306835580079,73.25049569768004
all_trials,Pz,beta,21,24,3.072265273098644,-11.848952991918381,-14.921218265017025,52.698344980765384,42.621703839268804
all_trials,Pz,central_12_13,21,24,55.66784106172224,-5.270669000253225,-60.938510061975464,164.3128867511092,75.08329149233558
all_trials,Pz,mu,21,24,46.514761717924145,-4.133379770972856,-50.648141488897004,133.51249944044554,71.90738754415526
all_trials,T10,beta,21,24,-3.0554138619117954,2.504861997415782,5.560275859327577,26.391902680416074,31.48368526947921
all_trials,T10,central_12_13,21,24,22.433545775796826,-3.1374534824613733,-25.5709992582582,64.83605263182963,73.41658418753875
all_trials,T10,mu,21,24,19.534863746321548,-9.11317324678312,-28.648036993104668,48.01042640737038,69.60163976553946
all_trials,T7,beta,21,24,-0.09483274184408566,4.746981056729487,4.841813798573573,37.25681321524468,49.74656318958412
all_trials,T7,central_12_13,21,24,35.74333493570227,5.773634996197731,-29.96969993950454,67.69423814797528,77.37051225826904
all_trials,T7,mu,21,24,18.800843480095267,-3.91016566205161,-22.711009142146878,35.9057875423489,40.17836591275755
all_trials,T8,beta,21,24,-12.63747017055506,0.23519127085812852,12.87266144141319,32.587027576014606,30.095337191655865
all_trials,T8,central_12_13,21,24,10.83533268313476,-26.08383205253013,-36.91916473566489,65.78927913833589,45.483244108432814
all_trials,T8,mu,21,24,12.513156995635008,-8.150368669891993,-20.663525665527,60.44134582643888,57.59100189936146
all_trials,T9,beta,21,24,-16.01775979497946,10.313637370497908,26.33139716547737,44.75062869897918,54.822126652354484
all_trials,T9,central_12_13,21,24,5.641049539971054,8.47748142013645,2.836431880165395,71.08564961942164,81.98090940053116
all_trials,T9,mu,21,24,1.0836992709846873,-6.006155756691834,-7.0898550276765215,43.123313622516974,48.33254324921759
all_trials,TP7,beta,21,24,-14.365555598427,6.402015751331943,20.767571349758942,45.340641263561295,48.45413295535911
all_trials,TP7,central_12_13,21,24,-10.566460764032536,25.79951057314026,36.365971337172795,57.96287097182751,80.75428236072243
all_trials,TP7,mu,21,24,-3.480404531732717,3.06358593754486,6.543990469277578,38.31826806547073,60.44981456585058
all_trials,TP8,beta,21,24,-0.05176046107051948,3.06987249401626,3.1216329550867794,28.333330389571657,36.394711791643225
all_trials,TP8,central_12_13,21,24,-3.811238131369956,-5.941549843190008,-2.1303117118200516,97.46790501823091,76.1679815016156
all_trials,TP8,mu,21,24,6.993273268258366,-7.789549700592245,-14.78282296885061,50.257524138655384,59.203226175146554
exclude_qc_candidates,AF3,beta,17,22,-17.813527244337948,-5.9780090471006195,11.835518197237327,43.23102831618864,65.3716732711077
exclude_qc_candidates,AF3,central_12_13,17,22,4.569828764693641,-3.9378704805140163,-8.507699245207657,81.6433298713391,91.9705762931566
exclude_qc_candidates,AF3,mu,17,22,-15.513194654915244,-2.5562700033220587,12.956924651593186,42.30218615132918,79.08927234445034
exclude_qc_candidates,AF4,beta,17,22,-3.2590083679789,1.2727088948070213,4.5317172627859215,41.98963340836498,58.07511877912346
exclude_qc_candidates,AF4,central_12_13,17,22,-4.508629239011717,-2.696405779686825,1.8122234593248923,47.06718376734322,76.88005030069236
exclude_qc_candidates,AF4,mu,17,22,-0.9643256959495068,-1.901449523765552,-0.9371238278160452,62.60954750824675,57.0262504088405
exclude_qc_candidates,AF7,beta,17,22,-15.871735494946563,-5.192224473158795,10.679511021787768,44.65872190677108,70.74213696251746
exclude_qc_candidates,AF7,central_12_13,17,22,-3.6939996463582085,-0.21223880253243554,3.481760843825773,79.62302257998896,88.45841116891825
exclude_qc_candidates,AF7,mu,17,22,-12.396138108898617,-0.6067658426181188,11.789372266280498,30.309413912052825,78.85318724074561
exclude_qc_candidates,AF8,beta,17,22,-9.276482759925633,-6.704791509346814,2.5716912505788194,43.36891099455453,29.46207737069671
exclude_qc_candidates,AF8,central_12_13,17,22,-1.4161680496374645,-12.792431610224616,-11.376263560587152,98.60616731287288,63.5475876241634
exclude_qc_candidates,AF8,mu,17,22,-3.994652370145137,-13.383527262821168,-9.388874892676032,112.95939175309319,64.65764947604299
exclude_qc_candidates,AFz,beta,17,22,-8.516500438584046,-0.7289665089429138,7.787533929641132,62.22466558450389,67.48469854050985
exclude_qc_candidates,AFz,central_12_13,17,22,-6.49425661488671,21.586498225008455,28.080754839895164,85.75277839079848,83.38023500459371
exclude_qc_candidates,AFz,mu,17,22,-2.463592957474571,-5.6600080949840885,-3.1964151375095176,65.58437305052615,57.764938943319976
exclude_qc_candidates,C1,beta,17,22,-14.917562008512101,-1.9171387015020542,13.000423307010047,48.58704582177896,47.208865452937125
exclude_qc_candidates,C1,central_12_13,17,22,-31.134618800808205,9.498979917824133,40.63359871863234,57.638466459455174,74.97536441775323
exclude_qc_candidates,C1,mu,17,22,-11.811769411866196,16.28984286747475,28.101612279340948,19.723881401848352,74.53404311243499
exclude_qc_candidates,C2,beta,17,22,-1.2207100549245742,16.55877746825494,17.779487523179515,33.85290096679047,42.42803466015848
exclude_qc_candidates,C2,central_12_13,17,22,-27.899311870094632,30.988522769804185,58.88783463989881,110.97544980180825,98.45139995377386
exclude_qc_candidates,C2,mu,17,22,-24.34203538158388,7.042717879522396,31.384753261106276,70.60768732424354,49.71728714160496
exclude_qc_candidates,C3,beta,17,22,-11.03543030407296,1.0562486992987958,12.091679003371755,46.494847348961635,33.85113519556053
exclude_qc_candidates,C3,central_12_13,17,22,-50.43414675216825,37.05653077198803,87.49067752415628,40.94365539500465,108.07647574122265
exclude_qc_candidates,C3,mu,17,22,-37.68540562157281,29.373415712323506,67.05882133389632,37.661853334601886,110.62040527114554
exclude_qc_candidates,C4,beta,17,22,-13.489959604909911,-4.327609070560052,9.162350534349859,29.947173745823452,30.226482647524612
exclude_qc_candidates,C4,central_12_13,17,22,-52.28373306890746,34.74168573865482,87.02541880756229,75.23721225865164,142.47821021320638
exclude_qc_candidates,C4,mu,17,22,-47.19283683168655,15.617446682818416,62.81028351450497,48.2185750911914,51.55785447205732
exclude_qc_candidates,C5,beta,17,22,-0.15740018252020566,-11.012099800606764,-10.854699618086558,31.712933825550913,41.84002309999906
exclude_qc_candidates,C5,central_12_13,17,22,-6.723352925715702,16.63902289631509,23.362375822030792,41.74160616006547,82.56956261054243
exclude_qc_candidates,C5,mu,17,22,-12.953061000040167,-3.2165399283854414,9.736521071654725,44.975471918833904,50.00042349396989
exclude_qc_candidates,C6,beta,17,22,0.548771409668058,-2.5252264766719863,-3.0739978863400443,46.24513484582401,41.901802738651426
exclude_qc_candidates,C6,central_12_13,17,22,3.8365447035974727,-15.670324495519498,-19.50686919911697,80.76075727020313,79.62867259260551
exclude_qc_candidates,C6,mu,17,22,-6.2620777912899515,-13.452656981257082,-7.1905791899671305,82.40711376308089,56.503397227058905
exclude_qc_candidates,CP1,beta,17,22,9.080575180133694,-8.468281421193797,-17.548856601327493,72.51675827300843,34.42951954514274
exclude_qc_candidates,CP1,central_12_13,17,22,8.884851131947586,-20.1824964261383,-29.067347558085885,92.98532823706904,51.59299652669036
exclude_qc_candidates,CP1,mu,17,22,-10.709659398590423,-6.723143208196323,3.9865161903941004,63.66882431236151,43.665606281638574
exclude_qc_candidates,CP2,beta,17,22,-7.525826676797877,-3.807788559246805,3.718038117551072,34.86713766602562,38.63665434669453
exclude_qc_candidates,CP2,central_12_13,17,22,18.179480084941684,-23.272935927983113,-41.4524160129248,169.60198846094272,69.20959483295289
exclude_qc_candidates,CP2,mu,17,22,9.101750328834772,-13.43142011594318,-22.53317044477795,110.23734315642687,36.48356204554111
