subject,run,reference_state,frequency_hz,channel_median_psd_uV2_per_hz,channel_q25_psd_uV2_per_hz,channel_q75_psd_uV2_per_hz,C3_psd_uV2_per_hz,Cz_psd_uV2_per_hz,C4_psd_uV2_per_hz
1,6,stored,8.0,51.529223965466734,43.733876417318584,56.169309928837045,53.97186078048091,59.69328953805941,44.17997721760203
1,6,stored,8.333333333333332,49.665449815214,40.807499026870765,55.674305722186794,53.74309554524839,55.23392699792934,41.37017545641701
1,6,stored,8.666666666666666,45.93540059126302,37.05230371478042,53.42774101581669,53.418087782769405,52.86925507709612,36.38915306367057
1,6,stored,9.0,36.06038439461317,29.088352516135778,46.122342345156724,42.28123361224646,40.69088512414672,29.13855777791363
1,6,stored,9.333333333333332,32.0283205300217,26.096326562541474,36.028204162215935,33.93235109788077,35.27346701190748,25.401340743397064
1,6,stored,9.666666666666666,29.139325050666173,24.228568541660735,32.11720694753298,30.882908316412603,32.402460081329956,27.293353383450683
1,6,stored,10.0,27.39431951641501,21.67994888051249,30.272926770808198,30.84486076756044,27.808225676204447,25.431744800890833
1,6,stored,10.333333333333332,26.657886546978162,22.377137194404014,34.840025382823455,33.30884606994131,28.463177703704982,25.6057411427411
1,6,stored,10.666666666666666,24.44713027862771,19.76019592580314,34.15723673417382,28.880034265130156,28.033229832731784,27.371396287256825
1,6,stored,11.0,25.333274157850582,20.0908220842285,36.09962013169067,32.73610645534633,28.142592553502183,26.27643329073951
1,6,stored,11.333333333333332,27.613406774939378,22.16121179229248,40.25223112075366,39.42639994583963,30.03293084676404,29.01681715281439
1,6,stored,11.666666666666666,32.60066597113901,24.99127590685693,39.051472969118485,45.35799380967015,34.204273156060204,34.03157147666621
1,6,stored,12.0,45.092233187475706,33.28837578267738,51.77807713393751,69.05422907886897,45.131929273263886,48.7638553214266
1,6,stored,12.333333333333332,49.20078044432111,40.75278875343554,66.80187640540964,93.70884079611932,53.51623342157937,60.85249981326507
1,6,stored,12.666666666666666,50.841045824661634,40.93630027616273,75.35672146935885,97.71031360075708,63.19542256202626,75.2578808453767
1,6,stored,13.0,38.41891455111502,31.3224896052295,50.482889550794376,61.6253797752817,46.9673145848846,46.81294654204661
1,6,stored,13.333333333333332,28.753953459661396,23.314834321942357,32.6767508688403,33.643415830975066,28.9737147368353,23.789305080458284
1,6,stored,13.666666666666666,22.571667690827987,19.39028592374792,26.178958062009624,23.379060615409784,21.2869257624137,18.132420695626426
1,6,stored,14.0,19.432032774388162,17.38671572130407,22.774753648572343,18.18660406425664,16.873056499206573,14.397328106252479
1,6,stored,14.333333333333332,20.174657136711215,16.295036038096082,22.817195946874087,20.150354552912564,17.60262065661418,12.56261288376
1,6,stored,14.666666666666666,18.084273048406573,13.930467741038303,20.819115816991495,18.451264246563042,16.788092327843444,11.784292328301538
1,6,stored,15.0,14.916868654574785,11.947263665705695,17.22564739476632,15.587713395639117,14.87345052031029,10.545750202381432
1,6,stored,15.333333333333332,14.807309020903933,12.929744895874418,16.503689961516645,14.82810827450323,14.987503565213952,12.006024853525672
1,6,stored,15.666666666666666,13.974278804064685,12.015156445630145,16.10030687846825,13.307913876978068,14.808173593924,12.951606741433057
1,6,stored,16.0,13.22497956172233,10.893494818744962,14.991256087081696,13.01407858786674,14.114216891422245,9.307883409692922
1,6,stored,16.333333333333332,14.657559353994483,11.282859820930616,15.938814966766582,15.354521883941866,14.706454047148547,8.682119929814657
1,6,stored,16.666666666666664,12.949160311516149,10.449096597428118,14.615385701091565,13.649186945333081,13.350347189117494,8.058236455777624
1,6,stored,17.0,12.122475971111278,9.603672187164847,14.241440836924955,12.194450943769711,10.590666443790775,7.65061906385341
1,6,stored,17.333333333333332,14.312831668153729,11.925645595655075,15.574636654320317,14.35781686317201,14.260513577876722,12.243198134178312
1,6,stored,17.666666666666664,14.309567907221894,11.70840932899638,15.728303651116448,15.511373083628271,14.788374910148317,11.839356556034092
1,6,stored,18.0,12.911969235387573,10.574648995547369,15.408774217441124,14.811769069693383,12.909686415863002,9.878999664808335
1,6,stored,18.333333333333332,13.005384401324488,11.528232547966672,14.507679057376054,14.135408546454446,13.490476110299186,10.768501047160688
1,6,stored,18.666666666666664,12.136497120553958,10.907816257654485,13.75162229255826,11.97380331487975,12.53739395906249,10.061150601634111
1,6,stored,19.0,11.194399235283894,9.536977497838997,12.478971099020884,11.124781495610035,9.982096507255875,8.530455699773379
1,6,stored,19.333333333333332,10.620695243485388,9.262743331613994,11.921207998286981,11.311466879729315,10.618745123490214,8.420528168942809
1,6,stored,19.666666666666664,9.854096313346531,8.394723290561256,11.543100610597559,10.789350854431184,9.879177772239725,8.133193877653236
1,6,stored,20.0,9.540840397755684,8.146464748316005,10.7328755495242,9.79625005477251,9.229645069388955,7.712142783031916
1,6,stored,20.333333333333332,9.835795298068746,8.380418801538328,11.096155132760607,9.67509686476405,9.823257558333719,7.599182712556681
1,6,stored,20.666666666666664,11.250398532539283,8.972671750372164,12.290974466829867,11.233509888853622,12.082537034539246,10.066720008850098
1,6,stored,21.0,9.209217448135128,7.539617662196442,10.389001720875253,9.21374681977483,10.140026147242303,7.960711627714848
1,6,stored,21.333333333333332,7.767760562127874,6.68179985486358,9.20024848720845,7.417661734960381,7.813845262547323,6.959674139473474
1,6,stored,21.666666666666664,8.123434342248677,6.692716261074951,9.035879416083835,7.51815035627809,8.613638405727109,7.521538732746751
1,6,stored,22.0,8.159071150943829,7.300497657860863,9.343022071923347,8.31906184348056,9.36210895295383,7.34249543309117
1,6,stored,22.333333333333332,7.548834586819572,6.220022594287729,8.560986731258962,7.619364327094157,8.557813139565516,7.027965081853998
1,6,stored,22.666666666666664,7.270806943112354,6.567190954257267,8.106392756987221,7.317198254483374,8.048501970534582,6.895049554787628
1,6,stored,23.0,7.336488572724454,6.460640249980824,8.653066865108071,7.690633835369919,9.226375557072059,6.795115170475333
1,6,stored,23.333333333333332,6.9693282924673134,6.322485466521152,7.879283432818967,7.501221270292655,7.580896158685548,6.138098247842135
1,6,stored,23.666666666666664,6.922764478249293,6.188027948168736,7.846353403894232,7.837848548591697,7.614660738060335,6.399273093212742
1,6,stored,24.0,7.385061840362061,6.300855194863547,8.052814108741549,7.6860714002390695,8.882115138768317,6.294088656623032
1,6,stored,24.333333333333332,6.073264515043009,4.8877463248454305,6.965577594571484,6.793472248864207,8.104937329101649,5.146196819001898
1,6,stored,24.666666666666664,5.873796912146119,4.973941967132415,6.98496110444605,6.978107728392577,7.555045742014596,5.072018459399833
1,6,stored,25.0,6.351369537870115,5.467638704548426,8.666254720173,7.3781471726819206,9.348553756416354,6.77811720155081
1,6,stored,25.333333333333332,6.218218702989344,5.2522666047447935,7.589502781254575,6.77201044677997,8.335998525108229,5.5518322353009815
1,6,stored,25.666666666666664,5.777939207412498,5.07817746076217,6.372715196282895,5.7778760246068215,8.115497727348592,4.718022421090447
1,6,stored,26.0,5.142877714988007,4.504928200752528,6.53605445515791,5.895354006044679,8.667322101838243,4.5133936155833245
1,6,stored,26.333333333333332,5.066016773913221,4.393879374973654,6.984155081435932,5.811114844336077,8.582345661870077,4.37510833697291
1,6,stored,26.666666666666664,5.126974963378814,4.422376610427536,6.220664884116003,5.179206009565044,6.547426386452895,4.285625077520529
1,6,stored,27.0,4.72299694079197,4.008315029187207,5.380562551406138,4.644727380939225,6.408129468234677,3.763271985522276
1,6,stored,27.333333333333332,4.3724204077464055,3.650085710471207,5.337595173805168,5.192089057953772,7.264292323776616,3.441686665130582
1,6,stored,27.666666666666664,4.030855885312459,3.203236241974313,5.063260791706075,4.7224310023942255,6.510986693200545,3.1599301879744823
1,6,stored,28.0,3.6840540459447424,3.1343316654808286,4.240451171453885,4.074380705837609,5.622754984162163,2.7888926771054656
1,6,stored,28.333333333333332,3.9018996358058238,3.420222228230573,4.5189799091610805,4.388229324206047,5.822114771131739,3.063421442257664
1,6,stored,28.666666666666664,4.2963475374762865,3.6606259752316546,5.167581889501544,5.166366646207897,6.175785102864666,3.262254513150957
1,6,stored,29.0,3.940209631856873,3.424723757543132,4.560559278817592,4.481127163628696,5.208776611380431,3.258054281898479
1,6,stored,29.333333333333332,3.950141910410717,3.4727869116085586,4.317773501496065,4.069093013704751,5.013595596050775,3.3562567670290426
1,6,stored,29.666666666666664,3.662093343162577,3.2080759229135762,4.17657231565693,3.8154925071212475,4.31819085713945,3.0558766409872655
1,6,stored,30.0,3.3540532661056206,2.8327568401058736,3.739824208483247,3.7710372900759643,4.370836145371757,2.825058046855653
1,6,stored,30.333333333333332,3.28790429466477,2.670610567951449,3.6643283494254932,3.614972048040195,3.969497866854871,2.5056630369558524
1,6,stored,30.666666666666664,3.5176053228679054,2.9277519119653705,3.9349191164024635,3.5757807096390817,4.310830318865681,2.389138757280655
1,6,stored,31.0,3.1068797768022547,2.80192783146938,3.682942940848086,3.307468620061945,4.317886338785316,2.601671620670041
1,6,stored,31.333333333333332,3.0756694379036,2.8324924955788178,3.53730669917162,3.005633467078751,4.031156581137482,2.686365622971659
1,6,stored,31.666666666666664,3.282487870142438,3.029565875824953,3.6614405257095446,3.2208947614266688,4.538404961925217,2.8466870550622834
1,6,stored,32.0,3.592979849525202,3.1311449155260687,4.047827839436174,3.8571295053650325,4.754716551514989,2.595825593479906
1,6,stored,32.33333333333333,3.0760095239137053,2.8049880692163787,3.559424715262863,3.2845119997829992,4.352236968639166,2.6981793034058863
1,6,stored,32.666666666666664,2.6539024480876288,2.3805699743837687,2.9167415492137465,2.6624015997533013,3.2172698571609613,2.3705433918419616
1,6,stored,33.0,2.551850763768183,2.2505490683055775,2.8506125392025696,2.786989806806999,3.2098527003922257,2.0254245365739147
1,6,stored,33.33333333333333,2.3932679498015954,2.154231571519931,2.6854734817609596,2.5773505976816162,3.1374665115001212,2.047130266244746
1,6,stored,33.666666666666664,2.2489624989993136,2.0040691453287613,2.5930183608455897,2.2816270048248324,2.8760082328913543,1.8343429794817585
1,6,stored,34.0,2.3038533408056576,2.040040552727195,2.5277390545098095,2.4104282997985953,2.8722292661482443,1.5066321198404182
1,6,stored,34.33333333333333,2.2868264049313893,2.090293488198197,2.5952783388270158,2.2984061538371954,3.125001749192595,1.885420855000331
1,6,stored,34.666666666666664,2.6330319685995507,2.2104349545569923,2.8661887875500884,2.79435048780031,3.218750046061734,2.082118909912334
1,6,stored,35.0,2.673976475076936,2.251510965211978,2.914915706299496,3.0454526162723874,2.9112357799443,2.038556864437324
1,6,stored,35.33333333333333,2.387729463200354,2.113357634135882,2.6313265009857103,2.5071875107275003,2.672993959762453,2.0173712527698786
1,6,stored,35.666666666666664,2.1691108743582013,1.8695296919042972,2.383854716980568,2.0674696587358303,2.7649510903571004,1.8478708448950127
1,6,stored,36.0,2.078376243190491,1.9540966867636635,2.3892208586094403,1.9751759760252632,2.9077799286366757,1.968617741563202
1,6,stored,36.33333333333333,1.8650708232282411,1.7232260526367327,2.210226807763725,2.034269221234802,2.3366566925419603,1.6838836268286927
1,6,stored,36.666666666666664,1.958849838191726,1.8118801765352333,2.2597672574722703,2.2917614786893017,2.2844966279182803,1.6143422894289277
1,6,stored,37.0,1.8101696811820254,1.6161392104232468,2.1025085359582856,2.003142313810459,1.9467783287050628,1.5422444282029746
1,6,stored,37.33333333333333,2.0616441596554544,1.9216149374883669,2.251813902084356,2.2949305705730785,2.5252309843531133,1.8257654249981397
1,6,stored,37.666666666666664,1.9667160281863525,1.7417871802256715,2.280080121407695,1.9766269772502274,2.4777503082586225,1.8350322748652363
1,6,stored,38.0,2.0034905238606004,1.7836814137987098,2.327005313219701,2.06275556124866,2.3258744306959556,1.6724983183166082
1,6,stored,38.33333333333333,2.0732378976503285,1.7992699199992892,2.376197946328673,1.9736760001513025,2.4877813132929325,1.7700634508544613
1,6,stored,38.666666666666664,1.7978720639544314,1.6687399084154864,2.1205518241101946,1.6087874198788246,1.9737506374699085,1.693228956882997
1,6,stored,39.0,1.9539781149678808,1.7263449434124314,2.185802996899754,1.6032548575583754,2.136357511135504,1.9880535894997813
1,6,stored,39.33333333333333,1.838874288282669,1.6243860330432296,2.0796719191241726,1.6986727883790698,2.172973619625448,1.6983045967575225
1,6,stored,39.666666666666664,1.881208701918889,1.6405936096364446,2.019481429464528,1.9850198127156933,2.0234867772602474,1.4467892815223988
1,6,stored,40.0,1.72376051179045,1.5794761405508295,1.9700170983799916,1.8395785764139938,1.970945636593335,1.4656075255437775
1,6,stored,40.33333333333333,1.4874239063335075,1.3706600518057153,1.6673473658186864,1.4892617653867282,1.7260436832713175,1.2415041607557287
1,6,stored,40.666666666666664,1.5398718512700023,1.367152369334456,1.7722616359646375,1.545506425229197,1.6792747338450957,1.1470487706448824
1,6,stored,41.0,1.725401599566108,1.5166289537264022,1.9980986849187543,1.6973636068726001,1.7441840619775475,1.3039108860398885
1,6,stored,41.33333333333333,1.608172702896728,1.4736028538657244,1.8509820169785403,1.5716311310516502,1.6881155050468402,1.331967721200754
1,6,stored,41.666666666666664,1.5066403195030633,1.290162583786882,1.928615316389915,1.5538505522703936,1.5521304623646475,1.1027359914539685
1,6,stored,42.0,1.4352852188994998,1.3489082081942694,1.7723568041890356,1.3793177765124356,1.5779010823052533,1.131388424954672
1,6,stored,42.33333333333333,1.619280645777541,1.5181546654272853,1.8382392179547777,1.5341823440522953,1.8854295621732917,1.4854557245365172
1,6,stored,42.666666666666664,1.7590923619821242,1.6269917115816366,1.9792520798144015,1.6289286067234898,2.033052686012311,1.6211810261560768
1,6,stored,43.0,1.691229406126602,1.5721270475873879,1.8878337934716551,1.6095115183200501,1.852729278536633,1.4397456857340858
1,6,stored,43.33333333333333,1.3811498748192783,1.2743637203716123,1.58694831991044,1.2250547455545213,1.5847578707770191,1.2957849047472805
1,6,stored,43.666666666666664,1.3489268638957825,1.2423797938751246,1.5407798326600697,1.1688230703486406,1.5437179069950082,1.2369504774444728
1,6,stored,44.0,1.302696870670756,1.16361594440849,1.4400925302698446,1.2799373304417323,1.4380446556357844,1.0503020855601242
1,6,stored,44.33333333333333,1.3340223853653177,1.1978575246172836,1.4482724507788103,1.3990555499653103,1.4112329371044976,1.1833031961022937
1,6,stored,44.666666666666664,1.5999529184170027,1.3689888288134295,1.6826246594144045,1.6303713026444684,1.8101309011043525,1.3614594446249493
1,6,stored,45.0,1.5837323966509138,1.371211080841719,1.7446400894667602,1.5704559328149927,1.8155002938680176,1.2710625357840055
1,6,stored,45.33333333333333,1.3948725258237191,1.315680210216693,1.5983555096857833,1.355395611717933,1.607060498393428,1.2776931883469298
1,6,stored,45.666666666666664,1.2105234957390234,1.1163671701095592,1.3783120031827392,1.1544235921746595,1.4102962582661946,1.1176919506685896
1,6,stored,46.0,1.3202994576934324,1.2001263967985243,1.5060709120424873,1.2788621902816903,1.6540159665787757,1.0776900409598709
1,6,stored,46.33333333333333,1.5187363317241838,1.4078067200618247,1.7130736175074528,1.4547568220179372,1.8297265960205444,1.4449117985968627
1,6,stored,46.666666666666664,1.3453689225582095,1.2742996244237055,1.5029993193459208,1.377461941525549,1.5620408674597799,1.273210640574718
1,6,stored,47.0,1.3033831621520315,1.1498601704186204,1.498540042493279,1.4820297448454882,1.4917303369470492,1.1519539013840507
1,6,stored,47.33333333333333,1.4636144698585543,1.2740953099952899,1.621017495334384,1.6004408283180687,1.61013854895291,1.3117865003624805
1,6,stored,47.666666666666664,1.3326966133254334,1.138229254621622,1.490912202341165,1.255029291332864,1.374409892775596,1.1105626698706539
1,6,stored,48.0,1.1132737295430668,0.9167794424238392,1.2885121044739098,1.0714004826296966,1.2881736324411046,0.8762414603712377
1,6,stored,48.33333333333333,1.2778357275050145,1.0789113422370984,1.423461245915231,1.273490963960491,1.4223418066284867,1.061133204979015
1,6,stored,48.666666666666664,1.344633461704552,1.1731642958591884,1.4601958942178344,1.3906686662318246,1.5810909140787972,1.1615441459902018
1,6,stored,49.0,1.210888587249893,1.0724360854873525,1.348726282095945,1.1839389209368678,1.4565954341815712,1.0491359978371313
1,6,stored,49.33333333333333,1.3074454169358676,1.1493543859863342,1.4215440382480362,1.2046379876196123,1.513309296248839,1.0702510611299325
1,6,stored,49.666666666666664,1.4567951669099257,1.2448579359672993,1.6123874853570395,1.3687582224534776,1.6504470898993517,1.2854114414692666
1,6,stored,50.0,1.3343296121377333,1.2105230708182662,1.5375857002590285,1.2177146094550715,1.6250486604445202,1.3266372071785517
1,6,stored,50.33333333333333,1.2243110217403415,1.093470631507684,1.4017084201903773,1.2537243953238546,1.5780839497431849,1.1301586934447103
1,6,stored,50.666666666666664,1.190062408039084,1.0340011829672358,1.4672835322877165,1.2805044486237698,1.6329622469290084,1.049555440333226
1,6,stored,51.0,1.120523633989577,0.9405797727950516,1.301983795995417,1.1883743644754785,1.5129242570694608,0.9085073878863404
1,6,stored,51.33333333333333,1.1858662738332129,1.0501585467684311,1.4143671279215666,1.3054447154416098,1.4649314731662157,0.9131501544806121
1,6,stored,51.666666666666664,1.051146898075692,0.9634396907554822,1.2734929334540332,1.0932810174662306,1.1985814665544745,0.852499427590699
1,6,stored,52.0,1.164943152395542,1.069814018788626,1.3320333868189758,1.1095556838478504,1.3057450602825973,1.0523481852286736
1,6,stored,52.33333333333333,1.3640320445501557,1.0365027274492864,1.4725903531651787,1.3298525341066458,1.5334787722434715,1.0389973925974307
1,6,stored,52.666666666666664,1.3724757940583738,1.0692910907684483,1.5076905994989913,1.3337295946687655,1.7251474487709666,1.1178339088044458
1,6,stored,53.0,1.0701853710583302,0.923842484069073,1.189232071335263,1.051485065397755,1.4211176422640655,0.9230710602391135
1,6,stored,53.33333333333333,1.1334971988055247,0.9418221651292302,1.2435817506768427,1.1799736302806751,1.3724631754193801,0.9551934640980502
1,6,stored,53.666666666666664,1.1172331134743625,0.9434110256966299,1.245639813042533,1.1487823837763809,1.3401367357638843,0.9803823076786183
1,6,stored,54.0,1.0051281391279363,0.8777486594576959,1.1760428795110807,1.0561911897710927,1.3094841943512574,0.9035970775028372
1,6,stored,54.33333333333333,0.9138400193891221,0.7623276426752537,1.035019060712226,0.9452533223461992,1.038586710885224,0.7537835487302267
1,6,stored,54.666666666666664,0.8310978801204625,0.7246914039795751,0.9528420566575775,0.7224063764340676,0.9571175809231628,0.7886687574499105
1,6,stored,55.0,0.8229750806826035,0.7223084736871626,0.9859535773515972,0.7084865939351075,1.0273725453183982,0.7304691192230086
1,6,stored,55.33333333333333,0.8558721201289488,0.7638972405722342,0.9671700120193322,0.7940536413183856,1.0525470303908806,0.7975019747331779
1,6,stored,55.666666666666664,0.9335898210970403,0.8388110813387715,1.1025716331058746,1.0246580357420656,1.2232228240325924,0.8919174272153122
1,6,stored,56.0,0.9612608780169543,0.8702768161800297,1.14816852975519,1.0449056649798019,1.3069116718124167,0.8818306165833274
1,6,stored,56.33333333333333,0.9744587569342407,0.903130809033898,1.1459529437524196,1.0073055651707536,1.2588951018891665,0.924383078893967
1,6,stored,56.666666666666664,0.9452560236434568,0.7939546303804816,1.089940482561111,0.9590384620605763,1.2320547737590466,0.8503376923631222
1,6,stored,57.0,1.0898595638859558,0.8245952542814595,1.1607063030661622,1.0921525019834937,1.30298762031337,0.8739896419606203
1,6,stored,57.33333333333333,0.9082383614235205,0.7197946421371059,0.9998619899252962,0.9377621806478641,1.1075648218689416,0.7272611800023945
1,6,stored,57.666666666666664,0.915056977592348,0.7412144632293091,1.0196672347279938,0.9673937077462053,1.0709319387802216,0.7102551876290554
1,6,stored,58.0,0.9504617793044134,0.7327766202745113,1.0523045905954391,1.0136584366839736,1.0249134200111212,0.7337932192690468
1,6,stored,58.33333333333333,0.8384464854804333,0.7432024049809111,0.9670758463364884,0.8944273620881,0.9988830672531475,0.721778631265664
1,6,stored,58.666666666666664,0.7921056808591111,0.7029915162441794,0.9211280306868188,0.7946994472808517,0.9916152364480046,0.7038284591652957
1,6,stored,59.0,0.8466096042759585,0.772725063662695,1.0288987088915733,0.8977053172066519,1.0887822524884143,0.7521090635697378
1,6,stored,59.33333333333333,0.7369841291592995,0.6680384620461707,0.9058668263310233,0.7922811994569415,0.9858219994896958,0.6180824008187615
1,6,stored,59.666666666666664,1.5038284636399801,0.9751286562458892,2.2556671472075127,1.0684566121443944,1.0972175810418274,0.6826481576281853
1,6,stored,60.0,3.3203048896445897,1.2488019064973659,5.658738741525031,1.639774144229811,1.1400338611621086,0.6301797909340325
1,6,stored,60.33333333333333,1.4817612008594492,0.9155394432041367,2.0194076076572665,1.1043051538114923,0.9973125949886381,0.6028138391150237
1,6,stored,60.666666666666664,0.7013210215675826,0.6020652929241159,0.8328394764569326,0.7195644274951187,0.8790168033601387,0.6251804065377833
1,6,stored,61.0,0.7470908202965337,0.626534398566269,0.8489226186663011,0.7736281356475699,0.9582365363473212,0.7033928322301574
1,6,stored,61.33333333333333,0.8534198455760542,0.7279941919839348,0.9408804780616343,0.9005709911299993,1.1544203438787928,0.7735960511880309
1,6,stored,61.666666666666664,0.6638900018100437,0.5830655782437415,0.7739346711965321,0.7374589609507886,0.9062525329939878,0.5772160903254974
1,6,stored,62.0,0.5831737677089681,0.4959504181158177,0.6848586078660979,0.6031356043858481,0.7225663302646949,0.41970631147920723
1,6,stored,62.33333333333333,0.5729082700640687,0.5010068979065891,0.6910352954496465,0.5556152062113875,0.7268788182386183,0.4478850891293784
1,6,stored,62.666666666666664,0.5301243720156299,0.46371213174929404,0.6312475881123851,0.5392516544294528,0.6855182994820656,0.47007903503200343
1,6,stored,63.0,0.5431932471061303,0.45264628860216294,0.62987472827619,0.5443069707177541,0.5980778453669982,0.4438827649593057
1,6,stored,63.33333333333333,0.6086232949006267,0.5243409902468643,0.6702362302114877,0.6040669161729616,0.6695505379842072,0.5085444177223468
1,6,stored,63.666666666666664,0.5587488795367415,0.4920457946914889,0.6172308730267679,0.5795682892724965,0.6695565933535431,0.4918803568225351
1,6,stored,64.0,0.5620581471111297,0.4717653161327887,0.6530667808724135,0.5793211361228826,0.6673765796569628,0.4721280069310074
1,6,stored,64.33333333333333,0.5240653364071499,0.4484700069690513,0.6106010514746465,0.5725493680892471,0.6662857373627826,0.4385436230871399
1,6,stored,64.66666666666666,0.4796997292644981,0.41843812429868754,0.5557045827495628,0.518469217073064,0.5934406919309355,0.37431319761427334
1,6,stored,65.0,0.44340273285054,0.38922308932684074,0.4979555392256605,0.4473416925081187,0.5855167722916041,0.3498315731828961
1,6,stored,65.33333333333333,0.5268285657986531,0.4425443286829494,0.631577943141237,0.5519466540232254,0.8094365033224289,0.46802963956589444
1,6,stored,65.66666666666666,0.5075406099430406,0.4213964241289933,0.6218292134851674,0.5455153782492889,0.7233995160242253,0.44551416723233345
1,6,stored,66.0,0.46239732943273404,0.39517833224624155,0.5125625836157027,0.4762609626200966,0.5715522794354367,0.39569609849095116
1,6,stored,66.33333333333333,0.4286810311606132,0.36386435082772683,0.48721723471641964,0.43345622624814817,0.503103292467739,0.3345255245704681
1,6,stored,66.66666666666666,0.44520123902888487,0.339971659158938,0.5010572326466846,0.47472114508274726,0.5418717716516176,0.3384996629516386
1,6,stored,67.0,0.43417173021580335,0.3447734611699116,0.5213614849194053,0.494788680225574,0.5526208765865773,0.37065028591964094
1,6,stored,67.33333333333333,0.4614892376679222,0.3963761188309402,0.5323871914643765,0.47037404922466264,0.6038317237152998,0.40742616125487485
1,6,stored,67.66666666666666,0.41844382416349146,0.377964779310281,0.4802418284013607,0.41587682673972554,0.5251544486102886,0.34941277111258073
1,6,stored,68.0,0.39252990112072494,0.34717994980753764,0.46306924725843535,0.44648094703944213,0.49584892682095766,0.32084725309786544
1,6,stored,68.33333333333333,0.3560089350801708,0.30234251531103645,0.40680948585391286,0.361808460794551,0.4293911520498774,0.2658192891392122
1,6,stored,68.66666666666666,0.30934898245248194,0.27651045476001784,0.37146351540183203,0.3299485345046077,0.352010450692398,0.24253200868140884
1,6,stored,69.0,0.29462430594325345,0.26864302137211393,0.3385148095229284,0.3113603012762692,0.32830431827715,0.23754379675924386
1,6,stored,69.33333333333333,0.3281373712331596,0.2905633226654789,0.37232841019289137,0.32254702639212873,0.3506323737837319,0.28064236206090387
1,6,stored,69.66666666666666,0.3261435491355147,0.2827864079169551,0.3730567166180017,0.34488108769175724,0.3699397625806542,0.2915506928603216
1,6,stored,70.0,0.2778127749600715,0.24129107569056807,0.35313810654644573,0.35372843369020207,0.36671587593959976,0.273410845266703
1,6,stored,70.33333333333333,0.25881936418564844,0.22869481203098707,0.31529490757793815,0.3002140481414222,0.34361310582871557,0.2445575036340602
1,6,stored,70.66666666666666,0.27135273109528124,0.23072801905486448,0.3188760836148179,0.2772902405507272,0.3375696269931993,0.25788274371971937
1,6,stored,71.0,0.28183584283243446,0.2429067242458388,0.3227992402961164,0.2831044516712814,0.3445501511851758,0.26341669670792367
