semantic_condition,channel,frequency_hz,time_seconds,trial_count,mean_change_percent,median_change_percent,q25_change_percent,q75_change_percent
both_fists_imagery,C3,6.0,-0.2,21,33.88933208323027,-28.51196511055137,-76.48194897177315,98.67614622230987
both_fists_imagery,C3,6.0,-0.175,21,25.15355203623335,-21.100191261238322,-58.651895601417685,76.22168253196065
both_fists_imagery,C3,6.0,-0.15,21,11.809045882060573,-14.900137525377655,-69.08099991453065,53.89854156302775
both_fists_imagery,C3,6.0,-0.125,21,-1.2932322488178787,-39.14312281738444,-71.42307241743883,43.855801346681005
both_fists_imagery,C3,6.0,-0.1,21,-9.769645001196775,-50.95577249489658,-67.4259291098033,41.57799782810303
both_fists_imagery,C3,6.0,-0.075,21,-10.889354199609759,-42.7707257044485,-72.24774095114343,17.500058777298356
both_fists_imagery,C3,6.0,-0.05,21,-5.428597508807627,-41.1448514937956,-78.07565516145739,14.700743876389552
both_fists_imagery,C3,6.0,-0.025,21,1.495701256351489,-38.29658721731761,-82.8250045700673,15.390975124299487
both_fists_imagery,C3,6.0,0.0,21,5.25898098313209,-41.66302440723971,-84.41578391021994,0.528193246895139
both_fists_imagery,C3,6.0,0.025,21,7.294661885769836,-51.809666570540735,-84.85455490111245,7.286760334687995
both_fists_imagery,C3,6.0,0.05,21,12.584598813903627,-33.62967867339338,-76.8065335749359,22.35213863797277
both_fists_imagery,C3,6.0,0.075,21,22.63209875688459,-6.757483285392657,-59.3707251131044,21.90249864726491
both_fists_imagery,C3,6.0,0.1,21,34.202431930894306,-2.76583088378549,-65.59406765097445,70.00998369462037
both_fists_imagery,C3,6.0,0.125,21,43.3752959981436,24.863954182138336,-57.11565663705661,103.77159093827201
both_fists_imagery,C3,6.0,0.15,21,47.39298256914027,28.787560161879018,-73.8661952841804,94.03502874491429
both_fists_imagery,C3,6.0,0.175,21,44.41732996875613,4.529669474971167,-74.00037734813303,98.70328893709231
both_fists_imagery,C3,6.0,0.2,21,35.225154559295916,-20.723205524107595,-68.26802481496425,120.63845738152348
both_fists_imagery,C3,6.0,0.225,21,24.632310822586923,-32.672224972756425,-61.859353245920296,81.639473966521
both_fists_imagery,C3,6.0,0.25,21,19.408134419686963,-20.868516507287772,-56.164915089666835,42.77737343529023
both_fists_imagery,C3,6.0,0.275,21,24.19466569773963,-8.40659909904464,-56.317959068900095,75.24702328065901
both_fists_imagery,C3,6.0,0.3,21,38.649828301328505,22.125503121981602,-49.28544160138836,71.71381204383565
both_fists_imagery,C3,6.0,0.325,21,58.37253749263938,43.53031208417672,-31.98919711472629,116.41813138860695
both_fists_imagery,C3,6.0,0.35,21,78.61048503421769,47.56589208784225,-14.857089700927515,182.07033846771773
both_fists_imagery,C3,6.0,0.375,21,96.61061560975926,45.625800308822406,1.3817320735756145,161.47391662035005
both_fists_imagery,C3,6.0,0.4,21,111.73642011989088,81.6482069441033,-3.7972059953576993,183.85450702072825
both_fists_imagery,C3,6.0,0.425,21,125.13874769127749,67.4993886403847,-0.23149049633358157,199.68158426400134
both_fists_imagery,C3,6.0,0.45,21,138.14526225624775,80.362109202465,-28.61924978115899,189.6786442024938
both_fists_imagery,C3,6.0,0.475,21,149.1137959940882,72.67515251475808,-45.31622655037924,252.98920695908674
both_fists_imagery,C3,6.0,0.5,21,152.9738592877925,70.22375034908042,-47.71447899565723,223.26882764555552
both_fists_imagery,C3,6.0,0.525,21,145.34449471340662,80.86953352833802,-49.435911536305326,189.15431056422443
both_fists_imagery,C3,6.0,0.55,21,126.00047380938659,52.06356026961827,-26.2998061246901,153.54934473188436
both_fists_imagery,C3,6.0,0.575,21,98.15158003233844,28.120595490332203,-39.35447102169812,131.84526589674536
both_fists_imagery,C3,6.0,0.6,21,66.66615034084508,27.53596756078495,-51.95356525386133,147.02096136268273
both_fists_imagery,C3,6.0,0.625,21,37.50251816372448,3.629580283474127,-57.784574120433554,81.00686645919798
both_fists_imagery,C3,6.0,0.65,21,16.375934108759964,-14.775049326814319,-53.57878882814352,60.13438991665004
both_fists_imagery,C3,6.0,0.675,21,5.953485398221184,-31.20295225309997,-72.37650919384856,60.84746776974737
both_fists_imagery,C3,6.0,0.7,21,5.160409865883021,-37.97851566893402,-73.46364399355554,72.14143863455548
both_fists_imagery,C3,6.0,0.725,21,11.636123386915816,-38.47259411395744,-85.7594340857519,74.51467655917357
both_fists_imagery,C3,6.0,0.75,21,22.298020264562723,-58.90451704224074,-75.64572532667151,78.33654999405142
both_fists_imagery,C3,6.0,0.775,21,31.652791803147444,-51.77995881155725,-75.36347093971543,96.5914287342603
both_fists_imagery,C3,6.0,0.8,21,33.78482779824545,-31.653762020582505,-70.51528096810272,108.00022657628617
both_fists_imagery,C3,6.0,0.825,21,26.917149124297083,-30.6996130981875,-67.03253627867437,63.934022444534804
both_fists_imagery,C3,6.0,0.85,21,14.012757776355224,-44.25292674338308,-60.5593021105993,64.6494867681163
both_fists_imagery,C3,6.0,0.875,21,-0.1667395264928527,-45.66239559690397,-62.82161313489628,58.19557677503951
both_fists_imagery,C3,6.0,0.9,21,-10.909250190981089,-45.01512873186371,-80.18203592260419,27.473922574622126
both_fists_imagery,C3,6.0,0.925,21,-14.050780520835376,-53.114488315510734,-84.63159191615036,9.757942581997959
both_fists_imagery,C3,6.0,0.95,21,-7.268121113651102,-55.08100279088185,-76.19272661023709,52.279621771460675
both_fists_imagery,C3,6.0,0.975,21,8.354735863992477,-33.0584147337855,-78.2601626536287,35.6271642382064
both_fists_imagery,C3,6.0,1.0,21,28.336491801332585,12.482263673666775,-62.974363578930515,51.571411087651164
both_fists_imagery,C3,6.0,1.025,21,46.26202712053788,-0.7161317120953747,-36.78903389163341,105.5300909652089
both_fists_imagery,C3,6.0,1.05,21,55.852797942631426,14.079025124641259,-36.71966605418233,103.03198510350222
both_fists_imagery,C3,6.0,1.075,21,53.83867820985644,10.682748443932148,-49.78815623937123,92.59676445495185
both_fists_imagery,C3,6.0,1.1,21,42.5375672214996,-3.260381070198625,-68.01715575903707,48.88999615057452
both_fists_imagery,C3,6.0,1.125,21,29.240002941913332,-51.732467172404576,-64.88011358345196,49.951533898409274
both_fists_imagery,C3,6.0,1.15,21,21.774143099161964,-20.558474090842058,-76.82891808578275,18.617286730399538
both_fists_imagery,C3,6.0,1.175,21,23.341843720239606,-19.533116933741066,-79.98339551699492,49.58085213153017
both_fists_imagery,C3,6.0,1.2,21,30.305935825273536,-21.13529221523573,-59.968212765181676,95.92417306013215
both_fists_imagery,C3,6.0,1.225,21,34.86773440566768,-25.144012763151686,-55.5475911176543,103.10404083841355
both_fists_imagery,C3,6.0,1.25,21,30.9197906161561,-15.998333913377177,-62.66278501042353,75.66372215619795
both_fists_imagery,C3,6.0,1.275,21,17.912516896441087,-29.514521198872107,-57.825292783392506,54.174148157348064
both_fists_imagery,C3,6.0,1.3,21,0.28906043701441947,-29.1406009634001,-57.87639698531422,7.6797893709936425
both_fists_imagery,C3,6.0,1.325,21,-15.43083182030693,-42.414136805221325,-63.00932251730649,2.1669183853980893
both_fists_imagery,C3,6.0,1.35,21,-23.86722504473733,-45.11942635666406,-79.63188592821689,19.818677608302867
both_fists_imagery,C3,6.0,1.375,21,-22.688480799659303,-48.7370991199911,-71.62078965130983,24.28246339968794
both_fists_imagery,C3,6.0,1.4,21,-12.694969013325997,-28.53560761715595,-69.90241315941851,30.86479232116067
both_fists_imagery,C3,6.0,1.425,21,2.4054170754108206,-19.47840734832421,-56.72363219584924,53.396666023469976
both_fists_imagery,C3,6.0,1.45,21,17.02759269895034,-5.833077869047434,-58.81571139760287,36.46799513397703
both_fists_imagery,C3,6.0,1.475,21,26.7702983998106,-3.6214089414387782,-66.67957553411082,38.04633865232624
both_fists_imagery,C3,6.0,1.5,21,30.673929686256812,-27.06082475787844,-63.33261541757216,80.36438452780683
both_fists_imagery,C3,6.0,1.525,21,30.11516910220551,-43.06388632624504,-67.33142382919203,85.40931592818698
both_fists_imagery,C3,6.0,1.55,21,26.85500891798735,-29.008767485212886,-61.895324119275784,52.75005355083661
both_fists_imagery,C3,6.0,1.575,21,22.909951332825976,-25.49541049464716,-69.84315568978316,61.72132996486339
both_fists_imagery,C3,6.0,1.6,21,20.70219157028803,-7.078201213125644,-61.246386685127526,49.36268124309136
both_fists_imagery,C3,6.0,1.625,21,21.838177084144935,-1.6930961353437053,-39.91287595191842,32.86578444092011
both_fists_imagery,C3,6.0,1.65,21,25.621606607057753,10.730143018583632,-65.34839299987686,50.21665806977344
both_fists_imagery,C3,6.0,1.675,21,28.9885110601238,14.826032956501248,-77.12965791524724,55.80263118779056
both_fists_imagery,C3,6.0,1.7,21,28.57323423189538,-9.68841896736343,-82.41176250464325,59.77769648219064
both_fists_imagery,C3,6.0,1.725,21,23.354601657551576,-28.593664768801272,-62.40807553193777,61.604239819742574
both_fists_imagery,C3,6.0,1.75,21,15.36072623714292,-45.83618744596511,-78.57588118994849,62.506014647507605
both_fists_imagery,C3,6.0,1.775,21,7.898093461645983,-31.840630137616486,-85.80833959765641,32.328687330580266
both_fists_imagery,C3,6.0,1.8,21,2.84141319906662,-35.625545893916325,-70.92392824521623,6.878017371268793
both_fists_imagery,C3,6.0,1.825,21,-0.20273911800160385,-49.814622051299594,-71.07279853018743,31.923295500008983
both_fists_imagery,C3,6.0,1.85,21,-1.8821440271711414,-48.98532033186703,-74.87964172845896,67.49620912631046
both_fists_imagery,C3,6.0,1.875,21,-1.1416536465870895,-42.09478062734399,-81.7358090818255,57.013379293338474
both_fists_imagery,C3,6.0,1.9,21,4.119776035851817,-35.43598297636564,-75.45341028848853,48.44842121072036
both_fists_imagery,C3,6.0,1.925,21,14.763859476409525,-27.578323846573998,-60.50074238255489,47.33151489119418
both_fists_imagery,C3,6.0,1.95,21,29.013500354777783,-9.37171003214211,-58.507885807048716,39.95745088369177
both_fists_imagery,C3,6.0,1.975,21,43.21433328024163,-16.308965339899864,-65.17590747631196,101.30317420228288
both_fists_imagery,C3,6.0,2.0,21,53.827857676377484,-30.137865603089367,-56.03109823981051,121.56895087215908
both_fists_imagery,C3,6.0,2.025,21,58.828537468967376,-36.72588669167898,-52.38806618143261,121.88042690175828
both_fists_imagery,C3,6.0,2.05,21,58.16279781994034,-35.53769488409365,-59.825433186009064,87.21252918030316
both_fists_imagery,C3,6.0,2.075,21,53.81145638475211,-14.629130303585214,-74.49443124254839,87.100395692755
both_fists_imagery,C3,6.0,2.1,21,49.07405048402655,-17.136928205712444,-64.13676470360022,82.09288076284057
both_fists_imagery,C3,6.0,2.125,21,46.507160177648366,-38.941469871660104,-77.19307720641666,80.37148076534731
both_fists_imagery,C3,6.0,2.15,21,45.455327051646286,-33.07539739898303,-67.68537834353882,88.08571271085053
both_fists_imagery,C3,6.0,2.175,21,42.712444445131204,-16.626763689228166,-76.46004410048992,93.00692183324041
both_fists_imagery,C3,6.0,2.2,21,37.04715771032421,-11.234912952240881,-60.83218954805487,83.75625225893928
both_fists_imagery,C3,6.0,2.225,21,31.316827963929068,-38.0857084323303,-65.71778976083213,66.28870301481068
both_fists_imagery,C3,6.0,2.25,21,28.986260493161964,-33.6223381767649,-62.09472990304995,64.30152576534039
both_fists_imagery,C3,6.0,2.275,21,30.035670448426714,-16.90069362604669,-76.7123068195938,80.07299929534588
both_fists_imagery,C3,6.0,2.3,21,30.502765799599956,-9.717929693525639,-87.79346937293342,74.79834495774304
both_fists_imagery,C3,6.0,2.325,21,25.631350916967385,-14.370433847821147,-77.87106251085744,43.46725778095636
both_fists_imagery,C3,6.0,2.35,21,14.031419209060099,-24.485730710581514,-56.33153223942645,42.241309841582925
both_fists_imagery,C3,6.0,2.375,21,-1.0526024876845894,-22.32692614971693,-81.07466910888927,6.07207405830252
both_fists_imagery,C3,6.0,2.4,21,-14.418843410632183,-30.58492718054174,-86.47425521749274,-4.111370812495777
both_fists_imagery,C3,6.0,2.425,21,-22.6416859290588,-56.86115535217379,-86.78855218201788,7.220197838426954
both_fists_imagery,C3,6.0,2.45,21,-25.813815837062695,-52.113656806935445,-84.96824350196536,-13.715147727438985
both_fists_imagery,C3,6.0,2.475,21,-26.15698362047262,-52.358042321994276,-81.11165969001127,2.1048681223115646
both_fists_imagery,C3,6.0,2.5,21,-24.870573792579982,-42.325813538901386,-85.42295252729436,17.818802140725573
both_fists_imagery,C3,6.0,2.525,21,-20.29173607973922,-22.4954549333386,-81.88890434124376,-3.6303564607034255
both_fists_imagery,C3,6.0,2.55,21,-9.38358775740411,-39.316037761888694,-71.52339704166401,16.864931599102302
both_fists_imagery,C3,6.0,2.575,21,8.161951512169153,-40.69160507972909,-68.55631866357818,58.38656176195602
both_fists_imagery,C3,6.0,2.6,21,27.5814704264323,-22.897847767285718,-75.48085834126668,94.81953972249238
both_fists_imagery,C3,6.0,2.625,21,42.48086365206055,-10.6361708652212,-81.57042461919505,111.3592669419681
both_fists_imagery,C3,6.0,2.65,21,50.56047799795488,-31.28655103874613,-76.69047759407746,106.174254887903
both_fists_imagery,C3,6.0,2.675,21,54.37902794585675,-45.31082814426099,-64.03577441915255,66.6966089937667
both_fists_imagery,C3,6.0,2.7,21,56.50741541561776,-32.60606106358961,-67.0306588428128,40.7117441741386
both_fists_imagery,C3,6.0,2.725,21,55.76268438779204,-32.55681090688085,-58.861908669177964,58.674493852834715
both_fists_imagery,C3,6.0,2.75,21,49.234945013292084,-12.379489831031984,-34.167678809277746,16.47418909924787
both_fists_imagery,C3,6.0,2.775,21,36.44327779309115,0.6218181811461254,-34.21805008686774,53.21037146778803
both_fists_imagery,C3,6.0,2.8,21,20.149058731325162,-3.578039828227458,-60.25348161286076,56.61432718074384
both_fists_imagery,C3,6.0,2.825,21,4.3987543812129815,-19.704581782535538,-69.5041941896641,53.712289509597504
both_fists_imagery,C3,6.0,2.85,21,-7.579601511655974,-38.27683316848856,-58.98327239145234,42.51608322859889
both_fists_imagery,C3,6.0,2.875,21,-14.93927754777944,-53.26777796106204,-85.00092486630244,-5.737989111460527
both_fists_imagery,C3,6.0,2.9,21,-19.251246451339515,-62.824271639231014,-87.88192640121085,-6.3358455802541895
both_fists_imagery,C3,6.0,2.925,21,-22.317712418088934,-70.0069726060352,-89.82905437127195,-1.4828149174525391
both_fists_imagery,C3,6.0,2.95,21,-23.81576578109671,-73.533902952164,-90.34429933344632,-15.981977707550195
both_fists_imagery,C3,6.0,2.975,21,-21.552438958477147,-60.245231078658676,-88.15321720343034,-21.179004484765006
both_fists_imagery,C3,6.0,3.0,21,-13.578692115334682,-53.1943879543442,-83.77043174577449,17.92257477671682
both_fists_imagery,C3,6.0,3.025,21,0.41511254988032487,-57.15784692050498,-80.44957988442748,21.30272769361805
both_fists_imagery,C3,6.0,3.05,21,18.162720586350485,-68.12813167429391,-85.82692692606444,80.80812445428069
both_fists_imagery,C3,6.0,3.075,21,33.95516803268773,-62.72207302920532,-91.73570799175916,141.19728208038936
both_fists_imagery,C3,6.0,3.1,21,40.62338350992201,-40.15799923044557,-92.90690831880562,106.72191448198772
both_fists_imagery,C3,6.0,3.125,21,34.75744332236992,-17.64986634197264,-93.3059595928842,97.65832021842128
both_fists_imagery,C3,6.0,3.15,21,19.497845845961873,-21.685448163585132,-86.00317363722301,105.95149082122306
both_fists_imagery,C3,6.0,3.175,21,1.3562497183764162,-50.550586333632445,-85.58881753075107,98.75610376676747
both_fists_imagery,C3,6.0,3.2,21,-14.226291791433486,-52.955029778642434,-83.5330226662641,15.690596706336462
both_fists_imagery,C3,6.0,3.225,21,-23.642002588462724,-63.322239371428964,-87.77724288681078,21.405632405360148
both_fists_imagery,C3,6.0,3.25,21,-24.466598329527432,-58.128953112546185,-87.45291141178934,15.599966015641085
both_fists_imagery,C3,6.0,3.275,21,-17.0524454560643,-40.20533500673338,-72.72768963823653,15.81377845863236
both_fists_imagery,C3,6.0,3.3,21,-6.252590092523641,-21.204885362610703,-66.43909306182661,26.77109947896086
both_fists_imagery,C3,6.0,3.325,21,0.6983153942675704,-10.495768570047458,-63.33835842951961,12.118072956111066
both_fists_imagery,C3,6.0,3.35,21,-1.0787356320247143,-15.566242598000855,-70.47425078551139,37.27713341746519
both_fists_imagery,C3,6.0,3.375,21,-11.123152845157962,-26.79225418863004,-77.58489578921757,28.94592623216118
both_fists_imagery,C3,6.0,3.4,21,-24.21726128615231,-43.72233936002755,-80.51875312883159,8.516216126761762
both_fists_imagery,C3,6.0,3.425,21,-34.02933770427073,-56.9895189002433,-87.51591433392286,11.249749763285264
both_fists_imagery,C3,6.0,3.45,21,-37.59393917299484,-57.21460969490365,-85.87593242220933,-22.700959247510283
both_fists_imagery,C3,6.0,3.475,21,-36.269844405328726,-49.682882200310424,-79.8813385048932,-21.453613877946815
both_fists_imagery,C3,6.0,3.5,21,-32.39279625109104,-30.903709946048025,-65.33658412288504,-18.050249228094803
both_fists_imagery,C3,7.0,-1.5,21,-13.233129668300304,-26.378021519769806,-55.97586690006954,21.741231926977047
both_fists_imagery,C3,7.0,-1.475,21,-23.881982506134214,-29.184894533737648,-66.86448423369724,6.765659359859064
both_fists_imagery,C3,7.0,-1.45,21,-30.278728408112297,-57.82450054600781,-81.45929135097414,11.364908441315077
both_fists_imagery,C3,7.0,-1.425,21,-29.97186982557974,-59.82888768402741,-81.21137756565439,19.258991345673294
both_fists_imagery,C3,7.0,-1.4,21,-22.632186151352617,-45.57369659909715,-76.820909335703,-7.481152870264283
both_fists_imagery,C3,7.0,-1.375,21,-11.037340536694865,-62.706275035654826,-76.49077645556486,-19.56400989551887
both_fists_imagery,C3,7.0,-1.35,21,0.21338980375663702,-63.32679769926955,-78.65433341112197,30.269168851085688
both_fists_imagery,C3,7.0,-1.325,21,8.05027418585706,-54.470693662540505,-78.64368302905525,55.340320821739766
both_fists_imagery,C3,7.0,-1.3,21,12.555178954304722,-65.94472337016128,-88.44924635920351,48.19463770181622
both_fists_imagery,C3,7.0,-1.275,21,14.987659644516086,-58.40246278922139,-85.2287807745585,67.57681696958014
both_fists_imagery,C3,7.0,-1.25,21,15.854550231634077,-29.483009484072284,-73.61263929891837,69.8076559820334
both_fists_imagery,C3,7.0,-1.225,21,16.114212142917346,-30.873413753772876,-59.89097839937143,31.771911879671425
both_fists_imagery,C3,7.0,-1.2,21,18.424923516163172,-30.1525824150604,-54.596630603065414,43.29012404461336
both_fists_imagery,C3,7.0,-1.175,21,24.919369128753107,-15.04246532206791,-48.98828377124499,61.69903153501724
both_fists_imagery,C3,7.0,-1.15,21,33.92301285405299,-9.683184879572366,-32.26412683522448,63.11704218690365
both_fists_imagery,C3,7.0,-1.125,21,40.26733760823195,22.768238613753315,-48.75894854710317,75.79299194019988
both_fists_imagery,C3,7.0,-1.1,21,39.994035610246726,0.5892083742723685,-56.70642045545504,79.01647916841614
both_fists_imagery,C3,7.0,-1.075,21,34.936413658461284,24.124055066739693,-65.30534893440418,126.57444418000213
both_fists_imagery,C3,7.0,-1.05,21,31.710590736153076,11.980884607563917,-81.37968529919581,92.03812852074427
both_fists_imagery,C3,7.0,-1.025,21,36.07156387984581,-10.030343825642582,-80.64481693164629,92.40466161095928
both_fists_imagery,C3,7.0,-1.0,21,49.201468796630124,-22.152640862734728,-75.36815340692634,145.83096553183594
both_fists_imagery,C3,7.0,-0.975,21,68.39387900652929,-23.490973637218627,-64.10139074230979,184.18038141456236
both_fists_imagery,C3,7.0,-0.95,21,88.85932027765155,-14.648785520750405,-48.08395829893029,96.55919045645271
both_fists_imagery,C3,7.0,-0.925,21,104.62464327470487,0.20250570507827467,-17.31714450610983,169.94545623813653
both_fists_imagery,C3,7.0,-0.9,21,110.00208452647554,25.17391452737066,-18.039854530496953,127.12161675861917
both_fists_imagery,C3,7.0,-0.875,21,102.66208392843026,34.84940188175541,16.46355266488595,122.28409285844178
both_fists_imagery,C3,7.0,-0.85,21,84.98861278720223,41.82083756059722,-23.06375489347313,115.1865700067148
both_fists_imagery,C3,7.0,-0.825,21,61.40013496655204,15.07112252921012,-37.562876641436816,102.48650646508457
both_fists_imagery,C3,7.0,-0.8,21,36.27487574661823,28.42919936778115,-40.17544313990549,51.05739623876122
both_fists_imagery,C3,7.0,-0.775,21,15.604288861140706,-10.342645851281802,-50.245854282467704,66.1644745641128
both_fists_imagery,C3,7.0,-0.75,21,7.080613430574796,-9.292859136540768,-50.62673689166278,46.869663296498196
both_fists_imagery,C3,7.0,-0.725,21,14.5333579368741,-6.390708727628908,-44.03519062128314,58.10740954702337
both_fists_imagery,C3,7.0,-0.7,21,32.348289407516404,2.7421540169593643,-35.71157672396288,107.84301372259976
both_fists_imagery,C3,7.0,-0.675,21,47.70838957745444,22.67156002266412,-19.456258754910703,42.0283499742794
both_fists_imagery,C3,7.0,-0.65,21,49.71120186665526,12.65289891769903,-25.746192124521695,63.06712342806673
both_fists_imagery,C3,7.0,-0.625,21,36.65315371300718,11.863600304662222,-48.63270813878077,74.75447243286926
both_fists_imagery,C3,7.0,-0.6,21,15.404275366537801,-9.966500326133025,-48.631383046045684,50.89440954261257
both_fists_imagery,C3,7.0,-0.575,21,-4.832308324062782,-27.958768475899237,-71.22140885673339,19.068085753413133
both_fists_imagery,C3,7.0,-0.55,21,-18.274038763715645,-25.434283384327294,-77.93821709156782,17.220755483649747
both_fists_imagery,C3,7.0,-0.525,21,-24.09504960126683,-36.251674712913506,-76.5308078467938,-0.8477130270276733
both_fists_imagery,C3,7.0,-0.5,21,-24.052268910019997,-47.34750633696485,-65.79959060765192,6.966797664758822
both_fists_imagery,C3,7.0,-0.475,21,-19.645658662374274,-37.78357215111724,-59.679990813977724,26.32900139119605
both_fists_imagery,C3,7.0,-0.45,21,-11.719382289463592,-27.734476943093807,-64.90157821896317,38.86271528442699
