subject,run,channel,reference_state,valid_samples,valid_duration_seconds,excluded_tail_samples,excluded_tail_seconds,sampling_frequency_hz,nyquist_hz,welch_segment_seconds,welch_segment_samples,welch_overlap_samples,welch_overlap_fraction,welch_window,welch_average,remove_segment_dc,n_fft,zero_padding,frequency_bin_spacing_hz,welch_segment_count,very_low_lower_hz,very_low_upper_hz,very_low_power_uV2,total_power_1_45_hz_uV2,high_power_lower_hz,high_power_upper_hz,high_power_uV2,peak_frequency_1_45_hz,peak_psd_1_45_hz_uV2_per_hz
1,6,CP3,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,674.9500686949707,1626.9772684391141,45.0,79.66666666666666,24.071150343775,1.0,731.7844920365402
1,6,CP1,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,708.4969529409198,1702.3093591781178,45.0,79.66666666666666,24.195889146743134,1.0,808.3446234657798
1,6,CPz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,703.681410872457,1695.576089796068,45.0,79.66666666666666,25.401492980811643,1.0,839.4028122150538
1,6,CP2,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,598.3587395250844,1525.598067561276,45.0,79.66666666666666,24.35555599173438,1.0,750.605549755791
1,6,CP4,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,549.9354692810955,1391.367375212551,45.0,79.66666666666666,23.12787437131066,1.0,690.9041001396668
1,6,CP6,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,421.12291293321897,999.5815576570646,45.0,79.66666666666666,20.384329168650225,1.0,500.391071079299
1,6,Fp1,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,3618.7764695452415,3484.6185785527446,45.0,79.66666666666666,50.85382334387635,1.0,3638.976058781483
1,6,Fpz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,2889.4755558659385,2710.1183347922306,45.0,79.66666666666666,33.44059120959313,1.0,2914.4089983267295
1,6,Fp2,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,3081.4586723156544,2883.8627384172773,45.0,79.66666666666666,35.449714793185755,1.0,3207.0265986322097
1,6,AF7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,2881.5386577323916,3028.3030965796274,45.0,79.66666666666666,48.251747108461984,1.0,2904.3144861679334
1,6,AF3,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,2764.483351572663,2876.1510561947644,45.0,79.66666666666666,42.65805710393156,1.0,2755.7751450717747
1,6,AFz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1456.7794359726647,1859.1582592588825,45.0,79.66666666666666,21.80827574224515,1.0,1416.9240163401394
1,6,AF4,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1483.8421482942178,1756.3600411123373,45.0,79.66666666666666,20.973362567485516,1.0,1544.048824001399
1,6,AF8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,2228.5569675932566,2285.415288150728,45.0,79.66666666666666,49.93176691068428,1.0,2401.478719591705
1,6,F7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1381.0136245828016,1760.5776812679794,45.0,79.66666666666666,36.86237278269488,1.0,1331.3607352496556
1,6,F5,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1823.9124306478661,1986.3051236353092,45.0,79.66666666666666,31.667787511637727,1.0,1514.8284010109867
1,6,F3,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1173.3340684123236,1657.1000700857771,45.0,79.66666666666666,21.299724758008875,1.0,1115.1899681089133
1,6,F1,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1189.4736138908445,1824.8698411761095,45.0,79.66666666666666,24.50056252656145,1.0,1102.6414580488056
1,6,Fz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1140.751782770808,1816.0997000026641,45.0,79.66666666666666,24.929615017096868,1.0,1113.7514522912381
1,6,F2,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1028.6537209498597,1638.2920493250351,45.0,79.66666666666666,21.36743257340958,1.0,1039.4211882833
1,6,F4,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,993.2552754372905,1548.357922269249,45.0,79.66666666666666,22.27085418532448,1.0,996.1020475749309
1,6,F6,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,868.3954879789611,1279.808975989962,45.0,79.66666666666666,20.206231202267457,1.0,840.7441965407182
1,6,F8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,834.326032410091,968.9006433392715,45.0,79.66666666666666,21.380136926810515,1.0,790.5557578043097
1,6,FT7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,877.1853342154402,1355.0607033208753,45.0,79.66666666666666,30.1298035357869,1.0,789.4321836623516
1,6,FT8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,430.45977934434404,598.7871465784639,45.0,79.66666666666666,16.519383006369463,1.0,390.77037082269476
1,6,T7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,694.9048945054099,1247.1851177638732,45.0,79.66666666666666,23.21185106035894,1.0,619.3455512109101
1,6,T8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,379.47376270842375,702.6506164590664,45.0,79.66666666666666,66.74197215101843,1.0,392.8046097629392
1,6,T9,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,510.8771562802232,1122.4184596966115,45.0,79.66666666666666,26.236959750814485,1.0,492.28330804804847
1,6,T10,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,283.6734127727833,361.75310291768045,45.0,79.66666666666666,42.75834360615855,1.0,292.7539183701605
1,6,TP7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,638.0752521829863,1281.2132190438306,45.0,79.66666666666666,24.05419004327328,1.0,558.0662661572532
1,6,TP8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,411.1599527011266,633.9883034085941,45.0,79.66666666666666,20.207074200954178,1.0,395.50433183290244
1,6,P7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,596.0040997433871,1487.7615577017561,45.0,79.66666666666666,28.2991092973844,1.0,619.2163352716872
1,6,P5,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,633.520309661799,1587.8681551500163,45.0,79.66666666666666,23.888416578775,1.0,694.0516575154162
1,6,P3,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,667.6505511390292,1645.3018658419983,45.0,79.66666666666666,24.732455938267996,1.0,765.0119918378309
1,6,P1,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,711.0945880770821,1737.808027366589,45.0,79.66666666666666,26.42244980391918,1.0,859.3206904983622
1,6,Pz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,718.0912788118205,1733.2632937772867,45.0,79.66666666666666,26.22843982664311,1.0,894.4980688252036
1,6,P2,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,669.0770794458375,1609.3719741718933,45.0,79.66666666666666,27.83298491039022,1.0,826.8188461045343
1,6,P4,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,572.8752315546952,1436.3941864541143,45.0,79.66666666666666,28.13464879703218,1.0,711.3277490354236
1,6,P6,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,489.36694374560034,1176.270600163708,45.0,79.66666666666666,27.822489418445603,1.0,589.2630300126307
1,6,P8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,421.5209896342013,930.364728039572,45.0,79.66666666666666,30.35838821728709,1.0,486.9198768280432
1,6,PO7,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,615.3223423716306,1677.4595902532394,45.0,79.66666666666666,26.476324246667605,1.0,705.1944161178269
1,6,PO3,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,663.7902272145714,1721.3401983575538,45.0,79.66666666666666,26.47275122644925,1.0,778.5714421056377
1,6,POz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,718.7393721080532,1784.7835918494827,45.0,79.66666666666666,31.794665792307224,1.0,876.6480452382059
1,6,PO4,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,599.4424349176002,1547.285537360026,45.0,79.66666666666666,33.95450466553329,1.0,722.2957796739993
1,6,PO8,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,544.5265479226816,1496.804465793542,45.0,79.66666666666666,53.28695684272535,1.0,639.2682849118496
1,6,O1,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,625.4574018890478,1819.4538159474173,45.0,79.66666666666666,3.1758983925289677,1.0,755.2765315166499
1,6,Oz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,626.2792625235552,1769.2394059364692,45.0,79.66666666666666,5.647537378093951,1.0,743.0563976984753
1,6,O2,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,804.395277067907,1876.5991470989693,45.0,79.66666666666666,7.75222861003279,1.0,822.7519964257154
1,6,Iz,stored,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,535.3036490639267,1561.231872609857,45.0,79.66666666666666,10.230942301592453,1.0,563.2665125165282
1,6,FC5,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,141.39539606577978,306.6641524550593,45.0,79.66666666666666,20.508798257231835,1.0,132.5209977590263
1,6,FC3,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,89.40719992720466,276.7849584346007,45.0,79.66666666666666,16.76354959468099,1.0,77.31529886748035
1,6,FC1,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,94.83956210560603,304.7375300443087,45.0,79.66666666666666,17.616417013776818,1.0,90.36899869766127
1,6,FCz,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,149.7985870179907,395.1081668067417,45.0,79.66666666666666,19.279602496427753,1.0,147.92271757531304
1,6,FC2,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,93.88680215869962,308.8279522017593,45.0,79.66666666666666,15.359091222485477,1.0,100.14156123986591
1,6,FC4,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,62.58288322454762,257.7549539565365,45.0,79.66666666666666,12.507490152194531,1.0,66.79801563564224
1,6,FC6,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,103.44149277163736,291.1463209488362,45.0,79.66666666666666,12.506823357522174,1.0,105.4028059698029
1,6,C5,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,109.17219596557803,264.83510616979294,45.0,79.66666666666666,13.254278988644876,1.0,156.46493001888598
1,6,C3,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,63.22020206661098,235.72221365324862,45.0,79.66666666666666,12.363980987212093,1.0,69.79303499834175
1,6,C1,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,68.31575979355364,240.8592872855694,45.0,79.66666666666666,12.84664831152805,1.0,86.65338965316853
1,6,Cz,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,151.23567374807277,311.91218613406386,45.0,79.66666666666666,14.88213233462582,1.0,137.2356106637129
1,6,C2,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,160.93782895979837,281.1723961405874,45.0,79.66666666666666,12.553873606837442,1.0,120.41743627831237
1,6,C4,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,107.92307220232081,216.97358904952915,45.0,79.66666666666666,9.594084086546298,1.0,79.7778234189785
1,6,C6,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,122.7078905616129,257.08660573212114,45.0,79.66666666666666,12.934057898244738,1.0,103.0910330456052
1,6,CP5,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,144.4457962210393,273.20506286987296,45.0,79.66666666666666,10.324289831504345,1.0,131.37950636297907
1,6,CP3,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,139.64241785672186,249.0956593098535,45.0,79.66666666666666,8.79519821471916,1.0,131.79555509992707
1,6,CP1,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,146.1320349782458,259.50752084558553,45.0,79.66666666666666,9.508771511582328,1.0,150.99518366657622
1,6,CPz,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,199.3749726226299,301.2747551438286,45.0,79.66666666666666,9.720844582413845,1.0,188.71867028617092
1,6,CP2,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,186.20988613649865,254.07167340656665,45.0,79.66666666666666,8.536811249722886,1.0,152.31994169886914
1,6,CP4,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,195.72596960267788,254.1729983437717,45.0,79.66666666666666,8.117254329700005,1.0,139.17762558574842
1,6,CP6,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,215.80777206857525,262.13111711211906,45.0,79.66666666666666,7.940075091559344,1.0,127.86540579355176
1,6,Fp1,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1843.5697867770764,1804.4147341887583,45.0,79.66666666666666,32.13759977270419,1.0,1926.1072904862426
1,6,Fpz,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1357.3535340866724,1253.2002960233642,45.0,79.66666666666666,17.76269678018962,1.0,1387.663650451081
1,6,Fp2,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1512.284162070243,1434.7895203495634,45.0,79.66666666666666,21.27955251073081,1.0,1602.009318841235
1,6,AF7,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1288.1575941798415,1421.0536756929423,45.0,79.66666666666666,28.283458511462197,1.0,1387.4273592456343
1,6,AF3,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1190.3880939907376,1289.2986760837182,45.0,79.66666666666666,23.810687713428855,1.0,1261.6157695703203
1,6,AFz,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,416.7069851581579,491.7613115963218,45.0,79.66666666666666,5.441608778949257,1.0,386.7884576182245
1,6,AF4,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,494.85040948138874,568.3880349026635,45.0,79.66666666666666,7.61511654132695,1.0,492.76847445335716
1,6,AF8,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,1077.276806210369,1155.2238486903689,45.0,79.66666666666666,39.83895650648243,1.0,1143.8384747893422
1,6,F7,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,372.31645549138466,600.4574847345797,45.0,79.66666666666666,19.088820717022724,1.0,369.525014082616
1,6,F5,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,596.0051500563684,629.652180130337,45.0,79.66666666666666,13.588788944043694,1.0,471.060039968983
1,6,F3,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,193.38892908807088,300.59551650136905,45.0,79.66666666666666,5.66262497657295,1.0,184.45810993794157
1,6,F1,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,235.24915600893712,385.03671812146274,45.0,79.66666666666666,6.602587693885028,1.0,207.59814276353222
1,6,Fz,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,258.3531677236814,399.398903868233,45.0,79.66666666666666,7.157441764054374,1.0,237.35033355159305
1,6,F2,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,218.7367349093497,346.7808272051456,45.0,79.66666666666666,5.716141969766887,1.0,197.09325426864248
1,6,F4,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,202.38773910025822,299.22587040114746,45.0,79.66666666666666,8.12478338261402,1.0,171.98087265635812
1,6,F6,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,213.01197319688805,433.8718155140075,45.0,79.66666666666666,9.927412774145255,1.0,211.9847169510861
1,6,F8,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,486.74995849183904,683.3062677956336,45.0,79.66666666666666,16.513337100173796,1.0,433.04338379513433
1,6,FT7,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,146.5052951331495,351.80319240179557,45.0,79.66666666666666,14.21228403760696,1.0,153.1127821559833
1,6,FT8,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,220.48023143896359,443.3556397511309,45.0,79.66666666666666,10.263260777620332,1.0,203.97146552415765
1,6,T7,average,19920,124.5,80,0.5,160.0,80.0,3.0,480,240,0.5,hann,mean,True,480,False,0.3333333333333333,82,0.3333333333333333,1.0,153.5147945411251,337.96991809527157,45.0,79.66666666666666,9.841393284004193,1.0,148.25977912458237
