subject,task,model,fold,test_run,training_runs,train_trial_keys,test_trial_keys,csp_fit_trial_keys,scaler_fit_trial_keys,lda_fit_trial_keys,test_run_absent_from_all_fit_stages
32,left_vs_right_fist_imagery,csp_4_empirical,2,8,4/12,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R12_T00/S032_R12_T01/S032_R12_T02/S032_R12_T03/S032_R12_T05/S032_R12_T06/S032_R12_T07/S032_R12_T08/S032_R12_T09/S032_R12_T10/S032_R12_T11/S032_R12_T12/S032_R12_T13,S032_R08_T00/S032_R08_T02/S032_R08_T03/S032_R08_T04/S032_R08_T05/S032_R08_T06/S032_R08_T07/S032_R08_T08/S032_R08_T09/S032_R08_T10/S032_R08_T11/S032_R08_T12/S032_R08_T13/S032_R08_T14,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R12_T00/S032_R12_T01/S032_R12_T02/S032_R12_T03/S032_R12_T05/S032_R12_T06/S032_R12_T07/S032_R12_T08/S032_R12_T09/S032_R12_T10/S032_R12_T11/S032_R12_T12/S032_R12_T13,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R12_T00/S032_R12_T01/S032_R12_T02/S032_R12_T03/S032_R12_T05/S032_R12_T06/S032_R12_T07/S032_R12_T08/S032_R12_T09/S032_R12_T10/S032_R12_T11/S032_R12_T12/S032_R12_T13,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R12_T00/S032_R12_T01/S032_R12_T02/S032_R12_T03/S032_R12_T05/S032_R12_T06/S032_R12_T07/S032_R12_T08/S032_R12_T09/S032_R12_T10/S032_R12_T11/S032_R12_T12/S032_R12_T13,True
32,left_vs_right_fist_imagery,csp_4_empirical,3,12,4/8,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R08_T00/S032_R08_T02/S032_R08_T03/S032_R08_T04/S032_R08_T05/S032_R08_T06/S032_R08_T07/S032_R08_T08/S032_R08_T09/S032_R08_T10/S032_R08_T11/S032_R08_T12/S032_R08_T13/S032_R08_T14,S032_R12_T00/S032_R12_T01/S032_R12_T02/S032_R12_T03/S032_R12_T05/S032_R12_T06/S032_R12_T07/S032_R12_T08/S032_R12_T09/S032_R12_T10/S032_R12_T11/S032_R12_T12/S032_R12_T13,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R08_T00/S032_R08_T02/S032_R08_T03/S032_R08_T04/S032_R08_T05/S032_R08_T06/S032_R08_T07/S032_R08_T08/S032_R08_T09/S032_R08_T10/S032_R08_T11/S032_R08_T12/S032_R08_T13/S032_R08_T14,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R08_T00/S032_R08_T02/S032_R08_T03/S032_R08_T04/S032_R08_T05/S032_R08_T06/S032_R08_T07/S032_R08_T08/S032_R08_T09/S032_R08_T10/S032_R08_T11/S032_R08_T12/S032_R08_T13/S032_R08_T14,S032_R04_T00/S032_R04_T01/S032_R04_T02/S032_R04_T03/S032_R04_T04/S032_R04_T05/S032_R04_T06/S032_R04_T07/S032_R04_T08/S032_R04_T09/S032_R04_T11/S032_R04_T12/S032_R04_T13/S032_R04_T14/S032_R08_T00/S032_R08_T02/S032_R08_T03/S032_R08_T04/S032_R08_T05/S032_R08_T06/S032_R08_T07/S032_R08_T08/S032_R08_T09/S032_R08_T10/S032_R08_T11/S032_R08_T12/S032_R08_T13/S032_R08_T14,True
33,left_vs_right_fist_imagery,spectral_baseline_6,1,4,8/12,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14,not_applicable,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,spectral_baseline_6,2,8,4/12,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,not_applicable,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,spectral_baseline_6,3,12,4/8,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,not_applicable,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,True
33,left_vs_right_fist_imagery,spectral_baseline_6,1,4,8/12,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14,not_applicable,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,spectral_baseline_6,2,8,4/12,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,not_applicable,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,spectral_baseline_6,3,12,4/8,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,not_applicable,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,True
33,left_vs_right_fist_imagery,csp_4_empirical,1,4,8/12,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,csp_4_empirical,2,8,4/12,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,csp_4_empirical,3,12,4/8,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R12_T00/S033_R12_T01/S033_R12_T02/S033_R12_T03/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T09/S033_R12_T10/S033_R12_T11/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T03/S033_R04_T04/S033_R04_T05/S033_R04_T06/S033_R04_T07/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T12/S033_R04_T13/S033_R04_T14/S033_R08_T00/S033_R08_T01/S033_R08_T02/S033_R08_T03/S033_R08_T04/S033_R08_T05/S033_R08_T06/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,True
33,left_vs_right_fist_imagery,csp_4_empirical,1,4,8/12,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
33,left_vs_right_fist_imagery,csp_4_empirical,2,8,4/12,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R08_T00/S033_R08_T02/S033_R08_T03/S033_R08_T05/S033_R08_T07/S033_R08_T08/S033_R08_T09/S033_R08_T10/S033_R08_T11/S033_R08_T12/S033_R08_T13/S033_R08_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,S033_R04_T00/S033_R04_T01/S033_R04_T02/S033_R04_T05/S033_R04_T08/S033_R04_T09/S033_R04_T10/S033_R04_T11/S033_R04_T13/S033_R04_T14/S033_R12_T01/S033_R12_T02/S033_R12_T04/S033_R12_T05/S033_R12_T06/S033_R12_T07/S033_R12_T08/S033_R12_T10/S033_R12_T12/S033_R12_T13/S033_R12_T14,True
