subject,subject_role,run,semantic_condition,channel,frequency_band,trial_count,median_change_percent,iqr_change_percentage_points,negative_trial_count,negative_trial_fraction,run_direction
2,replication_1,10,both_feet_imagery,C3,mu,7,25.34383280160217,127.74486437573026,3,0.42857142857142855,positive
2,replication_1,14,both_feet_imagery,C3,mu,7,17.92311538447369,84.33933850125663,3,0.42857142857142855,positive
2,replication_1,6,both_feet_imagery,Cz,mu,7,-34.71629632122351,24.372285747421664,6,0.8571428571428571,negative
2,replication_1,10,both_feet_imagery,Cz,mu,7,15.201811809966134,42.45636678178976,3,0.42857142857142855,positive
2,replication_1,14,both_feet_imagery,Cz,mu,7,38.32749360756213,75.61580063587914,3,0.42857142857142855,positive
2,replication_1,6,both_feet_imagery,C4,mu,7,-31.999802384198127,85.83152637314426,4,0.5714285714285714,negative
2,replication_1,10,both_feet_imagery,C4,mu,7,-5.45688401421345,36.26653874729793,5,0.7142857142857143,negative
2,replication_1,14,both_feet_imagery,C4,mu,7,-21.399114863567604,68.60584350269579,4,0.5714285714285714,negative
2,replication_1,6,both_feet_imagery,Cz,beta,7,-19.25751119843201,22.75034396692222,6,0.8571428571428571,negative
2,replication_1,10,both_feet_imagery,Cz,beta,7,-25.312535467031644,19.940726076095615,6,0.8571428571428571,negative
2,replication_1,14,both_feet_imagery,Cz,beta,7,-60.165942213136496,13.124413849667931,7,1.0,negative
3,replication_1,6,both_fists_imagery,C4,central_12_13,7,-38.11067334350187,51.25165030301673,5,0.7142857142857143,negative
3,replication_1,10,both_fists_imagery,C4,central_12_13,7,14.978313190620588,26.820360359778196,2,0.2857142857142857,positive
3,replication_1,14,both_fists_imagery,C4,central_12_13,7,9.093967415132898,103.26576761189872,3,0.42857142857142855,positive
3,replication_1,6,both_fists_imagery,C3,central_12_13,7,-17.955707741459424,38.97218010720368,4,0.5714285714285714,negative
3,replication_1,10,both_fists_imagery,C3,central_12_13,7,4.473211007139475,103.01340058581657,0,0.0,positive
3,replication_1,14,both_fists_imagery,C3,central_12_13,7,10.207652585176197,44.505001855611866,3,0.42857142857142855,positive
3,replication_1,6,both_fists_imagery,C3,mu,7,-18.892453689095902,26.750574980132683,5,0.7142857142857143,negative
3,replication_1,10,both_fists_imagery,C3,mu,7,40.16040627384857,38.752375064610966,1,0.14285714285714285,positive
3,replication_1,14,both_fists_imagery,C3,mu,7,-11.703661898898288,78.91030116853014,4,0.5714285714285714,negative
3,replication_1,6,both_fists_imagery,C4,mu,7,-37.111499239344774,40.1228604439852,6,0.8571428571428571,negative
3,replication_1,10,both_fists_imagery,C4,mu,7,-7.228273684099124,55.790765832451264,4,0.5714285714285714,negative
3,replication_1,14,both_fists_imagery,C4,mu,7,1.4160355917400402,64.35342114446419,3,0.42857142857142855,positive
3,replication_1,6,both_fists_imagery,Cz,mu,7,-6.64609147949189,73.71934639889095,4,0.5714285714285714,negative
3,replication_1,10,both_fists_imagery,Cz,mu,7,9.140387582288536,47.82877973898985,2,0.2857142857142857,positive
3,replication_1,14,both_fists_imagery,Cz,mu,7,41.064179240108395,108.46161059154123,2,0.2857142857142857,positive
3,replication_1,6,both_fists_imagery,Cz,beta,7,-5.436665241730018,30.063513851208413,4,0.5714285714285714,negative
3,replication_1,10,both_fists_imagery,Cz,beta,7,-13.60450147772839,31.407356689956885,4,0.5714285714285714,negative
3,replication_1,14,both_fists_imagery,Cz,beta,7,2.8047600541897553,39.52561704052229,3,0.42857142857142855,positive
3,replication_1,6,both_feet_imagery,C3,central_12_13,8,16.34871608773681,51.545430363878474,3,0.375,positive
3,replication_1,10,both_feet_imagery,C3,central_12_13,8,38.46240971005138,37.61576038065563,1,0.125,positive
3,replication_1,14,both_feet_imagery,C3,central_12_13,8,18.585387057446773,56.76633291513426,3,0.375,positive
3,replication_1,6,both_feet_imagery,C4,central_12_13,8,-6.213643447044954,120.60983199842795,5,0.625,negative
3,replication_1,10,both_feet_imagery,C4,central_12_13,8,19.94659641953904,165.4245619896884,2,0.25,positive
3,replication_1,14,both_feet_imagery,C4,central_12_13,8,12.622386059528598,93.09004609252952,3,0.375,positive
3,replication_1,6,both_feet_imagery,C3,mu,8,11.137636442413086,45.873836016447285,3,0.375,positive
3,replication_1,10,both_feet_imagery,C3,mu,8,-3.113411003889234,25.395449890451957,5,0.625,negative
3,replication_1,14,both_feet_imagery,C3,mu,8,-12.364530169063766,33.91612872554769,5,0.625,negative
3,replication_1,6,both_feet_imagery,Cz,mu,8,-1.104362434683369,21.349551512532422,4,0.5,negative
3,replication_1,10,both_feet_imagery,Cz,mu,8,15.167401979713308,13.911710721822676,0,0.0,positive
3,replication_1,14,both_feet_imagery,Cz,mu,8,-17.798667422943144,51.5617075630775,5,0.625,negative
3,replication_1,6,both_feet_imagery,C4,mu,8,-18.221082216790965,42.51650609813946,5,0.625,negative
3,replication_1,10,both_feet_imagery,C4,mu,8,43.38177635049195,67.80621293548016,3,0.375,positive
3,replication_1,14,both_feet_imagery,C4,mu,8,-4.693081712540377,74.22009100941786,5,0.625,negative
3,replication_1,6,both_feet_imagery,Cz,beta,8,-9.185059775316791,15.842531694332967,6,0.75,negative
3,replication_1,10,both_feet_imagery,Cz,beta,8,29.046644551459984,11.103418166910565,0,0.0,positive
3,replication_1,14,both_feet_imagery,Cz,beta,8,29.862713186020976,64.8727881383873,1,0.125,positive
4,replication_1,6,both_fists_imagery,C4,central_12_13,8,-23.355461623855724,60.71192840919063,6,0.75,negative
4,replication_1,10,both_fists_imagery,C4,central_12_13,7,-58.222776780217444,24.93509363331134,7,1.0,negative
4,replication_1,14,both_fists_imagery,C4,central_12_13,7,-59.36839296645069,25.10627245951855,7,1.0,negative
4,replication_1,6,both_fists_imagery,C3,central_12_13,8,-71.40523027867367,12.298683399121956,8,1.0,negative
4,replication_1,10,both_fists_imagery,C3,central_12_13,7,-52.56635543449432,35.510794875428616,6,0.8571428571428571,negative
4,replication_1,14,both_fists_imagery,C3,central_12_13,7,-53.82735695157583,41.31006095276571,6,0.8571428571428571,negative
4,replication_1,6,both_fists_imagery,C3,mu,8,-64.447968753172,22.17620914517738,7,0.875,negative
4,replication_1,10,both_fists_imagery,C3,mu,7,-54.192955722137604,16.037473371412204,7,1.0,negative
4,replication_1,14,both_fists_imagery,C3,mu,7,-54.07731922396225,49.78464824372331,5,0.7142857142857143,negative
4,replication_1,6,both_fists_imagery,C4,mu,8,-32.09028170562683,71.85518519818626,6,0.75,negative
4,replication_1,10,both_fists_imagery,C4,mu,7,-48.342687593302344,42.9352456301327,7,1.0,negative
4,replication_1,14,both_fists_imagery,C4,mu,7,-40.22224493825926,14.751430523132747,7,1.0,negative
4,replication_1,6,both_fists_imagery,Cz,mu,8,-33.36802534450297,49.756084827808294,6,0.75,negative
4,replication_1,10,both_fists_imagery,Cz,mu,7,-39.11235061271779,38.966314919920976,7,1.0,negative
4,replication_1,14,both_fists_imagery,Cz,mu,7,-51.57013445809889,18.27322836589167,7,1.0,negative
4,replication_1,6,both_fists_imagery,Cz,beta,8,-60.76588209517813,28.46516706547017,8,1.0,negative
4,replication_1,10,both_fists_imagery,Cz,beta,7,-32.402643670612164,33.87250882736901,6,0.8571428571428571,negative
4,replication_1,14,both_fists_imagery,Cz,beta,7,-40.97174086813177,65.92718664583506,4,0.5714285714285714,negative
4,replication_1,6,both_feet_imagery,C3,central_12_13,7,-54.55835945133505,52.966424317942234,6,0.8571428571428571,negative
4,replication_1,10,both_feet_imagery,C3,central_12_13,8,-0.4105224614749994,33.502303006896724,4,0.5,negative
4,replication_1,14,both_feet_imagery,C3,central_12_13,8,-17.423976401900596,40.5644696129952,6,0.75,negative
4,replication_1,6,both_feet_imagery,C4,central_12_13,7,-60.97821742523999,15.154682148554876,6,0.8571428571428571,negative
4,replication_1,10,both_feet_imagery,C4,central_12_13,8,-27.36676851115032,39.61868548673351,6,0.75,negative
4,replication_1,14,both_feet_imagery,C4,central_12_13,8,-45.52083391060144,34.73112126468,6,0.75,negative
4,replication_1,6,both_feet_imagery,C3,mu,7,-48.18202920960372,51.15637702333572,5,0.7142857142857143,negative
4,replication_1,10,both_feet_imagery,C3,mu,8,-13.464644646584299,35.693304752941295,5,0.625,negative
4,replication_1,14,both_feet_imagery,C3,mu,8,-41.03655824116373,31.736280565529754,6,0.75,negative
4,replication_1,6,both_feet_imagery,Cz,mu,7,-41.22776391999687,24.159776885804682,7,1.0,negative
4,replication_1,10,both_feet_imagery,Cz,mu,8,-48.61857922092247,9.18811682814787,8,1.0,negative
4,replication_1,14,both_feet_imagery,Cz,mu,8,-64.68931742229255,24.335262065567406,8,1.0,negative
4,replication_1,6,both_feet_imagery,C4,mu,7,-62.859905706848295,20.341178594920933,6,0.8571428571428571,negative
4,replication_1,10,both_feet_imagery,C4,mu,8,-27.98143677066018,48.07795751992704,5,0.625,negative
4,replication_1,14,both_feet_imagery,C4,mu,8,-47.220307585662276,21.605039745284984,7,0.875,negative
4,replication_1,6,both_feet_imagery,Cz,beta,7,-62.56821059485555,25.720831321584512,7,1.0,negative
4,replication_1,10,both_feet_imagery,Cz,beta,8,-61.07432078468801,18.6519474452068,8,1.0,negative
4,replication_1,14,both_feet_imagery,Cz,beta,8,-53.27263623863091,27.484256143861465,8,1.0,negative
5,replication_1,6,both_fists_imagery,C4,central_12_13,7,-24.431410360479397,36.60820339323124,5,0.7142857142857143,negative
5,replication_1,10,both_fists_imagery,C4,central_12_13,8,-5.6235279323013945,34.34319711124597,5,0.625,negative
5,replication_1,14,both_fists_imagery,C4,central_12_13,8,-15.421929427404798,100.96478961199317,4,0.5,negative
5,replication_1,6,both_fists_imagery,C3,central_12_13,7,0.8642439347691191,48.76442732886315,3,0.42857142857142855,positive
5,replication_1,10,both_fists_imagery,C3,central_12_13,8,-38.70883698949426,43.372322043931675,7,0.875,negative
5,replication_1,14,both_fists_imagery,C3,central_12_13,8,-28.017695480609454,83.78136442192346,6,0.75,negative
5,replication_1,6,both_fists_imagery,C3,mu,7,-5.065231991337829,43.858319309698196,4,0.5714285714285714,negative
5,replication_1,10,both_fists_imagery,C3,mu,8,-34.5506742598158,23.80357641859434,7,0.875,negative
5,replication_1,14,both_fists_imagery,C3,mu,8,0.5809003932864008,36.32710444651828,4,0.5,positive
5,replication_1,6,both_fists_imagery,C4,mu,7,9.072772412077008,64.12687947360612,3,0.42857142857142855,positive
5,replication_1,10,both_fists_imagery,C4,mu,8,5.5824289532479785,50.23957958169227,4,0.5,positive
5,replication_1,14,both_fists_imagery,C4,mu,8,-45.5411165384285,107.92504516825932,5,0.625,negative
5,replication_1,6,both_fists_imagery,Cz,mu,7,22.145243751754798,38.24687802062954,2,0.2857142857142857,positive
5,replication_1,10,both_fists_imagery,Cz,mu,8,-0.0768735569732093,32.85402223117604,4,0.5,negative
5,replication_1,14,both_fists_imagery,Cz,mu,8,10.212045956816299,62.12263808611897,4,0.5,positive
5,replication_1,6,both_fists_imagery,Cz,beta,7,-24.052011793689495,30.10310635782645,6,0.8571428571428571,negative
5,replication_1,10,both_fists_imagery,Cz,beta,8,-14.518386294978168,84.87565927983376,5,0.625,negative
5,replication_1,14,both_fists_imagery,Cz,beta,8,-23.83777881559748,40.65017639957839,7,0.875,negative
5,replication_1,6,both_feet_imagery,C3,central_12_13,8,-9.895823095715548,35.10037385180625,6,0.75,negative
5,replication_1,10,both_feet_imagery,C3,central_12_13,7,-26.9579375552016,73.07522234520155,5,0.7142857142857143,negative
5,replication_1,14,both_feet_imagery,C3,central_12_13,7,11.63393844543985,75.74704334005736,3,0.42857142857142855,positive
5,replication_1,6,both_feet_imagery,C4,central_12_13,8,17.516107816709734,93.51581284329866,3,0.375,positive
5,replication_1,10,both_feet_imagery,C4,central_12_13,7,-29.19010033223968,57.141804498719274,5,0.7142857142857143,negative
5,replication_1,14,both_feet_imagery,C4,central_12_13,7,-38.420032552145344,127.29965335567502,5,0.7142857142857143,negative
5,replication_1,6,both_feet_imagery,C3,mu,8,7.788437453186939,48.19191469455383,3,0.375,positive
5,replication_1,10,both_feet_imagery,C3,mu,7,-19.558595116127787,31.030662106215868,4,0.5714285714285714,negative
5,replication_1,14,both_feet_imagery,C3,mu,7,11.91323372558398,74.80104443848663,3,0.42857142857142855,positive
5,replication_1,6,both_feet_imagery,Cz,mu,8,14.924333603712853,56.8168783248597,2,0.25,positive
5,replication_1,10,both_feet_imagery,Cz,mu,7,-18.691950158846627,16.97374980577707,6,0.8571428571428571,negative
5,replication_1,14,both_feet_imagery,Cz,mu,7,38.7028436740488,121.35001582707574,2,0.2857142857142857,positive
5,replication_1,6,both_feet_imagery,C4,mu,8,3.1840832305449203,37.278135667573814,3,0.375,positive
5,replication_1,10,both_feet_imagery,C4,mu,7,-16.27041495660579,25.960732200962486,6,0.8571428571428571,negative
5,replication_1,14,both_feet_imagery,C4,mu,7,14.979040493393068,84.65870948117308,3,0.42857142857142855,positive
5,replication_1,6,both_feet_imagery,Cz,beta,8,-23.23282471978932,48.20169613199147,5,0.625,negative
5,replication_1,10,both_feet_imagery,Cz,beta,7,-21.50941941647213,48.47983656182926,5,0.7142857142857143,negative
5,replication_1,14,both_feet_imagery,Cz,beta,7,-59.43911932780094,68.07049911493459,5,0.7142857142857143,negative
6,replication_1,6,both_fists_imagery,C4,central_12_13,7,-29.592156353128598,47.80603016002228,5,0.7142857142857143,negative
6,replication_1,10,both_fists_imagery,C4,central_12_13,7,-44.51670315290188,47.85976665017823,5,0.7142857142857143,negative
6,replication_1,14,both_fists_imagery,C4,central_12_13,8,5.739466458346994,45.080208695145174,3,0.375,positive
6,replication_1,6,both_fists_imagery,C3,central_12_13,7,-21.748710427029636,38.08506071742331,5,0.7142857142857143,negative
6,replication_1,10,both_fists_imagery,C3,central_12_13,7,-14.04500511879864,50.21403630726753,5,0.7142857142857143,negative
6,replication_1,14,both_fists_imagery,C3,central_12_13,8,-25.642471878641356,67.10782916821844,5,0.625,negative
6,replication_1,6,both_fists_imagery,C3,mu,7,-30.774598595099462,34.82416179316508,5,0.7142857142857143,negative
6,replication_1,10,both_fists_imagery,C3,mu,7,-13.205248816729595,88.83319184626987,4,0.5714285714285714,negative
6,replication_1,14,both_fists_imagery,C3,mu,8,-5.5456889262093325,65.40410709098343,4,0.5,negative
6,replication_1,6,both_fists_imagery,C4,mu,7,-29.03876822094443,12.886443490018419,7,1.0,negative
6,replication_1,10,both_fists_imagery,C4,mu,7,-49.68016097667568,28.477991243920606,6,0.8571428571428571,negative
6,replication_1,14,both_fists_imagery,C4,mu,8,18.972057016859218,33.85523151650925,2,0.25,positive
6,replication_1,6,both_fists_imagery,Cz,mu,7,-14.026995877971064,23.66425538905922,5,0.7142857142857143,negative
6,replication_1,10,both_fists_imagery,Cz,mu,7,-21.888484587074803,34.10130012037462,5,0.7142857142857143,negative
6,replication_1,14,both_fists_imagery,Cz,mu,8,17.851415773825313,38.25278196156849,2,0.25,positive
6,replication_1,6,both_fists_imagery,Cz,beta,7,-9.084678983623512,47.92518890271755,4,0.5714285714285714,negative
6,replication_1,10,both_fists_imagery,Cz,beta,7,26.806881564242055,81.34631969639477,3,0.42857142857142855,positive
6,replication_1,14,both_fists_imagery,Cz,beta,8,13.25255851723467,58.22854907967363,3,0.375,positive
6,replication_1,6,both_feet_imagery,C3,central_12_13,8,-19.307634959654322,18.324039901872148,7,0.875,negative
6,replication_1,10,both_feet_imagery,C3,central_12_13,8,3.7906652387765543,52.298555568448215,4,0.5,positive
6,replication_1,14,both_feet_imagery,C3,central_12_13,7,-21.949079542496982,40.164220843311924,5,0.7142857142857143,negative
6,replication_1,6,both_feet_imagery,C4,central_12_13,8,-17.76223222960362,76.25598785881442,5,0.625,negative
6,replication_1,10,both_feet_imagery,C4,central_12_13,8,-0.6790112237037516,35.051429768756485,4,0.5,negative
6,replication_1,14,both_feet_imagery,C4,central_12_13,7,-31.537004193566293,63.13342915209394,4,0.5714285714285714,negative
6,replication_1,6,both_feet_imagery,C3,mu,8,-14.013559508923393,40.62324513369558,5,0.625,negative
6,replication_1,10,both_feet_imagery,C3,mu,8,0.762917243396985,31.856652926642774,4,0.5,positive
6,replication_1,14,both_feet_imagery,C3,mu,7,-27.08517327967965,52.41811215214358,5,0.7142857142857143,negative
6,replication_1,6,both_feet_imagery,Cz,mu,8,7.733187537489274,25.915920343938097,3,0.375,positive
6,replication_1,10,both_feet_imagery,Cz,mu,8,-12.399033031677597,45.03093512688261,5,0.625,negative
6,replication_1,14,both_feet_imagery,Cz,mu,7,-37.40894875149714,53.38061232163444,5,0.7142857142857143,negative
6,replication_1,6,both_feet_imagery,C4,mu,8,-11.070505743242887,38.69810771801454,5,0.625,negative
6,replication_1,10,both_feet_imagery,C4,mu,8,5.212705060142833,63.79073150788621,3,0.375,positive
6,replication_1,14,both_feet_imagery,C4,mu,7,-36.02393831057347,30.205307669556603,5,0.7142857142857143,negative
6,replication_1,6,both_feet_imagery,Cz,beta,8,11.777383363525782,50.77968221924415,3,0.375,positive
6,replication_1,10,both_feet_imagery,Cz,beta,8,8.804624037481148,49.075748752385,3,0.375,positive
6,replication_1,14,both_feet_imagery,Cz,beta,7,-22.158935838364897,37.30188484957625,5,0.7142857142857143,negative
7,replication_1,6,both_fists_imagery,C4,central_12_13,7,-56.02051066499307,24.025862347893458,6,0.8571428571428571,negative
7,replication_1,10,both_fists_imagery,C4,central_12_13,8,-41.65257347092802,65.84296518835379,6,0.75,negative
7,replication_1,14,both_fists_imagery,C4,central_12_13,7,-49.9842376005536,64.58154125735726,5,0.7142857142857143,negative
7,replication_1,6,both_fists_imagery,C3,central_12_13,7,-47.22102390429989,41.303801581863496,7,1.0,negative
7,replication_1,10,both_fists_imagery,C3,central_12_13,8,-24.148653479875783,57.48561509052673,6,0.75,negative
7,replication_1,14,both_fists_imagery,C3,central_12_13,7,-51.87785532911557,35.29361835459406,7,1.0,negative
7,replication_1,6,both_fists_imagery,C3,mu,7,-42.33049333279632,55.31095606571736,5,0.7142857142857143,negative
7,replication_1,10,both_fists_imagery,C3,mu,8,5.503365414717527,51.26133992010442,4,0.5,positive
7,replication_1,14,both_fists_imagery,C3,mu,7,-37.31904983656231,65.53531392311255,4,0.5714285714285714,negative
7,replication_1,6,both_fists_imagery,C4,mu,7,-36.85115815493459,33.65534885381112,6,0.8571428571428571,negative
7,replication_1,10,both_fists_imagery,C4,mu,8,-16.678938139820346,93.294150870372,5,0.625,negative
7,replication_1,14,both_fists_imagery,C4,mu,7,2.6195790210411873,139.9869874459194,3,0.42857142857142855,positive
7,replication_1,6,both_fists_imagery,Cz,mu,7,-27.409964971512437,36.07097545646852,7,1.0,negative
7,replication_1,10,both_fists_imagery,Cz,mu,8,-0.859453157148123,41.64979861790626,5,0.625,negative
7,replication_1,14,both_fists_imagery,Cz,mu,7,-22.163606368104993,138.01488828292764,4,0.5714285714285714,negative
7,replication_1,6,both_fists_imagery,Cz,beta,7,-45.10352210835433,24.50272720386393,7,1.0,negative
7,replication_1,10,both_fists_imagery,Cz,beta,8,-30.18634385654733,25.73759311589479,7,0.875,negative
7,replication_1,14,both_fists_imagery,Cz,beta,7,-32.49368773963075,68.94498733804339,5,0.7142857142857143,negative
7,replication_1,6,both_feet_imagery,C3,central_12_13,8,29.03604491696061,89.57665914876083,3,0.375,positive
7,replication_1,10,both_feet_imagery,C3,central_12_13,7,-7.352024929359995,64.88950846551705,4,0.5714285714285714,negative
7,replication_1,14,both_feet_imagery,C3,central_12_13,8,-39.0005154045666,44.68103651962544,7,0.875,negative
7,replication_1,6,both_feet_imagery,C4,central_12_13,8,15.71548762440955,86.99989457665392,3,0.375,positive
7,replication_1,10,both_feet_imagery,C4,central_12_13,7,5.180078808292926,51.57312626766775,3,0.42857142857142855,positive
7,replication_1,14,both_feet_imagery,C4,central_12_13,8,-26.064400256075917,53.36688542471808,6,0.75,negative
7,replication_1,6,both_feet_imagery,C3,mu,8,-10.115921428523087,127.3360428209129,5,0.625,negative
7,replication_1,10,both_feet_imagery,C3,mu,7,17.512455197016777,100.60116444544035,3,0.42857142857142855,positive
7,replication_1,14,both_feet_imagery,C3,mu,8,-34.89115298327563,51.069729607379315,6,0.75,negative
7,replication_1,6,both_feet_imagery,Cz,mu,8,-21.92162161531942,42.95782672324765,6,0.75,negative
7,replication_1,10,both_feet_imagery,Cz,mu,7,-15.098963927732077,105.5399955503607,4,0.5714285714285714,negative
7,replication_1,14,both_feet_imagery,Cz,mu,8,-29.289391169998492,27.668147574535677,6,0.75,negative
7,replication_1,6,both_feet_imagery,C4,mu,8,8.878692206086168,75.40350653033748,3,0.375,positive
7,replication_1,10,both_feet_imagery,C4,mu,7,6.334104728635275,51.78560651617487,3,0.42857142857142855,positive
7,replication_1,14,both_feet_imagery,C4,mu,8,-24.94890218325344,48.40710254024978,6,0.75,negative
7,replication_1,6,both_feet_imagery,Cz,beta,8,-26.79154939733923,21.287679840522795,8,1.0,negative
7,replication_1,10,both_feet_imagery,Cz,beta,7,-8.120909554129025,24.024467948521476,5,0.7142857142857143,negative
7,replication_1,14,both_feet_imagery,Cz,beta,8,-20.042359012895957,21.94317890750699,7,0.875,negative
8,replication_1,6,both_fists_imagery,C4,central_12_13,7,-63.329420117526865,22.43683411194938,6,0.8571428571428571,negative
