subject,run,channel,stage,samples,duration_seconds,sampling_frequency_hz,mean_uV,standard_deviation_uV,rms_uV,peak_to_peak_uV,power_0.333_1_hz_uV2,power_8_13_hz_uV2,power_8_30_hz_uV2,psd_60_hz_uV2_per_hz,reference,temporal_filter
1,6,CP2,stored_valid,19920,124.5,160.0,0.43569277108433735,52.97468215022775,52.97647380779919,763.0,598.3587395250844,185.69868218077636,341.8913228406119,0.7623674702993981,stored,none
1,6,CP4,stored_valid,19920,124.5,160.0,-0.6958333333333333,50.55067443120946,50.555463300002614,750.0,549.9354692810955,183.91304664284053,332.75230125481636,0.7381716062693775,stored,none
1,6,CP6,stored_valid,19920,124.5,160.0,0.613855421686747,45.63671139007702,45.64083966120606,693.9999999999999,421.12291293321897,132.54474599605098,248.67739298952685,0.8114955498636766,stored,none
1,6,Fp1,stored_valid,19920,124.5,160.0,-0.7049698795180723,106.66804508741208,106.67037463748407,1135.0,3618.7764695452415,158.16663288065237,335.2449727264271,7.702793786461974,stored,none
1,6,Fpz,stored_valid,19920,124.5,160.0,-0.5716867469879519,92.90458075934978,92.90633967500403,1067.0,2889.4755558659385,140.51700781446408,282.9441513947581,5.942402434761935,stored,none
1,6,Fp2,stored_valid,19920,124.5,160.0,-0.47048192771084335,98.00020916382418,98.00133850819381,1091.0,3081.4586723156544,133.53278403512124,268.63303204416223,5.638604748675986,stored,none
1,6,AF7,stored_valid,19920,124.5,160.0,-2.5690763052208836,93.17289628404836,93.20830840123686,1108.0,2881.5386577323916,170.51666046513438,362.22286450904926,6.887509138318699,stored,none
1,6,AF3,stored_valid,19920,124.5,160.0,-0.6488955823293173,91.92109370900555,91.9233840441949,1088.0,2764.483351572663,167.1986322655109,353.2745881620317,6.164903887367619,stored,none
1,6,AFz,stored_valid,19920,124.5,160.0,3.3829819277108433,72.44698145562589,72.52592425302156,972.9999999999999,1456.7794359726647,187.61280728769378,363.37941570705783,3.884019906389459,stored,none
1,6,AF4,stored_valid,19920,124.5,160.0,0.5057730923694779,70.94825640671752,70.95005915130936,963.0,1483.8421482942178,151.4775618134284,293.8373264533423,3.321097822792647,stored,none
1,6,AF8,stored_valid,19920,124.5,160.0,1.660491967871486,84.34981988015262,84.36616233650525,1042.0,2228.5569675932566,118.79914763179701,257.37210145213095,3.7583684066344176,stored,none
1,6,F7,stored_valid,19920,124.5,160.0,6.422590361445783,72.77320309062357,73.05606583316734,1021.0,1381.0136245828016,154.32692810281918,328.3415348949171,5.570953190527317,stored,none
1,6,F5,stored_valid,19920,124.5,160.0,2.5372489959839357,82.3690582993562,82.40812701178423,1012.0,1823.9124306478661,200.91190077252102,409.5861121170535,4.500616830272658,stored,none
1,6,F3,stored_valid,19920,124.5,160.0,2.6846385542168676,73.89481252593345,73.94356363071527,991.9999999999999,1173.3340684123236,191.25981656809307,359.89729778085837,5.378485735502812,stored,none
1,6,F1,stored_valid,19920,124.5,160.0,7.203363453815261,70.63334791785512,70.99970621863537,977.0,1189.4736138908445,219.5800742910104,428.4026993522325,3.1890915410556455,stored,none
1,6,Fz,stored_valid,19920,124.5,160.0,5.031024096385543,68.1855808444557,68.37093416470348,950.0,1140.751782770808,219.07672947645165,420.39277467948676,3.3195119564965325,stored,none
1,6,F2,stored_valid,19920,124.5,160.0,5.113755020080322,64.68659935489441,64.88841673600939,930.0,1028.6537209498597,199.12725163147113,377.31533635812275,4.144846631094976,stored,none
1,6,F4,stored_valid,19920,124.5,160.0,4.582831325301205,63.294140798761745,63.45983456021327,915.0,993.2552754372905,188.7488779796549,352.1187357109895,8.382160035981654,stored,none
1,6,F6,stored_valid,19920,124.5,160.0,8.02605421686747,66.08781180649389,66.57339119845594,944.0,868.3954879789611,146.22598766857703,283.628730674067,2.0673973179718894,stored,none
1,6,F8,stored_valid,19920,124.5,160.0,9.695532128514056,65.72843164891488,66.4396724125061,902.0,834.326032410091,85.75610242136186,175.45082053094401,1.8554238623191646,stored,none
1,6,FT7,stored_valid,19920,124.5,160.0,7.5777610441767065,65.95266859944851,66.38657211990483,964.0,877.1853342154402,157.77321005941639,318.94942338483077,4.2219960088383806,stored,none
1,6,FT8,stored_valid,19920,124.5,160.0,9.088604417670682,56.28955307873171,57.018562907743096,882.0,430.45977934434404,64.84132625430438,134.80497654596783,0.9730763850230386,stored,none
1,6,T7,stored_valid,19920,124.5,160.0,13.105321285140562,66.300803448744,67.58362215755932,1005.0,694.9048945054099,160.28324759833114,316.6177417552429,3.7102514080346047,stored,none
1,6,T8,stored_valid,19920,124.5,160.0,11.629568273092369,57.66551504770616,58.826511743734585,934.0,379.47376270842375,58.1181922629034,216.8205445610804,1.676456258186513,stored,none
1,6,T9,stored_valid,19920,124.5,160.0,8.822389558232931,61.26096476491833,61.89297505731796,989.0,510.8771562802232,148.02643779955318,305.88560650304464,5.186451132489116,stored,none
1,6,T10,stored_valid,19920,124.5,160.0,8.998493975903614,52.91240201397511,53.672108033157144,932.0,283.6734127727833,21.530687695712043,80.4956311100415,1.383385183751329,stored,none
1,6,TP7,stored_valid,19920,124.5,160.0,9.964859437751004,64.77170342315902,65.53374693966313,969.9999999999998,638.0752521829863,176.20089811463086,348.8091461226304,3.316667464041919,stored,none
1,6,TP8,stored_valid,19920,124.5,160.0,7.208885542168675,54.228065831803235,54.70512914360475,888.9999999999999,411.1599527011266,70.77061284845576,138.3734308481643,9.659195414484842,stored,none
1,6,P7,stored_valid,19920,124.5,160.0,9.299196787148594,64.9850209753146,65.64699545331982,966.0,596.0040997433871,212.63081581599397,421.29329927620194,3.957402584974425,stored,none
1,6,P5,stored_valid,19920,124.5,160.0,9.918875502008031,63.725728075996315,64.4930423382256,919.9999999999999,633.520309661799,220.24816410174117,415.89348748381764,4.529758369675806,stored,none
1,6,P3,stored_valid,19920,124.5,160.0,7.669528112449799,63.867171045283676,64.32602271861039,890.0,667.6505511390292,221.49127091538384,409.47255967393056,5.201937251375508,stored,none
1,6,P1,stored_valid,19920,124.5,160.0,8.105321285140562,65.34538106940391,65.84614688985957,921.0,711.0945880770821,221.4650700705118,408.01777491173135,5.8603593844038775,stored,none
1,6,Pz,stored_valid,19920,124.5,160.0,7.5928212851405625,64.19466206174054,64.64213465139558,881.9999999999999,718.0912788118205,209.91380890711366,383.9936176253345,6.471297785786202,stored,none
1,6,P2,stored_valid,19920,124.5,160.0,9.552158634538152,64.63383573055145,65.3358741873352,911.9999999999999,669.0770794458375,214.29538891564562,387.11420575006224,7.613495696161157,stored,none
1,6,P4,stored_valid,19920,124.5,160.0,6.953363453815261,61.77963236888812,62.16970515416511,905.0,572.8752315546952,196.810423467638,359.5229695574593,8.444357873184073,stored,none
1,6,P6,stored_valid,19920,124.5,160.0,6.9085341365461845,59.10233422720508,59.5047372485593,908.0,489.36694374560034,157.58614989669942,298.77545156245395,9.706105715501176,stored,none
1,6,P8,stored_valid,19920,124.5,160.0,9.00035140562249,58.67452299312617,59.36081176917632,941.0,421.5209896342013,117.2021122821564,233.33506458104102,11.784876220333658,stored,none
1,6,PO7,stored_valid,19920,124.5,160.0,11.284688755020081,67.10404486955264,68.04628599822779,1010.0,615.3223423716306,240.64900165039703,473.58553940958467,5.037226877872567,stored,none
1,6,PO3,stored_valid,19920,124.5,160.0,7.976606425702811,67.38491121882997,67.85537937437356,975.9999999999999,663.7902272145714,238.86178584759747,456.99232165203307,5.719140720072167,stored,none
1,6,POz,stored_valid,19920,124.5,160.0,10.436194779116466,69.08966618149559,69.87342938870363,978.0,718.7393721080532,238.90935300612813,445.5322833157914,8.081729760583686,stored,none
1,6,PO4,stored_valid,19920,124.5,160.0,10.702259036144579,66.8258289929842,67.6773948159672,955.0,599.4424349176002,229.0000878997148,428.5276046123429,9.199324136815903,stored,none
1,6,PO8,stored_valid,19920,124.5,160.0,11.713102409638553,65.38250420746601,66.42340419233263,972.0,544.5265479226816,223.01994325821354,448.0084803418164,12.576220720797798,stored,none
1,6,O1,stored_valid,19920,124.5,160.0,8.978564257028113,67.52917332045658,68.12344578382576,1116.0,625.4574018890478,274.32183940313644,595.4784416420854,0.5511197716344342,stored,none
1,6,Oz,stored_valid,19920,124.5,160.0,9.424196787148594,67.77229976412711,68.42441158242873,1110.0,626.2792625235552,256.2586103657617,571.7078834182937,0.8436960271141503,stored,none
1,6,O2,stored_valid,19920,124.5,160.0,8.994327309236947,71.77355075724279,72.33491903671555,1061.0,804.395277067907,270.2432104786219,628.3207420983844,1.1232315192127262,stored,none
1,6,Iz,stored_valid,19920,124.5,160.0,7.324497991967871,67.64879496405943,68.04416015297488,1103.0,535.3036490639267,232.84181781639074,586.549627409182,1.2565229428239955,stored,none
1,6,FC5,average_reference,19920,124.5,160.0,3.4788701681726906,26.07322976519586,26.30429333845898,280.8749999999999,141.39539606577978,48.02039527043199,105.33319513081513,1.308494888017618,64_channel_average,none
1,6,FC3,average_reference,19920,124.5,160.0,5.425406312751004,23.003044972225457,23.63419369584385,268.56249999999994,89.40719992720466,69.54907146859651,130.69906367443056,1.001984615253476,64_channel_average,none
1,6,FC1,average_reference,19920,124.5,160.0,4.944583019578313,23.2699497206377,23.789482155744977,270.4687499999999,94.83956210560603,58.58248888250422,121.95320404074418,0.8020187177650437,64_channel_average,none
1,6,FCz,average_reference,19920,124.5,160.0,4.6650147464859435,27.29638152597537,27.692143416437467,287.46874999999994,149.7985870179907,60.528232920362896,133.7661568724341,0.7079553076492805,64_channel_average,none
1,6,FC2,average_reference,19920,124.5,160.0,3.089261734437751,22.73273158516683,22.94167873951475,246.203125,93.88680215869962,59.90370627826324,121.92115187734733,0.6027036251198123,64_channel_average,none
1,6,FC4,average_reference,19920,124.5,160.0,2.763910328815261,19.80449916877095,19.996434372947117,229.1874999999999,62.58288322454762,61.48802397468417,118.17050034808418,0.557517701953754,64_channel_average,none
1,6,FC6,average_reference,19920,124.5,160.0,2.4607978790160643,22.96532834013201,23.096792677154127,206.43749999999994,103.44149277163736,43.63863591150522,97.68072292742126,0.6995013232508104,64_channel_average,none
1,6,C5,average_reference,19920,124.5,160.0,0.12309707580321294,25.038913023564945,25.039215608555345,213.609375,109.17219596557803,42.85342586372111,84.88934098768391,1.049155391503272,64_channel_average,none
1,6,C3,average_reference,19920,124.5,160.0,3.7076352284136544,19.505447297862393,19.854698015247205,187.62499999999994,63.22020206661098,60.4599471571944,102.96696504301329,0.766871792373905,64_channel_average,none
1,6,C1,average_reference,19920,124.5,160.0,1.4130067143574296,19.787474738372293,19.8378613891856,191.06249999999994,68.31575979355364,35.49667868886639,71.2858488212068,0.7226598223060493,64_channel_average,none
1,6,Cz,average_reference,19920,124.5,160.0,1.4744524974899598,29.3648111583718,29.401805123736732,316.96875,151.23567374807277,32.028754742094165,78.15733930179894,0.8546143048037262,64_channel_average,none
1,6,C2,average_reference,19920,124.5,160.0,-1.1060193900602409,30.627938431572616,30.647901909582526,353.1406249999999,160.93782895979837,37.767779518184305,81.0228997690838,1.0482133691574975,64_channel_average,none
1,6,C4,average_reference,19920,124.5,160.0,-4.850999309738956,27.364827754983562,27.791473375174025,312.99999999999994,107.92307220232081,46.49003284131433,89.11651152892345,1.0376048158757598,64_channel_average,none
1,6,C6,average_reference,19920,124.5,160.0,-2.1285595507028114,23.77990797609647,23.874982494496297,293.609375,122.7078905616129,35.79848902895478,86.70655244178464,1.715411714799918,64_channel_average,none
1,6,CP5,average_reference,19920,124.5,160.0,-2.284633847891566,25.491532962791208,25.593706347694205,259.890625,144.4457962210393,46.42905112422423,97.34042369081742,0.9446213069331514,64_channel_average,none
1,6,CP3,average_reference,19920,124.5,160.0,-1.887746297690763,25.495992352379176,25.565782055650534,273.9375,139.64241785672186,40.785060522457066,80.33655038866767,0.7911302970351823,64_channel_average,none
1,6,CP1,average_reference,19920,124.5,160.0,-2.6956278237951805,26.187476043381583,26.325848721116344,276.0,146.1320349782458,30.2825485623545,62.5905504202304,1.0252303956533033,64_channel_average,none
1,6,CPz,average_reference,19920,124.5,160.0,-4.901501317771085,35.18648303417625,35.52623401772955,353.25000000000006,199.3749726226299,29.05762558517485,63.28377785219377,1.1247847913016464,64_channel_average,none
1,6,CP2,average_reference,19920,124.5,160.0,-6.176400916164659,36.71788724678251,37.23373701557008,367.07812499999994,186.20988613649865,31.858527039924173,65.49882329497122,1.3486810532109605,64_channel_average,none
1,6,CP4,average_reference,19920,124.5,160.0,-7.307927020582329,37.75107750905433,38.45191348207246,375.4375,195.72596960267788,43.021519812673404,86.25104159713584,1.471535718752627,64_channel_average,none
1,6,CP6,average_reference,19920,124.5,160.0,-5.998238265562249,40.600675626275,41.0413660055371,436.4375,215.80777206857525,44.342380726758805,94.98149906203247,1.835373503338804,64_channel_average,none
1,6,Fp1,average_reference,19920,124.5,160.0,-7.317063566767068,75.04306346911568,75.39894425036623,777.921875,1843.5697867770764,67.51332052902235,156.95226205322774,4.358842896464757,64_channel_average,none
1,6,Fpz,average_reference,19920,124.5,160.0,-7.183780434236948,62.450480526622556,62.86230364322794,622.296875,1357.3535340866724,60.29442379008157,127.0989375788316,3.1262332756346574,64_channel_average,none
1,6,Fp2,average_reference,19920,124.5,160.0,-7.08257561495984,67.45808970829344,67.82887839581154,695.984375,1512.284162070243,65.45654122076215,136.5295026340896,3.003625491382688,64_channel_average,none
1,6,AF7,average_reference,19920,124.5,160.0,-9.18116999246988,61.795080071570865,62.47340076770661,686.3125,1288.1575941798415,63.10932940789712,151.66719459393178,4.206444698832024,64_channel_average,none
1,6,AF3,average_reference,19920,124.5,160.0,-7.260989269578313,59.1247021335273,59.568887580273476,648.484375,1190.3880939907376,59.78680645081248,142.8485638081207,3.4879570390357375,64_channel_average,none
1,6,AFz,average_reference,19920,124.5,160.0,-3.2291117595381524,35.76582891512418,35.91130296635755,361.125,416.7069851581579,57.10420057728001,116.08069200200008,1.941313640605969,64_channel_average,none
1,6,AF4,average_reference,19920,124.5,160.0,-6.106320594879518,40.98909786903591,41.44144417518354,437.90625,494.85040948138874,55.16359073862199,114.21596466211967,1.5585656712101228,64_channel_average,none
1,6,AF8,average_reference,19920,124.5,160.0,-4.95160171937751,57.21330623759747,57.42717797545386,601.71875,1077.276806210369,64.44677925614468,157.1455159449964,2.2178310672787873,64_channel_average,none
1,6,F7,average_reference,19920,124.5,160.0,-0.18950332580321266,35.629207497842316,35.62971145595757,469.1406249999999,372.31645549138466,52.247514712158164,125.84128917927748,3.6401011648495416,64_channel_average,none
1,6,F5,average_reference,19920,124.5,160.0,-4.07484469126506,43.771041831153546,43.96030552944923,427.28125,596.0051500563684,66.4698241743892,153.9121688204058,2.8354095616943313,64_channel_average,none
1,6,F3,average_reference,19920,124.5,160.0,-3.9274551330321286,30.95353138954903,31.201698820829897,294.74999999999994,193.38892908807088,48.12213195695037,96.55919272222619,4.321773182466547,64_channel_average,none
1,6,F1,average_reference,19920,124.5,160.0,0.5912697665662652,28.0935740924879,28.09979546592755,313.78125000000006,235.24915600893712,61.19212804846119,132.59654620944698,1.9582315626904587,64_channel_average,none
1,6,Fz,average_reference,19920,124.5,160.0,-1.5810695908634536,29.5211543600195,29.563462851960555,310.375,258.3531677236814,63.3285030195846,129.20881007119615,2.2221382905014346,64_channel_average,none
1,6,F2,average_reference,19920,124.5,160.0,-1.498338667168675,29.292478064628384,29.330773769682036,334.6406249999999,218.7367349093497,57.85982280074796,115.67056260486757,3.067345093679477,64_channel_average,none
1,6,F4,average_reference,19920,124.5,160.0,-2.029262361947791,28.380315682587895,28.452771815360318,350.03124999999994,202.38773910025822,50.75365637959264,99.7647691597984,8.17612534648524,64_channel_average,none
1,6,F6,average_reference,19920,124.5,160.0,1.4139605296184738,29.79766655933444,29.83119536258306,244.89062500000006,213.01197319688805,58.768249684278175,129.62498332352274,1.591464498069904,64_channel_average,none
1,6,F8,average_reference,19920,124.5,160.0,3.08343844126506,42.35156122530611,42.463658943170714,355.0625,486.74995849183904,63.052546713028605,139.84628918037524,1.4748255173135496,64_channel_average,none
1,6,FT7,average_reference,19920,124.5,160.0,0.9656673569277109,26.146830894323717,26.1646570636918,279.796875,146.5052951331495,41.10885632602744,94.12261810299934,3.857836642739757,64_channel_average,none
1,6,FT8,average_reference,19920,124.5,160.0,2.476510730421687,31.263963985210296,31.361896458384344,277.93749999999994,220.48023143896359,46.14867410831308,103.79041679177067,0.6872458582687152,64_channel_average,none
1,6,T7,average_reference,19920,124.5,160.0,6.493227597891567,28.36484382421795,29.098563019680128,316.125,153.5147945411251,41.919070551345264,89.60497251654257,3.748716281255734,64_channel_average,none
1,6,T8,average_reference,19920,124.5,160.0,5.017474585843374,33.3489750148639,33.72431149425591,347.84375,193.81331158974896,45.14941508347984,184.39905447272952,1.4706101428362426,64_channel_average,none
1,6,T9,average_reference,19920,124.5,160.0,2.2102958709839355,33.81513364870579,33.8872936587908,340.0625,222.50132178730132,60.95803301855903,125.49569343829415,5.986553293988242,64_channel_average,none
1,6,T10,average_reference,19920,124.5,160.0,2.3864002886546185,42.19489900675169,42.262328479718974,439.35937500000006,363.2883155431082,77.94294493739405,197.3428926668881,1.5742635547654238,64_channel_average,none
1,6,TP7,average_reference,19920,124.5,160.0,3.352765750502008,28.6941152382024,28.88932826288937,274.65624999999994,174.69826136687675,52.12182366394408,112.19672718807226,1.893075072894472,64_channel_average,none
1,6,TP8,average_reference,19920,124.5,160.0,0.5967918549196787,32.47442552158322,32.47990876641981,278.62499999999994,225.5054571770687,51.70862404240338,108.61485878395577,7.817934259105664,64_channel_average,none
1,6,P7,average_reference,19920,124.5,160.0,2.6871030998995984,30.368120650795756,30.486772130397434,278.49999999999994,204.44979570064726,75.42245075895418,160.94171888584546,2.5467243162447533,64_channel_average,none
1,6,P5,average_reference,19920,124.5,160.0,3.306781814759036,26.67143418298921,26.875643384818652,235.2812499999999,177.45604562504957,63.39091964715354,130.00355787931395,2.806952130751416,64_channel_average,none
1,6,P3,average_reference,19920,124.5,160.0,1.0574344252008032,26.516193437839846,26.537269678633876,215.5,182.47196775448253,56.01143657610998,113.87120450684031,3.0618694719297372,64_channel_average,none
1,6,P1,average_reference,19920,124.5,160.0,1.4932275978915663,28.312133602008487,28.35148387222586,233.50000000000006,223.79637025838318,58.744907298522335,113.81997750482785,3.6409795798298483,64_channel_average,none
1,6,Pz,average_reference,19920,124.5,160.0,0.9807275978915663,27.01034773225333,27.028146648235218,255.875,207.8540241375517,51.90421759886765,99.5700528691661,4.150400818248595,64_channel_average,none
1,6,P2,average_reference,19920,124.5,160.0,2.9400649472891565,28.20626983484946,28.359083904291005,267.390625,220.36188046646458,70.10498074926895,129.36711523477922,5.112719259785827,64_channel_average,none
1,6,P4,average_reference,19920,124.5,160.0,0.34126976656626506,26.739995668682173,26.7421733113581,260.390625,185.4862634066146,67.76198140365085,131.2232384094059,5.713871618196391,64_channel_average,none
1,6,P6,average_reference,19920,124.5,160.0,0.2964404492971887,27.017361220437447,27.018987476505796,258.59375,191.3155766308888,65.81196888398603,134.62870186949831,6.716786087332004,64_channel_average,none
1,6,P8,average_reference,19920,124.5,160.0,2.388257718373494,30.797157948253282,30.88962143858404,306.95312500000006,237.21034366472662,68.75678999203066,143.10052618147338,8.293087702956836,64_channel_average,none
1,6,PO7,average_reference,19920,124.5,160.0,4.672595067771084,36.051193986381925,36.3527403714094,365.67187499999994,324.5851253285998,100.16942545685241,209.96540234036138,2.768936445084507,64_channel_average,none
1,6,PO3,average_reference,19920,124.5,160.0,1.3645127384538152,34.01577692083952,34.04313402937106,335.67187499999994,299.20005906777686,88.70468636803896,183.14344129309268,3.0972581060112954,64_channel_average,none
1,6,POz,average_reference,19920,124.5,160.0,3.82410109186747,35.65906113431478,35.86352450807953,341.78125,335.55167193509044,92.39043862169487,178.35651818313724,4.74570928280588,64_channel_average,none
1,6,PO4,average_reference,19920,124.5,160.0,4.0901653488955825,34.901160548801045,35.14001224010163,376.671875,307.1241238192272,112.332972049183,215.5736757171875,5.817091343008084,64_channel_average,none
1,6,PO8,average_reference,19920,124.5,160.0,5.101008722389558,40.150073654671,40.47281438770228,416.671875,402.0931083844048,142.09636154445823,292.39128090018966,8.202873712703365,64_channel_average,none
1,6,O1,average_reference,19920,124.5,160.0,2.3664705697791164,38.93591363735873,39.00776273683853,415.8906249999999,398.1387358148464,124.76085166680703,279.75594795334143,1.6098702657059814,64_channel_average,none
1,6,Oz,average_reference,19920,124.5,160.0,2.8121030998995984,38.72040150022753,38.822382927678305,384.95312499999994,396.8725547925443,123.61917110733017,276.08064881320934,1.7849897593750643,64_channel_average,none
1,6,O2,average_reference,19920,124.5,160.0,2.3822336219879516,45.773390245098334,45.835338894348695,423.765625,483.96999952791,164.16588002380814,376.16253882314834,2.033460243824681,64_channel_average,none
1,6,Iz,average_reference,19920,124.5,160.0,0.7124043047188755,46.55581197573107,46.56126231764993,394.3906249999999,434.303118811876,122.27072490367114,312.9787150493325,2.040018149712795,64_channel_average,none
1,6,FC5,filtered_1_40_hz,19920,124.5,160.0,0.04151794218386168,19.019394179529435,19.019439494786415,209.7606089033199,60.205536322582134,47.939349003270834,105.11011741193184,8.729157531801319e-07,64_channel_average,production_1_40_hz_fir
1,6,FC3,filtered_1_40_hz,19920,124.5,160.0,0.016371406262360447,17.58720536119099,17.58721298101686,177.21789965044198,37.47345486114881,69.47287043624276,130.47721623814022,6.764092298635813e-07,64_channel_average,production_1_40_hz_fir
1,6,FC1,filtered_1_40_hz,19920,124.5,160.0,-0.02902811071694572,18.487662840336217,18.487685629336095,182.6774050224394,40.96179826582582,58.49719255415999,121.71418757490328,5.631081400828328e-07,64_channel_average,production_1_40_hz_fir
1,6,FCz,filtered_1_40_hz,19920,124.5,160.0,-0.1073330829721539,21.40961042548583,21.40987947097722,215.854261328086,63.2909432202094,60.414758117139456,133.47155857596084,5.194776711817795e-07,64_channel_average,production_1_40_hz_fir
1,6,FC2,filtered_1_40_hz,19920,124.5,160.0,-0.08675478351432275,18.696574611874865,18.69677588810077,181.38644809423317,40.829846424542914,59.81162383055609,121.68277104861512,4.40757833294913e-07,64_channel_average,production_1_40_hz_fir
1,6,FC4,filtered_1_40_hz,19920,124.5,160.0,-0.08373253052908586,16.981953873427248,16.98216030120666,183.57070001206154,28.04414766878041,61.40538715990543,117.95682368533653,3.9625852161428403e-07,64_channel_average,production_1_40_hz_fir
1,6,FC6,filtered_1_40_hz,19920,124.5,160.0,-0.040622382167350875,18.41832378730445,18.41836858443,184.88276928176765,47.2782946597096,43.55152797073369,97.45935905448394,4.7176529483083193e-07,64_channel_average,production_1_40_hz_fir
1,6,C5,filtered_1_40_hz,19920,124.5,160.0,0.039534309850227885,17.92168162942452,17.921725234700695,158.24177202699417,53.01245726233386,42.782945369855376,84.71784090504096,6.917305468589028e-07,64_channel_average,production_1_40_hz_fir
1,6,C3,filtered_1_40_hz,19920,124.5,160.0,0.010334561365491456,16.279148161307756,16.279151441674355,144.98915072377406,30.858668480328188,60.3885735762434,102.79747964819994,5.182346823571518e-07,64_channel_average,production_1_40_hz_fir
1,6,C1,filtered_1_40_hz,19920,124.5,160.0,-0.018188635507910385,16.55064274821511,16.550652742581093,167.6325727551079,34.47359818145479,35.436723470800075,71.13800400008829,4.969235607742384e-07,64_channel_average,production_1_40_hz_fir
1,6,Cz,filtered_1_40_hz,19920,124.5,160.0,-0.027050102270810072,19.258893896266134,19.258912892883384,210.52320030450966,57.067914349300665,31.95521420531722,77.96751693994982,5.879727737735916e-07,64_channel_average,production_1_40_hz_fir
1,6,C2,filtered_1_40_hz,19920,124.5,160.0,-0.06323154479029693,18.393047173343618,18.393155861599723,200.46972444438492,53.84402375488286,37.695223166601856,80.84558116545571,6.997624075548427e-07,64_channel_average,production_1_40_hz_fir
1,6,C4,filtered_1_40_hz,19920,124.5,160.0,-0.028828327180414545,15.955874809096576,15.955900851910892,192.16569176748908,35.754617729573624,46.418720159987664,88.94463897237074,6.859483438009148e-07,64_channel_average,production_1_40_hz_fir
1,6,C6,filtered_1_40_hz,19920,124.5,160.0,-0.0254378206627681,17.3959299503642,17.395948549035726,190.52858918351117,48.65864405703833,35.72350164026472,86.50647206958551,1.1109859751654394e-06,64_channel_average,production_1_40_hz_fir
