subject,run,window_index,start_seconds,end_seconds,sample_count,median_peak_to_peak_uV,q75_peak_to_peak_uV,maximum_peak_to_peak_uV,maximum_channel,median_std_uV,simultaneous_identical_step_fraction,Fp1_peak_to_peak_uV,Fpz_peak_to_peak_uV,Fp2_peak_to_peak_uV,AF7_peak_to_peak_uV,AF3_peak_to_peak_uV,AFz_peak_to_peak_uV,AF4_peak_to_peak_uV,AF8_peak_to_peak_uV,C3_peak_to_peak_uV,Cz_peak_to_peak_uV,C4_peak_to_peak_uV,Fp1_peak_to_peak_robust_z,Fpz_peak_to_peak_robust_z,Fp2_peak_to_peak_robust_z,AF7_peak_to_peak_robust_z,AF3_peak_to_peak_robust_z,AFz_peak_to_peak_robust_z,AF4_peak_to_peak_robust_z,AF8_peak_to_peak_robust_z,C3_peak_to_peak_robust_z,Cz_peak_to_peak_robust_z,C4_peak_to_peak_robust_z
1,6,11,22.0,24.0,320,254.5,270.25,337.0,AF7,48.78066633434061,0.0,301.0,235.0,204.0,337.0,329.0,233.0,169.99999999999997,157.0,266.0,259.0,177.0,-0.031740694126874434,-0.4569124114231519,-0.6744897501960817,0.2539255530149955,0.28174888299329975,-0.2369828852040287,-1.1803570628431435,-1.2853483918830997,0.48478950795343373,-0.02175773387729296,-0.9810760002852098
1,6,12,24.0,26.0,320,349.5,388.0,659.0,Fp1,53.31439703726123,0.0,659.0,542.0,600.0,601.0,589.0,430.99999999999994,451.0,544.0,375.0,354.0,259.0,2.8090514302283873,2.8828997387413158,3.1964949031031695,2.3488113653887077,2.5015885671829343,3.3724487509804075,3.127179750909106,3.639699406718483,2.782270219558837,2.045226984465538,1.5329312504456403
1,6,13,26.0,28.0,320,205.0,247.25,572.0,Fp1,40.28650065155561,0.0,572.0,451.0,474.99999999999994,483.0,462.0,283.0,333.0,477.0,185.0,192.0,180.0,2.1186913329688686,1.8929228473244863,1.9745931817334559,1.4124608886459125,1.4172822599056898,0.6744897501960817,1.3183208753832505,2.7870425526970206,-1.222512672230398,-1.4795259036559212,-0.8891001252584713
1,6,14,28.0,30.0,320,224.0,240.0,275.0,C3,39.53147844074242,0.0,215.0,236.0,233.0,240.0,236.0,245.0,237.99999999999997,226.0,275.0,222.0,205.0,-0.7141656178546748,-0.44603354448450544,-0.3910085508383082,-0.5157862795617095,-0.5122706963514541,-0.01822945270800221,-0.13796381254010806,-0.4072390944580113,0.6744897501960817,-0.8267938873371324,-0.12263450003565123
1,6,15,30.0,32.0,320,243.5,261.0,337.0,Fp1,45.878369815171034,0.0,337.0,314.0,309.0,313.0,308.0,292.0,271.0,264.0,260.0,243.0,209.0,0.2539255530149955,0.4025180767299195,0.3519076957544774,0.06348138825374887,0.10245413927029082,0.8385548245681016,0.36790350010695366,0.07635733021087798,0.35832267979166843,-0.3698814759139803,0.0
1,6,16,32.0,34.0,320,224.0,240.25,330.0,O2,38.78548784774308,0.0,195.0,180.0,203.99999999999997,211.99999999999997,208.99999999999997,223.99999999999997,195.0,215.0,263.0,220.0,167.0,-0.872869088489047,-1.0552500930487079,-0.6744897501960819,-0.7379711384498309,-0.7427925097096086,-0.4010479595760491,-0.7971242502317328,-0.5472275331779529,0.42155609387255105,-0.8703093550917183,-1.2876622503743378
1,6,17,34.0,36.0,320,197.0,214.0,538.0,Fp1,36.15816902714421,0.0,538.0,446.0,474.0,436.0,416.0,270.99999999999994,352.0,469.99999999999994,178.99999999999997,196.0,174.0,1.8488954328904357,1.838528512631254,1.9648179679624989,1.0395077326551376,1.0245413927029081,0.4557363177000541,1.6095778129679224,2.6979590007843295,-1.348979500392164,-1.3924949681467493,-1.0730518753119482
1,6,18,36.0,38.0,320,211.5,229.0,264.99999999999994,Cz,43.12037025862875,0.0,192.0,181.0,203.0,197.0,190.0,226.0,236.0,220.0,223.0,264.99999999999994,229.0,-0.8966746090842027,-1.0443712261100615,-0.6842649639670394,-0.8569987414256097,-0.9050115635542355,-0.36458905416004417,-0.16862243754902043,-0.4835964246688886,-0.42155609387255105,0.10878866938646356,0.6131725001782561
1,6,19,38.0,40.0,320,857.0,927.4999999999999,1116.0,O1,136.02994541085275,0.0,890.9999999999999,795.0,789.0,905.9999999999998,908.0,725.9999999999999,622.0,682.0,851.0,690.0,633.0,4.650011689587103,5.635253074218873,5.044010305814177,4.769039292562882,5.225161102784831,8.750137299841057,5.748492189171151,5.39591800156866,12.815305253725553,9.355825567235971,12.999257003779029
1,6,20,40.0,42.0,320,253.0,293.0,686.9999999999999,Fp1,48.3228678475643,0.0,686.9999999999999,589.9999999999999,629.0,642.0,617.9999999999999,400.0,430.0,536.0,215.99999999999994,274.0,242.0,3.0312362891165074,3.4050853517963455,3.4799761024609435,2.674153480189171,2.7491860704194693,2.8073357170323403,2.8052641883155216,3.5378896331039806,-0.5691007267279451,0.3046082742821014,1.0117346252941226
1,6,21,42.0,44.0,320,212.0,245.25,339.0,Fp1,40.90443762927702,0.0,339.0,301.0,292.0,314.0,307.0,284.0,250.99999999999997,246.0,212.99999999999997,241.99999999999997,185.0,0.2697959000784327,0.2610928065275154,0.18572906164819641,0.07141656178546747,0.09391629433109991,0.692719202904084,0.061317250017825176,-0.15271466042175377,-0.6323341408088272,-0.39163920979127387,-0.7358070002139073
1,6,22,44.0,46.0,320,254.99999999999997,289.5,582.0,Fp1,53.82789619901358,0.0,582.0,461.0,446.0,531.0,509.0,274.0,266.0,337.0,266.0,253.0,213.0,2.1980430682860543,2.001711516710951,1.6911119823756833,1.7933492181684054,1.818560972047662,0.5104246758240618,0.29125693758467164,1.005371514443218,0.48478950795343373,-0.1523041371410507,0.12263450003565123
1,6,23,46.0,48.0,320,216.5,243.24999999999997,405.0,Fp2,40.04333955807313,0.0,397.0,376.0,405.0,305.0,296.0,268.0,288.0,361.99999999999994,208.0,220.0,152.0,0.730035964918112,1.0770078269260008,1.290328217766417,0.0,0.0,0.40104795957604855,0.6285018126827125,1.3235270569885391,-0.7377231642769644,-0.8703093550917183,-1.7475416255080298
1,6,24,48.0,50.0,320,231.5,251.49999999999994,344.0,C2,46.33769823533281,0.0,240.0,222.0,232.99999999999997,224.0,216.99999999999994,237.0,211.0,212.0,236.99999999999997,271.0,216.0,-0.5157862795617095,-0.5983376816255561,-0.39100855083830854,-0.6427490560692073,-0.6744897501960817,-0.16406507437201986,-0.5518552501604305,-0.5854061982833916,-0.1264668281617659,0.23933507265022252,0.21461037506238964
1,6,25,50.0,52.0,320,219.0,272.0,473.0,Fp2,46.15391944258613,0.0,461.99999999999994,420.0,473.0,372.0,367.0,334.0,366.0,448.0,231.0,235.99999999999997,201.0,1.245822244479821,1.555677972226446,1.9550427541915412,0.5316566266251467,0.606186990682554,1.6041918383041942,1.824188188030312,2.4179821233444474,-0.25293365632353065,-0.5221856130550316,-0.24526900007130245
1,6,26,52.0,54.0,320,217.0,234.25,301.0,FCz,41.09679863449736,0.0,243.0,230.0,258.0,187.0,184.0,240.99999999999994,251.0,266.0,216.0,222.0,202.0,-0.49198075896655374,-0.5113067461163843,-0.14662820656436557,-0.9363504767427957,-0.956238633189381,-0.09114726354001208,0.06131725001782561,0.10180977361450373,-0.569100726727944,-0.8267938873371324,-0.21461037506238964
1,6,27,54.0,56.0,320,235.5,261.25,327.0,O2,47.80070654195118,0.0,288.0,235.0,213.0,269.0,267.0,234.0,213.0,193.0,246.99999999999994,278.0,205.0,-0.13489795003921634,-0.4569124114231519,-0.5865128262574623,-0.2856662471418699,-0.24759750323653615,-0.21875343249602652,-0.5211966251515178,-0.8272044106178362,0.08431121877450902,0.39163920979127326,-0.12263450003565123
1,6,28,56.0,58.0,320,175.0,195.5,270.0,Fp2,34.95447005576315,0.0,219.0,209.0,270.0,180.0,174.0,202.0,191.0,257.99999999999994,161.0,201.0,167.0,-0.6824249237278003,-0.7397629518279603,-0.02932564131287312,-0.991896691464826,-1.04161708258129,-0.8020959191520971,-0.8584415002495586,0.0,-1.7283799848774595,-1.2837062987602845,-1.2876622503743378
1,6,29,58.0,60.0,320,219.5,227.25,258.0,Fp1,41.86468801929965,0.0,258.0,222.0,245.99999999999997,195.0,191.0,212.0,224.0,243.0,210.0,236.0,208.0,-0.37295315599077455,-0.5983376816255561,-0.26393077181585833,-0.872869088489047,-0.8964737186150447,-0.6198013920720751,-0.35257418760249726,-0.19089332552719243,-0.6955675548897092,-0.522185613055031,-0.030658625008912806
1,6,30,60.0,62.0,320,252.0,280.25,445.0,Fp1,48.38336753981713,0.0,445.0,386.0,378.99999999999994,434.99999999999994,420.99999999999994,282.0,286.99999999999994,370.0,230.0,266.0,225.0,1.1109242944406053,1.1857964963124656,1.0361726597215164,1.0315725591234186,1.0672306173988624,0.6562602974880795,0.6131725001782552,1.425336830603043,-0.2740114610171582,0.13054640326375774,0.4905380001426049
1,6,31,62.0,64.0,320,235.0,262.75,385.0,AF7,44.42927326797461,0.0,330.0,306.0,298.0,385.0,375.0,331.0,265.0,291.0,233.0,222.0,203.0,0.1983793382929652,0.3154871412207477,0.24438034427394265,0.6348138825374886,0.6744897501960813,1.5495034801801877,0.27592762508021523,0.41996531615982563,-0.21077804693627553,-0.8267938873371324,-0.18395175005347683
1,6,32,64.0,66.0,320,296.5,364.0,697.0,Fp1,57.137456947350685,0.0,697.0,595.0,628.0,615.0,600.0,443.99999999999994,447.0,555.0,277.0,295.0,271.0,3.1105880244336945,3.459479686489579,3.4702008886899853,2.459903794832768,2.5955048615140344,3.609431636184436,3.0658625008912805,3.779687845438425,0.7166453595833369,0.7615206857052536,1.900834750552594
1,6,33,66.0,68.0,320,286.0,466.0,986.0,Fp1,58.69289898749571,0.0,986.0,867.0,896.0,944.0,916.0,604.0,612.0,761.0,335.0,289.0,276.0,5.403853175100372,6.41853149380142,6.089958179306651,5.07057588676819,5.293463862298359,6.526144069464791,5.595199064126587,6.401289516011877,1.939158031813735,0.6309742824414958,2.0541278755971577
1,6,34,68.0,70.0,320,205.5,221.5,390.0,Fp1,42.04491722884821,0.0,390.0,359.0,359.99999999999994,361.0,346.0,239.0,259.0,335.0,200.0,218.0,198.0,0.6744897501960817,0.8920670889690109,0.8504435980733198,0.44436971777624207,0.4268922469595451,-0.12760616895601545,0.18395175005347683,0.9799190710395922,-0.9063456018259848,-0.9138248228463043,-0.33724487509804085
1,6,35,70.0,72.0,320,243.5,285.75,361.0,Fp1,45.397593980297984,0.0,361.0,300.0,273.0,311.99999999999994,302.0,207.0,180.99999999999997,238.99999999999997,224.0,229.0,188.0,0.44436971777624207,0.2502139395888689,0.0,0.05554621472202981,0.05122706963514541,-0.7109486556120861,-1.011734625294123,-0.2417982123344443,-0.40047828917892353,-0.6744897501960817,-0.6438311251871689
1,6,36,72.0,74.0,320,187.0,224.0,272.0,PO3,34.01382473919212,0.0,210.0,168.0,169.0,257.0,242.0,127.0,125.0,141.0,210.0,208.0,145.0,-0.7538414855132678,-1.1857964963124656,-1.0166222321796012,-0.38088832952249324,-0.4610436267163087,-2.1693048722522628,-1.8701761255436813,-1.4889679391121058,-0.6955675548897092,-1.1314021616192338,-1.9621520005704196
1,6,37,74.0,76.0,320,200.5,210.5,259.0,O2,37.002052727812675,0.0,200.0,240.0,203.0,213.0,206.0,210.0,178.0,221.99999999999997,188.0,231.0,179.0,-0.8331932208304539,-0.4025180767299195,-0.6842649639670394,-0.730035964918112,-0.7684060445271812,-0.6562602974880795,-1.0577225628074918,-0.4581439812652632,-1.1592792581495155,-0.6309742824414958,-0.9197587502673841
1,6,38,76.0,78.0,320,249.0,260.25,294.0,TP7,42.8582439250856,0.0,238.99999999999997,231.99999999999997,225.99999999999997,260.0,254.0,232.0,207.99999999999997,223.0,282.0,271.0,209.0,-0.5237214530934283,-0.48954901223909164,-0.4594350472350125,-0.3570828089273374,-0.3585894874460179,-0.2552123379120309,-0.5978431876738001,-0.4454177595634499,0.8220343830514746,0.23933507265022252,0.0
1,6,39,78.0,80.0,320,249.0,270.25,314.0,O1,42.36116577859107,0.0,295.0,270.0,241.0,266.0,268.0,287.0,218.0,304.0,206.0,222.0,210.0,-0.07935173531718608,-0.07615206857052532,-0.31280684067064657,-0.3094717677370257,-0.23905965829734524,0.7474075610280906,-0.44455006262923563,0.585406198283393,-0.7798787736642194,-0.8267938873371324,0.030658625008912806
1,6,40,80.0,82.0,320,261.0,284.0,336.0,AF7,58.67548076536387,0.0,323.99999999999994,260.0,262.0,336.0,329.0,257.0,224.0,223.0,275.0,306.0,258.0,0.1507682971026531,-0.18494073795699006,-0.10752735148053476,0.24599037948327687,0.28174888299329975,0.20052397978802428,-0.35257418760249726,-0.4454177595634499,0.6744897501960817,1.000855758355476,1.5022726254367276
1,6,41,82.0,84.0,320,222.5,250.5,468.0,Fp1,41.73535973267118,0.0,468.0,400.0,414.0,409.0,396.0,259.0,274.0,365.0,197.99999999999997,260.0,225.0,1.2934332856701332,1.3381006334535164,1.3783051417050365,0.8252580472987352,0.8537844939190902,0.2369828852040287,0.4138914376203229,1.3617057220939786,-0.9485012112132405,0.0,0.4905380001426049
1,6,42,84.0,86.0,320,236.5,262.0,304.0,AFz,48.508417509239166,0.0,296.0,277.0,286.0,268.0,273.0,304.0,271.0,252.0,285.0,255.0,201.0,-0.07141656178546747,0.0,0.12707777902245015,-0.29360142067358846,-0.19637043360139073,1.0573082570641281,0.36790350010695366,-0.07635733021087654,0.8852677971323573,-0.10878866938646478,-0.24526900007130245
1,6,43,86.0,88.0,320,247.0,262.75,321.0,AF7,44.96194026266497,0.0,293.99999999999994,243.99999999999997,243.0,321.0,311.0,232.0,222.0,198.0,262.0,247.0,206.0,-0.08728690884890515,-0.359002608975334,-0.29325641312873113,0.12696277650749774,0.12806767408786351,-0.2552123379120309,-0.38323281261141007,-0.7635733021087718,0.40047828917892353,-0.28285054040480845,-0.09197587502673842
1,6,44,88.0,90.0,320,223.5,260.0,333.0,O2,42.41202867512858,0.0,282.0,238.0,224.0,280.0,272.0,211.0,175.0,196.0,240.99999999999994,293.0,189.0,-0.182508991229528,-0.4242758106072125,-0.4789854747769276,-0.1983793382929652,-0.20490827854058163,-0.6380308447800773,-1.103710500320861,-0.7890257455123976,-0.04215560938725631,0.7180052179506676,-0.6131725001782561
1,6,45,90.0,92.0,320,222.0,262.25,360.0,O2,42.34830792999833,0.0,305.0,253.0,295.0,262.0,255.0,239.0,257.0,278.0,221.0,315.99999999999994,185.99999999999997,0.0,-0.2610928065275154,0.21505470296106952,-0.34121246186390014,-0.35005164250682697,-0.12760616895601545,0.15329312504456402,0.25452443403625824,-0.46371170325980615,1.2184330971284043,-0.7051483752049954
1,6,46,92.0,94.0,320,248.0,267.0,437.99999999999994,Fp2,48.56443397806723,0.0,418.0,384.0,437.99999999999994,314.0,313.0,296.0,330.0,393.0,265.0,280.0,218.0,0.8966746090842027,1.1640387624351727,1.6129102722080209,0.07141656178546747,0.14514336396624533,0.9114726354001104,1.2723329378698816,1.718039929744739,0.46371170325980615,0.4351546775458591,0.27592762508021523
1,6,47,94.0,96.0,320,247.5,263.0,317.0,Fpz,44.04936631687167,0.0,316.0,317.0,306.0,253.0,250.99999999999997,263.0,260.0,273.0,256.0,285.0,234.0,0.08728690884890469,0.43515467754585896,0.32258205444160426,-0.4126290236493676,-0.3842030222635908,0.30990069603603754,0.1992810625579332,0.19089332552719387,0.2740114610171582,0.5439433469323239,0.7664656252228201
1,6,48,96.0,98.0,320,230.5,246.25,284.0,F1,44.44356440883891,0.0,230.0,214.99999999999997,233.0,239.0,236.99999999999994,239.0,186.0,229.0,261.0,258.0,218.99999999999997,-0.5951380148788956,-0.6744897501960817,-0.3910085508383082,-0.5237214530934281,-0.5037328514122636,-0.12760616895601545,-0.9350880627718406,-0.36906042935257266,0.37940048448529595,-0.04351546775458592,0.3065862500891272
1,6,49,98.0,100.0,320,246.0,312.5,545.0,Fp1,44.48408028968815,0.0,545.0,476.99999999999994,511.9999999999999,511.0,490.0,362.0,378.0,484.0,214.0,279.0,226.0,1.904441647612466,2.1757733877292944,2.3362760912588905,1.6346457475340335,1.6563419182030348,2.1146165141282562,2.0081399380837888,2.876126104609711,-0.611256336115199,0.4133969436685662,0.5211966251515178
1,6,50,100.0,102.0,320,213.5,230.25,278.0,Oz,38.310165127222916,0.0,229.0,216.0,216.0,193.0,190.0,195.0,198.0,205.0,210.0,221.0,181.0,-0.6030731884106143,-0.663610883257435,-0.5571871849445892,-0.8887394355524841,-0.9050115635542355,-0.9297020881081126,-0.7511363127183638,-0.6744897501960817,-0.6955675548897092,-0.8485516212144254,-0.8584415002495586
1,6,51,102.0,104.0,320,305.0,465.25,1031.0,Fp1,66.60093458562953,0.0,1031.0,893.0,943.0,943.0,915.0,616.0,686.0,854.0,324.0,306.0,302.0,5.76093598402771,6.701382034206228,6.549393226541663,5.062640713236472,5.284926017359168,6.744897501960818,6.729568189456361,7.584828134280474,1.7073021801838317,1.000855758355476,2.851252125828891
1,6,52,104.0,106.0,320,199.5,221.5,361.0,Fp1,39.949927022801106,0.0,361.0,305.0,309.0,340.0,333.0,204.0,230.0,274.0,195.0,229.0,175.0,0.44436971777624207,0.3046082742821013,0.3519076957544774,0.2777310736101513,0.31590026275006333,-0.7656370137360927,-0.2605983125757589,0.20361954722900674,-1.0117346252941226,-0.6744897501960817,-1.0423932503030355
1,6,53,106.0,108.0,320,222.0,240.0,288.0,F5,40.45202998700114,0.0,240.0,240.0,243.0,220.0,222.0,229.0,200.0,197.0,243.0,260.99999999999994,219.0,-0.5157862795617095,-0.4025180767299195,-0.29325641312873113,-0.6744897501960817,-0.6318005255001267,-0.30990069603603754,-0.7204776877094509,-0.7762995238105846,0.0,0.021757733877291723,0.30658625008912804
1,6,54,108.0,110.0,320,195.0,219.0,283.0,O2,40.87094014204034,0.0,253.99999999999997,248.0,248.99999999999997,239.0,234.0,218.0,188.0,225.0,186.0,173.0,180.0,-0.40469385011764925,-0.3154871412207477,-0.2346051305029852,-0.5237214530934281,-0.5293463862298359,-0.5104246758240618,-0.9044294377629277,-0.41996531615982413,-1.2014348675367705,-1.8929228473244872,-0.8891001252584713
1,6,55,110.0,112.0,320,217.0,254.25,288.0,Pz,41.47222428394387,0.0,255.99999999999994,210.0,258.0,178.0,175.0,185.0,203.0,255.0,254.0,272.0,229.0,-0.38882350305421226,-0.7288840848893137,-0.14662820656436557,-1.007767038528263,-1.0330792376420992,-1.1119966151881349,-0.6744897501960817,-0.0381786651054379,0.23185585162990308,0.2610928065275155,0.6131725001782561
1,6,56,112.0,114.0,320,256.5,277.75,367.0,Fp1,49.37336577711635,0.0,367.0,331.0,315.0,288.99999999999994,283.0,299.99999999999994,273.0,323.0,244.0,274.0,230.0,0.49198075896655374,0.5874588146869096,0.41055897838022365,-0.12696277650749818,-0.11099198420948171,0.9843904462321181,0.3985621251158664,0.8272044106178378,0.021077804693627553,0.3046082742821014,0.6438311251871689
1,6,57,114.0,116.0,320,243.0,283.75,310.0,CP1,46.28345324680299,0.0,218.99999999999997,211.0,222.0,219.99999999999997,215.99999999999997,223.0,200.0,231.0,290.0,297.0,231.0,-0.6824249237278005,-0.7180052179506673,-0.498535902318843,-0.6744897501960819,-0.6830275951352723,-0.4192774122840508,-0.7204776877094509,-0.3436079859489469,0.990656820600495,0.8050361534598394,0.6744897501960817
1,6,58,116.0,118.0,320,298.0,332.5,459.0,Fp1,59.6430216477801,0.0,459.0,389.0,380.0,459.0,441.99999999999994,359.0,322.0,298.0,316.0,323.0,280.0,1.2220167238846658,1.2184330971284052,1.0459478734924745,1.2220167238846658,1.2465253611218712,2.0599281560042493,1.1496984378342303,0.5090488680725158,1.5386797426348113,1.3707372342694564,2.176762375632809
1,6,59,118.0,120.0,320,304.5,322.0,384.0,F5,49.6623108562887,0.0,305.0,284.0,266.0,309.0,305.0,317.0,247.0,254.0,322.0,310.0,249.0,0.0,0.07615206857052532,-0.06842649639670394,0.031740694126874434,0.0768406044527181,1.294291142268157,0.0,-0.05090488680725078,1.6651465707965767,1.0878866938646479,1.2263450003565122
1,6,60,120.0,122.0,320,267.0,306.5,472.0,Fp1,51.55305590979282,0.0,472.0,401.0,392.0,458.0,443.0,336.0,297.0,304.99999999999994,304.0,301.99999999999994,245.99999999999997,1.3251739797970075,1.348979500392163,1.163250438743967,1.214081550352947,1.2550632060610625,1.6406507437201987,0.7664656252228201,0.5981324199852052,1.2857460863112808,0.913824822846303,1.134369125329773
1,6,61,122.0,124.0,320,234.5,276.25,337.0,POz,42.34211962195714,0.0,212.0,219.99999999999997,207.0,217.0,211.99999999999997,246.0,216.0,211.0,266.0,274.0,192.0,-0.7379711384498305,-0.6200954155028494,-0.6451641088832085,-0.6982952707912375,-0.717178974892036,0.0,-0.4752086876381485,-0.5981324199852044,0.48478950795343373,0.3046082742821014,-0.5211966251515178
1,6,62,124.0,125.0,160,152.5,179.5,224.0,Oz,27.02114202165784,0.4968553459119497,122.0,108.0,102.99999999999999,135.0,134.0,124.0,118.0,114.0,182.0,157.0,138.0,-1.4521367563045053,-1.838528512631254,-1.66178634106281,-1.3489795003921634,-1.383130880148926,-2.2239932303762697,-1.977481313074876,-1.8325759250610534,-1.2857460863112808,-2.241046589361175,-2.176762375632809
1,10,0,0.0,2.0,320,221.0,243.75,280.0,POz,42.55385038400391,0.0,240.0,221.0,223.0,213.0,213.0,193.0,180.0,194.0,249.0,277.0,224.0,-0.6318903975521187,-0.6471455711340784,-0.5225776442960633,-0.8993196669281088,-0.8708601837974725,-0.8466998991823153,-0.8256684873089966,-0.6099109443262442,0.32475432416848377,0.46371170325980615,0.44101252897436116
1,10,1,2.0,4.0,320,211.5,227.75,298.0,Iz,34.87271490220924,0.0,217.0,220.0,165.0,213.0,206.0,198.0,193.0,164.0,209.0,223.0,198.0,-0.7951879160206438,-0.6562602974880795,-0.875013729984106,-0.8993196669281088,-0.930625098371809,-0.7749456704380514,-0.6744897501960817,-0.8251736305590361,-0.6744897501960817,-0.6744897501960817,-0.2334772212217206
1,10,2,4.0,6.0,320,220.5,235.25,262.0,F7,36.39894852968948,0.0,252.0,224.99999999999997,194.0,248.0,246.0,190.99999999999997,150.0,148.0,231.0,235.0,174.0,-0.5466916922641926,-0.6106866657180742,-0.6987956871400847,-0.6370180974074106,-0.5891113008041726,-0.8754015906800213,-1.174542496031108,-0.9399803965498585,-0.12490550929557068,-0.42155609387255105,-0.8560831444796422
