subject,run,window,window_start_seconds,window_stop_seconds,channel,stage,mean_uV,standard_deviation_uV,rms_uV,peak_to_peak_uV
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP6,stored_valid,5.0671875,36.43985007296056,36.79047516001934,244.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fp1,stored_valid,20.64375,73.67036776029762,76.50808780776056,462.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fpz,stored_valid,16.4375,61.580885579455575,63.736934935718395,403.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fp2,stored_valid,20.68125,64.08798852700481,67.3422926176411,415.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF7,stored_valid,12.48125,72.7372816954105,73.80036415899315,432.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF3,stored_valid,14.0234375,70.79802531274156,72.17352137383904,414.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AFz,stored_valid,9.8734375,48.84181655542301,49.82978840512972,301.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF4,stored_valid,14.4203125,48.81758033641511,50.90286399113511,291.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF8,stored_valid,11.0953125,52.9056528456775,54.05658204603765,338.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F7,stored_valid,2.425,57.87157657261464,57.92236183029832,341.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F5,stored_valid,1.6640625,74.26860849979683,74.2872486534533,398.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F3,stored_valid,-6.75,53.161957732950356,53.588769812340345,333.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F1,stored_valid,3.3390625,50.57802486377946,50.68812422550276,312.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fz,stored_valid,0.3546875,47.483459059733036,47.48478374700679,301.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F2,stored_valid,4.1453125,45.70683561325749,45.89442708543162,289.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F4,stored_valid,7.1578125,44.49710420594629,45.069130926832834,279.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F6,stored_valid,15.515625,39.15198437958637,42.11427905117218,245.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F8,stored_valid,2.9296875,51.00024258424997,51.084320613080486,285.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FT7,stored_valid,3.796875,50.18798402241691,50.331401728940556,323.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FT8,stored_valid,8.8234375,26.54568728030212,27.973676242138787,144.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T7,stored_valid,4.54375,44.79977634919063,45.02960831497427,322.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T8,stored_valid,7.8265625,31.884698241218995,32.83122084997754,193.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T9,stored_valid,-0.6625,41.151190368566496,41.156522873051365,302.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T10,stored_valid,-6.6828125,20.580201762612624,21.638037977136467,136.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,TP7,stored_valid,7.7265625,49.229233382550184,49.83188926280038,342.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,TP8,stored_valid,2.53125,33.95883019830777,34.05303767654216,213.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P7,stored_valid,3.575,49.24550106354894,49.37509493661759,361.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P5,stored_valid,0.59375,50.7867535479233,50.7902242070263,343.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P3,stored_valid,-1.13125,53.75879252213074,53.77069369089448,345.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P1,stored_valid,2.33125,52.17437372348134,52.22643009052026,318.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Pz,stored_valid,0.2328125,52.367665222347306,52.36818273054737,327.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P2,stored_valid,2.2140625,50.14967711507317,50.198527742355154,315.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P4,stored_valid,-2.69375,46.112294574630525,46.190908196310666,298.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P6,stored_valid,-4.590625,41.5295215733263,41.782472401714095,273.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P8,stored_valid,0.2015625,34.71830835537057,34.71889345154882,237.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO7,stored_valid,0.9125,52.91731610493865,52.9251830417241,382.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO3,stored_valid,-0.7546875,55.33531995278733,55.340466093989484,377.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,POz,stored_valid,-4.2859375,53.298344742084566,53.47039192394236,330.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO4,stored_valid,4.6234375,48.26531894832555,48.486257718038004,303.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO8,stored_valid,-1.4796875,47.21393689793665,47.23711795294036,295.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,O1,stored_valid,-7.1265625,51.92041308034436,52.40722457352612,361.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Oz,stored_valid,-3.8890625,49.81737152210154,49.968943479925606,324.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,O2,stored_valid,8.7140625,50.46209396414395,51.20896222830531,292.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Iz,stored_valid,-7.9328125,45.36377462623501,46.05216132278701,301.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC5,average_reference,3.0829833984375,27.237660258993756,27.41158373789098,154.20312499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC3,average_reference,3.5782958984375,20.686342225868724,20.993545584834738,129.39062499999994
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC1,average_reference,0.7407958984374993,19.08038356622823,19.09475885151562,122.34375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FCz,average_reference,2.5673583984375,23.97813294438042,24.115185851334616,156.796875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC2,average_reference,-0.24982910156250107,21.764829459662018,21.766263252753312,123.18749999999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC4,average_reference,-0.6404541015624998,21.785574475672565,21.794986503581143,121.296875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC6,average_reference,11.8720458984375,28.079154231027015,30.485806142275607,160.890625
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C5,average_reference,-1.5873291015625006,23.144798677610417,23.199166353638315,151.78125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C3,average_reference,0.9861083984374994,17.6553429956151,17.682860234314024,141.20312499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C1,average_reference,-1.9326416015625,17.849611972934287,17.953934141140465,102.49999999999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Cz,average_reference,-3.3060791015625006,20.848463164880304,21.10896907390693,119.375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C2,average_reference,0.30642089843749964,23.50940332882589,23.51140018468507,114.296875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C4,average_reference,-8.2623291015625,18.191873749682372,19.98024906518708,106.453125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C6,average_reference,-5.3373291015625,23.00651082410745,23.617506689702857,143.23437499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP5,average_reference,-6.4467041015625,21.46760749207527,22.414686373155195,123.51562499999994
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP3,average_reference,-5.4326416015625005,19.750697923940724,20.484229623146295,119.20312499999996
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP1,average_reference,-4.2326416015625,19.76204340391908,20.210235387685596,100.10937499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CPz,average_reference,-6.1560791015625,20.247532060005845,21.162699837819822,106.95312499999999
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP2,average_reference,-2.3342041015625004,18.829851533214697,18.97397737825834,115.78125000000001
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP4,average_reference,-1.0951416015625004,19.09208083951462,19.123464275858446,110.25000000000001
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP6,average_reference,1.6798583984374993,21.007534473135664,21.074592021645024,122.23437499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fp1,average_reference,17.2564208984375,52.383229248477065,55.152395856594794,309.96875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fpz,average_reference,13.0501708984375,44.01271759613617,45.906712697335,250.48437499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fp2,average_reference,17.2939208984375,46.60932092614894,49.71426854775356,269.484375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF7,average_reference,9.0939208984375,47.235911820945304,48.10333421773546,277.21875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF3,average_reference,10.6361083984375,45.11161728129708,46.34851470756678,265.21875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AFz,average_reference,6.4861083984375,25.087717763516824,25.912606675866463,132.984375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF4,average_reference,11.0329833984375,30.457572263095948,32.39429627005207,157.85937499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF8,average_reference,7.7079833984375,48.7587520279572,49.36424725846034,264.78125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F7,average_reference,-0.9623291015625007,35.62483892530702,35.63783418999791,184.234375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F5,average_reference,-1.7232666015625,45.87843547512925,45.91078837730473,212.0
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F3,average_reference,-10.1373291015625,23.803972170228718,25.872659940454696,119.65625
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F1,average_reference,-0.04826660156250071,22.897691221528376,22.897742092644947,139.99999999999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fz,average_reference,-3.0326416015625,21.61942237784133,21.831086528962185,125.99999999999999
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F2,average_reference,0.7579833984375,22.151949366807482,22.164913705717627,131.859375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F4,average_reference,3.7704833984375,21.499530087356362,21.82765079056915,125.6875
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F6,average_reference,12.1282958984375,28.907822529831407,31.34896752392787,160.03125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F8,average_reference,-0.4576416015625,60.44257903358198,60.44431152777145,326.9375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FT7,average_reference,0.40954589843749967,26.942900195742332,26.946012669793266,137.84375000000003
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FT8,average_reference,5.4361083984375,37.14786222693167,37.54350732883995,231.0625
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T7,average_reference,1.1564208984374997,23.731013102387582,23.759172800416138,135.29687500000003
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T8,average_reference,4.4392333984375,32.10962963661339,32.4150444788571,220.26562499999994
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T9,average_reference,-4.0498291015625005,26.864320346105384,27.167863799165996,146.84375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T10,average_reference,-10.0701416015625,40.353189412402884,41.59071588261958,260.85937499999994
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,TP7,average_reference,4.3392333984375,25.749428466997937,26.11248768047884,125.51562499999999
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,TP8,average_reference,-0.8560791015625,27.70258461171813,27.71580894719716,150.06249999999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P7,average_reference,0.1876708984375,27.80902779444184,27.809661041410752,133.32812500000003
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P5,average_reference,-2.793579101562501,25.59345464867868,25.745465718270843,136.078125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P3,average_reference,-4.5185791015625005,27.01952550472448,27.394749781619364,150.65625
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P1,average_reference,-1.0560791015625004,24.235718467546036,24.258717045773654,145.03125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Pz,average_reference,-3.1545166015625004,22.502649643955838,22.722680651458337,118.48437500000003
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P2,average_reference,-1.1732666015625004,23.292036287936853,23.321567463549897,137.09375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P4,average_reference,-6.0810791015625,21.804022564195556,22.636141964111488,124.75
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P6,average_reference,-7.9779541015625,22.185347683584347,23.576204178963145,128.578125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P8,average_reference,-3.1857666015625,25.043386448417436,25.24520377506209,163.45312499999994
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO7,average_reference,-2.4748291015625004,32.25004129406222,32.34485960010739,180.078125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO3,average_reference,-4.1420166015625,32.38416328466801,32.647975943014586,190.078125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,POz,average_reference,-7.6732666015625,28.081879867621126,29.111355125417283,171.95312499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO4,average_reference,1.2361083984375,26.80902359572419,26.83750566145789,149.79687499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO8,average_reference,-4.867016601562501,33.97661681786864,34.32343719658856,199.79687499999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,O1,average_reference,-10.5138916015625,32.34767757801559,34.01344089181009,198.375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Oz,average_reference,-7.2763916015625,31.057583008705294,31.89857891947397,187.375
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,O2,average_reference,5.3267333984375,37.01934716861076,37.400617020153014,214.96874999999997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Iz,average_reference,-11.3201416015625,33.99949162004093,35.83449506133244,203.28125
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC5,filtered_1_40_hz,-0.722596042471914,21.098620622044255,21.11099090979737,114.22863737906087
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC3,filtered_1_40_hz,-0.23748184263084307,17.254984265555194,17.256618429754326,98.12859357479671
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC1,filtered_1_40_hz,-0.051576051380656816,16.635057257740776,16.635137211859423,93.091306054237
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FCz,filtered_1_40_hz,0.37814391054874685,19.977591977686593,19.981170487336637,123.55551882214391
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC2,filtered_1_40_hz,0.2851774992191141,19.670390421797126,19.67245753717591,104.85129966879072
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC4,filtered_1_40_hz,0.15159550016268444,19.817311207007773,19.817891024805476,108.76146903289163
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FC6,filtered_1_40_hz,0.977966530707693,24.534724677187214,24.55420806136015,142.53636842941512
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C5,filtered_1_40_hz,-0.8807787287226658,20.890123302618168,20.908682951529038,123.87567701762981
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C3,filtered_1_40_hz,-0.23949928287726724,16.020260361577076,16.022050491719728,118.92143715945079
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C1,filtered_1_40_hz,0.17525365036606608,15.650311977279868,15.651293199865508,79.55082565115939
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Cz,filtered_1_40_hz,0.2977696691439566,18.262070425112505,18.26449788490313,97.92166868825107
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C2,filtered_1_40_hz,0.35223581386169245,19.411472527449636,19.414668056716774,100.41591601971105
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C4,filtered_1_40_hz,0.39926910228052004,16.7413428356089,16.74610330063174,98.2965115180832
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,C6,filtered_1_40_hz,0.500856666054531,19.412420783774717,19.418880968950294,125.98159590783587
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP5,filtered_1_40_hz,-0.6808491808098905,19.338558072503066,19.35053962892464,104.5122133468396
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP3,filtered_1_40_hz,-0.33253831531359257,17.941213264640503,17.944294779635783,108.86274401856983
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP1,filtered_1_40_hz,0.023659387242508066,17.598289890307946,17.59830579430644,95.07197476709547
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CPz,filtered_1_40_hz,0.6372848215652847,18.67223327231593,18.683105398182054,96.53593585400944
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP2,filtered_1_40_hz,0.6218290835005353,17.56562817847096,17.57663121059835,104.09777306512117
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP4,filtered_1_40_hz,0.5782518185157486,17.617584902464465,17.627072160774762,101.84803945506145
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,CP6,filtered_1_40_hz,0.571912926948231,17.686447855558637,17.695692191700367,104.18503089481217
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fp1,filtered_1_40_hz,-0.07528104839527856,46.63194485387841,46.632005619439155,271.7814029764087
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fpz,filtered_1_40_hz,0.25346923513132147,39.030549100560165,39.031372122235155,220.76016285344997
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fp2,filtered_1_40_hz,0.4034905268483605,41.81726339260468,41.81920996685294,239.2657171258199
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF7,filtered_1_40_hz,-0.6946754243258467,40.589007669609636,40.59495187272418,245.42697777597627
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF3,filtered_1_40_hz,-0.5080123097612727,38.72474149397726,38.72807354209906,234.35301972436974
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AFz,filtered_1_40_hz,0.28579646426256666,22.777208292393055,22.779001233900576,121.83998069333288
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF4,filtered_1_40_hz,0.6934749873710672,27.31602191187961,27.32482315859329,133.33309680778106
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,AF8,filtered_1_40_hz,1.76283350394359,38.89777706131998,38.93770206720958,206.74015230648214
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F7,filtered_1_40_hz,-0.8203872889025486,29.567546073301028,29.578925201916515,151.47915397247516
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F5,filtered_1_40_hz,-0.6498323749948558,32.401790928699114,32.40830661269915,153.56810116953673
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F3,filtered_1_40_hz,-0.0346605519342134,19.021462346267075,19.021493925144693,106.43702593600207
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F1,filtered_1_40_hz,0.039314011325879195,19.68671266290482,19.686751917552662,118.0701389001314
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Fz,filtered_1_40_hz,-0.03194406601002582,19.291459144660788,19.291485592184692,111.44040862050161
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F2,filtered_1_40_hz,-0.19337355650279978,19.842254667228154,19.843196910061945,109.6392037337952
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F4,filtered_1_40_hz,-0.2578773180130636,18.964450002100918,18.9662032202898,101.3418302044933
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F6,filtered_1_40_hz,0.4293324259037285,26.461295584091214,26.464778297211893,147.66568210203653
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,F8,filtered_1_40_hz,0.5536290576575496,44.53536628526004,44.53880729538857,241.9864721403625
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FT7,filtered_1_40_hz,-0.8923893043713165,22.791742312903647,22.8092059556741,117.08581984947322
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,FT8,filtered_1_40_hz,1.6504934825615727,30.624145467290802,30.668590028525372,182.95482993597366
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T7,filtered_1_40_hz,-1.0936526182659203,21.878336729470213,21.905654386425557,117.78630593120897
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T8,filtered_1_40_hz,1.1892260705899313,29.624520399057023,29.64838052105235,193.84739358021818
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T9,filtered_1_40_hz,-1.3175495432430624,25.541759941633334,25.575719691045357,142.6413003012714
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,T10,filtered_1_40_hz,1.0119654567680287,32.91229002725616,32.927843976244745,209.51821074717864
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,TP7,filtered_1_40_hz,-0.16445604734872427,22.351541861177676,22.35214686251608,114.56482814898298
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,TP8,filtered_1_40_hz,0.11537322738423224,23.239263713531717,23.239550101683747,147.1385004769705
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P7,filtered_1_40_hz,-0.7691653215923233,25.116285452710134,25.128060216299207,118.10636600869523
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P5,filtered_1_40_hz,-0.5269718706037188,23.129309962962253,23.13531237556979,119.48794167601821
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P3,filtered_1_40_hz,-0.2584864799383901,23.22579005563534,23.227228396189684,130.66665587445618
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P1,filtered_1_40_hz,0.08889400457983214,22.16293735832497,22.163115631451433,129.83627466244985
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Pz,filtered_1_40_hz,0.5911004347324131,20.663439574838755,20.671892385240234,107.68979717699116
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P2,filtered_1_40_hz,0.5128756315383429,21.42065480287749,21.426793824496105,121.22191198655712
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P4,filtered_1_40_hz,0.12474238257276893,19.961079736032698,19.961469507284907,108.64417997656062
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P6,filtered_1_40_hz,0.11846538383831291,19.929086401294505,19.929438497795903,116.64506059336782
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,P8,filtered_1_40_hz,-0.03365048171271967,21.377312805560027,21.377339290512285,134.5482674836592
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO7,filtered_1_40_hz,-0.7077619820973295,28.593930041210836,28.60268802446654,152.6441538647964
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO3,filtered_1_40_hz,-0.590408013789195,27.830446147699742,27.83670803817797,160.87211673530004
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,POz,filtered_1_40_hz,-0.11526708240701042,25.29997977200919,25.300242349913585,138.36368325584857
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO4,filtered_1_40_hz,-0.09111434795183992,24.60463486108962,24.60480356499416,133.10477366819396
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,PO8,filtered_1_40_hz,-1.3695007613941486,30.383073928950726,30.413923023962965,171.5586237585996
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,O1,filtered_1_40_hz,-0.47066892057121806,29.273768609337978,29.277552114646696,184.34135970286331
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Oz,filtered_1_40_hz,-0.30380428844920654,27.771403462949177,27.773065141384482,173.10982562804242
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,O2,filtered_1_40_hz,0.013073052651484219,33.11332351436324,33.11332609496646,203.30925393479066
1,6,relatively_lower_amplitude_8_12_s,8.0,12.0,Iz,filtered_1_40_hz,-0.6725452729954321,28.589355735182775,28.597265227588753,194.77577277435358
1,6,large_frontal_transient_13_17_s,13.0,17.0,FC5,stored_valid,-4.3765625,88.21851641341286,88.32701136968238,426.99999999999994
1,6,large_frontal_transient_13_17_s,13.0,17.0,FC3,stored_valid,-1.9984375,88.15573044367899,88.17837922359426,435.0
1,6,large_frontal_transient_13_17_s,13.0,17.0,FC1,stored_valid,6.234375,84.22669228551823,84.45710819700139,436.0
