cohort,semantic_condition,channel,frequency_band,analysis_role,replication_subject_count,negative_subject_count,positive_subject_count,zero_subject_count,negative_subject_fraction,negative_fraction_wilson_95_lower,negative_fraction_wilson_95_upper,median_across_subject_medians_percent,q25_across_subject_medians_percent,q75_across_subject_medians_percent,iqr_across_subject_medians_percentage_points,minimum_subject_median_percent,maximum_subject_median_percent,mad_across_subject_medians_percent,bootstrap_median_95_lower_percent,bootstrap_median_95_upper_percent,qc_excluded_cohort_median_percent,qc_sensitivity_direction_preserved,fraction_subjects_with_at_least_two_supporting_runs,leave_one_subject_out_minimum_cohort_median_percent,leave_one_subject_out_maximum_cohort_median_percent,leave_one_subject_out_direction_preserved,one_sided_exact_sign_test_p,holm_adjusted_primary_p,replication_category,strong_criterion_subject_fraction,strong_criterion_cohort_median,strong_criterion_run_support,strong_criterion_qc_sensitivity,strong_criterion_leave_one_subject_out
replication_1,both_feet_imagery,C4,mu,secondary_or_exploratory,19,16,3,0,0.8421052631578947,0.6243452472967093,0.9447952836146585,-13.679839705483499,-29.3076653040736,-4.22757330435161,25.080091999721986,-61.05970420519308,40.25544418832523,12.600677829705427,-26.387752084835725,-6.030918619386642,-13.679839705483499,True,,-15.719422508496429,-12.101040981841521,True,,,secondary / exploratory; not replication-graded,,,,,
replication_1,both_feet_imagery,Cz,beta,secondary_or_exploratory,19,16,3,0,0.8421052631578947,0.6243452472967093,0.9447952836146585,-19.47296263693445,-30.47395660734609,-4.695376686707325,25.778579920638762,-62.56821059485555,40.22746076266275,14.04537768745329,-28.820498153397224,-5.4275849494811625,-19.489228613911457,True,,-21.106817581707617,-18.397178511576193,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_fists_imagery,C4,central_12_13,primary,86,70,16,0,0.813953488372093,0.7189498897582024,0.8821089165972619,-26.507333445910405,-43.3096949014697,-5.032807504032754,38.276887397436944,-88.7058573419862,77.38242949468363,19.294874578302895,-32.524837949387084,-19.089890112272492,-26.678998163537695,True,0.7906976744186046,-26.628602294274103,-26.386064597546707,True,1.6031901755407654e-09,1.6031901755407654e-09,strong replication,True,True,True,True,True
replication_2,both_fists_imagery,C3,central_12_13,primary,86,75,11,0,0.872093023255814,0.7853122106350142,0.9270537820825729,-21.06917663709365,-45.29182502809016,-8.623249241013172,36.66857578707699,-79.40056615796107,107.79176846203094,17.18371378153809,-31.381754441729896,-15.42689241822436,-23.44678769582209,True,0.8837209302325582,-21.574964948228093,-20.56338832595921,True,3.6866476402994697e-13,7.373295280598939e-13,strong replication,True,True,True,True,True
replication_2,both_fists_imagery,C3,mu,secondary_or_exploratory,86,71,15,0,0.8255813953488372,0.7319679420486398,0.891352301579249,-20.800999056403924,-38.7572826548803,-3.6162010411628858,35.14108161371741,-72.61934391061939,222.27570402801416,17.59344275100242,-27.517651075129727,-12.20624533533841,-19.287646281961756,True,,-21.84655549072204,-19.755442622085813,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_fists_imagery,C4,mu,secondary_or_exploratory,86,71,15,0,0.8255813953488372,0.7319679420486398,0.891352301579249,-18.66449742530991,-40.367638823345224,-6.783084332057159,33.58455449128807,-84.39336429737163,139.0424847918076,17.668197143976183,-28.423481941577776,-14.193656433099452,-17.200769584489663,True,,-18.739668768442673,-18.589326082177152,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_fists_imagery,Cz,mu,secondary_or_exploratory,86,66,20,0,0.7674418604651163,0.6679041466259225,0.8441089106398433,-16.034745619282337,-26.456207463921228,-1.3627335211201814,25.093473942801047,-47.40065348189248,86.17785396491223,12.443111554847949,-19.245391052798126,-11.083204704305256,-15.615793368467248,True,,-16.187553295111517,-15.881937943453156,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_fists_imagery,Cz,beta,secondary_or_exploratory,86,68,18,0,0.7906976744186046,0.6932340925568325,0.8633018392537823,-13.505643902848615,-28.283174175799395,-2.3450089891887176,25.93816518661068,-66.73215282618953,69.8548243055213,12.582036758942497,-18.60266680503432,-10.538137267628386,-16.840138694836153,True,,-14.129288256764758,-12.88199954893247,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_feet_imagery,C3,central_12_13,secondary_or_exploratory,86,61,25,0,0.7093023255813954,0.6060316083912257,0.7946742625124171,-12.717818882785384,-24.46393720975481,3.950039558052094,28.413976767806904,-56.87706146848728,43.49558913216704,14.976693193514409,-16.455124110553335,-4.242054959384199,-11.573637958256485,True,,-12.794718575222378,-12.640919190348392,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_feet_imagery,C4,central_12_13,secondary_or_exploratory,86,55,31,0,0.6395348837209303,0.5341068512119144,0.7330303960571808,-12.747558108218625,-26.85649994393936,6.501561963708761,33.35806190764812,-59.19787737013756,77.74078969383436,17.300883739337475,-19.2802103917544,-5.570273431254536,-13.249010444315886,True,,-13.487287034479868,-12.007829181957382,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_feet_imagery,C3,mu,secondary_or_exploratory,86,59,27,0,0.686046511627907,0.5817959683851581,0.7743870279736356,-11.270288534152142,-23.542170582823537,4.30661339993997,27.848783982763507,-68.09299515243485,61.25063105868854,14.861469896149183,-15.444564432383734,-5.562467519309931,-9.879251297342392,True,,-11.279257572081313,-11.26131949622297,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_feet_imagery,Cz,mu,secondary_or_exploratory,86,60,26,0,0.6976744186046512,0.5938796504460166,0.7845647831852016,-11.477099499861472,-28.822065943160673,2.3531692923614242,31.1752352355221,-63.113524776000105,61.8197537576968,15.671260019603753,-17.56412764627403,-4.021643776877859,-11.413181821437103,True,,-11.56284306862994,-11.391355931093004,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_feet_imagery,C4,mu,secondary_or_exploratory,86,57,29,0,0.6627906976744186,0.557825607589722,0.7538345142242223,-9.50816378649619,-26.477287370060427,10.02207309129291,36.499360461353334,-62.922335552096015,148.95239716222406,17.635887548890828,-15.05243823476913,-6.043498879085398,-11.933980681361607,True,,-9.947086555691088,-9.069241017301295,True,,,secondary / exploratory; not replication-graded,,,,,
replication_2,both_feet_imagery,Cz,beta,secondary_or_exploratory,86,67,19,0,0.7790697674418605,0.6805235720815125,0.853750922456678,-11.586370682232777,-26.932297043885747,-1.0793933039709473,25.8529037399148,-57.323152249231825,56.53970856921455,13.118828923741109,-17.221540936972566,-7.355434860047238,-12.338728296585444,True,,-11.801482283755693,-11.371259080709862,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_fists_imagery,C4,central_12_13,primary,105,87,18,0,0.8285714285714286,0.7452274603731152,0.888722146216327,-26.669125066988727,-43.569239650267875,-7.034766607802186,36.53447304246569,-88.7058573419862,77.38242949468363,18.743111667765923,-33.13495683659151,-20.064098658087005,-27.8219300863696,True,0.8095238095238095,-26.785444419065378,-26.648863680631415,True,2.473127992194611e-12,2.473127992194611e-12,strong replication,True,True,True,True,True
combined_replication,both_fists_imagery,C3,central_12_13,primary,105,91,14,0,0.8666666666666667,0.7885649316986082,0.918886078553378,-23.901545025655675,-45.234170231151246,-9.134915156834726,36.09925507431652,-79.40056615796107,107.79176846203094,16.693052579536488,-32.15997617043332,-17.31219376837369,-24.565060212571755,True,0.8761904761904762,-23.979374737550593,-22.90473639994044,True,2.6610079935078244e-15,5.322015987015649e-15,strong replication,True,True,True,True,True
combined_replication,both_fists_imagery,C3,mu,secondary_or_exploratory,105,87,18,0,0.8285714285714286,0.7452274603731152,0.888722146216327,-20.89212131628474,-35.759701403553215,-4.3527055237384005,31.406995879814815,-72.61934391061939,222.27570402801416,16.304682276432995,-26.836744994383444,-12.684741940701617,-20.647286306956527,True,,-21.36933840350339,-20.323781969185276,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_fists_imagery,C4,mu,secondary_or_exploratory,105,89,16,0,0.8476190476190476,0.7667269516059707,0.9039733568147432,-18.98623158442908,-40.0361730641343,-7.228273684099124,32.80789938003518,-84.39336429737163,139.0424847918076,17.359353147128004,-28.86349953703212,-14.76766199655195,-19.2457116260368,True,,-19.08634700831429,-18.862950176435877,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_fists_imagery,Cz,mu,secondary_or_exploratory,105,80,25,0,0.7619047619047619,0.6721129566522359,0.8332091935277541,-15.69532861044083,-26.498877384684743,-0.8240509969112891,25.674826387773454,-47.40065348189248,86.17785396491223,12.551366987055514,-19.08641328336945,-9.70378005192573,-14.61337668495569,True,,-15.759991974038112,-15.57953870548453,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_fists_imagery,Cz,beta,secondary_or_exploratory,105,84,21,0,0.8,0.7135226289709666,0.8653009248715675,-15.678099894756443,-26.8731601696885,-3.046583221999231,23.82657694768927,-66.73215282618953,69.8548243055213,12.631516672757211,-18.834271102700022,-11.503884596529343,-16.739283973687517,True,,-15.811420448156976,-15.609188398858608,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_feet_imagery,C3,central_12_13,secondary_or_exploratory,105,73,32,0,0.6952380952380952,0.6015967557520172,0.7750979380185208,-12.112236775514354,-22.71386258821057,5.1009770269376915,27.814839615148262,-70.7617206632257,88.60214406008222,14.911535221487924,-15.734603280134188,-4.475244762657212,-10.968115227919993,True,,-12.247702246395303,-11.630843991261788,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_feet_imagery,C4,central_12_13,secondary_or_exploratory,105,70,35,0,0.6666666666666666,0.5720277421485502,0.7495408988750798,-13.061674980052487,-27.09422265915033,6.190302446713059,33.28452510586339,-59.19787737013756,77.74078969383436,17.08397287401313,-16.5251256234329,-6.363738223875912,-13.24354139101872,True,,-13.274481007266179,-12.534752081004935,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_feet_imagery,C3,mu,secondary_or_exploratory,105,75,30,0,0.7142857142857143,0.6215166413200128,0.7919287542817972,-10.366438249215955,-21.461169440805662,2.882679085219614,24.343848526025276,-68.09299515243485,61.25063105868854,13.249117334435569,-14.00031098766377,-6.4719344640082745,-10.120821202090198,True,,-10.813878872719464,-10.204363717265554,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_feet_imagery,Cz,mu,secondary_or_exploratory,105,75,30,0,0.7142857142857143,0.6215166413200128,0.7919287542817972,-11.56284306862994,-28.274814996309118,2.09031144396213,30.365126440271247,-63.113524776000105,61.8197537576968,14.979017019516471,-16.439339838704388,-5.490241196821809,-11.571516564749437,True,,-11.567179816689688,-11.477099499861472,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_feet_imagery,C4,mu,secondary_or_exploratory,105,73,32,0,0.6952380952380952,0.6015967557520172,0.7750979380185208,-10.522242258199544,-26.571899859068896,8.570213510554696,35.142113369623594,-62.922335552096015,148.95239716222406,16.399305441024673,-15.456169609492123,-7.051283981819344,-12.128435983112857,True,,-10.541315564583805,-10.234664406945317,True,,,secondary / exploratory; not replication-graded,,,,,
combined_replication,both_feet_imagery,Cz,beta,secondary_or_exploratory,105,83,22,0,0.7904761904761904,0.7030837307062462,0.8573644722206518,-11.889695821838318,-28.346750108617616,-1.547021476722409,26.799728631895206,-62.56821059485555,56.53970856921455,13.640523493572362,-17.813232392202295,-8.026609623945259,-13.88588409878181,True,,-12.069951767978734,-11.845589052797006,True,,,secondary / exploratory; not replication-graded,,,,,
