subject,run,run_trial_index,annotation_index,annotation,semantic_condition,event_code,event_sample,event_time_seconds,annotation_duration_seconds,previous_annotation,next_annotation,epoch_tmin_seconds,epoch_tmax_seconds,epoch_start_sample,epoch_stop_sample_inclusive,epoch_start_seconds,epoch_stop_seconds,n_samples,valid,exclusion_reason,max_full_epoch_p2p_uV,max_task_p2p_uV,median_task_p2p_uV,max_precontext_p2p_uV,frontal_max_task_p2p_uV,max_task_abs_step_uV,minimum_task_channel_std_uV,median_task_channel_std_uV,max_full_epoch_p2p_uV_robust_z,max_task_p2p_uV_robust_z,median_task_p2p_uV_robust_z,max_precontext_p2p_uV_robust_z,frontal_max_task_p2p_uV_robust_z,max_task_abs_step_uV_robust_z,minimum_task_channel_std_uV_robust_z,median_task_channel_std_uV_robust_z,channel_specific_p2p_candidate_count,channel_specific_p2p_candidate_channels,quality_status,quality_evidence,confirmed_exclusion,epoch_array_index,source_file,source_sha256
1,10,5,11,T1,both_fists_imagery,2,7312,45.7,4.1,T0,T0,-2.0,4.0,6992,7952,43.7,49.7,961,True,,509.6428759929504,423.4375907503838,122.07881439222302,433.33576939804965,423.4375907503838,76.24228540349947,14.046631592153647,20.72307625413074,1.1938703009618274,1.173874124854758,-0.8376465692699282,1.4879071633471237,1.2573816639690698,-0.13754863424236896,0.0,-0.6745,0,,not flagged,,False,20,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,6,13,T1,both_fists_imagery,2,8640,54.0,4.1,T0,T0,-2.0,4.0,8320,9280,52.0,58.0,961,True,,421.91349249074483,421.91349249074483,134.5630180490013,363.7641292701138,421.91349249074483,94.86922704423893,13.076226554936715,23.061315797160688,0.5272676972596968,1.1603677008486577,0.06484931335999097,0.8851618685823645,1.2446058158162352,1.0835348828259055,-0.7722886335268319,0.9345121076427759,0,,not flagged,,False,21,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,7,15,T2,both_feet_imagery,3,9968,62.3,4.1,T0,T0,-2.0,4.0,9648,10608,60.3,66.3,961,True,,325.2189095742188,325.2189095742188,132.78797505985187,227.36928038997962,325.2189095742188,83.57663052959582,15.022961005908371,21.799917435963863,-0.2074560425284363,0.30346885741515023,-0.06347036430953144,-0.29651723574049177,0.43405747962441227,0.34325213889038875,0.7770034984393146,0.06650641430973375,0,,not flagged,,False,22,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,8,17,T2,both_feet_imagery,3,11296,70.6,4.1,T0,T0,-2.0,4.0,10976,11936,68.6,74.6,961,True,,762.9156283349316,470.5621623903323,156.83725838935317,762.9156283349316,470.5621623903323,183.91289443142114,15.08484674257265,23.51027056985665,3.118336989522623,1.5914879116625589,1.6750769857483887,4.3432762312336175,1.6524063073814819,6.920765526636614,0.8262547380457438,1.2434512269067264,5,C5/CP5/F5/FT7/TP7,statistical candidate,high max_precontext_p2p_uV (robust_z=4.34); high max_task_abs_step_uV (robust_z=6.92); channel-specific high task p2p: C5/CP5/F5/FT7/TP7,False,23,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,9,19,T1,both_fists_imagery,2,12624,78.9,4.1,T0,T0,-2.0,4.0,12304,13264,76.9,82.9,961,True,,613.3548285118045,613.3548285118045,146.0164117552936,317.0067331764494,613.3548285118045,89.01180725244183,13.915857120633667,24.606037664949127,1.9819147944280537,2.8569038921617538,0.89282688776106,0.4800715122376989,2.849374684038833,0.6995535026153332,-0.10407575603688984,1.997481124491845,1,TP8,not flagged,,False,24,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,10,21,T1,both_fists_imagery,2,13952,87.2,4.1,T0,T0,-2.0,4.0,13632,14592,85.2,91.2,961,True,,238.48055955578872,232.97705612236763,123.09056650045602,233.95811579699972,216.4462052478885,77.37383859606243,13.995421455198445,20.903549193560256,-0.8665283812923196,-0.5139702912421146,-0.7645059719978985,-0.23943378144420388,-0.4777364581073755,-0.0633700074568199,-0.04075515395641318,-0.5503112078338693,0,,not flagged,,False,25,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,11,23,T2,both_feet_imagery,3,15280,95.5,4.1,T0,T0,-2.0,4.0,14960,15920,93.5,99.5,961,True,,686.59802027406,649.2039032253997,138.9628153976741,455.38490903761874,649.2039032253997,128.12305308115356,15.878980762845796,21.703269357888196,2.538445575599524,3.174595222262015,0.382915174887914,1.6789334945781011,3.1498817754051145,3.263479375931662,1.4582595750288971,0.0,1,AF8,not flagged,,False,26,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,12,25,T2,both_feet_imagery,3,16608,103.8,4.1,T0,T0,-2.0,4.0,16288,17248,101.8,107.8,961,True,,510.3900461593557,510.3900461593557,156.27031334757976,196.97203650192805,510.3900461593557,103.88150170423597,17.30551075391182,26.309702578583305,1.1995475958253186,1.9444390957794866,1.6340919473795104,-0.5598687349095186,1.9862660123340523,1.6743318183005804,2.5935513915728605,3.169823573996158,1,C4,not flagged,,False,27,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,13,27,T1,both_fists_imagery,2,17936,112.1,4.1,T0,T0,-2.0,4.0,17616,18576,110.1,116.1,961,True,,209.57998297813958,199.17551718164992,122.53968454790851,198.62124451734815,199.17551718164992,61.94842152853022,12.34082550084702,21.612648549883883,-1.0861264090690608,-0.8135165403797522,-0.8043297931768589,-0.5455805512537241,-0.6225090715748994,-1.074578550885717,-1.357551336599715,-0.06235887068027587,0,,not flagged,,False,28,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,14,29,T2,both_feet_imagery,3,19264,120.4,4.1,T0,,-2.0,4.0,18944,19904,118.4,124.4,961,True,,263.75278533489694,263.75278533489694,137.12511365850057,175.51831085222986,263.75278533489694,71.4920031698041,15.037336984878056,22.351995660254495,-0.6745,-0.24123850035363043,0.2500658319339917,-0.7457365995559528,-0.08118611760327983,-0.44895194718888526,0.7884444995968827,0.4464078448100789,0,,not flagged,,False,29,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,14,0,1,T2,both_feet_imagery,3,672,4.2,4.1,T0,T0,-2.0,4.0,352,1312,2.2,8.2,961,True,,628.377175289892,396.7542815231572,135.34318543847593,628.377175289892,396.7542815231572,65.80628118657096,13.346611791446776,22.168138551111362,2.0960605352987582,0.9374089979972611,0.1212484138649475,3.1776803161638325,1.03370717005361,-0.8216777295671408,-0.5571048321019596,0.3198903049073198,0,,not flagged,,False,30,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,1,3,T1,both_fists_imagery,2,2000,12.5,4.1,T0,T0,-2.0,4.0,1680,2640,10.5,16.5,961,True,,291.98450120626046,219.43037145029393,112.91505270107382,291.98450120626046,197.26814753089883,77.59636147683662,12.530955994188174,19.540267971308975,-0.45998424079195127,-0.6340198129188291,-1.5001042976948904,0.26328730883514495,-0.6384977159258834,-0.048782587410920786,-1.206237593097992,-1.4884255251898724,0,,not flagged,,False,31,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,2,5,T2,both_feet_imagery,3,3328,20.8,4.1,T0,T0,-2.0,4.0,3008,3968,18.8,24.8,961,True,,332.1351023274173,249.8833320367536,120.37821033939981,332.1351023274173,249.8833320367536,59.609786376023166,13.365388598271212,19.716298789505437,-0.15490407062415373,-0.36414836905324366,-0.960584979908831,0.6111386152475181,-0.19744766975667297,-1.2278870699244573,-0.5421614693531129,-1.3672934886367019,0,,not flagged,,False,32,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,3,7,T1,both_fists_imagery,2,4656,29.1,4.1,T0,T0,-2.0,4.0,4336,5296,27.1,33.1,961,True,,338.8935533385473,338.8935533385473,134.62940116083092,168.8330245081001,338.8935533385473,77.72407001492283,13.223600027640819,22.155798568345933,-0.10355068295445378,0.42465234125244006,0.06964821657796819,-0.8036556723371808,0.5486860287827539,-0.04041069288021097,-0.6550027029228743,0.31139879609811133,0,,not flagged,,False,33,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,4,9,T1,both_fists_imagery,2,5984,37.4,4.1,T0,T0,-2.0,4.0,5664,6624,35.4,41.4,961,True,,414.64346885988414,268.40811439663264,130.56872003907642,414.64346885988414,268.40811439663264,70.44260888222583,13.162403406532492,21.460808389937988,0.4720271782016104,-0.19998338586342734,-0.22390258520398673,1.3259633572647944,-0.04216253312106778,-0.5177446718444909,-0.7037055157480755,-0.166844596493797,0,,not flagged,,False,34,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,5,11,T2,both_feet_imagery,3,7312,45.7,4.1,T0,T0,-2.0,4.0,6992,7952,43.7,49.7,961,True,,195.64727120879252,195.64727120879252,134.17520689411776,163.30851440641152,157.18334114841036,60.393242782012564,14.748737449488486,22.30178985093993,-1.1919926715607445,-0.844783544200436,0.03681404734361879,-0.8515181700956042,-0.9745110906145747,-1.1765278225425437,0.5587650026090024,0.411859735613165,0,,not flagged,,False,35,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,6,13,T1,both_fists_imagery,2,8640,54.0,4.1,T0,T0,-2.0,4.0,8320,9280,52.0,58.0,961,True,,374.63433663934813,201.70526655561036,126.47303209642263,374.63433663934813,179.09841114779132,78.34051238550595,13.009515552798888,20.957432288016737,0.16802194477372928,-0.7910981251248387,-0.519984065961883,0.9793376898347416,-0.7908066576489752,0.0,-0.8253800198102185,-0.5132326494645286,0,,not flagged,,False,36,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,7,15,T2,both_feet_imagery,3,9968,62.3,4.1,T0,T0,-2.0,4.0,9648,10608,60.3,66.3,961,True,,290.97473382258045,290.97473382258045,136.81133699446713,147.19955658396077,290.97473382258045,80.11422492390639,15.005123723818025,23.058591066190758,-0.46765685332179613,0.0,0.22738259517008497,-0.9910807636062804,0.14700355330764672,0.11627518818876444,0.7628078484961803,0.932637139300137,1,F6,not flagged,,False,37,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,8,17,T1,both_fists_imagery,2,11296,70.6,4.1,T0,T0,-2.0,4.0,10976,11936,68.6,74.6,961,True,,272.27473575894476,201.01412764095227,127.46927717236542,272.27473575894476,186.53765540273434,67.57517514459256,14.034772090337789,19.961625441808703,-0.6097468453041399,-0.7972229370714776,-0.4479644879537547,0.09252852892941887,-0.728446731461858,-0.7057184219555399,-0.009438284118912902,-1.1984769295890696,0,,not flagged,,False,38,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,9,19,T2,both_feet_imagery,3,12624,78.9,4.1,T0,T0,-2.0,4.0,12304,13264,76.9,82.9,961,True,,449.71167454806425,449.71167454806425,185.23212019436482,207.35320753976984,394.38409833630226,107.11137731697553,18.04597591813464,26.6843098063419,0.7384892948345745,1.4067127321420287,3.727770659401722,-0.4699297599809282,1.0138389625426103,1.886065335748832,3.1828443238229935,3.42760193843739,16,FC5/FC4/C4/F6/P7/P2/P4/P6/P8/PO7/PO3/POz/PO4/PO8/O1/O2,statistical candidate,high median_task_p2p_uV (robust_z=3.73); channel-specific high task p2p: FC5/FC4/C4/F6/P7/P2/P4/P6/P8/PO7/PO3/POz/PO4/PO8/O1/O2,False,39,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,10,21,T2,both_feet_imagery,3,13952,87.2,4.1,T0,T0,-2.0,4.0,13632,14592,85.2,91.2,961,True,,331.65158172667486,331.65158172667486,145.92728195503727,316.83751352377084,241.86980300411443,86.49158330799241,14.697260038790422,24.823136391324915,-0.15857805166142425,0.3604746292109191,0.8863836031141221,0.4786054500714746,-0.26462157369747397,0.5343409853249317,0.5177971411070424,2.1468732089486062,6,POz/PO4/PO8/O1/Oz/O2,not flagged,,False,40,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
