subject,run,channel,mean_uV,std_uV,variance_uV2,minimum_uV,maximum_uV,peak_to_peak_uV,median_uV,mad_uV,iqr_uV,max_abs_step_uV,identical_step_fraction,longest_identical_run_samples,longest_identical_run_seconds,median_peer_correlation,mean_robust_z,std_robust_z,peak_to_peak_robust_z,max_abs_step_robust_z,median_peer_correlation_robust_z,candidate_status,candidate_evidence
1,6,FT7,7.54745,65.8223689067592,4332.584248497499,-542.0,421.99999999999994,964.0,2.0,31.999999999999996,63.0,256.0,0.030901545077253862,80,0.5,0.7756159189774748,-0.014476773530119702,0.07742635304971959,0.4181836451215707,-1.521925590186026,0.21586176511472974,not flagged by heuristic,
1,6,FT8,9.05225,56.17979013789122,3156.1688199374994,-535.0,347.0,882.0,2.0,24.0,48.0,245.99999999999994,0.04190209510475524,80,0.5,0.7400940268279496,0.3950091063218417,-1.1962095637888468,-0.6879795452000033,-1.8678177697737612,-0.39105480148178484,not flagged by heuristic,
1,6,T7,13.0529,66.17323931613141,4378.89760159,-534.0,470.99999999999994,1005.0,5.0,31.0,61.99999999999999,259.0,0.03325166258312916,80,0.5,0.7978483418099848,1.4836651969848855,0.12377092188799664,0.9712652402823576,-1.418157936309706,0.5957183807429376,not flagged by heuristic,
1,6,T8,11.58305,57.55474961024068,3312.5492026974994,-530.0,404.0,934.0,4.0,23.0,47.0,262.0,0.025301265063253163,80,0.5,0.7548190348466924,1.0836899042546855,-1.0145986264910785,0.013489795003921634,-1.3143902824333862,-0.13946765988969465,not flagged by heuristic,
1,6,T9,8.7871,61.14085600962748,3738.20427359,-534.0,455.0,989.0,1.0,27.0,54.99999999999999,283.0,0.03530176508825441,80,0.5,0.7450611748734569,0.3228565405039605,-0.540929287474638,0.7554285202196115,-0.5880167052991465,-0.30618757580399397,not flagged by heuristic,
1,6,T10,8.9625,52.80952559671409,2788.84599375,-554.0,378.0,932.0,2.0,16.0,32.0,299.0,0.037001850092504625,80,0.5,0.6546931919387722,0.3705863539848443,-1.6413695227356562,-0.013489795003921634,-0.03458921795877332,-1.8501882642274639,not flagged by heuristic,
1,6,TP7,9.925,64.64509010744744,4178.987675,-549.9999999999999,419.99999999999994,969.9999999999998,4.0,31.0,63.0,286.99999999999994,0.03230161508075404,80,0.5,0.7879671648516077,0.6325016645626705,-0.07807401660005386,0.49912241514509736,-0.44965983346405514,0.42689150721190694,not flagged by heuristic,
1,6,TP8,7.18005,54.12141380264839,2929.1274319974996,-549.9999999999999,339.0,888.9999999999999,2.0,23.0,46.0,297.0,0.038901945097254864,80,0.5,0.7456836535870256,-0.11445358922497013,-1.46808932684559,-0.5935509801725535,-0.10376765387631996,-0.2955520882002298,not flagged by heuristic,
1,6,P7,9.262,64.8575767046534,4206.5052559999995,-552.0,414.0,966.0,3.0,31.0,62.0,300.0,0.029451472573628682,80,0.5,0.7788026026048994,0.45208623504256784,-0.05000781475350343,0.4451632351294139,0.0,0.27030850116822286,not flagged by heuristic,
1,6,P5,9.8792,63.601230391872136,4045.1165073599996,-549.9999999999999,370.0,919.9999999999999,5.0,33.0,67.0,287.99999999999994,0.0288014400720036,80,0.5,0.8028256858389373,0.6200385775762141,-0.21595178330184292,-0.17536733505098276,-0.4150706155052818,0.6807598119849927,not flagged by heuristic,
1,6,P3,7.63885,63.741146998445984,4062.9338206774996,-548.0,341.99999999999994,890.0,3.0,35.99999999999999,71.0,288.99999999999994,0.03095154757737887,80,0.5,0.810565203813378,0.010394976482153666,-0.19747095781250704,-0.5800611851686303,-0.3804813975465085,0.8129949321296933,not flagged by heuristic,
1,6,P1,8.0729,65.21656603647573,4253.2004855899995,-560.0,361.0,921.0,4.0,36.0,72.0,300.0,0.029801490074503726,80,0.5,0.8055503057438701,0.12850857706013358,-0.002590861495420445,-0.16187754004705962,0.0,0.7273118636330753,not flagged by heuristic,
1,6,Pz,7.56245,64.0679365985631,4104.7004999975,-540.9999999999999,341.0,881.9999999999999,4.0,36.99999999999999,73.0,293.0,0.030101505075253762,80,0.5,0.8276620207547547,-0.010394976482153666,-0.15430709242597354,-0.6879795452000049,-0.24212452571141324,1.1051061010424146,not flagged by heuristic,
1,6,P2,9.51395,64.50725622282737,4161.1861053975,-554.9999999999999,357.0,911.9999999999999,5.0,35.0,70.0,313.99999999999994,0.028701435071753587,80,0.5,0.8015700443076126,0.5206468194582387,-0.09627974664566125,-0.28328569508235585,0.4842490514228245,0.6593062913262464,not flagged by heuristic,
1,6,P4,6.92555,61.657511360721486,3801.6487071974993,-554.0,350.99999999999994,905.0,2.0,32.0,65.0,319.0,0.029901495074753738,80,0.5,0.8097709424592451,-0.18370807913879514,-0.47268708509775015,-0.37771426010980574,0.6571951412166931,0.7994244170230784,not flagged by heuristic,
1,6,P6,6.8809,58.985622953309566,3479.3037151900003,-558.0,350.0,908.0,2.0,29.0,58.0,330.0,0.030551527576378818,80,0.5,0.7960820526205428,-0.1958582283515745,-0.8256023293528848,-0.33724487509804085,1.0376765387631994,0.5655400848920223,not flagged by heuristic,
1,6,P8,8.96435,58.55981197952653,3429.251579077499,-553.0,388.0,941.0,2.0,26.0,52.0,340.99999999999994,0.029651482574128706,80,0.5,0.7605893265350845,0.3710897756207599,-0.8818453907780133,0.10791836003137308,1.418157936309704,-0.04087815894088019,not flagged by heuristic,
1,6,PO7,11.23955,66.97349002252682,4485.4483657975,-549.0,461.0,1010.0,4.0,33.0,68.0,320.0,0.02680134006700335,80,0.5,0.7454467868515082,0.9902167518562612,0.22947169619033347,1.038714215301966,0.6917843591754663,-0.2995991233428397,not flagged by heuristic,
1,6,PO3,7.9447,67.25189099133198,4522.816841909999,-540.9999999999999,435.0,975.9999999999999,2.0,34.99999999999999,69.0,310.99999999999994,0.029301465073253662,80,0.5,0.7605931602548446,0.093622818290183,0.2662441697839851,0.5800611851686288,0.38048139754650456,-0.04081265713640719,not flagged by heuristic,
1,6,POz,10.39445,68.95449484404551,4754.7223591975,-545.0,432.99999999999994,978.0,5.0,37.0,73.0,314.0,0.02830141507075354,80,0.5,0.7518360467295102,0.7602483061738502,0.4911318757537709,0.6070407751764736,0.4842490514228265,-0.19043411456664897,not flagged by heuristic,
1,6,PO4,10.65945,66.69546443123025,4448.284975697499,-552.0,403.0,955.0,4.0,34.0,68.0,330.0,0.02745137256862843,80,0.5,0.7508444605965299,0.8323600540212515,0.19274880417530038,0.29677549008627596,1.0376765387631994,-0.20737606261321956,not flagged by heuristic,
1,6,PO8,11.66625,65.25579637808048,4258.3189609375,-552.0,419.99999999999994,972.0,5.0,32.0,65.0,362.0,0.022351117555877795,80,0.5,0.6856916590679916,1.1063302718807375,0.002590861495422322,0.5261020051529437,2.1445315134439458,-1.32055760264481,not flagged by heuristic,
1,6,O1,8.94265,67.39636237199674,4542.269660977499,-642.0,474.0,1116.0,2.0,34.0,68.0,278.0,0.031451572578628934,81,0.50625,0.7177071205452354,0.36518477589136916,0.28532661067251386,2.468632485717659,-0.760962795093013,-0.77355087575142,not flagged by heuristic,
1,6,Oz,9.3865,67.63923504704943,4575.06611775,-654.0,455.99999999999994,1110.0,2.0,34.99999999999999,71.0,279.0,0.029901495074753738,80,0.5,0.7098290692561992,0.48596515054068656,0.31740634469184725,2.3876937156941294,-0.7263735771342398,-0.9081529352274958,not flagged by heuristic,
1,6,O2,8.95835,71.63210952692584,5131.1591152775,-655.0,406.0,1061.0,3.0,39.0,78.0,287.0,0.027701385069253463,80,0.5,0.6727313798768432,0.3694570568015734,0.8448034726694437,1.7266937605019692,-0.44965983346405314,-1.5419931082680418,not flagged by heuristic,
1,6,Iz,7.2952,67.51494469345286,4558.267756959999,-645.0,457.99999999999994,1103.0,1.0,33.0,66.0,284.9999999999999,0.027651382569128455,80,0.5,0.6458837431656956,-0.08311899388675001,0.3009895061830203,2.2932651506666777,-0.5188382693816038,-2.0007039062562613,not flagged by heuristic,
1,10,FC5,-3.27615,57.78455322296349,3339.0545911775002,-281.0,312.99999999999994,594.0,-3.0,35.99999999999999,71.0,181.0,0.029701485074253714,80,0.5,0.7154274310140689,-0.8134001557969986,0.8512019358407512,1.7188609763061438,0.6744897501960817,0.16843714587715378,not flagged by heuristic,
1,10,FC3,0.29585,56.23397214120215,3162.2596227774998,-265.0,297.0,562.0,0.0,35.0,69.0,217.0,0.02735136756837842,80,0.5,0.7744523440596438,1.242911360185081,0.6430190512366629,1.254695986923894,1.5264768030753428,0.8280337886629776,not flagged by heuristic,
1,10,FC1,0.8955,56.61173447042583,3204.88847975,-279.0,254.0,533.0,0.0,36.0,72.0,145.0,0.027401370068503426,80,0.5,0.7540181847924075,1.588114943768131,0.6937378767902493,0.8340464652962302,-0.17749730268317937,0.5996843993057595,not flagged by heuristic,
1,10,FCz,1.42395,58.219967505981145,3389.5646163975002,-262.0,250.0,512.0,2.0,38.0,76.0,119.0,0.027301365068253414,80,0.5,0.7087028937665674,1.8923304590594885,0.9096611821856572,0.5294381910141286,-0.7928212853182013,0.09329121234031859,not flagged by heuristic,
1,10,FC2,0.3017,54.85351471975155,3008.90807711,-250.0,226.0,476.0,1.0,35.0,70.0,109.0,0.02840142007100355,80,0.5,0.7011043471470724,1.2462790596163504,0.45767717427769844,0.0072525779590976525,-1.0294843555624404,0.008378324177305567,not flagged by heuristic,
1,10,FC4,0.8395,48.21813393060747,2324.9884397499995,-200.99999999999997,220.99999999999997,421.99999999999994,1.0,30.999999999999996,62.0,127.99999999999997,0.027651382569128455,80,0.5,0.7287829271059334,1.5558771372465752,-0.4331970466056346,-0.7760258416234496,-0.5798245220983866,0.31768328501387944,not flagged by heuristic,
1,10,FC6,-0.5892,42.73150059803657,1825.9811433599998,-171.99999999999997,227.0,399.0,-1.0,27.0,53.0,266.0,0.03230161508075404,80,0.5,0.6785983612169303,0.733410098365389,-1.1698390496423792,-1.1096444277419408,2.686125847272115,-0.24312349083840715,not flagged by heuristic,
1,10,C5,-5.76295,56.747359914779295,3220.2628572975,-281.0,271.0,552.0,-6.0,36.99999999999999,72.99999999999999,257.0,0.02695134756737837,80,0.5,0.7241339243379438,-2.244989035400648,0.7119471123880055,1.1096444277419408,2.4731290840523,0.26573121156143314,not flagged by heuristic,
1,10,C3,0.685,52.578640862996835,2764.513475,-218.0,247.0,465.0,0.0,34.0,68.0,166.0,0.026351317565878295,80,0.5,0.7956854438660025,1.4669353317540692,0.15224986887573635,-0.1523041371410507,0.31949514482972297,1.0653112470371495,not flagged by heuristic,
1,10,C1,-1.3186,53.409649821357185,2852.5906940399996,-224.0,227.99999999999997,452.0,-2.0,34.99999999999999,70.0,129.0,0.0272013600680034,80,0.5,0.7808508419761102,0.3135126684221278,0.2638221330534858,-0.34087116407758966,-0.5561582150739621,0.8995362700188521,not flagged by heuristic,
1,10,Cz,0.81725,57.670197263729726,3325.8516524375,-223.0,227.99999999999997,451.0,1.0,38.0,77.0,120.99999999999999,0.025951297564878243,80,0.5,0.7655633224234413,1.5430683659054216,0.8358483669464956,-0.355376319995785,-0.7454886712693538,0.7286999899945643,not flagged by heuristic,
1,10,C2,1.50605,53.662045836862205,2879.6151633975,-208.0,225.0,433.0,1.0,35.0,69.0,115.0,0.02695134756737837,80,0.5,0.714516581049563,1.939593386120555,0.29770912625136936,-0.6164691265233004,-0.887486513415897,0.15825850184923573,not flagged by heuristic,
1,10,C4,-2.77805,44.36774152689654,1968.4964881974995,-174.0,204.0,378.0,-3.0,29.0,57.999999999999986,109.0,0.029701485074253714,80,0.5,0.7628958348160446,-0.5266563802900911,-0.9501553707402707,-1.4142527020240423,-1.0294843555624404,0.6988911215062179,not flagged by heuristic,
1,10,C6,-3.335,39.35116611995126,1548.514275,-139.0,183.0,322.0,-4.0,25.0,51.0,124.0,0.027901395069753487,80,0.5,0.7234597661395642,-0.8472786364004549,-1.6236868302273686,-2.2265414334429794,-0.6744897501960817,0.2581975709101651,not flagged by heuristic,
1,10,CP5,-2.9814,49.63707338310751,2463.83905404,-250.99999999999997,227.99999999999997,478.99999999999994,-4.0,31.0,61.0,243.0,0.02750137506875344,80,0.5,0.7519506005774126,-0.6437199152214897,-0.2426885257842309,0.05076804571368275,2.1418007857103647,0.5765793825167542,not flagged by heuristic,
1,10,CP3,-0.99875,50.28039825257453,2528.1184484374994,-240.99999999999997,235.0,476.0,-2.0,33.0,65.0,144.0,0.026301315065753287,80,0.5,0.7939059653312165,0.49764235442069116,-0.15631495355474195,0.0072525779590976525,-0.20116360970760333,1.0454257782259035,not flagged by heuristic,
1,10,CP1,-2.3496,52.17513277261496,2722.2444798399997,-235.0,234.0,469.0,-3.0,34.0,68.25,137.0,0.030401520076003802,80,0.5,0.7814601761120227,-0.2800083766443684,0.0980743864034718,-0.09428351346826948,-0.3668277588785708,0.9063455091967622,not flagged by heuristic,
1,10,CPz,-2.03205,52.789168612486215,2786.6963227974998,-224.0,226.0,450.0,-3.0,34.99999999999999,70.0,135.0,0.02825141257062853,80,0.5,0.7648043143412201,-0.09720274341365455,0.18051557822395084,-0.3698814759139803,-0.4141603729274186,0.7202181616097627,not flagged by heuristic,
1,10,CP2,-1.93895,48.928055580591995,2393.9546228974996,-215.0,218.99999999999997,434.0,-3.0,32.0,65.0,131.0,0.029251462573128658,80,0.5,0.7678115514440061,-0.04360739007156845,-0.3378821103697364,-0.6019639706051052,-0.5088256010251143,0.7538236917954164,not flagged by heuristic,
1,10,CP4,-2.99665,46.56430863630963,2168.2348387774996,-218.99999999999997,208.0,427.0,-4.0,31.0,62.0,127.0,0.030701535076753838,80,0.5,0.7651140029203579,-0.652498960747449,-0.6552416236019141,-0.7035000620324723,-0.6034908291228099,0.7236788960110264,not flagged by heuristic,
1,10,CP6,-1.4105,41.46730868708506,1719.53768975,-176.0,188.0,364.0,-2.0,27.999999999999996,56.0,116.0,0.030251512575628782,80,0.5,0.7309650718478555,0.26060812521978927,-1.339570979053052,-1.6173248848787767,-0.8638202063914731,0.3420685025699514,not flagged by heuristic,
1,10,Fp1,-16.46715,100.74980854015305,10150.523920877498,-457.99999999999994,597.0,1055.0,-16.0,47.0,95.0,199.0,0.02360118005900295,80,0.5,0.5277715187882908,-8.407130616972704,6.619768891090379,8.405737854594179,1.1004832766357122,-1.9285961798214786,statistically unusual,unusual mean offset (rz=-8.41); high standard deviation (rz=6.62); high peak-to-peak amplitude (rz=8.41)
1,10,Fpz,-12.92475,87.34761752582322,7629.6062874375,-392.99999999999994,585.9999999999999,978.9999999999998,-16.0,40.0,81.0,152.99999999999997,0.029901495074753738,80,0.5,0.5512702537531321,-6.367859084437731,4.820374574858405,7.303346004811334,0.011833153512211288,-1.666000508048859,statistically unusual,unusual mean offset (rz=-6.37); high standard deviation (rz=4.82); high peak-to-peak amplitude (rz=7.30)
1,10,Fp2,-16.0971,93.4338860991557,8729.89107159,-385.0,593.0,978.0,-18.999999999999996,43.99999999999999,87.0,150.0,0.0280014000700035,80,0.5,0.5139872053598196,-8.194102040128032,5.637524327925356,7.288840848893141,-0.0591657675610598,-2.082634303579609,statistically unusual,unusual mean offset (rz=-8.19); high standard deviation (rz=5.64); high peak-to-peak amplitude (rz=7.29)
1,10,AF7,-13.18285,88.72119485149814,7871.4504158775,-474.0,563.9999999999999,1038.0,-14.0,42.99999999999999,86.0,207.0,0.026901345067253363,80,0.5,0.572462509786526,-6.516440831995114,5.004792721867493,8.15915020398486,1.2898137328311037,-1.4291794741594712,statistically unusual,unusual mean offset (rz=-6.52); high standard deviation (rz=5.00); high peak-to-peak amplitude (rz=8.16)
1,10,AF3,-11.4848,86.07707748849283,7409.263268959999,-455.99999999999994,560.0,1016.0,-12.0,42.0,84.99999999999999,185.0,0.02840142007100355,80,0.5,0.5849239359706966,-5.5389157004964105,4.649790338350132,7.840036773784563,0.7691549782937773,-1.2899244638377156,statistically unusual,unusual mean offset (rz=-5.54); high standard deviation (rz=4.65); high peak-to-peak amplitude (rz=7.84)
1,10,AFz,-3.82685,64.07891516776404,4106.107369077499,-278.0,390.0,668.0,-5.0,37.0,74.0,143.0,0.029901495074753738,80,0.5,0.7016066481783354,-1.1304244424295102,1.6962905557291688,2.7922425142525964,-0.22482991673202724,0.01399148066994001,not flagged by heuristic,
1,10,AF4,-5.5426,64.10672106136765,4109.6716852399995,-244.0,374.0,618.0,-8.0,34.0,67.99999999999999,127.0,0.03180159007950398,80,0.5,0.657311193534725,-2.118139023489492,1.700023808512583,2.066984718342831,-0.6034908291228099,-0.48100515153242734,not flagged by heuristic,
