subject,run,run_trial_index,task_annotation_index,rest_annotation_index,semantic_condition,channel,peak_frequency_hz,band_low_hz,band_high_hz,frequency_center_count,frequency_centers_hz,task_interval_start_seconds,task_interval_stop_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,reference_mean_wavelet_power_v2,task_mean_wavelet_power_v2,individualized_change_percent,individualized_change_db,source_file,source_sha256,primary_retained,quality_status,quality_evidence,confirmed_exclusion,fixed_narrow_change_percent,fixed_narrow_change_db,fixed_broad_change_percent,fixed_broad_change_db,matched_trial_identity,individualized_reference_log_power_robust_z,individualized_task_log_power_robust_z,individualized_low_reference_power_candidate
7,10,13,27,26,both_fists_imagery,C4,11.25,10.25,12.25,5,10.25/10.75/11.25/11.75/12.25,1.0,3.0,1.1,3.1,1.4312556044561952e-09,1.8177701919403947e-09,27.005280278434654,1.0382177724033723,physionet/eegmmidb/1.0.0/S007/S007R10.edf,acd9571b0a6b1f864807e556d09d913592d1eff978e7469bb68a9fefed62e172,True,not flagged,,False,-11.78931990329705,-0.5447882953641452,55.74167024389344,1.924048279549457,True,-0.06044497560941736,0.7382859681591046,False
7,10,13,27,26,both_fists_imagery,C3,11.25,10.25,12.25,5,10.25/10.75/11.25/11.75/12.25,1.0,3.0,1.1,3.1,1.703856514513724e-09,2.5054003650945016e-09,47.04291962105366,1.6744411729233928,physionet/eegmmidb/1.0.0/S007/S007R10.edf,acd9571b0a6b1f864807e556d09d913592d1eff978e7469bb68a9fefed62e172,True,not flagged,,False,25.15816896924433,0.9745920090775918,67.4423842567404,2.238653994095455,True,0.15429613224128605,1.4514220226687533,False
7,10,14,29,28,both_fists_imagery,C4,11.25,10.25,12.25,5,10.25/10.75/11.25/11.75/12.25,1.0,3.0,1.1,3.1,1.6370077296802423e-09,9.60771172272966e-10,-41.309307533896984,-2.314307664033916,physionet/eegmmidb/1.0.0/S007/S007R10.edf,acd9571b0a6b1f864807e556d09d913592d1eff978e7469bb68a9fefed62e172,True,not flagged,,False,-70.17180623710458,-5.253730444105747,-25.77489446784035,-1.2944917625799364,True,0.16478100002888288,-0.06485266957177284,False
7,10,14,29,28,both_fists_imagery,C3,11.25,10.25,12.25,5,10.25/10.75/11.25/11.75/12.25,1.0,3.0,1.1,3.1,1.1903906889173406e-09,1.6427321778488605e-09,37.99941423793597,1.3987724296810593,physionet/eegmmidb/1.0.0/S007/S007R10.edf,acd9571b0a6b1f864807e556d09d913592d1eff978e7469bb68a9fefed62e172,True,not flagged,,False,-3.9036193914854396,-0.17292969369450686,35.35169012632168,1.3146368314274555,True,-0.6567857936168614,0.6821274901890217,False
7,14,0,1,0,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,1.1991924625075137e-09,1.976360616465152e-09,64.80762498561556,2.16977300883983,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-49.9842376005536,-3.0089310677779824,2.6195790210411873,0.11230228705510804,True,-0.35707936710305704,0.8436445288806931,False
7,14,0,1,0,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,1.0324971535804335e-09,1.6752958036495272e-09,62.25669948241833,2.1020263760293565,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-36.65222731732667,-1.9826865037216783,8.977261218971915,0.37335889157796454,True,-0.9786316332983811,0.7179030607597787,False
7,14,3,7,6,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,1.5382527450872567e-09,2.2813123892554783e-09,48.305432676219404,1.7115706025353028,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-32.1507147308086,-1.6845472287942655,6.296383516599093,0.26518488930607165,True,0.06044497560942421,1.0243849163063365,False
7,14,3,7,6,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,3.0921629139807556e-09,1.863794930730608e-09,-39.72520263069788,-2.198642409512035,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-25.78547591375819,-1.2951109319476144,-37.31904983656231,-2.0286442880188003,True,1.5022291693436263,0.9122370387307849,False
7,14,4,9,8,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,6.26415623687377e-10,2.3751893075272535e-09,279.17146662878105,5.788356484130876,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,statistical candidate,high frontal_max_task_p2p_uV (robust_z=5.46); channel-specific high task p2p: Fp2/AF7/AF4/AF8,False,59.81336122520473,2.0361308576522514,166.76406791403372,4.261273314004899,True,-1.4459839956346536,1.0751786289803105,False
7,14,4,9,8,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,1.3382467154176978e-09,1.4363921946484977e-09,7.3338853068035625,0.30736850377558755,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,statistical candidate,high frontal_max_task_p2p_uV (robust_z=5.46); channel-specific high task p2p: Fp2/AF7/AF4/AF8,False,-4.20435655005676,-0.18654241116356113,2.5798636981497425,0.11062117666167165,True,-0.3919862259731077,0.43748750910653167,False
7,14,7,15,14,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,2.2440756942871683e-09,1.8404865068004833e-09,-17.98465125370405,-0.8610486405482551,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-61.419374365749455,-4.136307339938547,-31.952104606223884,-1.671853022461571,True,0.6936874357531657,0.7539290146290376,False
7,14,7,15,14,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,2.808108209289401e-09,1.338412368345983e-09,-52.337578590510525,-3.218238978253422,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-74.90972315915448,-6.004945467448444,-61.55692194442301,-4.151818465749287,True,1.2842901533199211,0.3087204508692221,False
7,14,9,19,18,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,3.887150350740875e-09,9.28629150594941e-10,-76.11028473807431,-6.217890265126337,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-69.19601504751985,-5.11393097430537,-75.35573341665449,-6.082841019785415,True,1.614899128640492,-0.10771178021366476,False
7,14,9,19,18,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,2.263620741628844e-09,1.0266378928507649e-09,-54.646205790108546,-3.43386374855461,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-58.1152167811185,-3.779437279734545,-57.95658098468045,-3.7630197392091214,True,0.7967865234613085,-0.17462203532998502,False
7,14,10,21,20,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,8.373201973886474e-10,3.2067372175322225e-09,282.97621716675195,5.831718051071477,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,30.698407832253807,1.1627029703824778,198.68001926160727,4.752061706634816,True,-0.9593856115068868,1.4532721434008355,False
7,14,10,21,20,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,1.3512497272816298e-09,3.5012636778745034e-09,159.1129979295651,4.134891991205224,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,not flagged,,False,-51.87785532911557,-3.176550255970532,60.749889165868844,2.0615068215819954,True,-0.37011639256763906,2.0613993839079225,False
7,14,12,25,24,both_fists_imagery,C4,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,2.558885946070537e-09,7.70430529029017e-10,-69.89195512163793,-5.21317445287875,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,statistical candidate,high frontal_max_task_p2p_uV (robust_z=4.93); channel-specific high task p2p: Fp1/Fpz/Fp2/AF7/AF4/AF8,False,-85.12094522442072,-8.274246574184291,-74.96141885498213,-6.013902848205569,True,0.9138164902273174,-0.3429489106865979,False
7,14,12,25,24,both_fists_imagery,C3,9.75,8.75,10.75,5,8.75/9.25/9.75/10.25/10.75,1.0,3.0,1.1,3.1,2.401482737418278e-09,6.822423054266569e-10,-71.59078869081924,-5.465408229059,physionet/eegmmidb/1.0.0/S007/S007R14.edf,d6245b9bf35efde8522982146138e2f03fc352217579cb0c8f4d83eedd7d8c9c,True,statistical candidate,high frontal_max_task_p2p_uV (robust_z=4.93); channel-specific high task p2p: Fp1/Fpz/Fp2/AF7/AF4/AF8,False,-82.05084022147642,-7.459558764500873,-73.61807877169049,-5.7869358072023385,True,0.9305011322598568,-0.9194426832583557,False
9,6,1,3,2,both_fists_imagery,C4,9.25,8.25,10.25,5,8.25/8.75/9.25/9.75/10.25,1.0,3.0,1.1,3.1,1.851833477882458e-09,3.0617228544584656e-09,65.33467458205241,2.1836394492308453,physionet/eegmmidb/1.0.0/S009/S009R06.edf,c6665f0c93288610a0f3cc379edb8064072e7b276722358912a76e899bd6b194,True,not flagged,,False,84.18388724560486,2.652516346208828,69.84917350173423,2.3006343790307677,True,1.1444588275227519,2.2410297766706093,False
9,6,1,3,2,both_fists_imagery,C3,9.25,8.25,10.25,5,8.25/8.75/9.25/9.75/10.25,1.0,3.0,1.1,3.1,1.386813934692764e-09,7.246583495746566e-10,-47.7465338754908,-2.818848962442625,physionet/eegmmidb/1.0.0/S009/S009R06.edf,c6665f0c93288610a0f3cc379edb8064072e7b276722358912a76e899bd6b194,True,not flagged,,False,-8.325878246304644,-0.3775324192749993,-34.44103271776106,-1.8336789627233632,True,1.4181117174705848,-0.7609336885323895,False
9,6,2,5,4,both_fists_imagery,C4,9.25,8.25,10.25,5,8.25/8.75/9.25/9.75/10.25,1.0,3.0,1.1,3.1,8.516024245550356e-10,1.3557132184952467e-09,59.19555644802329,2.019309413097141,physionet/eegmmidb/1.0.0/S009/S009R06.edf,c6665f0c93288610a0f3cc379edb8064072e7b276722358912a76e899bd6b194,True,not flagged,,False,-4.163590646309547,-0.1846946610554491,22.77153843848428,0.8909769797970947,True,-0.9664420724565382,0.2612323823357548,False
9,6,2,5,4,both_fists_imagery,C3,9.25,8.25,10.25,5,8.25/8.75/9.25/9.75/10.25,1.0,3.0,1.1,3.1,1.0619019024812457e-09,5.813168987483932e-10,-45.257005624522854,-2.6167145089411665,physionet/eegmmidb/1.0.0/S009/S009R06.edf,c6665f0c93288610a0f3cc379edb8064072e7b276722358912a76e899bd6b194,True,not flagged,,False,12.812152974664135,0.5235588763964447,-28.35210748745872,-1.4479657963697838,True,0.3335897129827872,-1.3076497442440085,False
9,6,4,9,8,both_fists_imagery,C4,9.25,8.25,10.25,5,8.25/8.75/9.25/9.75/10.25,1.0,3.0,1.1,3.1,1.5860596931942184e-09,1.2175435801447495e-09,-23.234693790578714,-1.148350133812674,physionet/eegmmidb/1.0.0/S009/S009R06.edf,c6665f0c93288610a0f3cc379edb8064072e7b276722358912a76e899bd6b194,True,not flagged,,False,8.472064667802337,0.35317906638775853,-11.100443707392216,-0.5110040663555583,True,0.7234712720152612,0.0,False
9,6,4,9,8,both_fists_imagery,C3,9.25,8.25,10.25,5,8.25/8.75/9.25/9.75/10.25,1.0,3.0,1.1,3.1,7.916907884330494e-10,1.1663319219746684e-09,47.32164868093588,1.6826657041248707,physionet/eegmmidb/1.0.0/S009/S009R06.edf,c6665f0c93288610a0f3cc379edb8064072e7b276722358912a76e899bd6b194,True,not flagged,,False,35.36516733900158,1.3150692447731158,45.31501711193813,1.623104973802481,True,-0.8593997339400046,0.41958974443340263,False
