subject,method,calibration_size,calibration_run,test_runs,training_subjects,source_CSP_fit_subjects,source_scaler_fit_subjects,calibration_trial_keys,calibration_trial_count,calibration_fists_count,calibration_feet_count,test_trial_keys,test_runs_absent_from_calibration,target_EEG_used_for_source_CSP_fit,target_EEG_used_for_source_scaler_fit,unlabeled_test_EEG_used_for_adaptation,target_CSP_refit,target_scaler_refit,decision_layer_fitted_from_calibration_only,calibrated_threshold,target_LDA_training_trial_count
21,threshold,12,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S021_R10_T00/S021_R10_T01/S021_R10_T02/S021_R10_T03/S021_R10_T04/S021_R10_T05/S021_R10_T06/S021_R10_T07/S021_R10_T08/S021_R10_T09/S021_R10_T10/S021_R10_T11,12,6,6,S021_R06_T00/S021_R06_T01/S021_R06_T02/S021_R06_T03/S021_R06_T04/S021_R06_T05/S021_R06_T06/S021_R06_T07/S021_R06_T08/S021_R06_T09/S021_R06_T10/S021_R06_T11/S021_R06_T12/S021_R06_T13/S021_R06_T14/S021_R14_T00/S021_R14_T01/S021_R14_T02/S021_R14_T03/S021_R14_T04/S021_R14_T05/S021_R14_T06/S021_R14_T07/S021_R14_T08/S021_R14_T09/S021_R14_T10/S021_R14_T11/S021_R14_T12/S021_R14_T13/S021_R14_T14,True,False,False,False,False,False,True,0.4700836749375317,0
21,threshold,12,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S021_R14_T00/S021_R14_T01/S021_R14_T02/S021_R14_T03/S021_R14_T04/S021_R14_T05/S021_R14_T06/S021_R14_T07/S021_R14_T08/S021_R14_T09/S021_R14_T10/S021_R14_T11,12,6,6,S021_R06_T00/S021_R06_T01/S021_R06_T02/S021_R06_T03/S021_R06_T04/S021_R06_T05/S021_R06_T06/S021_R06_T07/S021_R06_T08/S021_R06_T09/S021_R06_T10/S021_R06_T11/S021_R06_T12/S021_R06_T13/S021_R06_T14/S021_R10_T00/S021_R10_T01/S021_R10_T02/S021_R10_T03/S021_R10_T04/S021_R10_T05/S021_R10_T06/S021_R10_T07/S021_R10_T08/S021_R10_T09/S021_R10_T10/S021_R10_T11/S021_R10_T12/S021_R10_T13/S021_R10_T14,True,False,False,False,False,False,True,0.912986378151412,0
21,threshold,14,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S021_R06_T00/S021_R06_T01/S021_R06_T02/S021_R06_T03/S021_R06_T04/S021_R06_T05/S021_R06_T06/S021_R06_T07/S021_R06_T08/S021_R06_T09/S021_R06_T10/S021_R06_T11/S021_R06_T12/S021_R06_T13,14,7,7,S021_R10_T00/S021_R10_T01/S021_R10_T02/S021_R10_T03/S021_R10_T04/S021_R10_T05/S021_R10_T06/S021_R10_T07/S021_R10_T08/S021_R10_T09/S021_R10_T10/S021_R10_T11/S021_R10_T12/S021_R10_T13/S021_R10_T14/S021_R14_T00/S021_R14_T01/S021_R14_T02/S021_R14_T03/S021_R14_T04/S021_R14_T05/S021_R14_T06/S021_R14_T07/S021_R14_T08/S021_R14_T09/S021_R14_T10/S021_R14_T11/S021_R14_T12/S021_R14_T13/S021_R14_T14,True,False,False,False,False,False,True,-0.1115497322558604,0
21,threshold,14,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S021_R10_T00/S021_R10_T01/S021_R10_T02/S021_R10_T03/S021_R10_T04/S021_R10_T05/S021_R10_T06/S021_R10_T07/S021_R10_T08/S021_R10_T09/S021_R10_T10/S021_R10_T11/S021_R10_T12/S021_R10_T13,14,7,7,S021_R06_T00/S021_R06_T01/S021_R06_T02/S021_R06_T03/S021_R06_T04/S021_R06_T05/S021_R06_T06/S021_R06_T07/S021_R06_T08/S021_R06_T09/S021_R06_T10/S021_R06_T11/S021_R06_T12/S021_R06_T13/S021_R06_T14/S021_R14_T00/S021_R14_T01/S021_R14_T02/S021_R14_T03/S021_R14_T04/S021_R14_T05/S021_R14_T06/S021_R14_T07/S021_R14_T08/S021_R14_T09/S021_R14_T10/S021_R14_T11/S021_R14_T12/S021_R14_T13/S021_R14_T14,True,False,False,False,False,False,True,0.4700836749375317,0
21,threshold,14,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S021_R14_T00/S021_R14_T01/S021_R14_T02/S021_R14_T03/S021_R14_T04/S021_R14_T05/S021_R14_T06/S021_R14_T07/S021_R14_T08/S021_R14_T09/S021_R14_T10/S021_R14_T11/S021_R14_T12/S021_R14_T13,14,7,7,S021_R06_T00/S021_R06_T01/S021_R06_T02/S021_R06_T03/S021_R06_T04/S021_R06_T05/S021_R06_T06/S021_R06_T07/S021_R06_T08/S021_R06_T09/S021_R06_T10/S021_R06_T11/S021_R06_T12/S021_R06_T13/S021_R06_T14/S021_R10_T00/S021_R10_T01/S021_R10_T02/S021_R10_T03/S021_R10_T04/S021_R10_T05/S021_R10_T06/S021_R10_T07/S021_R10_T08/S021_R10_T09/S021_R10_T10/S021_R10_T11/S021_R10_T12/S021_R10_T13/S021_R10_T14,True,False,False,False,False,False,True,0.3954816054558415,0
22,threshold,0,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,False,,0
22,threshold,0,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,False,,0
22,threshold,0,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14,True,False,False,False,False,False,False,,0
22,threshold,4,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03,4,2,2,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,True,-0.17215436834434802,0
22,threshold,4,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03,4,2,2,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,True,0.21904941292932906,0
22,threshold,4,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03,4,2,2,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14,True,False,False,False,False,False,True,-0.12791229770498946,0
22,threshold,8,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07,8,4,4,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,True,0.07600146231925864,0
22,threshold,8,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07,8,4,4,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,True,-0.12390429216997184,0
22,threshold,8,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07,8,4,4,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14,True,False,False,False,False,False,True,0.054717184976625866,0
22,threshold,12,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11,12,6,6,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,True,-0.05328886546278594,0
22,threshold,12,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11,12,6,6,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11/S022_R14_T12/S022_R14_T13/S022_R14_T14,True,False,False,False,False,False,True,0.14799288730505417,0
22,threshold,12,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S022_R14_T00/S022_R14_T01/S022_R14_T02/S022_R14_T03/S022_R14_T04/S022_R14_T05/S022_R14_T06/S022_R14_T07/S022_R14_T08/S022_R14_T09/S022_R14_T10/S022_R14_T11,12,6,6,S022_R06_T00/S022_R06_T01/S022_R06_T02/S022_R06_T03/S022_R06_T04/S022_R06_T05/S022_R06_T06/S022_R06_T07/S022_R06_T08/S022_R06_T09/S022_R06_T10/S022_R06_T11/S022_R06_T12/S022_R06_T13/S022_R06_T14/S022_R10_T00/S022_R10_T01/S022_R10_T02/S022_R10_T03/S022_R10_T04/S022_R10_T05/S022_R10_T06/S022_R10_T07/S022_R10_T08/S022_R10_T09/S022_R10_T10/S022_R10_T11/S022_R10_T12/S022_R10_T13/S022_R10_T14,True,False,False,False,False,False,True,0.13251510792699944,0
