subject,subject_role,semantic_condition,channel,frequency_band,trial_count,mean_change_percent,standard_deviation_change_percent,median_change_percent,q25_change_percent,q75_change_percent,iqr_change_percentage_points,minimum_change_percent,maximum_change_percent,trimmed_mean_change_percent,median_change_db,iqr_change_db,negative_trial_count,negative_trial_fraction,positive_trial_count,zero_trial_count,qc_candidate_trial_count,exclude_qc_candidates_median_change_percent,qc_sensitivity_preserves_primary_direction,subject_is_group_observational_unit
2,replication,both_feet_imagery,C3,mu,21,19.73964790912299,80.38851635404976,-7.7871980647197185,-31.924082599468314,47.54168125828225,79.46576385775057,-63.011101956197926,281.7051972123169,3.0031035372954444,-0.35208781507141973,3.3592122533319317,12,0.5714285714285714,9,0,5,5.8073823797869775,False,True
2,replication,both_feet_imagery,Cz,mu,21,5.666954488622551,63.64665865638031,-9.921840803038753,-39.06801419432096,18.886560543334287,57.95457473765525,-70.87484580981244,200.09873955563282,-7.598567689051775,-0.45380497479080883,2.9028743060388913,12,0.5714285714285714,9,0,5,7.166684680081772,False,True
2,replication,both_feet_imagery,C4,mu,21,2.222845124252013,56.61326494986674,-18.799987952012263,-38.256078752342354,31.314637364090267,69.57071611643262,-73.07672092030289,154.55452960406856,-6.969299620070785,-0.9044390632071874,3.2771893137311583,13,0.6190476190476191,8,0,5,-12.128435983112857,True,True
2,replication,both_feet_imagery,Cz,beta,21,-33.795084589304196,29.60267468805179,-45.741289936889075,-53.715528423158915,-21.413605595463533,32.30192282769538,-68.9648099592967,40.57087969223367,-38.5869236509106,-2.6553053529119515,2.2991205369804026,19,0.9047619047619048,2,0,5,-46.16039536137427,True,True
3,replication,both_fists_imagery,C4,central_12_13,21,13.076515880586637,58.857592862291725,3.1841849371742894,-30.082067173934174,30.978967063826904,61.06103423776108,-47.85956466383993,165.24101924601246,0.4185841455165104,0.13613137980635961,2.726129815528352,10,0.47619047619047616,11,0,0,3.1841849371742894,True,True
3,replication,both_fists_imagery,C3,central_12_13,21,30.247581829782014,85.97861894325486,4.473211007139475,-17.444583564975225,23.211122010181587,40.655705575156816,-61.093284656717,304.43547044090656,6.187099550674654,0.1900494304725313,1.739043399934979,7,0.3333333333333333,14,0,0,4.473211007139475,True,True
3,replication,both_fists_imagery,C3,mu,21,18.745044360768507,59.889664499448145,6.353422637214322,-27.027777888997207,47.77039061922949,74.7981685082267,-42.314203020284,187.9782172740976,7.345242893018315,0.26751470811737876,3.0642984998935896,10,0.47619047619047616,11,0,0,6.353422637214322,True,True
3,replication,both_fists_imagery,C4,mu,21,-1.5782268080702468,55.60874149534477,-7.228273684099124,-37.111499239344774,8.873892088438074,45.98539132778285,-66.62918781106092,172.37020974621365,-13.325346547458187,-0.32584361883780133,2.383525071873527,13,0.6190476190476191,8,0,0,-7.228273684099124,True,True
3,replication,both_fists_imagery,Cz,mu,21,31.034942476769395,65.50895447920317,9.140387582288536,-21.830922958183855,60.264432196724236,82.09535515490809,-62.1369028307404,179.86687665091776,18.804930497471165,0.37985491728145326,3.1180216502807037,8,0.38095238095238093,13,0,0,9.140387582288536,True,True
3,replication,both_fists_imagery,Cz,beta,21,-1.2515329493624197,29.831243563535352,-5.436665241730018,-22.878863753380397,10.00429602103643,32.883159774416825,-35.46570514296145,80.99028873502206,-5.455551612642504,-0.24277220879291947,1.5423622656334766,11,0.5238095238095238,10,0,0,-5.436665241730018,True,True
3,replication,both_feet_imagery,C3,central_12_13,24,21.75390751772234,47.62690000218047,21.024471551522755,-3.1540168999505775,46.74314090117742,49.897157801127996,-80.37458298518779,140.63108826761962,20.9609860723959,0.8287169723776711,1.8102914388559312,7,0.2916666666666667,17,0,0,21.024471551522755,True,True
3,replication,both_feet_imagery,C4,central_12_13,24,42.98425070598561,83.72173432522985,11.871542584740801,-15.894586178784136,91.12507411620943,107.01966029499357,-55.18385287278251,233.85759260992046,27.935297030608865,0.4871539147061992,3.57383100796125,10,0.4166666666666667,14,0,0,11.871542584740801,True,True
3,replication,both_feet_imagery,C3,mu,24,-3.3347499617746688,27.39833681584328,-3.113411003889234,-22.297335630230293,12.527497396240973,34.82483302647127,-52.15527202670375,53.69817347912704,-3.887463500740729,-0.1374063368143869,1.6117633304139185,13,0.5416666666666666,11,0,0,-3.113411003889234,True,True
3,replication,both_feet_imagery,Cz,mu,24,7.618139924930271,35.09664845853001,4.439769053526021,-7.919395446967321,17.592219624839423,25.511615071806744,-49.77918137846,116.60996443680703,4.866529708114986,0.18865640023110952,1.0639464558652973,9,0.375,15,0,0,4.439769053526021,True,True
3,replication,both_feet_imagery,C4,mu,24,13.476770917254731,46.704860539475405,-2.424227989316578,-22.00780277104859,45.910606080832586,67.91840885188117,-57.5811435780861,120.61544214189658,9.050169576188944,-0.10660367097001197,2.7199965286932377,13,0.5416666666666666,11,0,0,-2.424227989316578,True,True
3,replication,both_feet_imagery,Cz,beta,24,23.141832419176396,35.764617652553696,20.97009632771715,-3.6577570974367126,31.39472266541403,35.052479762850744,-37.41127687442363,93.65183398865372,19.020606963288962,0.8264903109265314,1.3489189791650034,7,0.2916666666666667,17,0,0,20.97009632771715,True,True
4,replication,both_fists_imagery,C4,central_12_13,22,-40.659229101142195,44.85559455981667,-55.75703523231205,-71.15098219875848,-23.97789950135667,47.17308269740181,-82.91774259564674,121.50157801408022,-48.49364996183999,-3.5483129525538066,4.243634736627731,20,0.9090909090909091,2,0,3,-58.222776780217444,True,True
4,replication,both_fists_imagery,C3,central_12_13,22,-53.85529486171367,36.184257333007956,-68.50813012585445,-77.81980829083768,-43.87736623762894,33.942442053208744,-88.2623396057745,55.484493257076515,-63.40769672865515,-5.018802311137488,4.060633893270371,20,0.9090909090909091,2,0,3,-69.10752409452473,True,True
4,replication,both_fists_imagery,C3,mu,22,-47.86470520543889,30.665201775532434,-55.23402659239241,-66.86903694238175,-43.00978534836557,23.859251594016186,-83.85820241574271,22.423982932937978,-56.33048966716268,-3.491694401373169,2.3528644547204305,19,0.8636363636363636,3,0,3,-62.88370948330694,True,True
4,replication,both_fists_imagery,C4,mu,22,-27.401808195668742,68.12951046397689,-39.14549292318933,-61.95612657637602,-23.50800844900641,38.44811812736961,-94.00967135374356,247.2828169050203,-41.139927192066054,-2.1577524464808735,3.042166263292645,20,0.9090909090909091,2,0,3,-38.0687409081194,True,True
4,replication,both_fists_imagery,Cz,mu,22,-38.63496357242511,33.00858004015591,-41.51207683083241,-64.32589404520279,-23.385523412408233,40.940370632794554,-71.81241529861246,71.6623974816005,-43.53151089192839,-2.3329965638516477,3.326061615491612,20,0.9090909090909091,2,0,3,-51.57013445809889,True,True
4,replication,both_fists_imagery,Cz,beta,22,-33.193801062751916,38.62323800422486,-45.10734376191657,-58.62665718280618,-13.738712496497076,44.8879446863091,-79.35154127113192,84.7700145352632,-40.28865145439645,-2.6061657354064,3.1809576376755673,18,0.8181818181818182,4,0,3,-46.454472464330195,True,True
4,replication,both_feet_imagery,C3,central_12_13,23,-11.66366471977777,53.24898795363842,-15.734603280134188,-49.270346180730016,9.482939685699161,58.75328586642918,-91.17922999399288,159.1028262876162,-16.814584156716855,-0.7435073022455124,3.357912638344341,16,0.6956521739130435,7,0,2,-15.734603280134188,True,True
4,replication,both_feet_imagery,C4,central_12_13,23,-34.76918990848807,37.33369424663743,-47.9075506312141,-61.34433038105946,-22.332032909441043,39.01229747161841,-78.76322210424323,55.59778767913911,-42.88437174346834,-2.8322522171226434,3.028997610940043,18,0.782608695652174,5,0,2,-51.387164027005454,True,True
4,replication,both_feet_imagery,C3,mu,23,-21.19875340248317,39.62682758175442,-24.37266773841626,-52.70307987258363,3.847456245722828,56.550536118306454,-84.04313369987352,76.88981826684326,-26.414937308802905,-1.2132121898122223,3.4173467645239004,16,0.6956521739130435,7,0,2,-24.37266773841626,True,True
4,replication,both_feet_imagery,Cz,mu,23,-50.49580542178607,17.707990075571615,-49.400557081096515,-65.67108764689142,-39.1504367207132,26.52065092617822,-81.72829987888056,-18.11415736676692,-51.04919664006782,-2.9585426455502306,2.4858330148372456,23,1.0,0,0,2,-49.90684851640845,True,True
4,replication,both_feet_imagery,C4,mu,23,-35.740284784518856,34.368350371580554,-45.211728242027654,-60.272165120635805,-17.06173264007497,43.21043248056084,-82.02097588461265,47.19832039386661,-41.88558529071852,-2.613123987405743,3.1935384870853647,18,0.782608695652174,5,0,2,-45.95262617069322,True,True
4,replication,both_feet_imagery,Cz,beta,23,-57.468892288911995,18.2546923555696,-62.56821059485555,-70.72420655167505,-42.4588165014279,28.265390050247156,-89.43582260148783,-25.673780766721112,-58.30825566369326,-4.267594111916233,2.9350442061553257,23,1.0,0,0,2,-64.23970000771106,True,True
5,replication,both_fists_imagery,C4,central_12_13,23,-8.515998090558048,47.98471248953818,-8.003711934364155,-40.866666702950624,16.14170399635322,57.00837069930384,-84.11995735613121,108.19509398515679,-10.430247465479018,-0.3622969553633225,2.928644623545927,14,0.6086956521739131,9,0,4,-8.003711934364155,True,True
5,replication,both_fists_imagery,C3,central_12_13,23,-7.123781989304076,69.56006651858378,-24.142022644042143,-51.22758200377187,5.769169347590648,56.99675135136252,-82.00595246723678,202.40949744140045,-22.875432620813296,-1.1999874131761004,3.3574221372194013,16,0.6956521739130435,7,0,4,-24.142022644042143,True,True
5,replication,both_fists_imagery,C3,mu,23,-13.762967131384437,34.576839591766735,-10.97685054459649,-34.5506742598158,7.785741456450567,42.336415716266366,-81.360481667731,55.797588000701786,-12.745828243423833,-0.5049704533873957,2.174269166159878,15,0.6521739130434783,8,0,4,-2.7380745689916535,True,True
5,replication,both_fists_imagery,C4,mu,23,1.0586433011189305,63.66021723736353,-0.539116177300229,-48.28813722804867,29.552953028716058,77.84109025676473,-73.10022628838857,218.04795805566638,-6.185823778449799,-0.023476858878672152,3.9915413991827218,12,0.5217391304347826,11,0,4,-22.37960242281561,True,True
5,replication,both_fists_imagery,Cz,mu,23,3.759324050410446,33.99261505876071,3.1510280954669927,-19.522730235179154,33.04890651646144,52.5716367516406,-67.12783025003445,49.78658221700665,6.716948066590866,0.13473560898245365,2.184081995516113,10,0.43478260869565216,13,0,4,17.05431281520543,True,True
5,replication,both_fists_imagery,Cz,beta,23,-17.216967267332517,46.73601731284636,-20.966331663455303,-53.324448055457296,-7.1231090458274675,46.20133900962983,-70.06410538607281,135.75842488673095,-24.94727547907645,-1.021878598759606,2.9879995685076226,18,0.782608695652174,5,0,4,-17.570340192091226,True,True
5,replication,both_feet_imagery,C3,central_12_13,22,16.390235834650028,94.25802350194674,-9.795589185826236,-35.90589420632732,27.296476392712997,63.202370599040314,-58.76323927338673,384.9465359359016,-7.454970118286858,-0.44774051698835576,2.9728527676351346,14,0.6363636363636364,8,0,3,-9.534020011158026,True,True
5,replication,both_feet_imagery,C4,central_12_13,22,16.749269422606684,83.55695002207594,-16.5251256234329,-42.159318602335695,66.85842408783324,109.01774269016894,-94.23636643316209,207.84001389190604,-0.08766464372521808,-0.7864829151779484,4.5940854107914415,13,0.5909090909090909,9,0,3,-19.083485055544365,True,True
5,replication,both_feet_imagery,C3,mu,22,16.687704817661686,58.25258114487578,4.684070035842782,-23.50177917551938,44.70111881932845,68.20289799484783,-60.52652348497368,188.93722194838634,4.818373638392795,0.19697201932597014,2.75769160469786,10,0.45454545454545453,12,0,3,7.725713698288344,True,True
5,replication,both_feet_imagery,Cz,mu,22,18.97081306088158,63.408790017175086,9.199379035915307,-24.075724817387307,72.31239006394006,96.38811488132737,-77.47269002378275,158.5522099160614,13.518623256700627,0.37926417766190235,3.54139135520475,10,0.45454545454545453,12,0,3,5.184376544809634,True,True
5,replication,both_feet_imagery,C4,mu,22,13.641800135712119,77.08594964686927,-10.522242258199544,-28.297590334717725,15.824402905060172,44.12199323977789,-88.24932633993653,268.0409922202877,-4.636768287319453,-0.48668405061756104,2.087787253198588,12,0.5454545454545454,10,0,3,-14.280853981461245,True,True
5,replication,both_feet_imagery,Cz,beta,22,-12.441099894143541,51.52006081299589,-22.740672526480786,-44.153145410906085,17.914834492442015,62.0679799033481,-82.19429596933792,146.75219343806745,-19.72681464466956,-1.1208506281396724,3.2450438901589282,15,0.6818181818181818,7,0,3,-23.735215927728404,True,True
6,replication,both_fists_imagery,C4,central_12_13,22,-14.44045449561408,38.333642962662886,-24.844789165306274,-46.49929986472461,13.868621304977014,60.367921169701624,-68.20957378387587,75.93802156963709,-17.486672106253316,-1.2443615061403155,3.281423808436734,13,0.5909090909090909,9,0,1,-28.049724232993213,True,True
6,replication,both_fists_imagery,C3,central_12_13,22,-11.718915473857663,49.04265373738791,-17.98929266810515,-48.58466187594086,5.418793032368403,54.003454908309266,-67.2197130876615,116.70301398744206,-20.518268978315195,-0.8658622656183911,3.1324590486583546,15,0.6818181818181818,7,0,1,-21.748710427029636,True,True
6,replication,both_fists_imagery,C3,mu,22,1.080721861199028,56.662699114271554,-17.693862338774636,-34.966757211200196,39.718997601847015,74.68575481304721,-67.51827016662031,153.30365461731768,-7.50824746039512,-0.8504836238222412,3.3173000468175586,13,0.5909090909090909,9,0,1,-21.56376244708179,True,True
6,replication,both_fists_imagery,C4,mu,22,-9.600764102208393,48.98221657755173,-27.234990483077222,-49.05934895409838,12.302411244534358,61.36176019863274,-61.61974379228952,110.65798318824534,-20.384287777906668,-1.3807808310270715,3.431328355525942,15,0.6818181818181818,7,0,1,-27.10683371613529,True,True
6,replication,both_fists_imagery,Cz,mu,22,8.984158246446022,45.88303783035639,-1.2371544722105008,-20.086479930262822,35.143042497230006,55.229522427492824,-58.75158509197066,165.27464308682357,1.2501864461432324,-0.05407401681510908,2.2776130120356166,12,0.5454545454545454,10,0,1,-1.4486603941340646,True,True
6,replication,both_fists_imagery,Cz,beta,22,17.970417234022264,63.954935716901076,3.6102805072104367,-22.25875852736495,45.93289516326896,68.19165369063391,-70.4255666733256,175.60757678852397,9.34103219113168,0.15400497809955732,2.7294314977180596,10,0.45454545454545453,12,0,1,3.269313008000642,True,True
6,replication,both_feet_imagery,C3,central_12_13,23,3.1728766576906065,61.52616243993066,-17.322532746029434,-30.61360938857432,15.93091735070183,46.54452673927615,-64.95806880164571,233.76582675099723,-10.96086994585469,-0.8261283604175652,2.2223920575733302,16,0.6956521739130435,7,0,0,-17.322532746029434,True,True
6,replication,both_feet_imagery,C4,central_12_13,23,-0.6697618474137378,52.94005464764799,-13.061674980052487,-32.23253405506312,21.056268842638403,53.28880289770152,-73.65074170059034,163.3358888811186,-7.122897831073849,-0.6078873131336139,2.5198831754770117,13,0.5652173913043478,10,0,0,-13.061674980052487,True,True
6,replication,both_feet_imagery,C3,mu,23,2.7926641000185426,58.09788553726951,-6.875692942938419,-30.863550231717316,15.998833989154456,46.862384220871775,-57.009531512864996,195.39730292390624,-9.234343451528618,-0.30936945840043606,2.251218798982592,14,0.6086956521739131,9,0,0,-6.875692942938419,True,True
6,replication,both_feet_imagery,Cz,mu,23,-0.7701288035395233,41.552767954992326,-5.489778721630854,-31.015525613783666,20.60483131018899,51.62035692397266,-86.35202560960221,86.4589811140789,-4.3816923835137125,-0.24521220011967065,2.4420542207143026,13,0.5652173913043478,10,0,0,-5.489778721630854,True,True
6,replication,both_feet_imagery,C4,mu,23,-8.489229090870118,38.79567652315178,-13.679839705483499,-38.73439230819555,14.013392061485037,52.74778436968059,-75.86683112281722,73.8978466641689,-12.470067868928064,-0.6388776184971294,2.6978982061200356,13,0.5652173913043478,10,0,0,-13.679839705483499,True,True
6,replication,both_feet_imagery,Cz,beta,23,11.95579507880105,68.73515432058046,3.8399637302233476,-33.93221198658369,27.029576430684088,60.961788417267776,-60.1367760023404,260.0192021548119,-0.7772906074913891,0.16364527763626352,2.8382090408480614,11,0.4782608695652174,12,0,0,3.8399637302233476,True,True
7,replication,both_fists_imagery,C4,central_12_13,22,-28.843708986874216,60.94213150580345,-52.900603937999115,-67.98537039734029,-15.714034094075638,52.271336303264654,-88.36179230607624,170.80676135258392,-43.56294060015999,-3.2781880686132574,4.1978349016124765,17,0.7727272727272727,5,0,7,-49.9842376005536,True,True
7,replication,both_fists_imagery,C3,central_12_13,22,-40.083788593080385,32.48440543140889,-45.234170231151246,-66.3594496796406,-18.239632835002727,48.11981684463788,-84.85868706965057,25.15816896924433,-43.03865743730675,-2.617763190744186,3.8955848281823284,20,0.9090909090909091,2,0,7,-36.65222731732667,True,True
7,replication,both_fists_imagery,C3,mu,22,-16.110861428119623,46.83797474766196,-9.33651457133965,-60.65683670448737,7.377911838766371,68.03474854325374,-77.92747865215541,67.4423842567404,-20.794220949321208,-0.4266972597149913,4.362293246963136,13,0.5909090909090909,9,0,7,-7.370460703168864,True,True
7,replication,both_fists_imagery,C4,mu,22,-0.8271686780440913,78.68877930369635,-28.86349953703212,-53.01179020369912,24.615579623661212,77.62736982736033,-87.38350404736052,198.68001926160727,-18.63050461715792,-1.4831723925207538,4.219046662675786,14,0.6363636363636364,8,0,7,-7.582981811800337,True,True
7,replication,both_fists_imagery,Cz,mu,22,-1.8988157917690194,70.3764198369841,-19.85952007953276,-46.17543431170575,3.1507806626818486,49.3262149743876,-82.8656860262735,177.76410408867238,-18.986890488183178,-0.963276285180164,2.83796623949538,16,0.7272727272727273,6,0,7,-1.0864547592554419,True,True
7,replication,both_fists_imagery,Cz,beta,22,-25.484663759211106,39.50098103335692,-33.61014873495773,-48.013426149123475,-20.779988855044994,27.23343729407848,-61.780133277084936,106.23597063106796,-34.93868580179029,-1.7795972284831805,1.829450321626585,19,0.8636363636363636,3,0,7,-32.49368773963075,True,True
7,replication,both_feet_imagery,C3,central_12_13,23,8.154453948952716,60.90552381400948,-12.112236775514354,-31.242535909420276,52.43048507783986,83.67302098726014,-70.16147159311413,142.3705557028213,-0.05088869670960984,-0.5607158833953144,3.45679420995069,14,0.6086956521739131,9,0,6,-12.112236775514354,True,True
7,replication,both_feet_imagery,C4,central_12_13,23,18.246549114114345,73.33287833076129,-0.6772022255034673,-28.62626917184053,62.78453073326033,91.41079990510086,-83.66354252924954,174.43190556976202,8.330995522594769,-0.02951055519888636,3.635535177203578,12,0.5217391304347826,11,0,6,-0.6772022255034673,True,True
7,replication,both_feet_imagery,C3,mu,23,16.72992463036196,67.98386371939264,-13.6247228311052,-30.1704163622003,87.54764962435814,117.71806598655844,-68.74948439788092,143.55783232032863,8.494486330996105,-0.6361054601162724,4.299284102104638,14,0.6086956521739131,9,0,6,-13.6247228311052,True,True
7,replication,both_feet_imagery,Cz,mu,23,7.000802334703103,87.1909906048449,-25.344546694671685,-37.29519673837332,15.270447564017825,52.56564430239115,-75.82605397877226,314.5305036370768,-17.519392520862503,-1.2693846317122839,2.6273980169395985,16,0.6956521739130435,7,0,6,-15.098963927732077,True,True
7,replication,both_feet_imagery,C4,mu,23,20.582135334281006,86.8214928596577,-1.0791618757780712,-36.57248823705885,48.22625128143486,84.7987395184937,-79.77709413082606,326.2657829553246,3.578922695437784,-0.04712212658670629,3.6877256502701954,12,0.5217391304347826,11,0,6,0.7447250224999761,False,True
7,replication,both_feet_imagery,Cz,beta,23,-17.756865234303167,24.7416624154669,-19.47296263693445,-30.451320839018628,-7.174982215446018,23.27633862357261,-69.84228289082054,50.40972930366142,-17.962929006993765,-0.9405827856236813,1.2536673752230572,20,0.8695652173913043,3,0,6,-19.47296263693445,True,True
8,replication,both_fists_imagery,C4,central_12_13,23,-45.61516874951517,45.51477317309649,-62.96383277412421,-71.4514001578998,-47.09240464486807,24.35899551303173,-78.75692091077573,113.90090254052866,-59.716095669206524,-4.313739636418206,2.652138224649217,20,0.8695652173913043,3,0,6,-63.329420117526865,True,True
8,replication,both_fists_imagery,C3,central_12_13,23,-36.30467797801003,54.5107968953499,-53.44561467124964,-62.66124163166332,-38.8595882285383,23.801653403125023,-83.07076244750841,154.68325366898267,-51.97382515911694,-3.3203940309566455,2.1443575364245175,19,0.8260869565217391,4,0,6,-53.44561467124964,True,True
8,replication,both_fists_imagery,C3,mu,23,-35.78285073069595,44.77639447387994,-51.52960647038034,-63.71406213870111,-26.757158762870237,36.956903375830876,-77.39887804720469,90.3126792348612,-47.169591078845116,-3.1452345423951664,3.060025596149393,20,0.8695652173913043,3,0,6,-48.11313597471963,True,True
8,replication,both_fists_imagery,C4,mu,23,-45.38728676386124,28.19081991263212,-54.38456512093823,-66.67789963305272,-37.44045508693435,29.23744454611837,-74.37599844065052,20.487077123558425,-51.6838344429968,-3.408881803929403,2.7352987736887338,20,0.8695652173913043,3,0,6,-56.371878040051314,True,True
8,replication,both_fists_imagery,Cz,mu,23,-2.3887412877797662,49.78928889358368,-11.607792307907854,-23.5420281605789,16.342167899016665,39.88419605959557,-84.67805360788205,143.2848627462636,-5.845855098173782,-0.5358601898566238,1.8224626373039092,13,0.5652173913043478,10,0,6,-8.93081663297405,True,True
8,replication,both_fists_imagery,Cz,beta,23,-17.427936705439002,24.156251054170284,-21.749948132497902,-35.72223656659132,-7.240624614582728,28.481611952008592,-58.66458448996061,40.801623390774274,-20.483329758881546,-1.0651536591234474,1.5919478478601825,19,0.8260869565217391,4,0,6,-21.749948132497902,True,True
8,replication,both_feet_imagery,C3,central_12_13,22,124.92767571342902,169.8336276441968,88.60214406008222,0.9162397348405635,213.0333180671006,212.11707833226004,-56.29053692097865,640.9503484850205,96.75336101397345,2.754344995971575,4.919055246582383,6,0.2727272727272727,16,0,8,117.13742797183431,True,True
