task_interval_start_seconds,task_interval_stop_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,frequency_band,channel,semantic_condition,trial_count,mean_change_percent,standard_deviation_change_percent,median_change_percent,q25_change_percent,q75_change_percent,iqr_change_percentage_points,minimum_change_percent,maximum_change_percent
0.5,2.5,0.5,2.5,central_12_13,Cz,both_feet_imagery,24,19.451235738642804,56.642158208375506,7.4811281119172754,-20.930992588914876,35.38010539027903,56.3110979791939,-56.2036093876887,186.9405255732695
0.5,2.5,0.5,2.5,central_12_13,C4,both_fists_imagery,21,-29.281705886412674,45.911613805625144,-41.22582626500952,-63.827375363794175,-18.3921271024495,45.435248261344675,-87.19674641493461,91.54920926549823
0.5,2.5,0.5,2.5,central_12_13,C4,both_feet_imagery,24,41.22553404182367,77.451822332556,27.452670290929966,-27.456293014781945,92.2498427859405,119.70613580072245,-60.255775537496355,179.9003588815987
1.0,3.0,0.5,2.5,mu,C3,both_fists_imagery,21,-29.759238758891858,38.806100433975004,-41.80183556043682,-59.0735698689622,-11.7615041280041,47.312065740958104,-73.5359179762997,62.081234584826724
1.0,3.0,0.5,2.5,mu,C3,both_feet_imagery,24,32.1913222903044,71.24263546957945,16.355855036093942,-17.75905412484805,74.1136154658802,91.87266959072825,-59.0900599059461,250.9411275109187
1.0,3.0,0.5,2.5,mu,Cz,both_fists_imagery,21,5.739464321020833,44.614912485754175,-5.717653416066448,-25.69278025300851,23.314190164222765,49.00697041723127,-46.2830136026939,139.67366083366014
1.0,3.0,0.5,2.5,mu,Cz,both_feet_imagery,24,14.418929439173487,49.39951558566106,6.837518355842278,-2.7081630227903633,28.57916043632595,31.287323459116312,-70.55011794673433,197.42074674385879
1.0,3.0,0.5,2.5,mu,C4,both_fists_imagery,21,-26.931122556658675,48.154447875961125,-38.02113116107502,-58.15896530574337,-17.382285390287155,40.776679915456214,-85.20878790828662,102.65787738711181
1.0,3.0,0.5,2.5,mu,C4,both_feet_imagery,24,24.037529151050904,59.58343178466795,20.834334071280725,-22.704864033216985,42.033686000750585,64.73855003396757,-47.10269607607729,165.01067733385435
1.0,3.0,0.5,2.5,beta,C3,both_fists_imagery,21,-13.418454631487547,36.00616790153824,-23.66766389884958,-37.56451399424368,1.8534240770330874,39.41793807127677,-57.14858140786537,99.22069801980751
1.0,3.0,0.5,2.5,beta,C3,both_feet_imagery,24,0.3116053725204934,29.50944957378569,-10.362365974926014,-20.93138670913504,23.48888313887566,44.420269848010705,-43.13345173249207,54.871637318973484
1.0,3.0,0.5,2.5,beta,Cz,both_fists_imagery,21,-23.747837035504055,32.01207336765774,-34.48670533797817,-48.846168040414454,6.409928130001999,55.256096170416455,-71.20489751388826,32.83503324798933
1.0,3.0,0.5,2.5,beta,Cz,both_feet_imagery,24,16.05029554856615,52.39157252074518,-0.7623995391804963,-27.958742715859756,49.4964983578496,77.45524107370936,-46.53676385719701,127.23013771608065
1.0,3.0,0.5,2.5,beta,C4,both_fists_imagery,21,-12.524323095129706,31.427731531076184,-14.43738005653337,-37.7688067870105,-0.14033569572887836,37.62847109128162,-54.106230049479656,72.52461315944278
1.0,3.0,0.5,2.5,beta,C4,both_feet_imagery,24,-2.4693392981441433,27.92792651420904,-3.111153545972762,-25.653997604062255,12.216534682381745,37.870532286444,-49.91617498659264,61.14067598231474
1.0,3.0,0.5,2.5,central_12_13,C3,both_fists_imagery,21,-38.700978897856714,51.11467363493855,-60.3891111183654,-74.4678021564283,-23.107479169215615,51.36032298721269,-86.28995039627259,92.51332647005364
1.0,3.0,0.5,2.5,central_12_13,C3,both_feet_imagery,24,60.74319322614763,106.32354661359868,23.76986378514104,-20.626108813495605,100.97193175080568,121.59804056430129,-54.89012472789953,376.32803977263495
1.0,3.0,0.5,2.5,central_12_13,Cz,both_fists_imagery,21,2.020526257558194,57.54171766343318,-11.2896942109817,-44.69234075463391,12.131662445540682,56.824003200174594,-55.48520273386388,148.28798029500805
1.0,3.0,0.5,2.5,central_12_13,Cz,both_feet_imagery,24,19.754066556032964,59.93775611622995,10.965743778469857,-11.231877759301536,38.472059998769126,49.703937758070666,-70.67345686891534,206.65789723476374
1.0,3.0,0.5,2.5,central_12_13,C4,both_fists_imagery,21,-33.66330722441611,56.770535508831685,-54.0045147228827,-64.63868097465148,-24.909589974617738,39.72909100003374,-89.20035447189102,140.31687638102483
1.0,3.0,0.5,2.5,central_12_13,C4,both_feet_imagery,24,54.2002705501502,94.44318203324923,35.9296893270612,-23.629139999985306,129.77077023920148,153.3999102391868,-56.80315146458598,300.6163167131521
1.5,3.5,0.5,2.5,mu,C3,both_fists_imagery,21,-31.550795885589185,34.80762618837369,-46.4878372020713,-57.2461696167156,-9.031956262711423,48.21421335400417,-75.19666804871655,39.955187663977
1.5,3.5,0.5,2.5,mu,C3,both_feet_imagery,24,41.1015030489088,77.28926878726705,29.067589374638104,-19.592736114141157,85.54473260351355,105.13746871765471,-61.157251314472,228.68901562159164
1.5,3.5,0.5,2.5,mu,Cz,both_fists_imagery,21,5.891444153801618,47.06284848707795,-4.968214116323839,-26.901260169001052,19.599582010583187,46.50084217958424,-42.22099060436154,133.22777532496673
1.5,3.5,0.5,2.5,mu,Cz,both_feet_imagery,24,15.957775461097702,60.704633146442774,1.2914859178535463,-12.816143096957397,27.593134754146067,40.40927785110347,-66.65537336178004,263.64686331834906
1.5,3.5,0.5,2.5,mu,C4,both_fists_imagery,21,-28.616196166704942,37.965078535843034,-33.64615241541657,-52.71317231797275,-17.357607224990154,35.355565092982594,-74.96154635351797,74.95333245250967
1.5,3.5,0.5,2.5,mu,C4,both_feet_imagery,24,25.505326803460566,57.207882933011874,10.616576695217374,-5.257882293142812,48.14831281945453,53.406195112597345,-53.19559856454857,159.08626933909915
1.5,3.5,0.5,2.5,beta,C3,both_fists_imagery,21,-13.793611232963217,35.43510845074746,-25.436320336174376,-35.188094814349505,-1.52078286464091,33.6673119497086,-56.04297994307014,108.62753992353797
1.5,3.5,0.5,2.5,beta,C3,both_feet_imagery,24,0.1956474936978679,28.05210819097691,-6.274828300671478,-21.65622186159199,20.187844791757485,41.84406665334947,-43.95498136384784,50.5144489246226
1.5,3.5,0.5,2.5,beta,Cz,both_fists_imagery,21,-29.406437077047062,32.02500769850094,-38.93557265873859,-51.625359349473825,-12.282970622239189,39.342388727234635,-71.88491431269894,55.81143315623845
1.5,3.5,0.5,2.5,beta,Cz,both_feet_imagery,24,17.18006563961434,49.829990660692765,3.276673245392452,-18.959135637164017,47.619019899629066,66.57815553679308,-40.79809126746384,134.46255384998196
1.5,3.5,0.5,2.5,beta,C4,both_fists_imagery,21,-14.606080150815474,33.38650603188772,-15.724539946709053,-40.81496575969094,1.2484763373706729,42.06344209706162,-54.984787507711395,59.017293447836
1.5,3.5,0.5,2.5,beta,C4,both_feet_imagery,24,-1.4889321278354029,27.333388146858837,-5.696956699201204,-20.063999847576163,14.864440808418784,34.92844065599495,-53.995656833245235,54.192383461384274
1.5,3.5,0.5,2.5,central_12_13,C3,both_fists_imagery,21,-42.54317122013078,44.21136548787119,-56.743931363579385,-70.993821423484,-25.930890025148543,45.06293139833545,-86.717394927114,88.59712412555757
1.5,3.5,0.5,2.5,central_12_13,C3,both_feet_imagery,24,72.39530874752838,113.70126059876677,46.096509886342304,-11.50236417935265,129.89385815075778,141.39622233011042,-50.072858987806065,349.61358970195704
1.5,3.5,0.5,2.5,central_12_13,Cz,both_fists_imagery,21,4.661308115549089,64.12021796659167,-5.785363955775543,-47.48526150695807,27.72806374223516,75.21332524919323,-69.80375073090337,157.4303672873214
1.5,3.5,0.5,2.5,central_12_13,Cz,both_feet_imagery,24,23.098797695491943,65.46291391324289,15.456531572148563,-19.539187180853194,45.400216012766805,64.93940319362,-76.88791694508447,213.43459616001553
1.5,3.5,0.5,2.5,central_12_13,C4,both_fists_imagery,21,-38.214673766666834,47.655480733076054,-52.90248750002639,-68.89590116397159,-23.44199864979785,45.453902514173734,-77.88426785535623,120.63626992270986
1.5,3.5,0.5,2.5,central_12_13,C4,both_feet_imagery,24,54.83885366901745,92.12286257323183,36.74031953999294,-13.61335584566617,105.23094077277302,118.84429661843919,-61.721747630340836,313.90720229143335
1.65,2.45,0.5,2.5,mu,C3,both_fists_imagery,21,-35.27072922747699,36.20445306320326,-48.67890768755874,-58.864971758983174,-21.482309995627954,37.382661763355216,-70.79862612366743,52.79248355411201
1.65,2.45,0.5,2.5,mu,C3,both_feet_imagery,24,48.060119102550324,110.51024137461269,-3.860018316955048,-18.58355271450655,76.16276698638765,94.7463197008942,-81.34978502491944,328.9992080058527
1.65,2.45,0.5,2.5,mu,Cz,both_fists_imagery,21,11.202022813949034,62.75391677246691,-12.822244150911702,-29.692952298459545,27.59240487247598,57.28535717093553,-63.82453178956797,201.72993840198387
1.65,2.45,0.5,2.5,mu,Cz,both_feet_imagery,24,18.485683318103565,45.13442744670225,14.791486979108171,-9.262254519640578,46.00470109004189,55.26695560968247,-77.08847088233006,139.82059179745977
1.65,2.45,0.5,2.5,mu,C4,both_fists_imagery,21,-28.07604473098566,45.9789146272406,-37.51390092205139,-60.40320287594121,-13.775594244891712,46.6276086310495,-84.64745751545311,95.82484641175527
1.65,2.45,0.5,2.5,mu,C4,both_feet_imagery,24,30.075461682944518,71.03410091267612,12.857855975524318,-19.136146024907973,54.916440058120536,74.0525860830285,-59.44132193503915,205.71671258930243
1.65,2.45,0.5,2.5,beta,C3,both_fists_imagery,21,-13.126399669092935,46.03316886863608,-17.79133016065123,-44.157500605663486,4.627311703816909,48.784812309480394,-59.39387051003548,144.7750017205078
1.65,2.45,0.5,2.5,beta,C3,both_feet_imagery,24,5.072431157762182,34.02518864425683,-1.0610991269393528,-25.528422768886728,31.360042769438433,56.888465538325164,-46.72917585911093,67.06600640954127
1.65,2.45,0.5,2.5,beta,Cz,both_fists_imagery,21,-26.78363575996587,32.426086250461616,-27.51000506866127,-51.680238842850315,-3.8601988742884026,47.820039968561915,-79.18775017092979,30.039286634001392
1.65,2.45,0.5,2.5,beta,Cz,both_feet_imagery,24,20.967805133424424,61.74589030435902,11.825138118694506,-28.279315233052735,41.158197929702354,69.4375131627551,-44.430475522914456,225.1588710023469
1.65,2.45,0.5,2.5,beta,C4,both_fists_imagery,21,-19.525911709011567,38.344811861068706,-32.47097451466804,-47.25629034047503,16.10988443820711,63.366174778682144,-64.10108676779403,76.14793162299705
1.65,2.45,0.5,2.5,beta,C4,both_feet_imagery,24,3.9651642437545793,40.1536560571587,-3.1708962383570634,-20.215198499794894,23.490460541434402,43.705659041229296,-51.98797475134951,114.20128225520448
1.65,2.45,0.5,2.5,central_12_13,C3,both_fists_imagery,21,-43.1318945212142,49.310918870847274,-53.79341195836891,-76.24970820512189,-37.935067962447796,38.314640242674095,-86.03633634300752,91.51516450347206
1.65,2.45,0.5,2.5,central_12_13,C3,both_feet_imagery,24,80.29210253655715,154.63581778122605,3.5469943768605483,-9.679052621976474,142.28931128060995,151.96836390258642,-74.90659495815278,468.7963710214979
1.65,2.45,0.5,2.5,central_12_13,Cz,both_fists_imagery,21,14.148384969626276,90.5519268523397,-9.758305072175363,-49.03931023604011,41.730592545723425,90.76990278176353,-76.53110150812803,274.7060663398932
1.65,2.45,0.5,2.5,central_12_13,Cz,both_feet_imagery,24,23.248685587631318,70.95660006721866,-2.944929157892461,-24.079729126456478,62.498435308435255,86.57816443489173,-84.92050785710249,161.87076854322794
1.65,2.45,0.5,2.5,central_12_13,C4,both_fists_imagery,21,-36.96519096931954,62.287842385865275,-61.001697560558505,-72.79247655359895,-34.942587972492525,37.84988858110642,-86.25430240041243,160.6548276485846
1.65,2.45,0.5,2.5,central_12_13,C4,both_feet_imagery,24,65.20860237951338,110.34281963899898,33.754668909372825,-15.993896396369907,105.16903828679202,121.16293468316192,-61.50835222034255,387.22447181312435
0.5,2.5,1.1,3.1,mu,C3,both_fists_imagery,21,-27.370727889656102,40.82185863929912,-41.438483715158256,-58.90675067924497,-11.638292937429014,47.26845774181596,-72.08422061277179,61.423239536762395
0.5,2.5,1.1,3.1,mu,C3,both_feet_imagery,24,28.22906518981203,79.97020700407977,-6.2743974481282745,-26.060022591795736,52.62819443068226,78.688217022478,-51.67142261651582,252.80610766885377
0.5,2.5,1.1,3.1,mu,Cz,both_fists_imagery,21,9.040517721967037,59.840463220618766,-8.013594235953379,-22.50594602333878,22.415210248036043,44.92115627137483,-51.608347649965545,219.45866862454625
0.5,2.5,1.1,3.1,mu,Cz,both_feet_imagery,24,15.405531770217044,44.68520391518179,1.8580640756288098,-12.176515245866689,42.0512917989421,54.22780704480879,-45.829790566287436,107.40441641420432
0.5,2.5,1.1,3.1,mu,C4,both_fists_imagery,21,-23.646399773207836,42.949389453567576,-39.24768009250144,-44.850488014374136,-12.128678005553681,32.721810008820455,-82.6626353818677,103.0524892550748
0.5,2.5,1.1,3.1,mu,C4,both_feet_imagery,24,11.415526873002976,48.600162895992234,6.236315029891243,-19.63878415347873,33.75292310250138,53.39170725598011,-58.63893035324896,166.10255226072206
0.5,2.5,1.1,3.1,beta,C3,both_fists_imagery,21,-12.193057733644574,32.88565959643328,-24.618200080741413,-35.20279244572993,13.228431818322596,48.43122426405253,-57.747960309244725,61.48744706956712
0.5,2.5,1.1,3.1,beta,C3,both_feet_imagery,24,-1.3267962948720478,30.514881560163793,-7.380867994805453,-18.496599839464448,6.319407964575756,24.816007804040204,-52.55363126599669,86.80117913595154
0.5,2.5,1.1,3.1,beta,Cz,both_fists_imagery,21,-3.7106132646507497,48.00431859650763,-16.186082676302252,-27.748428215198196,7.383053156891321,35.13148137208952,-65.88702608742842,154.42691291651678
0.5,2.5,1.1,3.1,beta,Cz,both_feet_imagery,24,16.376160623310927,45.361004362935965,13.230765001526674,-18.87390709389676,44.234545903111545,63.10845299700831,-48.33103056005961,92.40168249857605
0.5,2.5,1.1,3.1,beta,C4,both_fists_imagery,21,-13.939147237559636,22.801078151702647,-16.792734751188977,-26.82639516700115,-3.3032488062284298,23.52314636077272,-51.69506511604975,29.59936681090593
0.5,2.5,1.1,3.1,beta,C4,both_feet_imagery,24,-0.5204455303579495,32.97199522661931,-7.618253787054517,-18.215014681939103,6.592789739540459,24.80780442147956,-47.479779847969795,90.8698349296109
0.5,2.5,1.1,3.1,central_12_13,C3,both_fists_imagery,21,-39.78872644779565,41.455216606481365,-53.96557762979074,-70.6215287165365,-24.759546560554625,45.86198215598188,-86.83116466793543,84.91713405603102
0.5,2.5,1.1,3.1,central_12_13,C3,both_feet_imagery,24,52.485947549020175,127.7737229833048,5.628382514323544,-16.31456763896535,67.3255633171263,83.64013095609164,-53.14630370285065,487.53102867002804
0.5,2.5,1.1,3.1,central_12_13,Cz,both_fists_imagery,21,16.41319500080274,67.63270028880365,-4.565808495549451,-21.62527313844385,30.671160054277912,52.296433192721764,-51.24013657608603,231.91172045116562
0.5,2.5,1.1,3.1,central_12_13,Cz,both_feet_imagery,24,20.687876114824547,64.54111620268978,15.170242775397856,-13.220966749849353,32.04787818788461,45.26884493773397,-55.83917571336968,244.69904573561828
0.5,2.5,1.1,3.1,central_12_13,C4,both_fists_imagery,21,-26.972952647419316,47.30445665757356,-47.004191034533214,-58.78507339236275,4.325636042075617,63.11070943443836,-87.08834971929434,101.19781140551024
0.5,2.5,1.1,3.1,central_12_13,C4,both_feet_imagery,24,38.354112514641415,80.16441995333587,32.219037599675794,-24.55840216891462,104.87679904047184,129.43520120938646,-59.60951902708675,234.42727853232267
1.0,3.0,1.1,3.1,mu,C3,both_fists_imagery,21,-32.28302882060279,34.64110353891671,-47.3283116991264,-54.47644452298941,-14.674078241709955,39.802366281279454,-73.75546936930505,58.02020698644673
1.0,3.0,1.1,3.1,mu,C3,both_feet_imagery,24,45.836487099236116,97.74526408851419,22.397374610925645,-21.19410335516435,87.73201509190424,108.9261184470686,-57.31684615354879,305.3016753410939
1.0,3.0,1.1,3.1,mu,Cz,both_fists_imagery,21,9.52897289410666,50.92339333543084,-4.800793756949533,-24.778693152797484,32.43039194932485,57.20908510212233,-45.21246994863995,183.91894120350142
1.0,3.0,1.1,3.1,mu,Cz,both_feet_imagery,24,14.342579718285668,50.61291183126432,2.245470772282591,-16.06448428615898,37.21122034717933,53.27570463333831,-70.92715203937553,166.0407362795964
1.0,3.0,1.1,3.1,mu,C4,both_fists_imagery,21,-27.10170585066818,49.146843134268074,-47.19283683168655,-53.27556291065785,-30.439433252231957,22.83612965842589,-84.57818167075621,97.5375997726105
1.0,3.0,1.1,3.1,mu,C4,both_feet_imagery,24,16.386351263399586,52.87341457024956,3.792494111579183,-25.73794717523262,34.89423816498639,60.63218534021901,-41.56949035959617,139.7532685952033
1.0,3.0,1.1,3.1,beta,C3,both_fists_imagery,21,-9.618943574474198,34.7070200665225,-16.683859836173994,-34.31842854607156,9.548347455836662,43.86677600190822,-53.78008329655994,75.6345054060263
1.0,3.0,1.1,3.1,beta,C3,both_feet_imagery,24,0.8237279686847643,29.659812434530405,1.0562486992987958,-17.925785310393742,12.185114077463975,30.110899387857717,-53.798047168227725,64.20648077176735
1.0,3.0,1.1,3.1,beta,Cz,both_fists_imagery,21,-7.884803154155234,45.3645870279278,-24.805140440841587,-33.80762222425217,8.185504625476815,41.99312684972899,-64.01690955166016,141.18676080764604
1.0,3.0,1.1,3.1,beta,Cz,both_feet_imagery,24,21.34658190568122,50.56455137167006,15.178388352704314,-18.477054925305904,52.512711951207535,70.98976687651344,-44.55337107316173,125.6893395554582
1.0,3.0,1.1,3.1,beta,C4,both_fists_imagery,21,-12.211919674104003,22.141393991743254,-7.846635856945065,-26.78561091894349,2.7536532555471314,29.539264174490622,-52.42066102217919,28.84979345457029
1.0,3.0,1.1,3.1,beta,C4,both_feet_imagery,24,-1.36005500396252,29.86046873245562,-6.494785911725927,-15.24531553496308,13.514973151242492,28.76028868620557,-51.824681633286914,69.24821309933296
1.0,3.0,1.1,3.1,central_12_13,C3,both_fists_imagery,21,-43.924219332836785,36.94310658263827,-55.57490648782269,-69.55254471964943,-30.860907402334377,38.691637317315056,-83.40008605444633,62.43771657686413
1.0,3.0,1.1,3.1,central_12_13,C3,both_feet_imagery,24,74.01288862606786,138.1744622398498,30.292460642118655,-16.307597055519807,98.54416923683317,114.85176629235298,-54.42083551182318,500.99961593156905
1.0,3.0,1.1,3.1,central_12_13,Cz,both_fists_imagery,21,12.87928811703319,59.965858612506445,6.598981471027711,-28.3375960327702,30.271955031053317,58.60955106382352,-56.960194335407785,171.3822526031993
1.0,3.0,1.1,3.1,central_12_13,Cz,both_feet_imagery,24,19.975190339827158,59.4354291386557,5.609364916038535,-8.286022034009351,34.93443012453176,43.22045215854111,-72.7773976999046,173.82466137738945
1.0,3.0,1.1,3.1,central_12_13,C4,both_fists_imagery,21,-33.26977095701296,50.714465440089235,-52.28373306890746,-65.15741030227593,0.12018262211479869,65.27759292439073,-89.10892100292504,84.35583691330302
1.0,3.0,1.1,3.1,central_12_13,C4,both_feet_imagery,24,48.32727011090253,92.77422743633281,22.313400255138223,-25.842586937236074,94.97330707471492,120.815894011951,-52.62493656505364,289.0238457941884
1.5,3.5,1.1,3.1,mu,C3,both_fists_imagery,21,-34.27345016935494,29.409326662889196,-39.360462307267774,-60.05079098275468,-16.57794340534352,43.47284757741116,-70.18299521688459,17.862885918665928
1.5,3.5,1.1,3.1,mu,C3,both_feet_imagery,24,57.44112242949014,117.00390879501187,46.715486809304416,-23.414508158994103,69.83010262425148,93.24461078324558,-65.42209096545405,444.3760753778788
1.5,3.5,1.1,3.1,mu,Cz,both_fists_imagery,21,9.02972122994391,50.27977047500661,-12.218412673446515,-19.775132474669288,15.676923657506432,35.45205613217572,-50.299371245611084,159.29490408102944
1.5,3.5,1.1,3.1,mu,Cz,both_feet_imagery,24,16.18278894281826,60.79864919814008,1.0147842632028545,-15.51314904730326,30.032573465909223,45.54572251321248,-67.08227018351474,225.27952512437483
1.5,3.5,1.1,3.1,mu,C4,both_fists_imagery,21,-29.482108885417215,37.42573962271001,-45.17411564546782,-50.46964327476231,-10.789547537665342,39.68009573709697,-73.19368617579185,63.537374946949555
1.5,3.5,1.1,3.1,mu,C4,both_feet_imagery,24,19.612140245362294,56.57644051479482,1.7911812097518394,-18.300027031976782,44.17264562247551,62.47267265445229,-49.954934599757586,164.81660169537767
1.5,3.5,1.1,3.1,beta,C3,both_fists_imagery,21,-10.611728281150915,31.095417788688298,-20.778416501237764,-35.55497278373106,6.4722562679568485,42.02722905168791,-42.92322938842321,83.9276498514399
1.5,3.5,1.1,3.1,beta,C3,both_feet_imagery,24,0.8006169740066564,29.542094005219322,0.49730694167566836,-20.165137669637716,16.468624233461043,36.63376190309876,-43.70449623338136,61.12889661312461
1.5,3.5,1.1,3.1,beta,Cz,both_fists_imagery,21,-16.171435882674874,38.05447729333117,-24.17825905672899,-43.78264253341528,-5.0551000236760455,38.72754250973923,-63.313662645826156,100.81796777756618
1.5,3.5,1.1,3.1,beta,Cz,both_feet_imagery,24,22.03840067724755,46.83935718675932,16.022610210486206,-12.766671426139702,54.98377486749154,67.75044629363124,-38.69254958014792,115.78613538889434
1.5,3.5,1.1,3.1,beta,C4,both_fists_imagery,21,-14.539967598128742,26.797183966843345,-12.809002139124908,-37.049107417307525,-2.7727493404581525,34.27635807684937,-51.1893308943838,44.09600167122691
1.5,3.5,1.1,3.1,beta,C4,both_feet_imagery,24,-0.07510596643820626,29.301221475625194,-1.3980332074608737,-15.955820909527871,14.220210113760372,30.176031023288242,-60.181354992659806,63.59003752298327
1.5,3.5,1.1,3.1,central_12_13,C3,both_fists_imagery,21,-47.58527548201287,26.57262401225851,-50.03233491725252,-74.46001250359535,-25.284220174355863,49.175792329239485,-84.31283328409181,2.0268822793493797
1.5,3.5,1.1,3.1,central_12_13,C3,both_feet_imagery,24,87.74328116410133,148.44752660134972,52.77406196073379,-20.217593284670457,115.62577198202644,135.84336526669688,-57.16450892142354,467.29306731023627
1.5,3.5,1.1,3.1,central_12_13,Cz,both_fists_imagery,21,15.951962288289922,67.87030027036859,-5.458391425675091,-31.34670244840763,41.489456710561825,72.83615915896945,-73.38288431027551,191.44447430155856
1.5,3.5,1.1,3.1,central_12_13,Cz,both_feet_imagery,24,23.44991046289282,62.69919183205413,13.41013356450538,-9.02491536444748,41.545854951740935,50.570770316188415,-78.54602083448937,166.04965442612783
1.5,3.5,1.1,3.1,central_12_13,C4,both_fists_imagery,21,-39.21506217079706,38.070429536333634,-53.35340972944425,-69.09653292317394,-10.713978483373419,58.38255443980052,-77.84979481467734,60.73127919111177
1.5,3.5,1.1,3.1,central_12_13,C4,both_feet_imagery,24,49.716657867246454,90.98584577315745,19.87414373777893,-15.576999405653632,112.10738584612535,127.68438525177899,-51.43405291945544,301.9301384387179
1.65,2.45,1.1,3.1,mu,C3,both_fists_imagery,21,-37.947079737972054,29.16066999774155,-51.158966713358346,-57.98118537283307,-26.551094699650903,31.430090673182164,-74.66198606757034,30.299830373022655
1.65,2.45,1.1,3.1,mu,C3,both_feet_imagery,24,61.549816987336555,133.96492826547717,6.076980977763661,-21.24907379334455,121.01707080058846,142.266144593933,-83.39753342112647,443.2518356581922
1.65,2.45,1.1,3.1,mu,Cz,both_fists_imagery,21,15.173299493041497,70.35296978959931,-3.202837951824476,-32.88781051819846,56.79121796121623,89.67902847941468,-55.40208938279427,257.43120183716815
1.65,2.45,1.1,3.1,mu,Cz,both_feet_imagery,24,18.16440990157396,49.55844408002197,10.003608943095344,-14.605094304019367,59.03666011988708,73.64175442390645,-77.38179727244189,126.9559640173267
1.65,2.45,1.1,3.1,mu,C4,both_fists_imagery,21,-29.223559027605468,43.9272903724873,-42.905945543990434,-60.93209795882488,7.11964174231135,68.05173970113623,-83.9929196051942,90.87720958473979
1.65,2.45,1.1,3.1,mu,C4,both_feet_imagery,24,23.055026868161434,64.58491839475454,3.650585159318479,-21.643960235434644,50.782095874100946,72.4260561095356,-56.63310214301929,170.70914008251552
1.65,2.45,1.1,3.1,beta,C3,both_fists_imagery,21,-9.455023244418161,43.57683212693909,-29.111321772465892,-38.935081058497865,9.356452332830864,48.29153339132873,-58.70101820580969,115.79553123875839
1.65,2.45,1.1,3.1,beta,C3,both_feet_imagery,24,4.8072663067602255,32.70169468888989,0.6066346120168751,-17.265972219678527,27.505150750716226,44.77112297039476,-45.6118353178494,76.83446003286885
