subject,run,channel,reference_state,band,band_lower_hz,band_upper_hz,absolute_band_power_uV2,relative_band_power,relative_power_denominator,total_power_1_45_hz_uV2,welch_segment_seconds,psd_units_before_integration,absolute_power_units
1,6,CP5,stored,delta,1.0,4.0,798.8202994746057,0.5395622599207799,total_power_1_45_hz,1480.4969858193767,3.0,uV2_per_Hz,uV2
1,6,CP3,stored,delta,1.0,4.0,923.4057803973459,0.567559116104456,total_power_1_45_hz,1626.9772684391141,3.0,uV2_per_Hz,uV2
1,6,CP1,stored,delta,1.0,4.0,1004.3184011923157,0.5899740818420953,total_power_1_45_hz,1702.3093591781178,3.0,uV2_per_Hz,uV2
1,6,CPz,stored,delta,1.0,4.0,1020.4838322178796,0.6018508036054084,total_power_1_45_hz,1695.576089796068,3.0,uV2_per_Hz,uV2
1,6,CP2,stored,delta,1.0,4.0,912.651145204463,0.598225158126589,total_power_1_45_hz,1525.598067561276,3.0,uV2_per_Hz,uV2
1,6,CP4,stored,delta,1.0,4.0,820.8056552765761,0.5899273404705112,total_power_1_45_hz,1391.367375212551,3.0,uV2_per_Hz,uV2
1,6,CP6,stored,delta,1.0,4.0,577.2214719309978,0.5774631069464272,total_power_1_45_hz,999.5815576570646,3.0,uV2_per_Hz,uV2
1,6,Fp1,stored,delta,1.0,4.0,2796.4012434601796,0.8024985175340481,total_power_1_45_hz,3484.6185785527446,3.0,uV2_per_Hz,uV2
1,6,Fpz,stored,delta,1.0,4.0,2156.1862156385505,0.7956059290687221,total_power_1_45_hz,2710.1183347922306,3.0,uV2_per_Hz,uV2
1,6,Fp2,stored,delta,1.0,4.0,2353.1025648450673,0.8159551193259974,total_power_1_45_hz,2883.8627384172773,3.0,uV2_per_Hz,uV2
1,6,AF7,stored,delta,1.0,4.0,2326.53782612939,0.7682645204032387,total_power_1_45_hz,3028.3030965796274,3.0,uV2_per_Hz,uV2
1,6,AF3,stored,delta,1.0,4.0,2196.7848231727917,0.7637932710249249,total_power_1_45_hz,2876.1510561947644,3.0,uV2_per_Hz,uV2
1,6,AFz,stored,delta,1.0,4.0,1204.2181608709095,0.6477222446629949,total_power_1_45_hz,1859.1582592588825,3.0,uV2_per_Hz,uV2
1,6,AF4,stored,delta,1.0,4.0,1231.3212723135869,0.7010642712719466,total_power_1_45_hz,1756.3600411123373,3.0,uV2_per_Hz,uV2
1,6,AF8,stored,delta,1.0,4.0,1789.5765496927988,0.7830421713599618,total_power_1_45_hz,2285.415288150728,3.0,uV2_per_Hz,uV2
1,6,F7,stored,delta,1.0,4.0,1155.9537199980982,0.6565763796151118,total_power_1_45_hz,1760.5776812679794,3.0,uV2_per_Hz,uV2
1,6,F5,stored,delta,1.0,4.0,1266.077581395012,0.6374033708768034,total_power_1_45_hz,1986.3051236353092,3.0,uV2_per_Hz,uV2
1,6,F3,stored,delta,1.0,4.0,1023.5403952576071,0.6176696348848897,total_power_1_45_hz,1657.1000700857771,3.0,uV2_per_Hz,uV2
1,6,F1,stored,delta,1.0,4.0,1075.5546762928623,0.5893870631341458,total_power_1_45_hz,1824.8698411761095,3.0,uV2_per_Hz,uV2
1,6,Fz,stored,delta,1.0,4.0,1067.758574962496,0.5879405051170536,total_power_1_45_hz,1816.0997000026641,3.0,uV2_per_Hz,uV2
1,6,F2,stored,delta,1.0,4.0,977.4144995686136,0.5966057761015818,total_power_1_45_hz,1638.2920493250351,3.0,uV2_per_Hz,uV2
1,6,F4,stored,delta,1.0,4.0,935.5825659780131,0.6042417922380879,total_power_1_45_hz,1548.357922269249,3.0,uV2_per_Hz,uV2
1,6,F6,stored,delta,1.0,4.0,789.1489762446225,0.6166146597262279,total_power_1_45_hz,1279.808975989962,3.0,uV2_per_Hz,uV2
1,6,F8,stored,delta,1.0,4.0,649.845094242388,0.6707035429378256,total_power_1_45_hz,968.9006433392715,3.0,uV2_per_Hz,uV2
1,6,FT7,stored,delta,1.0,4.0,777.8694469300099,0.5740476755201218,total_power_1_45_hz,1355.0607033208753,3.0,uV2_per_Hz,uV2
1,6,FT8,stored,delta,1.0,4.0,359.78382972749637,0.600854296528142,total_power_1_45_hz,598.7871465784639,3.0,uV2_per_Hz,uV2
1,6,T7,stored,delta,1.0,4.0,668.2654578101078,0.5358189801112019,total_power_1_45_hz,1247.1851177638732,3.0,uV2_per_Hz,uV2
1,6,T8,stored,delta,1.0,4.0,342.20867925039084,0.48702537396880874,total_power_1_45_hz,702.6506164590664,3.0,uV2_per_Hz,uV2
1,6,T9,stored,delta,1.0,4.0,559.1798573714265,0.49819196445020353,total_power_1_45_hz,1122.4184596966115,3.0,uV2_per_Hz,uV2
1,6,T10,stored,delta,1.0,4.0,206.6078772992647,0.5711295235144944,total_power_1_45_hz,361.75310291768045,3.0,uV2_per_Hz,uV2
1,6,TP7,stored,delta,1.0,4.0,653.689041521282,0.5102109717609143,total_power_1_45_hz,1281.2132190438306,3.0,uV2_per_Hz,uV2
1,6,TP8,stored,delta,1.0,4.0,383.7109499523537,0.6052334844181799,total_power_1_45_hz,633.9883034085941,3.0,uV2_per_Hz,uV2
1,6,P7,stored,delta,1.0,4.0,751.4067719815629,0.5050586016903883,total_power_1_45_hz,1487.7615577017561,3.0,uV2_per_Hz,uV2
1,6,P5,stored,delta,1.0,4.0,865.4069595971913,0.5450118492460293,total_power_1_45_hz,1587.8681551500163,3.0,uV2_per_Hz,uV2
1,6,P3,stored,delta,1.0,4.0,934.429000080239,0.5679377258847491,total_power_1_45_hz,1645.3018658419983,3.0,uV2_per_Hz,uV2
1,6,P1,stored,delta,1.0,4.0,1024.3702123105825,0.5894610890150368,total_power_1_45_hz,1737.808027366589,3.0,uV2_per_Hz,uV2
1,6,Pz,stored,delta,1.0,4.0,1048.8304127908973,0.605118920221976,total_power_1_45_hz,1733.2632937772867,3.0,uV2_per_Hz,uV2
1,6,P2,stored,delta,1.0,4.0,950.6051080277556,0.5906683621211262,total_power_1_45_hz,1609.3719741718933,3.0,uV2_per_Hz,uV2
1,6,P4,stored,delta,1.0,4.0,833.1939905503592,0.5800594282598592,total_power_1_45_hz,1436.3941864541143,3.0,uV2_per_Hz,uV2
1,6,P6,stored,delta,1.0,4.0,673.1907125394235,0.5723093924524951,total_power_1_45_hz,1176.270600163708,3.0,uV2_per_Hz,uV2
1,6,P8,stored,delta,1.0,4.0,527.488119564961,0.566969172054129,total_power_1_45_hz,930.364728039572,3.0,uV2_per_Hz,uV2
1,6,PO7,stored,delta,1.0,4.0,878.5575456087413,0.523742897124639,total_power_1_45_hz,1677.4595902532394,3.0,uV2_per_Hz,uV2
1,6,PO3,stored,delta,1.0,4.0,946.2668066449878,0.5497267812300465,total_power_1_45_hz,1721.3401983575538,3.0,uV2_per_Hz,uV2
1,6,POz,stored,delta,1.0,4.0,1031.3311701826321,0.5778466223537582,total_power_1_45_hz,1784.7835918494827,3.0,uV2_per_Hz,uV2
1,6,PO4,stored,delta,1.0,4.0,851.8445093140699,0.5505412470716197,total_power_1_45_hz,1547.285537360026,3.0,uV2_per_Hz,uV2
1,6,PO8,stored,delta,1.0,4.0,770.357973573957,0.5146684093874252,total_power_1_45_hz,1496.804465793542,3.0,uV2_per_Hz,uV2
1,6,O1,stored,delta,1.0,4.0,907.9685748277948,0.49903359286699,total_power_1_45_hz,1819.4538159474173,3.0,uV2_per_Hz,uV2
1,6,Oz,stored,delta,1.0,4.0,888.8150183095889,0.5023712536173892,total_power_1_45_hz,1769.2394059364692,3.0,uV2_per_Hz,uV2
1,6,O2,stored,delta,1.0,4.0,931.7538804783699,0.4965119385878259,total_power_1_45_hz,1876.5991470989693,3.0,uV2_per_Hz,uV2
1,6,Iz,stored,delta,1.0,4.0,665.3495955462154,0.426169621065943,total_power_1_45_hz,1561.231872609857,3.0,uV2_per_Hz,uV2
1,6,FC5,stored,theta,4.0,8.0,239.2399642795493,0.15896702050361936,total_power_1_45_hz,1504.9660207609056,3.0,uV2_per_Hz,uV2
1,6,FC3,stored,theta,4.0,8.0,274.9111571983823,0.16163262181199659,total_power_1_45_hz,1700.839558973101,3.0,uV2_per_Hz,uV2
1,6,FC1,stored,theta,4.0,8.0,304.2311782959203,0.16985885316354507,total_power_1_45_hz,1791.0822581793698,3.0,uV2_per_Hz,uV2
1,6,FCz,stored,theta,4.0,8.0,320.2443798474793,0.17662371145258984,total_power_1_45_hz,1813.1448898549547,3.0,uV2_per_Hz,uV2
1,6,FC2,stored,theta,4.0,8.0,281.2992745808154,0.16585853413433546,total_power_1_45_hz,1696.0192977045115,3.0,uV2_per_Hz,uV2
1,6,FC4,stored,theta,4.0,8.0,217.48763765898275,0.15769597212258837,total_power_1_45_hz,1379.1578486856597,3.0,uV2_per_Hz,uV2
1,6,FC6,stored,theta,4.0,8.0,138.72279186601494,0.1462895544135004,total_power_1_45_hz,948.2754419628806,3.0,uV2_per_Hz,uV2
1,6,C5,stored,theta,4.0,8.0,246.93948186756606,0.17594210717907727,total_power_1_45_hz,1403.5269090884894,3.0,uV2_per_Hz,uV2
1,6,C3,stored,theta,4.0,8.0,272.25638320857314,0.16566704824803158,total_power_1_45_hz,1643.3949061551414,3.0,uV2_per_Hz,uV2
1,6,C1,stored,theta,4.0,8.0,297.7887470955619,0.17156820938604528,total_power_1_45_hz,1735.6872124573385,3.0,uV2_per_Hz,uV2
1,6,Cz,stored,theta,4.0,8.0,306.383914448938,0.17187541467010875,total_power_1_45_hz,1782.5930196997624,3.0,uV2_per_Hz,uV2
1,6,C2,stored,theta,4.0,8.0,263.65942049493003,0.1650825827469963,total_power_1_45_hz,1597.1365125720831,3.0,uV2_per_Hz,uV2
1,6,C4,stored,theta,4.0,8.0,197.8256466234633,0.15464948732498265,total_power_1_45_hz,1279.1872126142239,3.0,uV2_per_Hz,uV2
1,6,C6,stored,theta,4.0,8.0,125.5966085845574,0.14662779017040606,total_power_1_45_hz,856.5675608872855,3.0,uV2_per_Hz,uV2
1,6,CP5,stored,theta,4.0,8.0,264.24821882867343,0.1784861579319096,total_power_1_45_hz,1480.4969858193767,3.0,uV2_per_Hz,uV2
1,6,CP3,stored,theta,4.0,8.0,275.6967134712521,0.16945332846337147,total_power_1_45_hz,1626.9772684391141,3.0,uV2_per_Hz,uV2
1,6,CP1,stored,theta,4.0,8.0,282.9542244625153,0.16621786336129105,total_power_1_45_hz,1702.3093591781178,3.0,uV2_per_Hz,uV2
1,6,CPz,stored,theta,4.0,8.0,276.21372532023946,0.1629025833653154,total_power_1_45_hz,1695.576089796068,3.0,uV2_per_Hz,uV2
1,6,CP2,stored,theta,4.0,8.0,241.15440031284388,0.15807204101820735,total_power_1_45_hz,1525.598067561276,3.0,uV2_per_Hz,uV2
1,6,CP4,stored,theta,4.0,8.0,210.16781130929152,0.15105127161486406,total_power_1_45_hz,1391.367375212551,3.0,uV2_per_Hz,uV2
1,6,CP6,stored,theta,4.0,8.0,150.14956939318787,0.15021242463208892,total_power_1_45_hz,999.5815576570646,3.0,uV2_per_Hz,uV2
1,6,Fp1,stored,theta,4.0,8.0,282.4877459699793,0.08106704926290786,total_power_1_45_hz,3484.6185785527446,3.0,uV2_per_Hz,uV2
1,6,Fpz,stored,theta,4.0,8.0,234.17535956802584,0.08640779871554159,total_power_1_45_hz,2710.1183347922306,3.0,uV2_per_Hz,uV2
1,6,Fp2,stored,theta,4.0,8.0,223.60780469389897,0.07753760319973463,total_power_1_45_hz,2883.8627384172773,3.0,uV2_per_Hz,uV2
1,6,AF7,stored,theta,4.0,8.0,276.82955322268884,0.09141408385949183,total_power_1_45_hz,3028.3030965796274,3.0,uV2_per_Hz,uV2
1,6,AF3,stored,theta,4.0,8.0,267.01273454383204,0.0928368257879675,total_power_1_45_hz,2876.1510561947644,3.0,uV2_per_Hz,uV2
1,6,AFz,stored,theta,4.0,8.0,261.1848829246117,0.14048555663503765,total_power_1_45_hz,1859.1582592588825,3.0,uV2_per_Hz,uV2
1,6,AF4,stored,theta,4.0,8.0,202.3074472471169,0.11518563535469163,total_power_1_45_hz,1756.3600411123373,3.0,uV2_per_Hz,uV2
1,6,AF8,stored,theta,4.0,8.0,183.80368880454992,0.08042463431373864,total_power_1_45_hz,2285.415288150728,3.0,uV2_per_Hz,uV2
1,6,F7,stored,theta,4.0,8.0,228.00372755625193,0.12950506528745848,total_power_1_45_hz,1760.5776812679794,3.0,uV2_per_Hz,uV2
1,6,F5,stored,theta,4.0,8.0,266.95346548061696,0.13439700794409787,total_power_1_45_hz,1986.3051236353092,3.0,uV2_per_Hz,uV2
1,6,F3,stored,theta,4.0,8.0,246.34144533951965,0.14865815878383748,total_power_1_45_hz,1657.1000700857771,3.0,uV2_per_Hz,uV2
1,6,F1,stored,theta,4.0,8.0,287.39832226624964,0.15748976490346536,total_power_1_45_hz,1824.8698411761095,3.0,uV2_per_Hz,uV2
1,6,Fz,stored,theta,4.0,8.0,294.6340038430204,0.16223448737015275,total_power_1_45_hz,1816.0997000026641,3.0,uV2_per_Hz,uV2
1,6,F2,stored,theta,4.0,8.0,253.86185402570368,0.15495518893001586,total_power_1_45_hz,1638.2920493250351,3.0,uV2_per_Hz,uV2
1,6,F4,stored,theta,4.0,8.0,233.890575084985,0.15105717594172194,total_power_1_45_hz,1548.357922269249,3.0,uV2_per_Hz,uV2
1,6,F6,stored,theta,4.0,8.0,177.87519717318614,0.13898573967696667,total_power_1_45_hz,1279.808975989962,3.0,uV2_per_Hz,uV2
1,6,F8,stored,theta,4.0,8.0,117.31461090460049,0.12108012489317901,total_power_1_45_hz,968.9006433392715,3.0,uV2_per_Hz,uV2
1,6,FT7,stored,theta,4.0,8.0,221.47059594838936,0.16343961226654038,total_power_1_45_hz,1355.0607033208753,3.0,uV2_per_Hz,uV2
1,6,FT8,stored,theta,4.0,8.0,84.078538337698,0.1404147347152191,total_power_1_45_hz,598.7871465784639,3.0,uV2_per_Hz,uV2
1,6,T7,stored,theta,4.0,8.0,232.41554431072393,0.18635208278257107,total_power_1_45_hz,1247.1851177638732,3.0,uV2_per_Hz,uV2
1,6,T8,stored,theta,4.0,8.0,78.61158171684353,0.11187862057675022,total_power_1_45_hz,702.6506164590664,3.0,uV2_per_Hz,uV2
1,6,T9,stored,theta,4.0,8.0,228.00760509119377,0.2031395716289484,total_power_1_45_hz,1122.4184596966115,3.0,uV2_per_Hz,uV2
1,6,T10,stored,theta,4.0,8.0,37.97805531637268,0.10498335746138676,total_power_1_45_hz,361.75310291768045,3.0,uV2_per_Hz,uV2
1,6,TP7,stored,theta,4.0,8.0,247.6913658288443,0.193325640219117,total_power_1_45_hz,1281.2132190438306,3.0,uV2_per_Hz,uV2
1,6,TP8,stored,theta,4.0,8.0,94.76593613459124,0.14947584304803221,total_power_1_45_hz,633.9883034085941,3.0,uV2_per_Hz,uV2
1,6,P7,stored,theta,4.0,8.0,278.87566397024204,0.18744647791615193,total_power_1_45_hz,1487.7615577017561,3.0,uV2_per_Hz,uV2
1,6,P5,stored,theta,4.0,8.0,275.2940517216425,0.17337336908531534,total_power_1_45_hz,1587.8681551500163,3.0,uV2_per_Hz,uV2
1,6,P3,stored,theta,4.0,8.0,270.35579825380876,0.16431987580312607,total_power_1_45_hz,1645.3018658419983,3.0,uV2_per_Hz,uV2
1,6,P1,stored,theta,4.0,8.0,273.7498335444902,0.15752593452990357,total_power_1_45_hz,1737.808027366589,3.0,uV2_per_Hz,uV2
1,6,Pz,stored,theta,4.0,8.0,270.0708512867686,0.15581640265294336,total_power_1_45_hz,1733.2632937772867,3.0,uV2_per_Hz,uV2
1,6,P2,stored,theta,4.0,8.0,241.16701853619705,0.149851633063444,total_power_1_45_hz,1609.3719741718933,3.0,uV2_per_Hz,uV2
1,6,P4,stored,theta,4.0,8.0,213.98388047510986,0.14897295080492556,total_power_1_45_hz,1436.3941864541143,3.0,uV2_per_Hz,uV2
1,6,P6,stored,theta,4.0,8.0,176.34987338595138,0.14992287774718488,total_power_1_45_hz,1176.270600163708,3.0,uV2_per_Hz,uV2
1,6,P8,stored,theta,4.0,8.0,140.69404375773047,0.15122461064726242,total_power_1_45_hz,930.364728039572,3.0,uV2_per_Hz,uV2
1,6,PO7,stored,theta,4.0,8.0,290.90851791131223,0.1734220720437116,total_power_1_45_hz,1677.4595902532394,3.0,uV2_per_Hz,uV2
1,6,PO3,stored,theta,4.0,8.0,285.6125915843254,0.1659245463835955,total_power_1_45_hz,1721.3401983575538,3.0,uV2_per_Hz,uV2
1,6,POz,stored,theta,4.0,8.0,274.31386061966634,0.15369586647499853,total_power_1_45_hz,1784.7835918494827,3.0,uV2_per_Hz,uV2
1,6,PO4,stored,theta,4.0,8.0,230.27079229431902,0.1488224291730965,total_power_1_45_hz,1547.285537360026,3.0,uV2_per_Hz,uV2
1,6,PO8,stored,theta,4.0,8.0,226.0971231486957,0.1510532125709744,total_power_1_45_hz,1496.804465793542,3.0,uV2_per_Hz,uV2
1,6,O1,stored,theta,4.0,8.0,290.519368576661,0.15967394502145313,total_power_1_45_hz,1819.4538159474173,3.0,uV2_per_Hz,uV2
1,6,Oz,stored,theta,4.0,8.0,272.6526383685268,0.15410726069839606,total_power_1_45_hz,1769.2394059364692,3.0,uV2_per_Hz,uV2
1,6,O2,stored,theta,4.0,8.0,266.3836301630386,0.14195020315065182,total_power_1_45_hz,1876.5991470989693,3.0,uV2_per_Hz,uV2
1,6,Iz,stored,theta,4.0,8.0,247.63446324786224,0.15861478848359684,total_power_1_45_hz,1561.231872609857,3.0,uV2_per_Hz,uV2
1,6,FC5,stored,alpha_mu,8.0,13.0,190.7684158060726,0.1267592843788066,total_power_1_45_hz,1504.9660207609056,3.0,uV2_per_Hz,uV2
1,6,FC3,stored,alpha_mu,8.0,13.0,248.3555038584712,0.1460193599967879,total_power_1_45_hz,1700.839558973101,3.0,uV2_per_Hz,uV2
1,6,FC1,stored,alpha_mu,8.0,13.0,236.57992457772696,0.13208769362620443,total_power_1_45_hz,1791.0822581793698,3.0,uV2_per_Hz,uV2
1,6,FCz,stored,alpha_mu,8.0,13.0,228.17891663417703,0.12584703953385135,total_power_1_45_hz,1813.1448898549547,3.0,uV2_per_Hz,uV2
1,6,FC2,stored,alpha_mu,8.0,13.0,225.1857981447513,0.1327731343915311,total_power_1_45_hz,1696.0192977045115,3.0,uV2_per_Hz,uV2
1,6,FC4,stored,alpha_mu,8.0,13.0,203.87370357939565,0.14782477855866005,total_power_1_45_hz,1379.1578486856597,3.0,uV2_per_Hz,uV2
1,6,FC6,stored,alpha_mu,8.0,13.0,123.6386422296948,0.13038262593173275,total_power_1_45_hz,948.2754419628806,3.0,uV2_per_Hz,uV2
1,6,C5,stored,alpha_mu,8.0,13.0,204.48439396128163,0.14569324794355568,total_power_1_45_hz,1403.5269090884894,3.0,uV2_per_Hz,uV2
1,6,C3,stored,alpha_mu,8.0,13.0,247.69464047389076,0.15072131448514278,total_power_1_45_hz,1643.3949061551414,3.0,uV2_per_Hz,uV2
1,6,C1,stored,alpha_mu,8.0,13.0,217.54065003243082,0.12533401667714236,total_power_1_45_hz,1735.6872124573385,3.0,uV2_per_Hz,uV2
1,6,Cz,stored,alpha_mu,8.0,13.0,202.7761037932396,0.11375344879752343,total_power_1_45_hz,1782.5930196997624,3.0,uV2_per_Hz,uV2
1,6,C2,stored,alpha_mu,8.0,13.0,198.8888404407725,0.12452839120212406,total_power_1_45_hz,1597.1365125720831,3.0,uV2_per_Hz,uV2
1,6,C4,stored,alpha_mu,8.0,13.0,185.89899414528352,0.14532586967107744,total_power_1_45_hz,1279.1872126142239,3.0,uV2_per_Hz,uV2
1,6,C6,stored,alpha_mu,8.0,13.0,109.36877647276224,0.12768260376270998,total_power_1_45_hz,856.5675608872855,3.0,uV2_per_Hz,uV2
1,6,CP5,stored,alpha_mu,8.0,13.0,204.12546945568408,0.13787631546085954,total_power_1_45_hz,1480.4969858193767,3.0,uV2_per_Hz,uV2
1,6,CP3,stored,alpha_mu,8.0,13.0,218.5846534590752,0.13435015823471244,total_power_1_45_hz,1626.9772684391141,3.0,uV2_per_Hz,uV2
1,6,CP1,stored,alpha_mu,8.0,13.0,206.8789220352931,0.12152839371991418,total_power_1_45_hz,1702.3093591781178,3.0,uV2_per_Hz,uV2
1,6,CPz,stored,alpha_mu,8.0,13.0,192.68840171025366,0.11364184884998518,total_power_1_45_hz,1695.576089796068,3.0,uV2_per_Hz,uV2
1,6,CP2,stored,alpha_mu,8.0,13.0,185.69868218077636,0.12172189132201935,total_power_1_45_hz,1525.598067561276,3.0,uV2_per_Hz,uV2
1,6,CP4,stored,alpha_mu,8.0,13.0,183.91304664284053,0.13218151432848224,total_power_1_45_hz,1391.367375212551,3.0,uV2_per_Hz,uV2
1,6,CP6,stored,alpha_mu,8.0,13.0,132.54474599605098,0.13260023154761352,total_power_1_45_hz,999.5815576570646,3.0,uV2_per_Hz,uV2
1,6,Fp1,stored,alpha_mu,8.0,13.0,158.16663288065237,0.045389941342258246,total_power_1_45_hz,3484.6185785527446,3.0,uV2_per_Hz,uV2
1,6,Fpz,stored,alpha_mu,8.0,13.0,140.51700781446408,0.051849030358018196,total_power_1_45_hz,2710.1183347922306,3.0,uV2_per_Hz,uV2
1,6,Fp2,stored,alpha_mu,8.0,13.0,133.53278403512124,0.046303446504671976,total_power_1_45_hz,2883.8627384172773,3.0,uV2_per_Hz,uV2
1,6,AF7,stored,alpha_mu,8.0,13.0,170.51666046513438,0.05630765977742702,total_power_1_45_hz,3028.3030965796274,3.0,uV2_per_Hz,uV2
1,6,AF3,stored,alpha_mu,8.0,13.0,167.1986322655109,0.058132771540421034,total_power_1_45_hz,2876.1510561947644,3.0,uV2_per_Hz,uV2
1,6,AFz,stored,alpha_mu,8.0,13.0,187.61280728769378,0.10091276864320416,total_power_1_45_hz,1859.1582592588825,3.0,uV2_per_Hz,uV2
1,6,AF4,stored,alpha_mu,8.0,13.0,151.4775618134284,0.08624516515275232,total_power_1_45_hz,1756.3600411123373,3.0,uV2_per_Hz,uV2
1,6,AF8,stored,alpha_mu,8.0,13.0,118.79914763179701,0.05198142685390226,total_power_1_45_hz,2285.415288150728,3.0,uV2_per_Hz,uV2
1,6,F7,stored,alpha_mu,8.0,13.0,154.32692810281918,0.08765698312821502,total_power_1_45_hz,1760.5776812679794,3.0,uV2_per_Hz,uV2
1,6,F5,stored,alpha_mu,8.0,13.0,200.91190077252102,0.10114855889049651,total_power_1_45_hz,1986.3051236353092,3.0,uV2_per_Hz,uV2
1,6,F3,stored,alpha_mu,8.0,13.0,191.25981656809307,0.11541838662658002,total_power_1_45_hz,1657.1000700857771,3.0,uV2_per_Hz,uV2
1,6,F1,stored,alpha_mu,8.0,13.0,219.5800742910104,0.12032643059599984,total_power_1_45_hz,1824.8698411761095,3.0,uV2_per_Hz,uV2
1,6,Fz,stored,alpha_mu,8.0,13.0,219.07672947645165,0.12063034285845115,total_power_1_45_hz,1816.0997000026641,3.0,uV2_per_Hz,uV2
1,6,F2,stored,alpha_mu,8.0,13.0,199.12725163147113,0.12154563755193108,total_power_1_45_hz,1638.2920493250351,3.0,uV2_per_Hz,uV2
1,6,F4,stored,alpha_mu,8.0,13.0,188.7488779796549,0.12190261390145989,total_power_1_45_hz,1548.357922269249,3.0,uV2_per_Hz,uV2
1,6,F6,stored,alpha_mu,8.0,13.0,146.22598766857703,0.11425610416231675,total_power_1_45_hz,1279.808975989962,3.0,uV2_per_Hz,uV2
1,6,F8,stored,alpha_mu,8.0,13.0,85.75610242136186,0.08850866496053444,total_power_1_45_hz,968.9006433392715,3.0,uV2_per_Hz,uV2
1,6,FT7,stored,alpha_mu,8.0,13.0,157.77321005941639,0.11643257728067703,total_power_1_45_hz,1355.0607033208753,3.0,uV2_per_Hz,uV2
1,6,FT8,stored,alpha_mu,8.0,13.0,64.84132625430438,0.10828777241598271,total_power_1_45_hz,598.7871465784639,3.0,uV2_per_Hz,uV2
1,6,T7,stored,alpha_mu,8.0,13.0,160.28324759833114,0.12851600401206617,total_power_1_45_hz,1247.1851177638732,3.0,uV2_per_Hz,uV2
1,6,T8,stored,alpha_mu,8.0,13.0,58.1181922629034,0.08271278911813085,total_power_1_45_hz,702.6506164590664,3.0,uV2_per_Hz,uV2
1,6,T9,stored,alpha_mu,8.0,13.0,148.02643779955318,0.1318816850531526,total_power_1_45_hz,1122.4184596966115,3.0,uV2_per_Hz,uV2
1,6,T10,stored,alpha_mu,8.0,13.0,21.530687695712043,0.059517631008714544,total_power_1_45_hz,361.75310291768045,3.0,uV2_per_Hz,uV2
1,6,TP7,stored,alpha_mu,8.0,13.0,176.20089811463086,0.13752660017520704,total_power_1_45_hz,1281.2132190438306,3.0,uV2_per_Hz,uV2
1,6,TP8,stored,alpha_mu,8.0,13.0,70.77061284845576,0.1116276317212202,total_power_1_45_hz,633.9883034085941,3.0,uV2_per_Hz,uV2
1,6,P7,stored,alpha_mu,8.0,13.0,212.63081581599397,0.14291995563083298,total_power_1_45_hz,1487.7615577017561,3.0,uV2_per_Hz,uV2
1,6,P5,stored,alpha_mu,8.0,13.0,220.24816410174117,0.13870683367973513,total_power_1_45_hz,1587.8681551500163,3.0,uV2_per_Hz,uV2
1,6,P3,stored,alpha_mu,8.0,13.0,221.49127091538384,0.1346204459581243,total_power_1_45_hz,1645.3018658419983,3.0,uV2_per_Hz,uV2
1,6,P1,stored,alpha_mu,8.0,13.0,221.4650700705118,0.12743931814270182,total_power_1_45_hz,1737.808027366589,3.0,uV2_per_Hz,uV2
