subject,run,run_trial_index,task_epoch_array_index,rest_epoch_array_index,task_annotation_index,rest_annotation_index,annotation,semantic_condition,task_event_sample,task_event_time_seconds,rest_event_sample,rest_event_time_seconds,source_file,source_sha256,quality_status,quality_evidence,confirmed_exclusion,channel,frequency_band,band_lower_hz,band_upper_hz,frequency_center_count,task_interval_start_seconds,task_interval_stop_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,reference_mean_wavelet_power_v2,task_mean_wavelet_power_v2,change_percent,primary_retained
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,5.241535336656728e-10,1.25667522942071e-09,139.7532685952033,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,C6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,6.169674132417851e-10,8.408081104687544e-10,36.28079740076123,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0757945126955009e-09,1.0197984913969979e-09,-5.2050852312120375,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,7.570692252436159e-10,7.90147052493663e-10,4.3691945395618355,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,8.650973740122055e-10,6.99922969285939e-10,-19.09315756678462,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CPz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.135428963539415e-09,7.062230291287534e-10,-37.801214183643836,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.514324245352807e-10,7.217592299224959e-10,-24.13972749824736,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.0593954709032659e-09,8.723712197066328e-10,-17.65386546698862,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,CP6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.879570981626349e-10,1.0875785569626487e-09,10.08358146171388,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fp1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.362682521592304e-09,3.054973129598136e-09,29.301042424407928,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fpz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.0638608669991197e-09,2.8945081374854232e-09,40.24725134180558,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fp2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.019662424267757e-09,3.0342006091073523e-09,50.233057398561215,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.4327118269263656e-09,2.2900693639502595e-09,-5.863516648263645,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.236888729124622e-09,2.1644356225644385e-09,-3.2390125452747567,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AFz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.3445809842868917e-09,1.984471032548042e-09,-15.359245603042279,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.931094902265056e-09,1.9042237287779347e-09,-1.391499374557048,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,AF8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.6346094568459958e-09,2.5367839851601305e-09,55.19205364533339,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8984874541506485e-09,1.6949772400276512e-09,-10.719597523705755,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.871193067168984e-09,2.3004607408532498e-09,-19.877880482571666,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.6212932723574614e-09,1.595017300914483e-09,-1.6206797308651937,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7022974097390113e-09,2.024300177907915e-09,18.91577619320186,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Fz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.1317442019449006e-09,1.9954190845217875e-09,-6.3950035514925565,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.9508339088288618e-09,1.8867672752661855e-09,-3.284063972475093,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.651002173278848e-09,1.634476034607174e-09,-1.0009761912580348,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8023363377294782e-09,2.074631186302908e-09,15.10788207912723,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,F8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2742277846343971e-09,2.065288259830404e-09,62.08155910075206,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,FT7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2956910532760772e-09,1.3017089243957393e-09,0.4644526258359434,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,FT8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,9.844291197382876e-10,1.6008831955994222e-09,62.62046332244013,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2792449591816837e-09,1.3482356569387642e-09,5.393079508494838,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1492835018449704e-09,1.5386294441581698e-09,33.877275858234604,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T9,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.5419406830243697e-09,2.3383165151399926e-09,51.64763086434736,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,T10,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8009217664301751e-09,3.0850424633623545e-09,71.30352472098721,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,TP7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.3495273700348614e-09,1.8041683296911678e-09,33.688902481804575,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,TP8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7542474174563773e-09,1.875847013331929e-09,6.931724377389627,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.548271213018929e-09,2.6826315088445947e-09,73.26625246837793,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.174228264766023e-09,1.8171793006791218e-09,54.75520009231027,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1667117134713656e-09,1.5033613391491552e-09,28.854568081445084,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.4403020861647573e-09,1.3853669109968104e-09,-3.814142581312826,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Pz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.7212903301668493e-09,1.28593449056831e-09,-25.292411859209086,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.9136313940481114e-09,2.003186350169814e-09,4.67984358953567,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8179297764235541e-09,1.8197322621783165e-09,0.09915046104302214,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P6,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.178071780907686e-09,2.2064939961571066e-09,1.304925553811445,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,P8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.670826010593158e-09,2.6686951292166857e-09,-0.07978360881692935,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO7,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.1593768541090924e-09,3.6081204205172273e-09,67.09081667015701,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.8584213362678422e-09,2.907067830087023e-09,56.42673560373105,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,POz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.3812760619742966e-09,2.9298958213023706e-09,23.038897845099818,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO4,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,3.1612945917158806e-09,4.129155701467468e-09,30.615973351166048,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,PO8,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,4.3591537889388215e-09,5.036032943546657e-09,15.527764960378077,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,O1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.3351362534577877e-09,4.4688493535789815e-09,91.37424409225227,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Oz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.427674329881299e-09,4.293008805652054e-09,76.83627300462335,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,O2,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,4.1157213237980565e-09,5.047594306222284e-09,22.64179008029337,True
1,6,0,0,0,1,0,T2,both_feet_imagery,672,4.2,0,0.0,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,not flagged,,False,Iz,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,2.095695693161605e-09,4.3941467731415175e-09,109.67484866624062,True
1,6,1,1,1,3,2,T1,both_fists_imagery,2000,12.5,1328,8.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_task_abs_step_uV (robust_z=3.82); channel-specific high task p2p: F7/T10,False,FC5,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.560385679649111e-09,1.2204478637296656e-09,-21.78549959493914,True
1,6,1,1,1,3,2,T1,both_fists_imagery,2000,12.5,1328,8.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_task_abs_step_uV (robust_z=3.82); channel-specific high task p2p: F7/T10,False,FC3,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.2108107630131662e-09,5.977776731411503e-10,-50.62996701040639,True
1,6,1,1,1,3,2,T1,both_fists_imagery,2000,12.5,1328,8.3,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R06.edf,5369364f2c4e81ca141679d6dd2ba6ece61c7eb53d7fae31241b308876e1b6b3,statistical candidate,high max_task_abs_step_uV (robust_z=3.82); channel-specific high task p2p: F7/T10,False,FC1,mu,8.0,13.0,6,1.0,3.0,1.1,3.1,1.1048678398918594e-09,7.788556191381181e-10,-29.506897475235615,True
