subject,run,channel,reference_state,line_frequency_hz,line_bin_psd_uV2_per_hz,neighbor_definition_hz,neighbor_median_psd_uV2_per_hz,line_to_neighbor_ratio,line_excess_db,local_peak_frequency_hz,local_peak_psd_uV2_per_hz
1,6,C2,stored,50.0,1.531585305332618,47-49 and 51-53,1.2602943803824687,1.2152599655866267,0.8466919113850346,49.666666666666664,1.691260471392782
1,6,C4,stored,50.0,1.3266372071785517,47-49 and 51-53,1.0507420915329024,1.2625716794529023,1.012560435092571,50.0,1.3266372071785517
1,6,C6,stored,50.0,1.4168475244661782,47-49 and 51-53,1.1073803755809393,1.279458762056254,1.0702629280231497,49.666666666666664,1.451611235630872
1,6,CP5,stored,50.0,1.2015999386766962,47-49 and 51-53,1.2704346297518763,0.9458179984525266,-0.2419242583101618,49.666666666666664,1.428712343982379
1,6,CP3,stored,50.0,1.211641460937342,47-49 and 51-53,1.2144848424694512,0.9976587756119478,-0.010179729497089018,49.666666666666664,1.4185120501661628
1,6,CP1,stored,50.0,1.3311346146059369,47-49 and 51-53,1.301563521269363,1.0227196697305516,0.09756608714067466,49.666666666666664,1.500390148524164
1,6,CPz,stored,50.0,1.4082883200791583,47-49 and 51-53,1.3140835434653817,1.071688574963315,0.3006860081904369,49.666666666666664,1.501754283809832
1,6,CP2,stored,50.0,1.3747936931312739,47-49 and 51-53,1.2046554146240438,1.141233979810175,0.5737469413151373,49.666666666666664,1.4772369366570401
1,6,CP4,stored,50.0,1.371765939691526,47-49 and 51-53,1.1672188982584664,1.1752430857127583,0.7012770479062105,49.666666666666664,1.4578019583177937
1,6,CP6,stored,50.0,1.2406577884909693,47-49 and 51-53,1.0277475536218414,1.2071619962692395,0.8176555457538668,49.666666666666664,1.2694371519835703
1,6,Fp1,stored,50.0,2.9326135237193283,47-49 and 51-53,2.19783444017125,1.334319578453246,1.2525985846864707,50.0,2.9326135237193283
1,6,Fpz,stored,50.0,1.726106473632379,47-49 and 51-53,1.4601103571854308,1.1821753507451953,0.7268189973715554,51.33333333333333,1.8470644729226844
1,6,Fp2,stored,50.0,1.7937707296416168,47-49 and 51-53,1.4715807029845256,1.2189414593461676,0.8598284877390451,50.33333333333333,1.8197981824577285
1,6,AF7,stored,50.0,2.97369406072251,47-49 and 51-53,2.1913344767864658,1.357024266365468,1.3258761380151365,50.0,2.97369406072251
1,6,AF3,stored,50.0,2.6700498112931257,47-49 and 51-53,2.0085800248304464,1.3293220973451216,1.2363022409625826,50.0,2.6700498112931257
1,6,AFz,stored,50.0,1.1951800520451765,47-49 and 51-53,1.0081140450193022,1.185560361895655,0.7392367064726023,49.666666666666664,1.2227254410679458
1,6,AF4,stored,50.0,1.163273897361396,47-49 and 51-53,0.9848289639854757,1.1811938315195125,0.7232117030791345,49.666666666666664,1.219411756523507
1,6,AF8,stored,50.0,2.747989354763352,47-49 and 51-53,2.2386776849869534,1.22750558206389,0.8902347574737507,48.666666666666664,2.93515249357643
1,6,F7,stored,50.0,2.3454149778453894,47-49 and 51-53,1.8805491890314778,1.247196825015424,0.959349966002556,50.0,2.3454149778453894
1,6,F5,stored,50.0,1.8544874908996416,47-49 and 51-53,1.5006883972563956,1.2357578657168753,0.9193338346748032,49.666666666666664,1.8871925780712546
1,6,F3,stored,50.0,1.1118784832655542,47-49 and 51-53,0.9757886171681903,1.1394665439860392,0.5670157833117927,50.0,1.1118784832655542
1,6,F1,stored,50.0,1.2953627229490272,47-49 and 51-53,1.2047828875697517,1.075183534156922,0.3148260478011333,49.33333333333333,1.354208177905924
1,6,Fz,stored,50.0,1.3381377968832155,47-49 and 51-53,1.2119703312866976,1.1041011172794728,0.4300884935831788,49.666666666666664,1.3708296709086498
1,6,F2,stored,50.0,1.2117014311251804,47-49 and 51-53,1.0368329541449086,1.168656364828304,0.6768682869988731,49.666666666666664,1.2164835334512532
1,6,F4,stored,50.0,1.0762883515698494,47-49 and 51-53,0.934922879164791,1.1512054903730098,0.6115285218724906,50.0,1.0762883515698494
1,6,F6,stored,50.0,1.3056638833268868,47-49 and 51-53,0.9981186837614644,1.3081248799054854,1.1664920581165812,50.0,1.3056638833268868
1,6,F8,stored,50.0,1.1060155665449964,47-49 and 51-53,1.0186387639773744,1.0857780065491036,0.3574104036709119,49.0,1.2644085998030221
1,6,FT7,stored,50.0,1.610813465998263,47-49 and 51-53,1.4873786825673916,1.082988135353539,0.346236987502391,51.33333333333333,1.7606872490607042
1,6,FT8,stored,50.0,0.9621803769318822,47-49 and 51-53,0.847539319593774,1.1352634086558435,0.5509664007826984,48.666666666666664,1.0605314102782406
1,6,T7,stored,50.0,1.0838030702479775,47-49 and 51-53,1.2181526101427576,0.8897104198799562,-0.5075132314437083,48.666666666666664,1.2943507137901202
1,6,T8,stored,50.0,4.120029958952454,47-49 and 51-53,4.011730775718432,1.0269956259003017,0.11568593888020476,48.33333333333333,5.168198649952756
1,6,T9,stored,50.0,1.1840312208316595,47-49 and 51-53,1.2985100909759568,0.9118382899448588,-0.4008217484230987,48.33333333333333,1.4373954951527614
1,6,T10,stored,50.0,2.3771027760404646,47-49 and 51-53,2.1548997775762206,1.1031152356951712,0.4262088289570164,50.666666666666664,2.6529674667393293
1,6,TP7,stored,50.0,1.190633613159224,47-49 and 51-53,1.2352786936914288,0.9638582930635755,-0.1598681159957865,49.666666666666664,1.3559464691712615
1,6,TP8,stored,50.0,0.9148131715906279,47-49 and 51-53,0.7585917968717879,1.2059360190329655,0.8132426691024713,49.666666666666664,0.9815061881540219
1,6,P7,stored,50.0,1.4753779981106174,47-49 and 51-53,1.4907920288016072,0.9896605090494208,-0.04513759273342574,49.666666666666664,1.7617457911367815
1,6,P5,stored,50.0,1.2132263116516442,47-49 and 51-53,1.2366832374380903,0.9810323896400186,-0.08316653772225671,49.666666666666664,1.4244237062147993
1,6,P3,stored,50.0,1.2203831383826074,47-49 and 51-53,1.2135155331052203,1.0056592644181601,0.024508588021825102,49.666666666666664,1.4500562375063688
1,6,P1,stored,50.0,1.2576011364914745,47-49 and 51-53,1.2886489495919382,0.975906694286062,-0.10591702921195705,49.666666666666664,1.4964943017436265
1,6,Pz,stored,50.0,1.33752460966953,47-49 and 51-53,1.2117001595490167,1.103841242512788,0.4290661645610667,49.666666666666664,1.5113356595731025
1,6,P2,stored,50.0,1.4169557010064158,47-49 and 51-53,1.2859587330204698,1.1018671630918195,0.4212924078297158,49.666666666666664,1.5330632296697129
1,6,P4,stored,50.0,1.430801971752739,47-49 and 51-53,1.2562091945272034,1.1389838396233414,0.5651756217199079,49.666666666666664,1.532141480801579
1,6,P6,stored,50.0,1.4628866142222536,47-49 and 51-53,1.1904781546005903,1.2288227285557016,0.8948923556100068,49.666666666666664,1.5098173749738395
1,6,P8,stored,50.0,1.5858291150301036,47-49 and 51-53,1.2758766205492607,1.2429329681951609,0.9444770762158256,50.0,1.5858291150301036
1,6,PO7,stored,50.0,1.3287861329575121,47-49 and 51-53,1.3379700479507122,0.9931359337921902,-0.029913041174182312,49.666666666666664,1.5293132008387327
1,6,PO3,stored,50.0,1.2964419167096546,47-49 and 51-53,1.2491463845604356,1.0378622815818837,0.161397289294763,49.666666666666664,1.5088281425961985
1,6,POz,stored,50.0,1.5555868850382597,47-49 and 51-53,1.4647464765139375,1.0620178372031455,0.26131811033438956,49.666666666666664,1.7362276202379385
1,6,PO4,stored,50.0,1.8098485018763921,47-49 and 51-53,1.563494238168524,1.1575664672716974,0.635459375220067,49.666666666666664,1.8839280749837901
1,6,PO8,stored,50.0,2.9069017198041336,47-49 and 51-53,2.285539333264627,1.2718668532612663,1.044416491107125,50.0,2.9069017198041336
1,6,O1,stored,50.0,0.21657382065367117,47-49 and 51-53,0.1899540768011285,1.1401377864630518,0.569573393054124,48.0,0.2579781212504269
1,6,Oz,stored,50.0,0.4024030695147498,47-49 and 51-53,0.33983142092142427,1.1841255538515767,0.7339775344604678,48.33333333333333,0.4558525949031843
1,6,O2,stored,50.0,0.5299875467861295,47-49 and 51-53,0.4427015102305409,1.197166791931958,0.7815466149196797,48.33333333333333,0.5958773533275418
1,6,Iz,stored,50.0,0.7136721152836413,47-49 and 51-53,0.6228403656560242,1.1458347188720597,0.591219772661122,48.0,0.8686912212260672
1,6,FC5,stored,60.0,3.3657379037880215,57-59 and 61-63,0.7503014333350279,4.485847626370104,6.5184451754152235,60.0,3.3657379037880215
1,6,FC3,stored,60.0,2.762639433923236,57-59 and 61-63,0.8613308537518656,3.207407956988273,5.061542022735759,60.0,2.762639433923236
1,6,FC1,stored,60.0,2.2146290051005564,57-59 and 61-63,0.9417794597401028,2.3515367448252844,3.7135176936752434,60.0,2.2146290051005564
1,6,FCz,stored,60.0,1.802343451171893,57-59 and 61-63,0.9872119852125232,1.8256904070951807,2.614271336091954,60.0,1.802343451171893
1,6,FC2,stored,60.0,1.4290755648272504,57-59 and 61-63,0.8576703020051251,1.6662295074065778,2.2173482116161773,60.0,1.4290755648272504
1,6,FC4,stored,60.0,1.2256387975174776,57-59 and 61-63,0.7101985280542454,1.7257692731008625,2.3698273221512545,60.0,1.2256387975174776
1,6,FC6,stored,60.0,0.6623776907798777,57-59 and 61-63,0.5646240462521832,1.1731305019270006,0.6934632679093713,60.0,0.6623776907798777
1,6,C5,stored,60.0,2.605160385096684,57-59 and 61-63,0.8551397693103635,3.0464731948996397,4.837973612366614,60.0,2.605160385096684
1,6,C3,stored,60.0,1.639774144229811,57-59 and 61-63,0.8445634046844759,1.94156428651135,2.8815177490520414,60.0,1.639774144229811
1,6,C1,stored,60.0,1.4725030066282114,57-59 and 61-63,0.9524801348559133,1.5459671574682916,1.8920026352681016,60.0,1.4725030066282114
1,6,Cz,stored,60.0,1.1400338611621086,57-59 and 61-63,0.995249151850576,1.1454758429508012,0.5898593474428051,61.33333333333333,1.1544203438787928
1,6,C2,stored,60.0,0.8332125872108009,57-59 and 61-63,0.9249994651352771,0.9007708854068875,-0.45385659472605966,61.33333333333333,1.0691162579872306
1,6,C4,stored,60.0,0.6301797909340325,57-59 and 61-63,0.7070418233971756,0.8912906847662301,-0.4998063243747761,61.33333333333333,0.7735960511880309
1,6,C6,stored,60.0,0.687177409579626,57-59 and 61-63,0.6981331419241621,0.9843071017738244,-0.06869381449143912,61.33333333333333,0.7828796848437428
1,6,CP5,stored,60.0,1.3074582575273779,57-59 and 61-63,0.7985976636675458,1.6371926904004435,2.1409979697626214,60.0,1.3074582575273779
1,6,CP3,stored,60.0,0.9686215220283442,57-59 and 61-63,0.8134158772177893,1.1908072477530447,0.7584146928135033,58.0,0.9895533404541708
1,6,CP1,stored,60.0,0.7648068292079699,57-59 and 61-63,0.7928823435395111,0.9645905668598835,-0.15656989543237876,58.0,0.9315374188145946
1,6,CPz,stored,60.0,0.7454055460514967,57-59 and 61-63,0.8671508504756755,0.8596030847949979,-0.65702034656814,61.33333333333333,0.9860900569877079
1,6,CP2,stored,60.0,0.7623674702993981,57-59 and 61-63,0.8537978881148102,0.8929132771488919,-0.49190719257730525,61.33333333333333,1.0020480691385303
1,6,CP4,stored,60.0,0.7381716062693775,57-59 and 61-63,0.8009257780391432,0.9216479560398182,-0.35434935720329785,61.33333333333333,0.914356570572766
1,6,CP6,stored,60.0,0.8114955498636766,57-59 and 61-63,0.6608277495154018,1.227998597908097,0.8919787094104119,60.0,0.8114955498636766
1,6,Fp1,stored,60.0,7.702793786461974,57-59 and 61-63,1.5376639111643575,5.009413130226375,6.997868497727559,60.0,7.702793786461974
1,6,Fpz,stored,60.0,5.942402434761935,57-59 and 61-63,0.954768330498509,6.223920761656657,7.940640549015672,60.0,5.942402434761935
1,6,Fp2,stored,60.0,5.638604748675986,57-59 and 61-63,1.0895356356738721,5.175236645828972,7.139302133807237,60.0,5.638604748675986
1,6,AF7,stored,60.0,6.887509138318699,57-59 and 61-63,1.361369787454522,5.059249295664851,7.040860798956409,60.0,6.887509138318699
1,6,AF3,stored,60.0,6.164903887367619,57-59 and 61-63,1.1717219100480092,5.26140531682558,7.211017593300252,60.0,6.164903887367619
1,6,AFz,stored,60.0,3.884019906389459,57-59 and 61-63,0.6563191745938011,5.917882726484864,7.7216635458177185,60.0,3.884019906389459
1,6,AF4,stored,60.0,3.321097822792647,57-59 and 61-63,0.6242228155622084,5.320372373447275,7.259420296773481,60.0,3.321097822792647
1,6,AF8,stored,60.0,3.7583684066344176,57-59 and 61-63,1.6516006260517595,2.2755915366894723,3.5709430988396744,60.0,3.7583684066344176
1,6,F7,stored,60.0,5.570953190527317,57-59 and 61-63,0.9700431746008495,5.7429950917593295,7.591384451123088,60.0,5.570953190527317
1,6,F5,stored,60.0,4.500616830272658,57-59 and 61-63,0.9178536323231289,4.903414522510952,6.904986089772591,60.0,4.500616830272658
1,6,F3,stored,60.0,5.378485735502812,57-59 and 61-63,0.620060099361293,8.674136170095517,9.382262355965679,60.0,5.378485735502812
1,6,F1,stored,60.0,3.1890915410556455,57-59 and 61-63,0.7735359503665908,4.122745089668147,6.151864830980047,60.0,3.1890915410556455
1,6,Fz,stored,60.0,3.3195119564965325,57-59 and 61-63,0.7984778706607811,4.157299880771232,6.188113528359837,60.0,3.3195119564965325
1,6,F2,stored,60.0,4.144846631094976,57-59 and 61-63,0.6289013818918814,6.5906146026048065,8.189259162744051,60.0,4.144846631094976
1,6,F4,stored,60.0,8.382160035981654,57-59 and 61-63,0.5992026468881935,13.988856824168368,11.457822251965414,60.0,8.382160035981654
1,6,F6,stored,60.0,2.0673973179718894,57-59 and 61-63,0.600250228168574,3.444225792766017,5.3709161471483196,60.0,2.0673973179718894
1,6,F8,stored,60.0,1.8554238623191646,57-59 and 61-63,0.6468875263414812,2.8682325547574665,4.576143607870443,60.0,1.8554238623191646
1,6,FT7,stored,60.0,4.2219960088383806,57-59 and 61-63,0.8827606997502555,4.782718589571147,6.796748281661654,60.0,4.2219960088383806
1,6,FT8,stored,60.0,0.9730763850230386,57-59 and 61-63,0.489786522977913,1.986735729490294,2.981401022094407,60.0,0.9730763850230386
1,6,T7,stored,60.0,3.7102514080346047,57-59 and 61-63,0.6578057015360302,5.640345468838083,7.513057051562426,60.0,3.7102514080346047
1,6,T8,stored,60.0,1.676456258186513,57-59 and 61-63,1.6711493253389649,1.0031756185800282,0.013769684180317675,58.666666666666664,2.1274338397560446
1,6,T9,stored,60.0,5.186451132489116,57-59 and 61-63,0.7636459475020707,6.791696007101579,8.319782388682716,60.0,5.186451132489116
1,6,T10,stored,60.0,1.383385183751329,57-59 and 61-63,1.2172204703418967,1.1365115995484034,0.5557387261194116,58.0,1.477737806870146
1,6,TP7,stored,60.0,3.316667464041919,57-59 and 61-63,0.7294516772220783,4.546795308871673,6.577054032421664,60.0,3.316667464041919
1,6,TP8,stored,60.0,9.659195414484842,57-59 and 61-63,0.508552091471569,18.993522151358306,12.78605507604929,60.0,9.659195414484842
1,6,P7,stored,60.0,3.957402584974425,57-59 and 61-63,0.8209643395724016,4.820431770563426,6.830859401423601,60.0,3.957402584974425
1,6,P5,stored,60.0,4.529758369675806,57-59 and 61-63,0.7169250695642047,6.318314928545179,8.006012689766484,60.0,4.529758369675806
1,6,P3,stored,60.0,5.201937251375508,57-59 and 61-63,0.7461332104826565,6.971861295398571,8.433487382712556,60.0,5.201937251375508
1,6,P1,stored,60.0,5.8603593844038775,57-59 and 61-63,0.7811363928601722,7.502350982452452,8.75197377886782,60.0,5.8603593844038775
1,6,Pz,stored,60.0,6.471297785786202,57-59 and 61-63,0.7541521927613755,8.58089102955617,9.335323868146203,60.0,6.471297785786202
1,6,P2,stored,60.0,7.613495696161157,57-59 and 61-63,0.791085622101991,9.624110821191975,9.833606152414983,60.0,7.613495696161157
1,6,P4,stored,60.0,8.444357873184073,57-59 and 61-63,0.792039298239487,10.661539006907676,10.278199001843973,60.0,8.444357873184073
1,6,P6,stored,60.0,9.706105715501176,57-59 and 61-63,0.7511017872443351,12.922490507060607,11.113462218045026,60.0,9.706105715501176
1,6,P8,stored,60.0,11.784876220333658,57-59 and 61-63,0.7795521776958462,15.117495092075417,11.794798362834424,60.0,11.784876220333658
1,6,PO7,stored,60.0,5.037226877872567,57-59 and 61-63,0.8084713975014268,6.230556694324708,7.945268521924085,60.0,5.037226877872567
1,6,PO3,stored,60.0,5.719140720072167,57-59 and 61-63,0.7969939539659792,7.175889718626769,8.558757557105231,60.0,5.719140720072167
1,6,POz,stored,60.0,8.081729760583686,57-59 and 61-63,0.9034213243463655,8.94569293726922,9.516139868459966,60.0,8.081729760583686
1,6,PO4,stored,60.0,9.199324136815903,57-59 and 61-63,0.9661925685602577,9.521211853786037,9.786922286278644,60.0,9.199324136815903
1,6,PO8,stored,60.0,12.576220720797798,57-59 and 61-63,1.538945274661954,8.171973966754797,9.123269744419634,60.0,12.576220720797798
1,6,O1,stored,60.0,0.5511197716344342,57-59 and 61-63,0.06476290080058406,8.509806769332728,9.29919698749066,60.0,0.5511197716344342
1,6,Oz,stored,60.0,0.8436960271141503,57-59 and 61-63,0.11021451534304007,7.655035495897853,8.83947208833996,60.0,0.8436960271141503
1,6,O2,stored,60.0,1.1232315192127262,57-59 and 61-63,0.14592350562578876,7.697399499798063,8.863440272968253,60.0,1.1232315192127262
1,6,Iz,stored,60.0,1.2565229428239955,57-59 and 61-63,0.18559801226696732,6.770131465721689,8.305971021095369,60.0,1.2565229428239955
1,6,FC5,average,50.0,1.0288379458150414,47-49 and 51-53,0.9665035973332909,1.064494688538914,0.27143498800179394,50.0,1.0288379458150414
1,6,FC3,average,50.0,0.7120677709255401,47-49 and 51-53,0.6774102181389301,1.0511618393974418,0.21669586195976334,49.666666666666664,0.7600203813792714
1,6,FC1,average,50.0,0.7668671573791901,47-49 and 51-53,0.7229099271551063,1.0608059573854107,0.25635950024070403,49.666666666666664,0.9051687257060467
1,6,FCz,average,50.0,0.865215017522638,47-49 and 51-53,0.8344340386335086,1.036888450691126,0.15732037145935412,49.666666666666664,1.0874778621238592
1,6,FC2,average,50.0,0.7739801173448411,47-49 and 51-53,0.6513014048873145,1.1883593548807898,0.7494778933420285,49.666666666666664,0.8271954235360327
1,6,FC4,average,50.0,0.6353523467551746,47-49 and 51-53,0.5181229751064489,1.2262578138416673,0.8858178776619587,50.0,0.6353523467551746
1,6,FC6,average,50.0,0.6665645493147423,47-49 and 51-53,0.5661852961963262,1.177290462667913,0.7088362577554853,48.666666666666664,0.7086292100795696
1,6,C5,average,50.0,0.5329549043572465,47-49 and 51-53,0.5514651804981209,0.9664343701189717,-0.14827633268077617,48.666666666666664,0.6180259597342862
1,6,C3,average,50.0,0.5331170267635762,47-49 and 51-53,0.5233332323916651,1.0186951520873204,0.08044239380363395,49.666666666666664,0.597070679302433
1,6,C1,average,50.0,0.5128022294403226,47-49 and 51-53,0.5138609451791185,0.9979396843665034,-0.008957067470892808,49.666666666666664,0.6412987962562027
1,6,Cz,average,50.0,0.679271463207495,47-49 and 51-53,0.6520272787092933,1.0417838108738828,0.17777604293867588,49.666666666666664,0.8128952627713861
1,6,C2,average,50.0,0.5742756564910196,47-49 and 51-53,0.4803096996105324,1.1956361842300525,0.7759904987146783,49.666666666666664,0.7094119290744871
1,6,C4,average,50.0,0.5005019663264685,47-49 and 51-53,0.3980491566059307,1.2573873302336027,0.994690799704633,50.0,0.5005019663264685
1,6,C6,average,50.0,0.6456140590801921,47-49 and 51-53,0.6427875202487221,1.0043973144195089,0.0190554281592734,48.666666666666664,0.7574134177124355
1,6,CP5,average,50.0,0.43944994612302524,47-49 and 51-53,0.46145831620158395,0.9523069163435673,-0.21223061496887355,48.33333333333333,0.4952928557197155
1,6,CP3,average,50.0,0.376138211110782,47-49 and 51-53,0.3703913726435955,1.0155155840325587,0.06686592445320579,49.666666666666664,0.44501345329892683
1,6,CP1,average,50.0,0.42656982880020555,47-49 and 51-53,0.4122967107671926,1.0346185590626078,0.14780264548791694,49.666666666666664,0.5350482134285282
1,6,CPz,average,50.0,0.43114652817012944,47-49 and 51-53,0.4221996969520163,1.0211909939365256,0.09106976029473068,49.666666666666664,0.5049850522645596
1,6,CP2,average,50.0,0.37147701322307936,47-49 and 51-53,0.33158816269259495,1.1202963646427395,0.4933292669069886,49.666666666666664,0.41839578781130393
1,6,CP4,average,50.0,0.3850376789792393,47-49 and 51-53,0.3334255754843475,1.1547934750353748,0.6250432130832163,49.666666666666664,0.39441458232826776
1,6,CP6,average,50.0,0.3770115553207863,47-49 and 51-53,0.3192187841506002,1.1810443934994777,0.7226622232943534,49.0,0.39991828423911885
1,6,Fp1,average,50.0,1.8200307913200877,47-49 and 51-53,1.415623459391505,1.2856743643556277,1.091309843956648,50.33333333333333,1.876504904235945
1,6,Fpz,average,50.0,0.8647163743310232,47-49 and 51-53,0.7659715876645506,1.128914424838584,0.5266102232447293,50.666666666666664,1.0295053350505592
1,6,Fp2,average,50.0,1.0240673196068377,47-49 and 51-53,0.8718597631633026,1.174578026047781,0.6988187182154724,50.666666666666664,1.1812083025639586
1,6,AF7,average,50.0,1.7175795376830993,47-49 and 51-53,1.3095177004317118,1.3116123112477678,1.1780548445499597,50.33333333333333,1.8232186717491943
1,6,AF3,average,50.0,1.5013324446279077,47-49 and 51-53,1.1656155271770379,1.2880168542915094,1.099215460035353,50.33333333333333,1.6135261544723627
1,6,AFz,average,50.0,0.2692828708036213,47-49 and 51-53,0.22670622986037234,1.1878053416065,0.7474527398445395,49.33333333333333,0.2737633234745413
1,6,AF4,average,50.0,0.38082980229002167,47-49 and 51-53,0.35476532926771465,1.0734696174400913,0.3078975704907947,50.33333333333333,0.4014872520256292
1,6,AF8,average,50.0,2.1599864655148684,47-49 and 51-53,1.869521517655264,1.155368603739797,0.6272056174458353,48.666666666666664,2.4402919206891798
1,6,F7,average,50.0,1.163833560006754,47-49 and 51-53,0.9448321056653701,1.2317887517033077,0.9053623393552414,49.666666666666664,1.1733950817832484
1,6,F5,average,50.0,0.6969597503682426,47-49 and 51-53,0.6307953761306923,1.1048903919420012,0.4331919699324359,50.0,0.6969597503682426
1,6,F3,average,50.0,0.17454338727544763,47-49 and 51-53,0.17574356231317861,0.9931708733911274,-0.029760254354291013,51.666666666666664,0.1978861444622118
1,6,F1,average,50.0,0.2816934605546309,47-49 and 51-53,0.2855925865125144,0.9863472437940449,-0.05970164658325346,49.33333333333333,0.35959926814492654
1,6,Fz,average,50.0,0.2899148324518181,47-49 and 51-53,0.2939156174941898,0.9863879807528404,-0.05952228306607418,51.666666666666664,0.37063969795615287
1,6,F2,average,50.0,0.23535079047072405,47-49 and 51-53,0.22648180554995612,1.0391598119735568,0.16682342668886052,51.666666666666664,0.24840139949783843
1,6,F4,average,50.0,0.2024673594826409,47-49 and 51-53,0.20016825743510464,1.0114858473416128,0.049598105230945634,52.0,0.23043897137628747
1,6,F6,average,50.0,0.57032846650971,47-49 and 51-53,0.5087658203821537,1.1210038954293633,0.4960712174799521,51.666666666666664,0.5812501176591311
1,6,F8,average,50.0,0.8427815955545959,47-49 and 51-53,0.8630207139503756,0.9765485137626215,-0.10306176609566217,51.666666666666664,1.02517700890516
1,6,FT7,average,50.0,0.6293953041801253,47-49 and 51-53,0.6777833208367965,0.928608428137578,-0.32167378954324355,51.33333333333333,0.7422633562279609
1,6,FT8,average,50.0,0.5429328732280475,47-49 and 51-53,0.5634083786227383,0.9636577903851137,-0.16077163330414604,48.0,0.6553609125819264
1,6,T7,average,50.0,0.350308772140798,47-49 and 51-53,0.42743890289447883,0.8195528525097262,-0.8642303377965423,48.33333333333333,0.48972040871454603
1,6,T8,average,50.0,3.5380158055412627,47-49 and 51-53,3.3020975883735133,1.0714449560783434,0.299698647054476,48.33333333333333,4.174230601621873
1,6,T9,average,50.0,0.5290308646759216,47-49 and 51-53,0.6314623897982508,0.8377868155298125,-0.7686647852684557,48.33333333333333,0.7071931609812692
1,6,T10,average,50.0,2.6767857528066847,47-49 and 51-53,2.673559517184106,1.0012067192077987,0.00523755543734389,50.666666666666664,3.005814146930234
1,6,TP7,average,50.0,0.47229868518121154,47-49 and 51-53,0.5047291889247999,0.9357467242727263,-0.28841684526411726,49.666666666666664,0.5616514260312406
1,6,TP8,average,50.0,0.5038441286264949,47-49 and 51-53,0.43577960464246435,1.1561902467644718,0.6302930149106307,51.33333333333333,0.5306441258577145
1,6,P7,average,50.0,0.7239358530111092,47-49 and 51-53,0.7530139641247728,0.9613843666930385,-0.17102944319031488,48.0,0.8465800437809998
1,6,P5,average,50.0,0.4835485045303312,47-49 and 51-53,0.4843764595400384,0.9982906786789486,-0.0074298399778422505,49.666666666666664,0.5534048207389701
1,6,P3,average,50.0,0.5329800459103696,47-49 and 51-53,0.5278339987688732,1.009749366568844,0.04213589402568555,49.666666666666664,0.6014212620307047
1,6,P1,average,50.0,0.5625611429899818,47-49 and 51-53,0.568371827311313,0.9897766144588506,-0.044628115184546444,50.666666666666664,0.6208052042860374
1,6,Pz,average,50.0,0.6370462691327541,47-49 and 51-53,0.573810164702061,1.1102038763351763,0.45402739360495126,50.666666666666664,0.6711933926724859
1,6,P2,average,50.0,0.7181175329243433,47-49 and 51-53,0.6158872627937622,1.1659886091276648,0.6669430769815526,50.33333333333333,0.7401211212568969
1,6,P4,average,50.0,0.8197063729304929,47-49 and 51-53,0.6784444138842817,1.2082144920870488,0.8214404062676188,50.0,0.8197063729304929
1,6,P6,average,50.0,0.925713648613588,47-49 and 51-53,0.6740208139858113,1.37341997369398,1.3780335906372165,50.0,0.925713648613588
1,6,P8,average,50.0,1.170913405866252,47-49 and 51-53,0.8311172467480661,1.4088426277371997,1.4886248372509407,50.0,1.170913405866252
1,6,PO7,average,50.0,0.7919344212872494,47-49 and 51-53,0.8435716205292797,0.9387874153357225,-0.27432740853254334,49.666666666666664,0.918937213313842
1,6,PO3,average,50.0,0.847633078024303,47-49 and 51-53,0.8317311512114957,1.019119070855582,0.08224928652637734,49.666666666666664,0.9788421473506963
